 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F356W
  1.2386  1.3496  1.2820  0.7810 -0.1124 -0.7104 -0.8309 -0.9521 -1.0122 -0.9621
 -1.2346 -1.3542 -1.0043 -0.5045 -0.2021 -0.3722
  0.8206  0.8914  0.9021  0.7136  0.3311  0.0433 -0.0807 -0.2296 -0.3602 -0.4432
 -0.6086 -0.6703 -0.5203 -0.3066 -0.1942 -0.3852 -0.5626 -0.7324 -0.9055
  0.5793  0.5891  0.6009  0.5575  0.4524  0.3433  0.2395  0.1113 -0.0168 -0.1315
 -0.2192 -0.2539 -0.2323 -0.2002 -0.2069 -0.3967 -0.5799 -0.7541 -0.9215 -1.0795
 -1.2305
  0.5148  0.4427  0.3784  0.3127  0.2512  0.1896  0.1297  0.0706  0.0179 -0.0270
 -0.0664 -0.1049 -0.1404 -0.1852 -0.2402 -0.4067 -0.6001 -0.7723 -0.9365 -1.0946
 -1.2460 -1.3907 -1.5301
  0.4238  0.3724  0.3223  0.2690  0.2140  0.1569  0.0993  0.0419 -0.0147 -0.0683
 -0.1157 -0.1580 -0.1975 -0.2394 -0.2872 -0.4315 -0.6064 -0.7817 -0.9483 -1.1061
 -1.2565 -1.4003 -1.5384 -1.6715 -1.8006
  0.3248  0.2886  0.2504  0.2088  0.1627  0.1129  0.0605  0.0070 -0.0471 -0.1008
 -0.1525 -0.2004 -0.2438 -0.2836 -0.3289 -0.4584 -0.6164 -0.7888 -0.9564 -1.1148
 -1.2650 -1.4083 -1.5455 -1.6774 -1.8048 -1.9285
  0.2176  0.1913  0.1627  0.1321  0.0974  0.0576  0.0133 -0.0341 -0.0833 -0.1337
 -0.1845 -0.2341 -0.2809 -0.3230 -0.3653 -0.4874 -0.6301 -0.7936 -0.9608 -1.1207
 -1.2715 -1.4147 -1.5515 -1.6827 -1.8089 -1.9310 -2.0496 -2.1650 -2.2775 -2.3873
