 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =F1280W
 -1.5650 -1.6785 -1.7856 -1.8915 -1.9965 -2.0904 -2.1570 -2.2124 -2.2633 -2.3191
 -2.3795 -2.4478 -2.5173 -2.5892 -2.6613 -2.8436 -3.0234 -3.2098 -3.3828
 -1.5128 -1.6273 -1.7413 -1.8547 -1.9659 -2.0709 -2.1674 -2.2536 -2.3280 -2.3885
 -2.4414 -2.4954 -2.5580 -2.6283 -2.7018 -2.8883 -3.0732 -3.2522 -3.4222 -3.5834
 -1.5081 -1.6211 -1.7307 -1.8376 -1.9429 -2.0476 -2.1513 -2.2506 -2.3424 -2.4234
 -2.4863 -2.5365 -2.5913 -2.6584 -2.7311 -2.9163 -3.0991 -3.2773 -3.4478 -3.6097
 -3.7632
 -1.5080 -1.6184 -1.7252 -1.8287 -1.9294 -2.0281 -2.1253 -2.2219 -2.3180 -2.4110
 -2.4975 -2.5622 -2.6167 -2.6800 -2.7510 -2.9357 -3.1173 -3.2944 -3.4649 -3.6271
 -3.7809 -3.9272
 -1.5136 -1.6198 -1.7237 -1.8246 -1.9225 -2.0181 -2.1115 -2.2030 -2.2934 -2.3837
 -2.4738 -2.5575 -2.6225 -2.6916 -2.7645 -2.9486 -3.1298 -3.3060 -3.4762 -3.6385
 -3.7926 -3.9391 -4.0786 -4.2120
 -1.5284 -1.6278 -1.7270 -1.8245 -1.9200 -2.0133 -2.1045 -2.1936 -2.2810 -2.3670
 -2.4526 -2.5385 -2.6104 -2.6831 -2.7625 -2.9564 -3.1380 -3.3135 -3.4835 -3.6460
 -3.8003 -3.9470 -4.0867 -4.2203 -4.3482 -4.4713 -4.5904 -4.7061 -4.8190 -4.9296
 -1.5558 -1.6463 -1.7379 -1.8301 -1.9219 -2.0127 -2.1018 -2.1891 -2.2748 -2.3589
 -2.4418 -2.5242 -2.5999 -2.6707 -2.7498 -2.9531 -3.1415 -3.3177 -3.4877 -3.6506
 -3.8053 -3.9523 -4.0923 -4.2261 -4.3541 -4.4769 -4.5953 -4.7100 -4.8215 -4.9304
 -5.0375
 -1.5966 -1.6777 -1.7603 -1.8448 -1.9306 -2.0172 -2.1033 -2.1885 -2.2726 -2.3552
