 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  I   
 -1.0877 -1.1179 -1.1711 -1.2378 -1.2938 -1.3136 -1.1484 -1.1243 -1.0960 -1.0577
 -1.0078 -0.9443 -0.8913 -0.8298 -0.7726 -0.6670 -0.6274 -0.6289 -0.6475
 -1.1343 -1.0703 -1.0360 -1.0284 -1.0409 -1.0502 -1.0485 -1.0396 -1.0260 -1.0074
 -0.9774 -0.9333 -0.8802 -0.8275 -0.7807 -0.6984 -0.6599 -0.6550 -0.6682 -0.6920
 -1.0969 -1.0470 -1.0069 -0.9771 -0.9604 -0.9603 -0.9742 -0.9837 -0.9791 -0.9618
 -0.9404 -0.9125 -0.8727 -0.8280 -0.7866 -0.7114 -0.6782 -0.6759 -0.6901 -0.7133
 -0.7425
 -1.0516 -1.0152 -0.9821 -0.9524 -0.9279 -0.9107 -0.9023 -0.9039 -0.9114 -0.9125
 -0.9016 -0.8857 -0.8610 -0.8267 -0.7912 -0.7233 -0.6927 -0.6927 -0.7083 -0.7315
 -0.7596 -0.7918
 -0.9854 -0.9653 -0.9444 -0.9223 -0.9003 -0.8807 -0.8651 -0.8546 -0.8489 -0.8476
 -0.8462 -0.8405 -0.8316 -0.8137 -0.7892 -0.7307 -0.7020 -0.7038 -0.7220 -0.7465
 -0.7746 -0.8061 -0.8406 -0.8775
 -0.9006 -0.8964 -0.8895 -0.8787 -0.8646 -0.8491 -0.8342 -0.8212 -0.8110 -0.8030
 -0.7966 -0.7909 -0.7870 -0.7797 -0.7679 -0.7305 -0.7053 -0.7080 -0.7296 -0.7572
 -0.7870 -0.8190 -0.8532 -0.8897 -0.9288 -0.9709 -1.0163 -1.0652 -1.1179 -1.1743
 -0.8053 -0.8121 -0.8181 -0.8196 -0.8161 -0.8086 -0.7989 -0.7885 -0.7788 -0.7703
 -0.7624 -0.7549 -0.7485 -0.7432 -0.7363 -0.7168 -0.7014 -0.7052 -0.7295 -0.7618
 -0.7953 -0.8293 -0.8645 -0.9011 -0.9392 -0.9783 -1.0197 -1.0652 -1.1158 -1.1717
 -1.2299
 -0.7014 -0.7188 -0.7343 -0.7460 -0.7534 -0.7560 -0.7542 -0.7498 -0.7442 -0.7380
 -0.7319 -0.7259 -0.7199 -0.7145 -0.7085 -0.6958 -0.6898 -0.6964 -0.7220 -0.7585
 -0.7972 -0.8353 -0.8730 -0.9110 -0.9496 -0.9890 -1.0290 -1.0712 -1.1172 -1.1684
 -1.2255
 -0.5971 -0.6220 -0.6439 -0.6631 -0.6791 -0.6908 -0.6983 -0.7017 -0.7025 -0.7013
 -0.6990 -0.6962 -0.6929 -0.6896 -0.6854 -0.6755 -0.6741 -0.6841 -0.7098 -0.7484
 -0.7920 -0.8357 -0.8778 -0.9188 -0.9593 -0.9995 -1.0403 -1.0830 -1.1278 -1.1743
 -1.2224
 -0.4924 -0.5217 -0.5501 -0.5749 -0.5968 -0.6160 -0.6317 -0.6436 -0.6521 -0.6578
 -0.6612 -0.6630 -0.6636 -0.6637 -0.6630 -0.6581 -0.6587 -0.6707 -0.6958 -0.7337
 -0.7794 -0.8276 -0.8750 -0.9206 -0.9644 -1.0070 -1.0489 -1.0908 -1.1369 -1.1807
 -1.2232
 -0.3873 -0.4179 -0.4529 -0.4849 -0.5107 -0.5349 -0.5568 -0.5760 -0.5922 -0.6055
 -0.6160 -0.6240 -0.6300 -0.6343 -0.6377 -0.6416 -0.6446 -0.6576 -0.6826 -0.7189
 -0.7640 -0.8138 -0.8651 -0.9156 -0.9641 -1.0103 -1.0551 -1.0986 -1.1414 -1.1845
 -1.2287
 -0.2818 -0.3106 -0.3523 -0.3938 -0.4231 -0.4510 -0.4773 -0.5019 -0.5245 -0.5449
 -0.5627 -0.5778 -0.5904 -0.6005 -0.6095 -0.6260 -0.6318 -0.6448 -0.6702
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =  I   
 -1.1577 -1.1234 -1.1155 -1.1269 -1.1453 -1.1575 -1.1094 -1.1050 -1.0886 -1.0581
 -1.0132 -0.9561 -0.8992 -0.8415 -0.7889 -0.6877 -0.6361 -0.6241 -0.6392
 -1.1066 -1.0489 -1.0300 -1.0215 -1.0179 -1.0207 -1.0270 -1.0312 -1.0279 -1.0136
 -0.9859 -0.9445 -0.8941 -0.8434 -0.7970 -0.7089 -0.6619 -0.6511 -0.6625 -0.6852
 -1.0954 -1.0220 -0.9742 -0.9514 -0.9557 -0.9723 -0.9819 -0.9829 -0.9794 -0.9723
 -0.9573 -0.9312 -0.8922 -0.8481 -0.8065 -0.7261 -0.6823 -0.6719 -0.6835 -0.7061
 -0.7351
 -1.0902 -1.0233 -0.9731 -0.9370 -0.9147 -0.9063 -0.9145 -0.9331 -0.9439 -0.9403
 -0.9288 -0.9121 -0.8861 -0.8505 -0.8145 -0.7403 -0.6991 -0.6888 -0.7006 -0.7232
 -0.7514 -0.7837
 -1.0681 -1.0135 -0.9698 -0.9340 -0.9056 -0.8851 -0.8727 -0.8687 -0.8750 -0.8866
 -0.8902 -0.8849 -0.8707 -0.8462 -0.8158 -0.7497 -0.7110 -0.7009 -0.7134 -0.7370
 -0.7654 -0.7972 -0.8321 -0.8702
 -1.0235 -0.9840 -0.9509 -0.9216 -0.8950 -0.8718 -0.8531 -0.8395 -0.8305 -0.8266
 -0.8286 -0.8319 -0.8324 -0.8247 -0.8077 -0.7531 -0.7173 -0.7075 -0.7209 -0.7467
 -0.7768 -0.8092 -0.8440 -0.8811 -0.9206 -0.9628 -1.0083 -1.0580 -1.1133 -1.1699
 -0.9583 -0.9337 -0.9132 -0.8934 -0.8732 -0.8530 -0.8342 -0.8179 -0.8047 -0.7940
 -0.7859 -0.7809 -0.7805 -0.7803 -0.7756 -0.7477 -0.7175 -0.7083 -0.7220 -0.7508
 -0.7842 -0.8189 -0.8546 -0.8918 -0.9307 -0.9714 -1.0145 -1.0605 -1.1108 -1.1672
 -1.2255
 -0.8780 -0.8665 -0.8576 -0.8482 -0.8367 -0.8232 -0.8084 -0.7937 -0.7805 -0.7689
 -0.7585 -0.7495 -0.7432 -0.7392 -0.7363 -0.7253 -0.7102 -0.7035 -0.7173 -0.7480
 -0.7858 -0.8243 -0.8626 -0.9012 -0.9405 -0.9807 -1.0225 -1.0662 -1.1125 -1.1636
 -1.2212
 -0.7890 -0.7874 -0.7879 -0.7876 -0.7851 -0.7797 -0.7715 -0.7616 -0.7514 -0.7416
 -0.7327 -0.7243 -0.7168 -0.7106 -0.7055 -0.6970 -0.6929 -0.6935 -0.7080 -0.7396
 -0.7809 -0.8244 -0.8670 -0.9085 -0.9495 -0.9905 -1.0322 -1.0748 -1.1192 -1.1662
 -1.2179
 -0.6985 -0.7028 -0.7099 -0.7167 -0.7215 -0.7236 -0.7229 -0.7196 -0.7147 -0.7090
 -0.7032 -0.6978 -0.6924 -0.6873 -0.6825 -0.6735 -0.6725 -0.6792 -0.6956 -0.7266
 -0.7692 -0.8166 -0.8640 -0.9100 -0.9543 -0.9975 -1.0403 -1.0830 -1.1263 -1.1710
 -1.2184
 -0.6101 -0.6173 -0.6271 -0.6386 -0.6491 -0.6575 -0.6634 -0.6669 -0.6684 -0.6683
 -0.6672 -0.6659 -0.6642 -0.6622 -0.6599 -0.6543 -0.6541 -0.6636 -0.6824 -0.7126
 -0.7545 -0.8032 -0.8544 -0.9050 -0.9538 -1.0006 -1.0460 -1.0903 -1.1341 -1.1781
 -1.2231
 -0.5275 -0.5347 -0.5449 -0.5576 -0.5712 -0.5844 -0.5956 -0.6049 -0.6124 -0.6184
 -0.6231 -0.6269 -0.6339 -0.6345 -0.6377 -0.6394 -0.6377 -0.6467 -0.6684
 [Fe/H] = -1.50 [alpha/Fe] = 0.00 BC value =  I   
 -1.4021 -1.3183 -1.2601 -1.2210 -1.1946 -1.1739 -1.1528 -1.1272 -1.0968 -1.0595
 -1.0128 -0.9585 -0.9011 -0.8474 -0.7990 -0.7032 -0.6444 -0.6215 -0.6299
 -1.2872 -1.1983 -1.1385 -1.1028 -1.0841 -1.0750 -1.0685 -1.0595 -1.0457 -1.0245
 -0.9931 -0.9508 -0.9017 -0.8532 -0.8091 -0.7217 -0.6681 -0.6479 -0.6544 -0.6759
 -1.1893 -1.0990 -1.0525 -1.0258 -1.0087 -1.0017 -1.0009 -1.0005 -0.9970 -0.9879
 -0.9701 -0.9412 -0.9016 -0.8585 -0.8181 -0.7378 -0.6883 -0.6687 -0.6743 -0.6951
 -0.7238
 -1.1708 -1.0646 -0.9913 -0.9487 -0.9349 -0.9433 -0.9534 -0.9572 -0.9565 -0.9520
 -0.9422 -0.9251 -0.8972 -0.8611 -0.8245 -0.7504 -0.7044 -0.6854 -0.6902 -0.7106
 -0.7388 -0.7715
 -1.1688 -1.0658 -0.9895 -0.9358 -0.9007 -0.8834 -0.8832 -0.8956 -0.9128 -0.9195
 -0.9150 -0.9033 -0.8853 -0.8584 -0.8268 -0.7588 -0.7159 -0.6979 -0.7023 -0.7228
 -0.7513 -0.7837 -0.8194 -0.8584
 -1.1579 -1.0641 -0.9926 -0.9387 -0.8987 -0.8706 -0.8526 -0.8435 -0.8436 -0.8542
 -0.8666 -0.8709 -0.8640 -0.8474 -0.8233 -0.7625 -0.7227 -0.7058 -0.7103 -0.7313
 -0.7611 -0.7944 -0.8301 -0.8682 -0.9089 -0.9521 -0.9988 -1.0502 -1.1060 -1.1625
 -1.1277 -1.0475 -0.9849 -0.9361 -0.8973 -0.8661 -0.8419 -0.8241 -0.8120 -0.8046
 -0.8035 -0.8092 -0.8159 -0.8163 -0.8073 -0.7611 -0.7247 -0.7090 -0.7137 -0.7355
 -0.7674 -0.8027 -0.8395 -0.8778 -0.9178 -0.9597 -1.0043 -1.0517 -1.1031 -1.1600
 -1.2183
 -1.0759 -1.0114 -0.9606 -0.9201 -0.8865 -0.8574 -0.8323 -0.8111 -0.7941 -0.7807
 -0.7701 -0.7630 -0.7616 -0.7643 -0.7657 -0.7506 -0.7219 -0.7079 -0.7127 -0.7348
 -0.7688 -0.8072 -0.8464 -0.8861 -0.9264 -0.9680 -1.0113 -1.0564 -1.1040 -1.1561
 -1.2142
 -1.0064 -0.9567 -0.9183 -0.8875 -0.8614 -0.8378 -0.8157 -0.7953 -0.7772 -0.7617
 -0.7487 -0.7376 -0.7290 -0.7241 -0.7223 -0.7205 -0.7117 -0.7022 -0.7076 -0.7296
 -0.7651 -0.8070 -0.8500 -0.8925 -0.9346 -0.9768 -1.0198 -1.0639 -1.1097 -1.1586
 -1.2107
 -0.9306 -0.8917 -0.8630 -0.8411 -0.8225 -0.8054 -0.7887 -0.7720 -0.7560 -0.7414
 -0.7285 -0.7173 -0.7076 -0.6995 -0.6935 -0.6882 -0.6894 -0.6910 -0.6988 -0.7202
 -0.7556 -0.7998 -0.8468 -0.8933 -0.9386 -0.9829 -1.0269 -1.0710 -1.1158 -1.1619
 -1.2106
 -0.8569 -0.8238 -0.8004 -0.7841 -0.7717 -0.7607 -0.7498 -0.7383 -0.7266 -0.7151
 -0.7043 -0.6950 -0.6867 -0.6792 -0.6728 -0.6633 -0.6650 -0.6734 -0.6866 -0.7086
 -0.7429 -0.7876 -0.8375 -0.8881 -0.9376 -0.9853 -1.0319 -1.0775 -1.1226 -1.1680
 -1.2143
 -0.7886 -0.7589 -0.7374 -0.7229 -0.7133 -0.7065 -0.7005 -0.6941 -0.6874 -0.6804
 -0.6735 -0.6670 -0.6626 -0.6566 -0.6602 -0.6458 -0.6385 -0.6494 -0.6710
 [Fe/H] = -1.00 [alpha/Fe] = 0.00 BC value =  I   
 -1.8209 -1.7025 -1.6049 -1.5202 -1.4417 -1.3630 -1.2786 -1.1909 -1.1206 -1.0619
 -1.0066 -0.9514 -0.8970 -0.8474 -0.8030 -0.7135 -0.6523 -0.6209 -0.6195
 -1.6544 -1.5309 -1.4348 -1.3588 -1.2964 -1.2404 -1.1821 -1.1252 -1.0780 -1.0362
 -0.9934 -0.9467 -0.8985 -0.8526 -0.8112 -0.7283 -0.6727 -0.6447 -0.6433 -0.6613
 -1.5315 -1.4058 -1.3087 -1.2359 -1.1817 -1.1401 -1.1025 -1.0663 -1.0353 -1.0072
 -0.9767 -0.9403 -0.8986 -0.8565 -0.8176 -0.7403 -0.6892 -0.6636 -0.6619 -0.6786
 -0.7066
 -1.3944 -1.2746 -1.1957 -1.1374 -1.0911 -1.0574 -1.0322 -1.0100 -0.9909 -0.9733
 -0.9537 -0.9284 -0.8954 -0.8582 -0.8221 -0.7495 -0.7020 -0.6783 -0.6765 -0.6924
 -0.7197 -0.7530
 -1.3412 -1.1988 -1.0947 -1.0250 -0.9864 -0.9727 -0.9673 -0.9595 -0.9494 -0.9383
 -0.9255 -0.9092 -0.8862 -0.8562 -0.8238 -0.7555 -0.7112 -0.6892 -0.6877 -0.7031
 -0.7301 -0.7633 -0.8001 -0.8405
 -1.3266 -1.1808 -1.0688 -0.9869 -0.9306 -0.8960 -0.8802 -0.8803 -0.8912 -0.8988
 -0.8964 -0.8859 -0.8699 -0.8483 -0.8215 -0.7585 -0.7171 -0.6967 -0.6957 -0.7109
 -0.7381 -0.7718 -0.8087 -0.8484 -0.8908 -0.9362 -0.9850 -1.0382 -1.0952 -1.1517
 -1.3194 -1.1764 -1.0647 -0.9804 -0.9186 -0.8750 -0.8462 -0.8293 -0.8224 -0.8258
