 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F140M
  1.7604  1.6102  1.4917  1.4937  1.4929  1.5028  1.5292  1.5294  1.5337  1.5458
  1.5535  1.5501  1.5368  1.5188  1.4979  1.4332  1.3290  1.1760  1.0727
  1.6742  1.6303  1.5932  1.5556  1.5204  1.5137  1.5176  1.5188  1.5216  1.5257
  1.5250  1.5176  1.5045  1.4863  1.4634  1.3865  1.2885  1.1792  1.0658  0.9510
  1.7067  1.6582  1.6178  1.5835  1.5527  1.5217  1.5042  1.5049  1.5081  1.5088
  1.5056  1.4964  1.4817  1.4623  1.4385  1.3621  1.2674  1.1615  1.0510  0.9394
  0.8276
  1.7410  1.6888  1.6437  1.6050  1.5707  1.5404  1.5138  1.4933  1.4892  1.4928
  1.4908  1.4810  1.4649  1.4442  1.4193  1.3420  1.2492  1.1462  1.0382  0.9291
  0.8202  0.7114
  1.7712  1.7207  1.6724  1.6294  1.5911  1.5563  1.5252  1.4993  1.4809  1.4715
  1.4692  1.4639  1.4509  1.4305  1.4048  1.3260  1.2339  1.1330  1.0273  0.9199
  0.8130  0.7067  0.6008  0.4950
  1.7936  1.7475  1.7013  1.6560  1.6143  1.5759  1.5406  1.5090  1.4829  1.4635
  1.4489  1.4384  1.4280  1.4126  1.3907  1.3131  1.2211  1.1218  1.0180  0.9120
  0.8062  0.7015  0.5977  0.4946  0.3913  0.2880  0.1851  0.0832 -0.0175 -0.1168
  1.8055  1.7653  1.7258  1.6812  1.6385  1.5978  1.5595  1.5238  1.4917  1.4650
  1.4423  1.4222  1.4046  1.3878  1.3686  1.3003  1.2103  1.1123  1.0101  0.9055
  0.8004  0.6964  0.5939  0.4926  0.3922  0.2928  0.1939  0.0948 -0.0047 -0.1043
 -0.2011
  1.8042  1.7711  1.7380  1.6993  1.6589  1.6187  1.5792  1.5412  1.5053  1.4729
  1.4441  1.4178  1.3930  1.3697  1.3471  1.2826  1.1991  1.1036  1.0032  0.9001
  0.7960  0.6923  0.5902  0.4898  0.3909  0.2933  0.1968  0.1007  0.0048 -0.0916
 -0.1886
  1.7867  1.7619  1.7348  1.7043  1.6686  1.6321  1.5947  1.5569  1.5194  1.4838
  1.4508  1.4199  1.3903  1.3617  1.3340  1.2647  1.1852  1.0939  0.9955  0.8941
  0.7912  0.6880  0.5857  0.4853  0.3869  0.2903  0.1951  0.1011  0.0075 -0.0858
 -0.1788
  1.7505  1.7347  1.7147  1.6908  1.6635  1.6331  1.6003  1.5662  1.5305  1.4945
  1.4594  1.4255  1.3927  1.3608  1.3294  1.2522  1.1728  1.0847  0.9892  0.8897
  0.7885  0.6865  0.5847  0.4841  0.3856  0.2893  0.1950  0.1024  0.0111 -0.0794
 -0.1708
  1.6959  1.6890  1.6773  1.6613  1.6414  1.6180  1.5915  1.5623  1.5312  1.4985
  1.4646  1.4302  1.3961  1.3622  1.3285  1.2452  1.1623  1.0761  0.9832  0.8855
  0.7857  0.6851  0.5844  0.4841  0.3853  0.2887  0.1944  0.1024  0.0122 -0.0766
 -0.1644
  1.6335  1.6324  1.6270  1.6175  1.6042  1.5874  1.5672  1.5440  1.5181  1.4901
  1.4602  1.4288  1.3960  1.3624  1.3282  1.2415  1.1550  1.0680  0.9773
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F140M
  1.5615  1.4984  1.4784  1.4901  1.5014  1.5112  1.5174  1.5188  1.5194  1.5211
  1.5210  1.5164  1.5057  1.4898  1.4697  1.4057  1.3169  1.1983  1.0847
  1.6005  1.5620  1.5184  1.4823  1.4894  1.4994  1.5028  1.5014  1.4996  1.4994
  1.4974  1.4911  1.4792  1.4624  1.4418  1.3749  1.2873  1.1832  1.0710  0.9562
  1.6343  1.5925  1.5602  1.5318  1.4972  1.4865  1.4935  1.4927  1.4873  1.4843
  1.4804  1.4729  1.4601  1.4426  1.4212  1.3532  1.2668  1.1661  1.0571  0.9455
  0.8333
  1.6734  1.6247  1.5862  1.5566  1.5313  1.5059  1.4834  1.4807  1.4792  1.4747
  1.4690  1.4603  1.4469  1.4287  1.4065  1.3370  1.2506  1.1520  1.0455  0.9362
  0.8268  0.7174
  1.7172  1.6622  1.6168  1.5794  1.5485  1.5223  1.4975  1.4764  1.4636  1.4623
  1.4599  1.4518  1.4381  1.4194  1.3966  1.3253  1.2383  1.1407  1.0360  0.9283
  0.8206  0.7136  0.6070  0.5004
  1.7553  1.7043  1.6525  1.6087  1.5711  1.5383  1.5095  1.4842  1.4621  1.4465
  1.4414  1.4387  1.4297  1.4128  1.3900  1.3171  1.2291  1.1318  1.0283  0.9217
  0.8150  0.7093  0.6048  0.5009  0.3974  0.2943  0.1914  0.0886 -0.0137 -0.1135
  1.7968  1.7467  1.6918  1.6427  1.5994  1.5608  1.5261  1.4949  1.4675  1.4451
  1.4284  1.4173  1.4094  1.3986  1.3814  1.3113  1.2224  1.1250  1.0224  0.9167
  0.8104  0.7053  0.6018  0.4997  0.3986  0.2980  0.1978  0.0981 -0.0011 -0.0997
 -0.1978
  1.8298  1.7839  1.7304  1.6793  1.6318  1.5886  1.5489  1.5124  1.4792  1.4503
  1.4266  1.4074  1.3906  1.3760  1.3611  1.3035  1.2171  1.1197  1.0176  0.9128
  0.8071  0.7021  0.5989  0.4976  0.3980  0.2998  0.2026  0.1057  0.0090 -0.0880
 -0.1854
  1.8496  1.8096  1.7614  1.7124  1.6646  1.6188  1.5755  1.5350  1.4970  1.4625
  1.4322  1.4065  1.3835  1.3619  1.3415  1.2865  1.2091  1.1139  1.0125  0.9085
  0.8035  0.6986  0.5953  0.4939  0.3947  0.2973  0.2013  0.1061  0.0116 -0.0822
 -0.1753
  1.8519  1.8186  1.7778  1.7364  1.6920  1.6474  1.6035  1.5608  1.5197  1.4809
  1.4451  1.4131  1.3845  1.3578  1.3320  1.2692  1.1969  1.1081  1.0089  0.9062
  0.8022  0.6982  0.5950  0.4934  0.3940  0.2969  0.2018  0.1084  0.0163 -0.0749
 -0.1670
  1.8345  1.8098  1.7783  1.7450  1.7066  1.6671  1.6259  1.5843  1.5427  1.5019
  1.4626  1.4257  1.3917  1.3602  1.3302  1.2578  1.1840  1.0998  1.0046  0.9038
  0.8011  0.6981  0.5956  0.4941  0.3944  0.2970  0.2018  0.1090  0.0180 -0.0715
 -0.1600
  1.8016  1.7833  1.7627  1.7370  1.7068  1.6730  1.6367  1.5988  1.5597  1.5199
  1.4801  1.4409  1.4032  1.3674  1.3335  1.2528  1.1737  1.0907  0.9994
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = F140M
