 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  Hp  
 -1.3768 -1.2657 -1.1621 -1.0659 -0.9766 -0.7848 -0.6307 -0.5038 -0.3960 -0.3021
 -0.2199
 -3.1809 -3.1533 -2.9591 -2.6735 -2.4001 -2.1601 -1.9474 -1.7687 -1.6167 -1.4832
 -1.3642 -1.2535 -1.1504 -1.0543 -0.9650 -0.7724 -0.6186 -0.4937 -0.3889 -0.2988
 -0.2208 -0.1536
 -3.0761 -2.8678 -2.8273 -2.6916 -2.4415 -2.1932 -1.9719 -1.7800 -1.6184 -1.4798
 -1.3589 -1.2485 -1.1456 -1.0498 -0.9604 -0.7665 -0.6119 -0.4876 -0.3848 -0.2975
 -0.2229 -0.1593 -0.1052 -0.0589
 -3.1064 -2.8046 -2.5952 -2.5109 -2.4357 -2.2311 -2.0089 -1.8080 -1.6336 -1.4860
 -1.3596 -1.2485 -1.1458 -1.0501 -0.9606 -0.7654 -0.6090 -0.4844 -0.3826 -0.2975
 -0.2257 -0.1651 -0.1141 -0.0708 -0.0337 -0.0022  0.0236  0.0432  0.0554  0.0584
 -3.1923 -2.8423 -2.5657 -2.3601 -2.2348 -2.1666 -2.0362 -1.8453 -1.6637 -1.5042
 -1.3686 -1.2529 -1.1497 -1.0540 -0.9646 -0.7681 -0.6093 -0.4834 -0.3818 -0.2981
 -0.2285 -0.1706 -0.1227 -0.0826 -0.0485 -0.0198  0.0038  0.0224  0.0356  0.0411
  0.0378
 -3.3169 -2.9305 -2.6121 -2.3565 -2.1582 -2.0145 -1.9151 -1.8267 -1.6944 -1.5354
 -1.3892 -1.2642 -1.1573 -1.0610 -0.9715 -0.7739 -0.6126 -0.4844 -0.3821 -0.2990
 -0.2309 -0.1753 -0.1301 -0.0934 -0.0627 -0.0371 -0.0155  0.0015  0.0131  0.0187
  0.0180
 -3.4699 -3.0525 -2.7009 -2.4087 -2.1713 -1.9828 -1.8353 -1.7177 -1.6201 -1.5247
 -1.4104 -1.2834 -1.1686 -1.0696 -0.9795 -0.7809 -0.6172 -0.4861 -0.3821 -0.2988
 -0.2316 -0.1779 -0.1353 -0.1017 -0.0749 -0.0531 -0.0358 -0.0223 -0.0124 -0.0069
 -0.0064
 -3.6176 -3.1947 -2.8252 -2.5041 -2.2344 -2.0130 -1.8340 -1.6887 -1.5670 -1.4610
 -1.3662 -1.2753 -1.1800 -1.0822 -0.9921 -0.7927 -0.6264 -0.4920 -0.3852 -0.3003
 -0.2331 -0.1802 -0.1394 -0.1085 -0.0851 -0.0673 -0.0540 -0.0442 -0.0375 -0.0341
 -0.0339
 -3.7963 -3.3548 -2.9668 -2.6274 -2.3329 -2.0830 -1.8757 -1.7054 -1.5645 -1.4442
 -1.3377 -1.2420 -1.1546 -1.0725 -0.9932 -0.8053 -0.6381 -0.5003 -0.3901 -0.3028
 -0.2342 -0.1813 -0.1415 -0.1125 -0.0920 -0.0780 -0.0690 -0.0634 -0.0606 -0.0603
 -0.0617
 -4.0062 -3.5329 -3.1099 -2.7637 -2.4546 -2.1840 -1.9518 -1.7566 -1.5941 -1.4578
 -1.3406 -1.2369 -1.1433 -1.0582 -0.9828 -0.8187 -0.6523 -0.5110 -0.3968
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value =  Hp  
 -3.4217 -3.1006 -2.8239 -2.5874 -2.3458 -2.1425 -1.9688 -1.8138 -1.6739 -1.5462
 -1.4283 -1.3178 -1.2150 -1.1196 -1.0312 -0.8376 -0.6729 -0.5376 -0.4197
 -3.5111 -3.1491 -2.8383 -2.5738 -2.3362 -2.1201 -1.9381 -1.7800 -1.6349 -1.5089
 -1.3910 -1.2810 -1.1787 -1.0836 -0.9954 -0.8042 -0.6478 -0.5172 -0.4051 -0.3065
 -3.5259 -3.2137 -2.8868 -2.5965 -2.3498 -2.1208 -1.9258 -1.7620 -1.6139 -1.4867
 -1.3694 -1.2598 -1.1579 -1.0631 -0.9750 -0.7841 -0.6296 -0.5022 -0.3943 -0.3003
 -0.2175
 -3.2280 -3.2154 -2.9420 -2.6441 -2.3749 -2.1411 -1.9323 -1.7576 -1.6076 -1.4748
 -1.3575 -1.2484 -1.1468 -1.0522 -0.9641 -0.7726 -0.6183 -0.4926 -0.3873 -0.2966
 -0.2176 -0.1489
 -3.0907 -2.9798 -2.9217 -2.6891 -2.4203 -2.1733 -1.9570 -1.7679 -1.6092 -1.4718
 -1.3524 -1.2434 -1.1420 -1.0476 -0.9595 -0.7670 -0.6119 -0.4867 -0.3829 -0.2949
 -0.2188 -0.1532 -0.0973 -0.0496
 -3.0984 -2.8143 -2.6700 -2.6331 -2.4547 -2.2168 -1.9922 -1.7937 -1.6231 -1.4781
 -1.3528 -1.2431 -1.1418 -1.0475 -0.9594 -0.7659 -0.6090 -0.4834 -0.3807 -0.2943
 -0.2206 -0.1579 -0.1047 -0.0598 -0.0214  0.0109  0.0374  0.0577  0.0695  0.0722
 -3.1873 -2.8339 -2.5703 -2.4029 -2.3399 -2.2341 -2.0336 -1.8315 -1.6514 -1.4943
 -1.3615 -1.2470 -1.1451 -1.0508 -0.9626 -0.7682 -0.6094 -0.4823 -0.3797 -0.2945
 -0.2228 -0.1624 -0.1120 -0.0697 -0.0341 -0.0041  0.0204  0.0394  0.0525  0.0574
  0.0535
 -3.3358 -2.9239 -2.6033 -2.3565 -2.1807 -2.0763 -2.0017 -1.8648 -1.6894 -1.5248
 -1.3805 -1.2577 -1.1522 -1.0572 -0.9688 -0.7737 -0.6126 -0.4833 -0.3799 -0.2952
 -0.2249 -0.1665 -0.1184 -0.0790 -0.0463 -0.0191  0.0028  0.0197  0.0316  0.0377
  0.0362
 -3.5186 -3.0642 -2.6939 -2.3995 -2.1683 -1.9934 -1.8668 -1.7735 -1.6808 -1.5540
 -1.4094 -1.2765 -1.1632 -1.0653 -0.9763 -0.7802 -0.6171 -0.4852 -0.3801 -0.2950
 -0.2255 -0.1687 -0.1228 -0.0861 -0.0566 -0.0327 -0.0140  0.0002  0.0099  0.0148
  0.0143
 -3.7408 -3.2467 -2.8351 -2.4980 -2.2252 -2.0079 -1.8376 -1.7042 -1.5960 -1.5018
 -1.4073 -1.3008 -1.1857 -1.0809 -0.9894 -0.7918 -0.6265 -0.4915 -0.3836 -0.2970
 -0.2273 -0.1712 -0.1268 -0.0923 -0.0657 -0.0451 -0.0299 -0.0190 -0.0121 -0.0088
 -0.0099
 -4.0386 -3.4714 -3.0078 -2.6377 -2.3284 -2.0744 -1.8693 -1.7048 -1.5715 -1.4591
 -1.3600 -1.2695 -1.1816 -1.0921 -1.0026 -0.8057 -0.6387 -0.5006 -0.3893 -0.3003
 -0.2292 -0.1730 -0.1293 -0.0964 -0.0721 -0.0548 -0.0432 -0.0360 -0.0327 -0.0326
 -0.0359
 -4.4121 -3.7383 -3.1883 -2.8021 -2.4664 -2.1817 -1.9444 -1.7499 -1.5912 -1.4599
 -1.3481 -1.2492 -1.1594 -1.0765 -1.0159 -0.8219 -0.6537 -0.5125 -0.3972
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value =  Hp  
 -3.3525 -3.0508 -2.7883 -2.5613 -2.3209 -2.1278 -1.9596 -1.8055 -1.6648 -1.5370
 -1.4206 -1.3117 -1.2102 -1.1159 -1.0283 -0.8359 -0.6718 -0.5361 -0.4187
 -3.4428 -3.0967 -2.8006 -2.5497 -2.3152 -2.1062 -1.9287 -1.7703 -1.6278 -1.5016
 -1.3864 -1.2779 -1.1769 -1.0830 -0.9958 -0.8055 -0.6487 -0.5174 -0.4050 -0.3064
 -3.5205 -3.1721 -2.8484 -2.5682 -2.3303 -2.1062 -1.9168 -1.7551 -1.6074 -1.4820
 -1.3659 -1.2579 -1.1573 -1.0638 -0.9768 -0.7870 -0.6318 -0.5035 -0.3948 -0.3002
 -0.2168
 -3.4396 -3.2253 -2.9141 -2.6156 -2.3545 -2.1276 -1.9221 -1.7505 -1.6026 -1.4704
 -1.3544 -1.2466 -1.1463 -1.0530 -0.9660 -0.7760 -0.6211 -0.4943 -0.3881 -0.2964
 -0.2162 -0.1461
 -3.1442 -3.1155 -2.9488 -2.6723 -2.3989 -2.1578 -1.9447 -1.7600 -1.6036 -1.4673
 -1.3490 -1.2413 -1.1412 -1.0480 -0.9611 -0.7703 -0.6147 -0.4883 -0.3837 -0.2943
 -0.2167 -0.1493 -0.0913 -0.0420
 -3.0912 -2.8489 -2.7992 -2.6872 -2.4477 -2.2006 -1.9794 -1.7841 -1.6160 -1.4733
 -1.3489 -1.2404 -1.1403 -1.0472 -0.9602 -0.7687 -0.6116 -0.4848 -0.3810 -0.2933
 -0.2179 -0.1529 -0.0974 -0.0504 -0.0106  0.0230  0.0505  0.0717  0.0835  0.0864
 -3.1683 -2.8259 -2.5906 -2.4960 -2.4350 -2.2415 -2.0217 -1.8197 -1.6419 -1.4879
 -1.3570 -1.2436 -1.1429 -1.0497 -0.9627 -0.7704 -0.6117 -0.4834 -0.3796 -0.2931
 -0.2194 -0.1566 -0.1034 -0.0588 -0.0214  0.0101  0.0358  0.0558  0.0695  0.0741
  0.0701
 -3.3282 -2.9049 -2.5936 -2.3662 -2.2328 -2.1736 -2.0497 -1.8617 -1.6789 -1.5161
 -1.3743 -1.2535 -1.1491 -1.0552 -0.9680 -0.7751 -0.6145 -0.4843 -0.3795 -0.2935
 -0.2211 -0.1600 -0.1090 -0.0668 -0.0318 -0.0028  0.0207  0.0387  0.0512  0.0575
  0.0553
 -3.5246 -3.0517 -2.6761 -2.3882 -2.1704 -2.0194 -1.9276 -1.8457 -1.7116 -1.5510
 -1.4012 -1.2707 -1.1591 -1.0623 -0.9744 -0.7808 -0.6186 -0.4860 -0.3796 -0.2931
 -0.2215 -0.1618 -0.1127 -0.0728 -0.0405 -0.0144  0.0063  0.0219  0.0324  0.0373
  0.0364
 -3.8097 -3.2626 -2.8233 -2.4812 -2.2128 -2.0049 -1.8491 -1.7350 -1.6455 -1.5521
 -1.4344 -1.3033 -1.1820 -1.0776 -0.9869 -0.7916 -0.6276 -0.4922 -0.3832 -0.2952
 -0.2233 -0.1644 -0.1165 -0.0785 -0.0486 -0.0252 -0.0075  0.0052  0.0131  0.0161
  0.0143
 -4.1914 -3.5376 -3.0209 -2.6278 -2.3127 -2.0614 -1.8631 -1.7081 -1.5863 -1.4857
 -1.3953 -1.3041 -1.2052 -1.1005 -1.0040 -0.8054 -0.6396 -0.5015 -0.3894 -0.2989
 -0.2258 -0.1667 -0.1194 -0.0826 -0.0546 -0.0339 -0.0192 -0.0097 -0.0048 -0.0043
 -0.0080
 -4.6698 -3.8767 -3.2461 -2.8161 -2.4591 -2.1676 -1.9314 -1.7416 -1.5896 -1.4661
 -1.3619 -1.2694 -1.1836 -1.1000 -1.0257 -0.8222 -0.6546 -0.5139 -0.3982
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value =  Hp  
 -3.2853 -3.0211 -2.7742 -2.5431 -2.3101 -2.1027 -1.9241 -1.7690 -1.6328 -1.5116
 -1.4021 -1.3014 -1.2070 -1.1168 -1.0299 -0.8381 -0.6742 -0.5341 -0.4172
 -3.3998 -3.0573 -2.7717 -2.5375 -2.3043 -2.0994 -1.9246 -1.7676 -1.6258 -1.5016
 -1.3865 -1.2793 -1.1795 -1.0867 -1.0004 -0.8107 -0.6533 -0.5197 -0.4067 -0.3076
 -3.5015 -3.1307 -2.8153 -2.5500 -2.3189 -2.0978 -1.9129 -1.7522 -1.6060 -1.4817
 -1.3668 -1.2600 -1.1606 -1.0682 -0.9822 -0.7935 -0.6377 -0.5081 -0.3982 -0.3026
 -0.2183
 -3.5035 -3.2096 -2.8835 -2.5907 -2.3433 -2.1180 -1.9160 -1.7474 -1.6008 -1.4698
 -1.3550 -1.2484 -1.1493 -1.0572 -0.9713 -0.7827 -0.6274 -0.4993 -0.3917 -0.2989
 -0.2173 -0.1455
 -3.2704 -3.1957 -2.9453 -2.6514 -2.3806 -2.1504 -1.9374 -1.7552 -1.6012 -1.4653
 -1.3489 -1.2424 -1.1434 -1.0513 -0.9655 -0.7766 -0.6209 -0.4933 -0.3872 -0.2965
 -0.2173 -0.1480 -0.0878 -0.0363
 -3.0956 -2.9404 -2.9035 -2.6971 -2.4342 -2.1864 -1.9725 -1.7772 -1.6124 -1.4716
 -1.3480 -1.2407 -1.1416 -1.0495 -0.9636 -0.7741 -0.6173 -0.4894 -0.3842 -0.2951
 -0.2180 -0.1508 -0.0928 -0.0435 -0.0018  0.0333  0.0622  0.0842  0.0967  0.1003
 -3.1466 -2.8254 -2.6472 -2.6157 -2.4644 -2.2349 -2.0107 -1.8129 -1.6360 -1.4846
 -1.3557 -1.2430 -1.1433 -1.0511 -0.9651 -0.7749 -0.6167 -0.4875 -0.3823 -0.2943
 -0.2189 -0.1537 -0.0978 -0.0506 -0.0110  0.0221  0.0492  0.0708  0.0855  0.0904
  0.0868
 -3.2944 -2.8831 -2.5890 -2.3967 -2.3300 -2.2435 -2.0538 -1.8536 -1.6718 -1.5107
 -1.3712 -1.2521 -1.1484 -1.0556 -0.9694 -0.7786 -0.6188 -0.4879 -0.3818 -0.2941
 -0.2200 -0.1565 -0.1025 -0.0574 -0.0199  0.0111  0.0361  0.0557  0.0698  0.0770
  0.0747
 -3.4971 -3.0233 -2.6544 -2.3800 -2.1848 -2.0759 -2.0119 -1.8831 -1.7103 -1.5437
 -1.3950 -1.2677 -1.1575 -1.0615 -0.9747 -0.7832 -0.6222 -0.4891 -0.3814 -0.2935
 -0.2200 -0.1579 -0.1057 -0.0625 -0.0273  0.0013  0.0240  0.0414  0.0533  0.0595
  0.0591
 -3.8289 -3.2493 -2.7971 -2.4597 -2.2017 -2.0089 -1.8766 -1.7909 -1.7060 -1.5808
 -1.4352 -1.2985 -1.1789 -1.0758 -0.9860 -0.7929 -0.6304 -0.4949 -0.3848 -0.2954
 -0.2218 -0.1603 -0.1093 -0.0677 -0.0344 -0.0081  0.0121  0.0271  0.0368  0.0410
  0.0397
 -4.2770 -3.5611 -3.0089 -2.6042 -2.2919 -2.0484 -1.8607 -1.7199 -1.6152 -1.5289
 -1.4380 -1.3302 -1.2115 -1.0999 -1.0032 -0.8059 -0.6417 -0.5039 -0.3909 -0.2992
 -0.2243 -0.1628 -0.1123 -0.0718 -0.0401 -0.0159  0.0019  0.0141  0.0213  0.0232
  0.0200
 -4.8415 -3.9587 -3.2898 -2.8058 -2.4387 -2.1478 -1.9173 -1.7352 -1.5927 -1.4800
 -1.3859 -1.3002 -1.2137 -1.1223 -1.0263 -0.8222 -0.6561 -0.5161 -0.3997
