 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  r   
 -2.2338 -1.5201 -1.1206 -1.0542 -1.4039 -1.9405 -2.6539 -2.5332 -2.4185 -2.2970
 -2.1709 -2.0913 -1.9470 -1.8082 -1.6768 -1.4271 -1.2353 -1.1082 -1.0242
 -3.3599 -3.0243 -2.7834 -2.6277 -2.5293 -2.4424 -2.3530 -2.2649 -2.1804 -2.0972
 -2.0057 -1.9012 -1.7884 -1.6782 -1.5765 -1.3641 -1.2083 -1.1026 -1.0333 -0.9874
 -3.1798 -2.8674 -2.6246 -2.4399 -2.3065 -2.2195 -2.1647 -2.1092 -2.0384 -1.9570
 -1.8769 -1.7945 -1.7019 -1.6061 -1.5162 -1.3303 -1.1961 -1.1050 -1.0443 -1.0029
 -0.9742
 -3.0434 -2.7662 -2.5415 -2.3583 -2.2116 -2.0989 -2.0159 -1.9565 -1.9089 -1.8524
 -1.7817 -1.7097 -1.6345 -1.5535 -1.4741 -1.3071 -1.1880 -1.1088 -1.0557 -1.0185
 -0.9918 -0.9726
 -2.9098 -2.6721 -2.4740 -2.3047 -2.1594 -2.0382 -1.9412 -1.8650 -1.8034 -1.7506
 -1.6975 -1.6381 -1.5767 -1.5095 -1.4413 -1.2904 -1.1813 -1.1108 -1.0653 -1.0329
 -1.0089 -0.9912 -0.9782 -0.9678
 -2.7696 -2.5692 -2.4003 -2.2517 -2.1177 -1.9981 -1.8952 -1.8105 -1.7413 -1.6817
 -1.6270 -1.5737 -1.5221 -1.4673 -1.4097 -1.2762 -1.1743 -1.1090 -1.0703 -1.0440
 -1.0241 -1.0089 -0.9976 -0.9894 -0.9835 -0.9811 -0.9836 -0.9922 -1.0076 -1.0303
 -2.6289 -2.4573 -2.3150 -2.1886 -2.0713 -1.9613 -1.8601 -1.7712 -1.6969 -1.6345
 -1.5788 -1.5263 -1.4762 -1.4278 -1.3782 -1.2608 -1.1661 -1.1033 -1.0688 -1.0489
 -1.0349 -1.0240 -1.0157 -1.0096 -1.0052 -1.0009 -0.9993 -1.0034 -1.0158 -1.0371
 -1.0641
 -2.4900 -2.3426 -2.2210 -2.1136 -2.0139 -1.9177 -1.8246 -1.7376 -1.6608 -1.5952
 -1.5393 -1.4889 -1.4410 -1.3954 -1.3500 -1.2441 -1.1570 -1.0954 -1.0617 -1.0463
 -1.0387 -1.0338 -1.0302 -1.0277 -1.0261 -1.0252 -1.0238 -1.0247 -1.0312 -1.0459
 -1.0705
 -2.3558 -2.2309 -2.1227 -2.0296 -1.9445 -1.8620 -1.7805 -1.7008 -1.6258 -1.5589
 -1.5016 -1.4522 -1.4075 -1.3655 -1.3241 -1.2263 -1.1455 -1.0865 -1.0517 -1.0375
 -1.0346 -1.0362 -1.0388 -1.0416 -1.0442 -1.0466 -1.0492 -1.0538 -1.0606 -1.0695
 -1.0801
 -2.2263 -2.1222 -2.0296 -1.9445 -1.8689 -1.7981 -1.7282 -1.6583 -1.5898 -1.5251
 -1.4669 -1.4171 -1.3741 -1.3355 -1.2988 -1.2101 -1.1343 -1.0777 -1.0423 -1.0264
 -1.0246 -1.0305 -1.0394 -1.0485 -1.0569 -1.0641 -1.0706 -1.0766 -1.0876 -1.0944
 -1.0983
 -2.1015 -2.0165 -1.9417 -1.8645 -1.7928 -1.7286 -1.6677 -1.6076 -1.5475 -1.4887
 -1.4330 -1.3829 -1.3399 -1.3031 -1.2702 -1.1931 -1.1226 -1.0685 -1.0332 -1.0157
 -1.0127 -1.0196 -1.0323 -1.0473 -1.0620 -1.0753 -1.0872 -1.0976 -1.1071 -1.1164
 -1.1266
 -1.9814 -1.9138 -1.8590 -1.7908 -1.7217 -1.6600 -1.6038 -1.5507 -1.4986 -1.4472
 -1.3969 -1.3495 -1.3067 -1.2701 -1.2383 -1.1753 -1.1104 -1.0589 -1.0244
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =  r   
 -4.2016 -3.5286 -3.0217 -2.6879 -2.5545 -2.5394 -2.6334 -2.4871 -2.3519 -2.2215
 -2.0919 -1.9795 -1.8486 -1.7270 -1.6149 -1.3897 -1.2182 -1.0977 -1.0173
 -3.9548 -3.5242 -3.2118 -2.9508 -2.7288 -2.5465 -2.3980 -2.2741 -2.1649 -2.0623
 -1.9598 -1.8529 -1.7432 -1.6383 -1.5422 -1.3435 -1.1967 -1.0937 -1.0248 -0.9778
 -3.6486 -3.1993 -2.8652 -2.6270 -2.4706 -2.3547 -2.2429 -2.1342 -2.0349 -1.9450
 -1.8602 -1.7739 -1.6807 -1.5865 -1.4986 -1.3177 -1.1865 -1.0955 -1.0348 -0.9935
 -0.9648
 -3.4904 -3.0612 -2.7320 -2.4828 -2.2977 -2.1647 -2.0775 -2.0165 -1.9492 -1.8691
 -1.7878 -1.7114 -1.6341 -1.5516 -1.4722 -1.3030 -1.1817 -1.0990 -1.0449 -1.0079
 -0.9814 -0.9624
 -3.3831 -2.9851 -2.6741 -2.4314 -2.2412 -2.0939 -1.9819 -1.8986 -1.8401 -1.7918
 -1.7326 -1.6644 -1.5949 -1.5233 -1.4511 -1.2938 -1.1790 -1.1018 -1.0532 -1.0208
 -0.9973 -0.9800 -0.9675 -0.9592
 -3.2818 -2.9211 -2.6353 -2.4074 -2.2222 -2.0706 -1.9478 -1.8501 -1.7727 -1.7108
 -1.6600 -1.6097 -1.5548 -1.4946 -1.4310 -1.2857 -1.1760 -1.1021 -1.0576 -1.0305
 -1.0113 -0.9968 -0.9860 -0.9785 -0.9738 -0.9720 -0.9743 -0.9827 -1.0012 -1.0247
 -3.1734 -2.8501 -2.5924 -2.3835 -2.2097 -2.0619 -1.9355 -1.8293 -1.7419 -1.6698
 -1.6083 -1.5543 -1.5055 -1.4569 -1.4043 -1.2751 -1.1710 -1.0989 -1.0568 -1.0347
 -1.0210 -1.0109 -1.0033 -0.9979 -0.9944 -0.9927 -0.9937 -0.9982 -1.0089 -1.0308
 -1.0580
 -3.0584 -2.7703 -2.5397 -2.3506 -2.1908 -2.0518 -1.9286 -1.8194 -1.7251 -1.6458
 -1.5786 -1.5199 -1.4676 -1.4193 -1.3728 -1.2590 -1.1630 -1.0928 -1.0513 -1.0321
 -1.0242 -1.0200 -1.0171 -1.0154 -1.0145 -1.0145 -1.0159 -1.0192 -1.0255 -1.0393
 -1.0645
 -2.9390 -2.6827 -2.4755 -2.3050 -2.1600 -2.0318 -1.9155 -1.8090 -1.7128 -1.6283
 -1.5561 -1.4945 -1.4399 -1.3907 -1.3447 -1.2392 -1.1507 -1.0841 -1.0423 -1.0239
 -1.0200 -1.0220 -1.0252 -1.0287 -1.0320 -1.0352 -1.0388 -1.0430 -1.0488 -1.0579
 -1.0738
 -2.8268 -2.5992 -2.4111 -2.2553 -2.1225 -2.0046 -1.8965 -1.7956 -1.7016 -1.6157
 -1.5394 -1.4736 -1.4175 -1.3682 -1.3232 -1.2218 -1.1381 -1.0749 -1.0331 -1.0132
 -1.0101 -1.0162 -1.0255 -1.0352 -1.0442 -1.0522 -1.0596 -1.0666 -1.0738 -1.0822
 -1.0916
 -2.7254 -2.5213 -2.3486 -2.2038 -2.0800 -1.9705 -1.8699 -1.7754 -1.6860 -1.6020
 -1.5246 -1.4554 -1.3961 -1.3458 -1.3018 -1.2057 -1.1255 -1.0649 -1.0240 -1.0025
 -0.9981 -1.0052 -1.0184 -1.0339 -1.0491 -1.0631 -1.0758 -1.0872 -1.0976 -1.1080
 -1.1191
