 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F356W
 -3.1996 -3.3332 -3.3711 -3.3893 -3.4402 -3.5088 -3.5851 -3.6582 -3.7412 -3.8225
 -3.9033 -3.9830 -4.0620 -4.1404 -4.2182 -4.4083 -4.5926 -4.7614 -4.9307
 -3.2932 -3.3475 -3.4048 -3.4662 -3.5271 -3.5765 -3.6325 -3.7008 -3.7767 -3.8555
 -3.9345 -4.0133 -4.0914 -4.1689 -4.2456 -4.4330 -4.6138 -4.7873 -4.9531 -5.1114
 -3.3391 -3.3921 -3.4492 -3.5096 -3.5720 -3.6365 -3.6948 -3.7488 -3.8125 -3.8844
 -3.9598 -4.0365 -4.1133 -4.1897 -4.2656 -4.4509 -4.6299 -4.8026 -4.9680 -5.1258
 -5.2766
 -3.3869 -3.4369 -3.4916 -3.5505 -3.6129 -3.6772 -3.7417 -3.8047 -3.8627 -3.9221
 -3.9876 -4.0584 -4.1319 -4.2064 -4.2809 -4.4643 -4.6418 -4.8137 -4.9790 -5.1366
 -5.2868 -5.4306
 -3.4423 -3.4847 -3.5353 -3.5907 -3.6505 -3.7135 -3.7780 -3.8423 -3.9064 -3.9685
 -4.0278 -4.0887 -4.1538 -4.2229 -4.2945 -4.4745 -4.6502 -4.8214 -4.9867 -5.1446
 -5.2946 -5.4380 -5.5753 -5.7076
 -3.5053 -3.5408 -3.5834 -3.6339 -3.6893 -3.7486 -3.8109 -3.8745 -3.9384 -4.0022
 -4.0646 -4.1252 -4.1853 -4.2472 -4.3118 -4.4836 -4.6564 -4.8260 -4.9910 -5.1498
 -5.3004 -5.4437 -5.5807 -5.7122 -5.8391 -5.9620 -6.0813 -6.1972 -6.3100 -6.4200
 -3.5744 -3.6048 -3.6389 -3.6830 -3.7326 -3.7870 -3.8450 -3.9056 -3.9678 -4.0306
 -4.0929 -4.1543 -4.2147 -4.2748 -4.3357 -4.4951 -4.6621 -4.8281 -4.9921 -5.1519
 -5.3040 -5.4479 -5.5850 -5.7162 -5.8423 -5.9639 -6.0817 -6.1961 -6.3074 -6.4161
 -6.5224
 -3.6477 -3.6747 -3.7040 -3.7409 -3.7835 -3.8316 -3.8841 -3.9400 -3.9986 -4.0588
 -4.1197 -4.1802 -4.2398 -4.2992 -4.3587 -4.5108 -4.6695 -4.8307 -4.9916 -5.1508
 -5.3046 -5.4502 -5.5880 -5.7194 -5.8453 -5.9663 -6.0830 -6.1961 -6.3060 -6.4132
 -6.5180
 -3.7237 -3.7484 -3.7759 -3.8097 -3.8450 -3.8861 -3.9320 -3.9820 -4.0355 -4.0916
 -4.1494 -4.2079 -4.2662 -4.3241 -4.3819 -4.5287 -4.6809 -4.8365 -4.9934 -5.1502
 -5.3044 -5.4522 -5.5920 -5.7244 -5.8507 -5.9718 -6.0884 -6.2009 -6.3099 -6.4158
 -6.5186
 -3.8007 -3.8238 -3.8508 -3.8810 -3.9143 -3.9502 -3.9890 -4.0322 -4.0792 -4.1297
 -4.1826 -4.2375 -4.2934 -4.3493 -4.4051 -4.5462 -4.6915 -4.8418 -4.9940 -5.1468
 -5.2989 -5.4476 -5.5896 -5.7240 -5.8515 -5.9731 -6.0898 -6.2021 -6.3104 -6.4152
 -6.5189
 -3.8765 -3.9015 -3.9290 -3.9585 -3.9898 -4.0228 -4.0573 -4.0936 -4.1336 -4.1772
 -4.2241 -4.2736 -4.3252 -4.3781 -4.4315 -4.5666 -4.7050 -4.8487 -4.9961 -5.1449
 -5.2936 -5.4408 -5.5838 -5.7206 -5.8502 -5.9732 -6.0907 -6.2034 -6.3117 -6.4164
 -6.5176
 -3.9478 -3.9901 -4.0248 -4.0545 -4.0816 -4.1084 -4.1363 -4.1667 -4.2000 -4.2365
 -4.2762 -4.3192 -4.3648 -4.4126 -4.4622 -4.5903 -4.7221 -4.8585 -5.0003
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F356W
 -3.2152 -3.2733 -3.3102 -3.3535 -3.4133 -3.4839 -3.5626 -3.6460 -3.7306 -3.8147
 -3.8973 -3.9784 -4.0582 -4.1369 -4.2146 -4.4044 -4.5880 -4.7619 -4.9299
 -3.2458 -3.2952 -3.3514 -3.4046 -3.4511 -3.5157 -3.5917 -3.6735 -3.7577 -3.8422
 -3.9253 -4.0069 -4.0869 -4.1655 -4.2428 -4.4305 -4.6108 -4.7840 -4.9497 -5.1081
 -3.2818 -3.3336 -3.3879 -3.4449 -3.5069 -3.5605 -3.6216 -3.6965 -3.7779 -3.8615
 -3.9445 -4.0262 -4.1063 -4.1850 -4.2623 -4.4493 -4.6280 -4.7996 -4.9644 -5.1221
 -5.2729
 -3.3195 -3.3711 -3.4267 -3.4855 -3.5468 -3.6103 -3.6733 -3.7317 -3.8001 -3.8780
 -3.9590 -4.0399 -4.1197 -4.1983 -4.2755 -4.4623 -4.6404 -4.8110 -4.9752 -5.1325
 -5.2827 -5.4266
 -3.3607 -3.4098 -3.4638 -3.5219 -3.5834 -3.6477 -3.7141 -3.7798 -3.8428 -3.9058
 -3.9765 -4.0525 -4.1303 -4.2079 -4.2846 -4.4709 -4.6486 -4.8188 -4.9827 -5.1400
 -5.2901 -5.4335 -5.5710 -5.7038
 -3.4078 -3.4522 -3.5027 -3.5580 -3.6174 -3.6803 -3.7459 -3.8128 -3.8799 -3.9464
 -4.0111 -4.0761 -4.1448 -4.2175 -4.2920 -4.4766 -4.6538 -4.8235 -4.9872 -5.1449
 -5.2953 -5.4388 -5.5759 -5.7077 -5.8350 -5.9583 -6.0779 -6.1942 -6.3074 -6.4173
 -3.4626 -3.5012 -3.5461 -3.5970 -3.6527 -3.7124 -3.7754 -3.8408 -3.9076 -3.9749
 -4.0420 -4.1080 -4.1724 -4.2372 -4.3042 -4.4811 -4.6568 -4.8257 -4.9890 -5.1471
 -5.2985 -5.4426 -5.5798 -5.7113 -5.8377 -5.9597 -6.0780 -6.1928 -6.3045 -6.4135
 -6.5198
 -3.5240 -3.5590 -3.5970 -3.6417 -3.6923 -3.7474 -3.8066 -3.8687 -3.9331 -3.9986
 -4.0649 -4.1314 -4.1969 -4.2612 -4.3250 -4.4886 -4.6592 -4.8266 -4.9887 -5.1465
 -5.2991 -5.4445 -5.5825 -5.7142 -5.8403 -5.9616 -6.0788 -6.1924 -6.3028 -6.4103
 -6.5153
 -3.5905 -3.6233 -3.6569 -3.6950 -3.7393 -3.7889 -3.8432 -3.9010 -3.9617 -4.0244
 -4.0883 -4.1531 -4.2177 -4.2818 -4.3452 -4.5035 -4.6655 -4.8294 -4.9897 -5.1464
 -5.2994 -5.4465 -5.5861 -5.7188 -5.8453 -5.9667 -6.0837 -6.1968 -6.3064 -6.4126
 -6.5156
 -3.6600 -3.6910 -3.7228 -3.7567 -3.7943 -3.8374 -3.8855 -3.9379 -3.9939 -4.0525
 -4.1131 -4.1749 -4.2375 -4.2999 -4.3620 -4.5167 -4.6729 -4.8310 -4.9883 -5.1425
 -5.2943 -5.4422 -5.5838 -5.7181 -5.8458 -5.9677 -6.0848 -6.1974 -6.3062 -6.4115
 -6.5157
 -3.7280 -3.7617 -3.7940 -3.8256 -3.8582 -3.8953 -3.9369 -3.9829 -4.0331 -4.0867
 -4.1430 -4.2011 -4.2605 -4.3205 -4.3806 -4.5306 -4.6819 -4.8349 -4.9882 -5.1395
 -5.2887 -5.4356 -5.5782 -5.7147 -5.8443 -5.9675 -6.0854 -6.1984 -6.3072 -6.4122
 -6.5138
 -3.7931 -3.8352 -3.8703 -3.9014 -3.9312 -3.9627 -3.9982 -4.0379 -4.0817 -4.1291
 -4.1800 -4.2336 -4.2890 -4.3456 -4.4029 -4.5472 -4.6929 -4.8407 -4.9897
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = F356W
 -3.2192 -3.2426 -3.2793 -3.3306 -3.3905 -3.4610 -3.5432 -3.6289 -3.7152 -3.8013
 -3.8856 -3.9681 -4.0489 -4.1282 -4.2062 -4.3961 -4.5794 -4.7559 -4.9243
 -3.2171 -3.2682 -3.3041 -3.3500 -3.4146 -3.4880 -3.5685 -3.6537 -3.7402 -3.8269
 -3.9121 -3.9954 -4.0770 -4.1568 -4.2350 -4.4239 -4.6046 -4.7779 -4.9441 -5.1028
 -3.2443 -3.2889 -3.3385 -3.3901 -3.4384 -3.5081 -3.5876 -3.6714 -3.7572 -3.8437
 -3.9291 -4.0130 -4.0951 -4.1754 -4.2539 -4.4431 -4.6227 -4.7942 -4.9588 -5.1165
 -5.2674
 -3.2732 -3.3228 -3.3744 -3.4280 -3.4866 -3.5412 -3.6065 -3.6857 -3.7698 -3.8552
 -3.9405 -4.0245 -4.1068 -4.1873 -4.2662 -4.4558 -4.6353 -4.8060 -4.9695 -5.1264
 -5.2767 -5.4208
 -3.3033 -3.3544 -3.4089 -3.4662 -3.5257 -3.5875 -3.6506 -3.7117 -3.7838 -3.8649
 -3.9488 -4.0324 -4.1145 -4.1951 -4.2740 -4.4639 -4.6436 -4.8140 -4.9770 -5.1335
 -5.2835 -5.4271 -5.5649 -5.6979
 -3.3372 -3.3869 -3.4411 -3.4990 -3.5602 -3.6239 -3.6893 -3.7556 -3.8210 -3.8862
 -3.9598 -4.0394 -4.1203 -4.2004 -4.2791 -4.4688 -4.6486 -4.8191 -4.9819 -5.1382
 -5.2882 -5.4317 -5.5691 -5.7012 -5.8289 -5.9528 -6.0730 -6.1898 -6.3033 -6.4131
 -3.3771 -3.4232 -3.4746 -3.5307 -3.5904 -3.6534 -3.7193 -3.7871 -3.8556 -3.9236
 -3.9903 -4.0586 -4.1305 -4.2060 -4.2829 -4.4717 -4.6513 -4.8218 -4.9845 -5.1407
 -5.2910 -5.4349 -5.5723 -5.7041 -5.8309 -5.9536 -6.0726 -6.1880 -6.3001 -6.4091
 -6.5154
 -3.4240 -3.4658 -3.5125 -3.5647 -3.6216 -3.6822 -3.7459 -3.8123 -3.8807 -3.9498
 -4.0186 -4.0876 -4.1556 -4.2234 -4.2926 -4.4737 -4.6524 -4.8226 -4.9850 -5.1411
