 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F322W2
  0.3243  0.2501  0.1893  0.1596  0.1600  0.1775  0.2038  0.2315  0.2481  0.2415
  0.2235  0.1853  0.1293  0.0702  0.0036 -0.1723 -0.3471 -0.5186 -0.6832
  0.3801  0.3127  0.2480  0.1936  0.1520  0.1254  0.1139  0.1154  0.1250  0.1380
  0.1476  0.1424  0.1095  0.0517 -0.0160 -0.1920 -0.3656 -0.5361 -0.7004 -0.8581
  0.4142  0.3536  0.2903  0.2265  0.1657  0.1154  0.0793  0.0589  0.0541  0.0640
  0.0791  0.0899  0.0774  0.0301 -0.0344 -0.2084 -0.3808 -0.5502 -0.7141 -0.8709
 -1.0211
  0.4266  0.3728  0.3162  0.2583  0.2011  0.1475  0.1000  0.0620  0.0354  0.0195
  0.0180  0.0278  0.0330  0.0054 -0.0516 -0.2215 -0.3927 -0.5609 -0.7244 -0.8807
 -1.0301 -1.1734
  0.4187  0.3724  0.3231  0.2719  0.2198  0.1690  0.1220  0.0816  0.0478  0.0200
 -0.0031 -0.0185 -0.0191 -0.0295 -0.0721 -0.2328 -0.4021 -0.5686 -0.7317 -0.8881
 -1.0372 -1.1799 -1.3168 -1.4489
  0.3894  0.3521  0.3115  0.2683  0.2230  0.1766  0.1310  0.0888  0.0523  0.0212
 -0.0071 -0.0350 -0.0565 -0.0689 -0.1012 -0.2446 -0.4101 -0.5744 -0.7363 -0.8931
 -1.0425 -1.1850 -1.3214 -1.4526 -1.5792 -1.7018 -1.8211 -1.9372 -2.0502 -2.1599
  0.3375  0.3101  0.2797  0.2462  0.2094  0.1698  0.1283  0.0869  0.0478  0.0129
 -0.0183 -0.0487 -0.0808 -0.1030 -0.1324 -0.2612 -0.4185 -0.5794 -0.7389 -0.8954
 -1.0458 -1.1888 -1.3252 -1.4559 -1.5817 -1.7031 -1.8210 -1.9354 -2.0468 -2.1555
 -2.2615
  0.2652  0.2456  0.2253  0.2029  0.1765  0.1460  0.1116  0.0746  0.0365 -0.0006
 -0.0352 -0.0679 -0.1013 -0.1335 -0.1619 -0.2827 -0.4298 -0.5851 -0.7408 -0.8955
 -1.0463 -1.1906 -1.3277 -1.4586 -1.5840 -1.7048 -1.8216 -1.9348 -2.0447 -2.1518
 -2.2566
  0.1790  0.1631  0.1491  0.1365  0.1212  0.1017  0.0769  0.0474  0.0140 -0.0214
 -0.0570 -0.0919 -0.1263 -0.1611 -0.1920 -0.3060 -0.4453 -0.5946 -0.7458 -0.8971
 -1.0470 -1.1924 -1.3311 -1.4629 -1.5888 -1.7095 -1.8259 -1.9383 -2.0473 -2.1531
 -2.2564
  0.0877  0.0709  0.0586  0.0510  0.0448  0.0355  0.0219  0.0023 -0.0230 -0.0527
 -0.0856 -0.1199 -0.1546 -0.1895 -0.2235 -0.3287 -0.4599 -0.6029 -0.7497 -0.8969
 -1.0438 -1.1885 -1.3284 -1.4618 -1.5888 -1.7101 -1.8265 -1.9386 -2.0469 -2.1518
 -2.2557
 -0.0067 -0.0256 -0.0386 -0.0466 -0.0502 -0.0516 -0.0557 -0.0647 -0.0796 -0.1006
 -0.1267 -0.1568 -0.1892 -0.2229 -0.2571 -0.3547 -0.4768 -0.6125 -0.7546 -0.8981
 -1.0414 -1.1837 -1.3233 -1.4581 -1.5867 -1.7093 -1.8265 -1.9389 -2.0471 -2.1517
 -2.2529
 -0.1043 -0.1264 -0.1384 -0.1501 -0.1543 -0.1543 -0.1529 -0.1530 -0.1580 -0.1686
 -0.1853 -0.2075 -0.2343 -0.2643 -0.2928 -0.3840 -0.4960 -0.6234 -0.7605
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =F322W2
  0.3439  0.3107  0.2854  0.2678  0.2571  0.2503  0.2445  0.2375  0.2295  0.2213
  0.2071  0.1777  0.1288  0.0659 -0.0059 -0.1786 -0.3487 -0.5166 -0.6815
  0.3329  0.2842  0.2449  0.2143  0.1920  0.1769  0.1669  0.1592  0.1543  0.1531
  0.1510  0.1373  0.1003  0.0419 -0.0255 -0.1992 -0.3689 -0.5349 -0.6983 -0.8558
  0.3702  0.3120  0.2573  0.1956  0.1534  0.1230  0.1035  0.0917  0.0855  0.0857
  0.0901  0.0907  0.0716  0.0228 -0.0419 -0.2150 -0.3847 -0.5496 -0.7118 -0.8682
 -1.0184
  0.4151  0.3554  0.2931  0.2294  0.1689  0.1163  0.0753  0.0478  0.0318  0.0256
  0.0276  0.0343  0.0336  0.0028 -0.0551 -0.2260 -0.3961 -0.5607 -0.7220 -0.8778
 -1.0271 -1.1705
  0.4315  0.3783  0.3214  0.2616  0.2018  0.1454  0.0947  0.0519  0.0186 -0.0042
 -0.0166 -0.0192 -0.0167 -0.0260 -0.0695 -0.2337 -0.4039 -0.5686 -0.7293 -0.8849
 -1.0339 -1.1767 -1.3137 -1.4461
  0.4298  0.3828  0.3321  0.2780  0.2220  0.1663  0.1144  0.0692  0.0314 -0.0004
 -0.0268 -0.0474 -0.0579 -0.0657 -0.0914 -0.2401 -0.4092 -0.5739 -0.7341 -0.8897
 -1.0389 -1.1815 -1.3180 -1.4494 -1.5763 -1.6992 -1.8188 -1.9352 -2.0482 -2.1578
  0.4123  0.3715  0.3273  0.2797  0.2295  0.1781  0.1271  0.0797  0.0382  0.0035
 -0.0265 -0.0550 -0.0808 -0.0979 -0.1200 -0.2477 -0.4131 -0.5772 -0.7367 -0.8922
 -1.0420 -1.1850 -1.3215 -1.4524 -1.5784 -1.7002 -1.8183 -1.9331 -2.0447 -2.1534
 -2.2594
  0.3758  0.3434  0.3067  0.2665  0.2234  0.1780  0.1313  0.0849  0.0409  0.0016
 -0.0324 -0.0634 -0.0947 -0.1228 -0.1473 -0.2622 -0.4175 -0.5796 -0.7379 -0.8924
 -1.0426 -1.1866 -1.3238 -1.4548 -1.5804 -1.7015 -1.8186 -1.9322 -2.0424 -2.1497
 -2.2545
  0.3187  0.2960  0.2677  0.2360  0.2010  0.1633  0.1230  0.0810  0.0384 -0.0030
 -0.0413 -0.0764 -0.1099 -0.1435 -0.1731 -0.2836 -0.4278 -0.5847 -0.7410 -0.8939
 -1.0435 -1.1885 -1.3270 -1.4589 -1.5849 -1.7059 -1.8226 -1.9354 -2.0447 -2.1508
 -2.2542
  0.2467  0.2293  0.2089  0.1859  0.1602  0.1316  0.0998  0.0649  0.0271 -0.0123
 -0.0517 -0.0899 -0.1265 -0.1623 -0.1968 -0.3032 -0.4401 -0.5896 -0.7421 -0.8925
 -1.0402 -1.1848 -1.3244 -1.4577 -1.5848 -1.7062 -1.8229 -1.9353 -2.0439 -2.1492
 -2.2534
  0.1662  0.1482  0.1327  0.1165  0.0989  0.0794  0.0569  0.0310  0.0009 -0.0329
 -0.0694 -0.1073 -0.1452 -0.1826 -0.2196 -0.3231 -0.4538 -0.5970 -0.7449 -0.8922
 -1.0372 -1.1800 -1.3194 -1.4540 -1.5826 -1.7053 -1.8227 -1.9354 -2.0439 -2.1488
 -2.2504
  0.0783  0.0604  0.0452  0.0322  0.0201  0.0074 -0.0069 -0.0237 -0.0446 -0.0702
 -0.1002 -0.1338 -0.1698 -0.2069 -0.2415 -0.3433 -0.4689 -0.6069 -0.7494
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value =F322W2
  0.3750  0.3492  0.3320  0.3237  0.3241  0.3254  0.3194  0.3021  0.2800  0.2553
  0.2237  0.1792  0.1212  0.0553 -0.0132 -0.1850 -0.3528 -0.5157 -0.6772
  0.3414  0.3074  0.2823  0.2661  0.2578  0.2541  0.2485  0.2324  0.2143  0.1966
  0.1758  0.1442  0.0951  0.0325 -0.0355 -0.2075 -0.3746 -0.5358 -0.6951 -0.8520
  0.3333  0.2867  0.2502  0.2233  0.2052  0.1945  0.1859  0.1705  0.1536  0.1388
  0.1251  0.1061  0.0710  0.0159 -0.0499 -0.2223 -0.3902 -0.5511 -0.7089 -0.8642
 -1.0143
  0.3720  0.3152  0.2538  0.2055  0.1700  0.1461  0.1305  0.1145  0.0969  0.0820
  0.0709  0.0604  0.0410 -0.0003 -0.0605 -0.2315 -0.4006 -0.5622 -0.7193 -0.8736
 -1.0226 -1.1661
  0.4201  0.3611  0.2988  0.2375  0.1815  0.1341  0.0981  0.0732  0.0514  0.0326
  0.0185  0.0091  0.0001 -0.0231 -0.0714 -0.2371 -0.4069 -0.5697 -0.7269 -0.8805
 -1.0290 -1.1718 -1.3091 -1.4417
  0.4378  0.3860  0.3307  0.2725  0.2136  0.1582  0.1090  0.0676  0.0336  0.0059
 -0.0161 -0.0330 -0.0454 -0.0579 -0.0883 -0.2407 -0.4104 -0.5743 -0.7320 -0.8853
 -1.0336 -1.1761 -1.3128 -1.4445 -1.5717 -1.6951 -1.8152 -1.9320 -2.0452 -2.1545
  0.4380  0.3917  0.3426  0.2897  0.2337  0.1772  0.1236  0.0763  0.0364  0.0024
 -0.0273 -0.0528 -0.0743 -0.0932 -0.1154 -0.2445 -0.4121 -0.5766 -0.7348 -0.8881
 -1.0365 -1.1792 -1.3158 -1.4470 -1.5734 -1.6956 -1.8142 -1.9295 -2.0415 -2.1502
 -2.2558
  0.4267  0.3848  0.3408  0.2934  0.2423  0.1889  0.1353  0.0844  0.0389  0.0003
 -0.0324 -0.0622 -0.0903 -0.1160 -0.1419 -0.2514 -0.4130 -0.5773 -0.7358 -0.8890
 -1.0367 -1.1806 -1.3177 -1.4489 -1.5749 -1.6964 -1.8140 -1.9281 -2.0388 -2.1464
 -2.2510
  0.4021  0.3667  0.3283  0.2859  0.2400  0.1913  0.1409  0.0907  0.0425 -0.0012
 -0.0393 -0.0726 -0.1039 -0.1346 -0.1647 -0.2684 -0.4168 -0.5795 -0.7378 -0.8907
 -1.0390 -1.1827 -1.3207 -1.4526 -1.5789 -1.7003 -1.8174 -1.9307 -2.0406 -2.1472
 -2.2508
  0.3631  0.3349  0.3034  0.2674  0.2275  0.1844  0.1390  0.0925  0.0455 -0.0001
 -0.0426 -0.0813 -0.1167 -0.1506 -0.1844 -0.2872 -0.4239 -0.5794 -0.7365 -0.8886
 -1.0360 -1.1795 -1.3182 -1.4513 -1.5784 -1.7002 -1.8173 -1.9302 -2.0393 -2.1451
 -2.2498
  0.3090  0.2872  0.2621  0.2336  0.2005  0.1643  0.1254  0.0844  0.0417 -0.0020
 -0.0453 -0.0873 -0.1271 -0.1649 -0.2018 -0.3050 -0.4363 -0.5828 -0.7359 -0.8864
