 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  g   
 -5.5968 -5.0303 -4.7252 -4.6807 -4.8982 -5.2018 -5.4333 -5.2792 -5.1258 -4.9620
 -4.7876 -4.6400 -4.4540 -4.2676 -4.0924 -3.7030 -3.3662 -3.1143 -2.9124
 -6.1295 -5.7831 -5.5296 -5.3597 -5.2461 -5.1394 -5.0231 -4.9017 -4.7787 -4.6528
 -4.5125 -4.3538 -4.1851 -4.0212 -3.8681 -3.5311 -3.2587 -3.0495 -2.8960 -2.7802
 -5.8998 -5.5730 -5.3131 -5.1075 -4.9491 -4.8343 -4.7509 -4.6615 -4.5497 -4.4228
 -4.2955 -4.1628 -4.0171 -3.8705 -3.7340 -3.4415 -3.2066 -3.0245 -2.8886 -2.7845
 -2.7012
 -5.7177 -5.4224 -5.1778 -4.9729 -4.8006 -4.6568 -4.5381 -4.4416 -4.3554 -4.2550
 -4.1354 -4.0143 -3.8892 -3.7593 -3.6356 -3.3733 -3.1677 -3.0084 -2.8875 -2.7934
 -2.7168 -2.6516
 -5.5450 -5.2856 -5.0643 -4.8721 -4.7031 -4.5541 -4.4230 -4.3076 -4.2046 -4.1099
 -4.0127 -3.9060 -3.7955 -3.6794 -3.5663 -3.3251 -3.1393 -2.9972 -2.8893 -2.8043
 -2.7341 -2.6737 -2.6201 -2.5705
 -5.3748 -5.1491 -4.9536 -4.7793 -4.6214 -4.4776 -4.3462 -4.2263 -4.1168 -4.0148
 -3.9173 -3.8210 -3.7248 -3.6237 -3.5210 -3.2932 -3.1193 -2.9883 -2.8906 -2.8142
 -2.7509 -2.6958 -2.6464 -2.6012 -2.5576 -2.5175 -2.4833 -2.4571 -2.4404 -2.4340
 -5.2153 -5.0140 -4.8416 -4.6861 -4.5425 -4.4087 -4.2834 -4.1660 -4.0564 -3.9538
 -3.8562 -3.7619 -3.6702 -3.5795 -3.4881 -3.2756 -3.1068 -2.9810 -2.8892 -2.8202
 -2.7641 -2.7152 -2.6711 -2.6303 -2.5918 -2.5541 -2.5194 -2.4905 -2.4693 -2.4579
 -2.4582
 -5.0690 -4.8871 -4.7310 -4.5909 -4.4618 -4.3397 -4.2231 -4.1122 -4.0070 -3.9067
 -3.8115 -3.7203 -3.6319 -3.5459 -3.4613 -3.2645 -3.1012 -2.9764 -2.8860 -2.8210
 -2.7712 -2.7293 -2.6916 -2.6564 -2.6227 -2.5902 -2.5574 -2.5272 -2.5030 -2.4875
 -2.4824
 -4.9394 -4.7723 -4.6248 -4.4951 -4.3771 -4.2658 -4.1590 -4.0561 -3.9574 -3.8624
 -3.7711 -3.6835 -3.5992 -3.5175 -3.4375 -3.2522 -3.0960 -2.9734 -2.8822 -2.8176
 -2.7713 -2.7356 -2.7050 -2.6766 -2.6491 -2.6218 -2.5951 -2.5707 -2.5489 -2.5293
 -2.5119
 -4.8266 -4.6696 -4.5322 -4.4063 -4.2940 -4.1910 -4.0931 -3.9985 -3.9070 -3.8187
 -3.7330 -3.6502 -3.5702 -3.4930 -3.4179 -3.2421 -3.0922 -2.9719 -2.8805 -2.8142
 -2.7679 -2.7355 -2.7108 -2.6895 -2.6692 -2.6486 -2.6278 -2.6068 -2.5907 -2.5709
 -2.5489
 -4.7304 -4.5790 -4.4532 -4.3279 -4.2158 -4.1156 -4.0236 -3.9363 -3.8520 -3.7704
 -3.6913 -3.6144 -3.5397 -3.4671 -3.3967 -3.2314 -3.0869 -2.9692 -2.8784 -2.8111
 -2.7636 -2.7313 -2.7096 -2.6939 -2.6807 -2.6675 -2.6537 -2.6390 -2.6236 -2.6083
 -2.5941
 -4.6510 -4.5005 -4.3878 -4.2603 -4.1458 -4.0441 -3.9532 -3.8700 -3.7916 -3.7164
 -3.6437 -3.5732 -3.5047 -3.4377 -3.3739 -3.2201 -3.0801 -2.9653 -2.8759
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =  g   
 -6.8178 -6.2501 -5.8310 -5.5549 -5.4165 -5.3495 -5.2943 -5.1350 -4.9757 -4.8101
 -4.6350 -4.4653 -4.2847 -4.1135 -3.9560 -3.6141 -3.3255 -3.0960 -2.9105
 -6.4702 -6.0612 -5.7667 -5.5185 -5.3034 -5.1218 -4.9666 -4.8272 -4.6931 -4.5561
 -4.4101 -4.2522 -4.0891 -3.9334 -3.7908 -3.4882 -3.2424 -3.0443 -2.8923 -2.7743
 -6.1539 -5.7202 -5.3948 -5.1589 -4.9998 -4.8756 -4.7469 -4.6143 -4.4859 -4.3623
 -4.2372 -4.1038 -3.9589 -3.8146 -3.6817 -3.4058 -3.1902 -3.0178 -2.8836 -2.7792
 -2.6952
 -5.9831 -5.5654 -5.2408 -4.9901 -4.7975 -4.6508 -4.5448 -4.4588 -4.3565 -4.2353
 -4.1124 -3.9922 -3.8667 -3.7348 -3.6107 -3.3501 -3.1539 -3.0007 -2.8810 -2.7867
 -2.7095 -2.6440
 -5.8634 -5.4723 -5.1620 -4.9148 -4.7157 -4.5543 -4.4219 -4.3121 -4.2225 -4.1371
 -4.0325 -3.9170 -3.8003 -3.6810 -3.5633 -3.3146 -3.1297 -2.9894 -2.8814 -2.7960
 -2.7255 -2.6649 -2.6113 -2.5632
 -5.7573 -5.3975 -5.1068 -4.8698 -4.6732 -4.5076 -4.3666 -4.2446 -4.1364 -4.0392
 -3.9498 -3.8561 -3.7538 -3.6442 -3.5336 -3.2932 -3.1141 -2.9813 -2.8817 -2.8045
 -2.7408 -2.6856 -2.6364 -2.5915 -2.5502 -2.5123 -2.4790 -2.4514 -2.4338 -2.4277
 -5.6559 -5.3263 -5.0569 -4.8327 -4.6424 -4.4783 -4.3347 -4.2078 -4.0936 -3.9885
 -3.8900 -3.7966 -3.7065 -3.6128 -3.5135 -3.2812 -3.1043 -2.9748 -2.8800 -2.8094
 -2.7528 -2.7039 -2.6600 -2.6196 -2.5816 -2.5460 -2.5135 -2.4848 -2.4622 -2.4511
 -2.4518
 -5.5619 -5.2585 -5.0079 -4.7963 -4.6136 -4.4533 -4.3107 -4.1822 -4.0657 -3.9584
 -3.8573 -3.7611 -3.6697 -3.5809 -3.4922 -3.2765 -3.0996 -2.9699 -2.8767 -2.8096
 -2.7591 -2.7171 -2.6796 -2.6448 -2.6116 -2.5797 -2.5497 -2.5219 -2.4972 -2.4805
 -2.4758
 -5.4780 -5.1949 -4.9582 -4.7570 -4.5819 -4.4262 -4.2857 -4.1580 -4.0412 -3.9333
 -3.8325 -3.7368 -3.6451 -3.5569 -3.4712 -3.2695 -3.0976 -2.9664 -2.8721 -2.8057
 -2.7587 -2.7229 -2.6924 -2.6643 -2.6372 -2.6106 -2.5846 -2.5597 -2.5367 -2.5174
 -2.5050
 -5.4162 -5.1483 -4.9194 -4.7235 -4.5528 -4.4006 -4.2624 -4.1359 -4.0195 -3.9121
 -3.8121 -3.7180 -3.6283 -3.5419 -3.4583 -3.2639 -3.0978 -2.9665 -2.8700 -2.8018
 -2.7550 -2.7225 -2.6978 -2.6768 -2.6568 -2.6368 -2.6167 -2.5965 -2.5767 -2.5586
 -2.5416
