 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =F1130W
 -0.9172 -0.7916 -0.8236 -1.1835 -1.9011 -2.5391 -2.9005 -2.7896 -2.3281 -1.6559
 -1.7355 -2.3171 -2.5776 -2.4701 -2.4126 -2.6466
 -1.1813 -1.1539 -1.1745 -1.3391 -1.6643 -1.9708 -2.1919 -2.2338 -2.1396 -1.9676
 -2.0534 -2.3186 -2.4635 -2.4414 -2.4324 -2.6594 -2.8519 -3.0226 -3.1941
 -1.3064 -1.3596 -1.4064 -1.4812 -1.5987 -1.7234 -1.8546 -1.9638 -2.0541 -2.1352
 -2.2223 -2.3195 -2.3952 -2.4305 -2.4687 -2.6781 -2.8804 -3.0555 -3.2268 -3.3883
 -3.5403
 -1.2925 -1.4087 -1.5193 -1.6098 -1.7043 -1.7970 -1.8886 -1.9794 -2.0716 -2.1588
 -2.2422 -2.3198 -2.3729 -2.4372 -2.5215 -2.7027 -2.8968 -3.0801 -3.2516 -3.4142
 -3.5677 -3.7136 -3.8527
 -1.3444 -1.4370 -1.5307 -1.6203 -1.7122 -1.8033 -1.8932 -1.9816 -2.0682 -2.1530
 -2.2361 -2.3177 -2.3882 -2.4556 -2.5310 -2.7240 -2.9147 -3.0959 -3.2672 -3.4295
 -3.5833 -3.7296 -3.8688 -4.0019 -4.1301
 -1.4098 -1.4833 -1.5617 -1.6444 -1.7298 -1.8164 -1.9028 -1.9881 -2.0719 -2.1537
 -2.2336 -2.3125 -2.3905 -2.4568 -2.5343 -2.7331 -2.9259 -3.1074 -3.2789 -3.4412
 -3.5952 -3.7417 -3.8811 -4.0142 -4.1417 -4.2648
 -1.4887 -1.5476 -1.6123 -1.6821 -1.7572 -1.8363 -1.9174 -1.9989 -2.0798 -2.1594
 -2.2372 -2.3131 -2.3880 -2.4563 -2.5314 -2.7300 -2.9304 -3.1146 -3.2867 -3.4493
 -3.6034 -3.7499 -3.8896 -4.0228 -4.1501 -4.2725 -4.3910 -4.5061 -4.6183 -4.7286
 -1.5811 -1.6299 -1.6825 -1.7384 -1.7998 -1.8674 -1.9398 -2.0151 -2.0917 -2.1682
 -2.2436 -2.3181 -2.3910 -2.4600 -2.5302 -2.7229 -2.9235 -3.1168 -3.2911 -3.4543
 -3.6088 -3.7556 -3.8955 -4.0290 -4.1565 -4.2785 -4.3962 -4.5102 -4.6211 -4.7294
 -4.8359
 -1.6754 -1.7221 -1.7680 -1.8132 -1.8611 -1.9146 -1.9746 -2.0402 -2.1097 -2.1813
 -2.2534 -2.3253 -2.3967 -2.4668 -2.5341 -2.7167 -2.9126 -3.1093 -3.2916 -3.4567
 -3.6119 -3.7592 -3.8995 -4.0334 -4.1613 -4.2835 -4.4009 -4.5142 -4.6240 -4.7309
 -4.8353
 -1.7605 -1.8150 -1.8624 -1.9034 -1.9418 -1.9819 -2.0277 -2.0802 -2.1391 -2.2028
