 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  r   
 -3.2031 -2.4928 -2.0904 -2.0145 -2.3514 -2.8771 -3.5905 -3.4720 -3.3589 -3.2389
 -3.1147 -3.0354 -2.8948 -2.7562 -2.6294 -2.3812 -2.1960 -2.0726 -1.9915
 -4.2981 -3.9634 -3.7232 -3.5680 -3.4702 -3.3841 -3.2955 -3.2086 -3.1254 -3.0436
 -2.9536 -2.8506 -2.7395 -2.6310 -2.5308 -2.3222 -2.1700 -2.0675 -2.0007 -1.9570
 -4.1209 -3.8095 -3.5673 -3.3831 -3.2503 -3.1640 -3.1101 -3.0557 -2.9863 -2.9064
 -2.8277 -2.7468 -2.6557 -2.5613 -2.4729 -2.2901 -2.1591 -2.0707 -2.0122 -1.9728
 -1.9459
 -3.9870 -3.7109 -3.4868 -3.3039 -3.1576 -3.0455 -2.9633 -2.9051 -2.8586 -2.8036
 -2.7345 -2.6640 -2.5902 -2.5106 -2.4324 -2.2682 -2.1518 -2.0750 -2.0239 -1.9885
 -1.9634 -1.9458
 -3.8553 -3.6189 -3.4216 -3.2527 -3.1076 -2.9866 -2.8903 -2.8150 -2.7545 -2.7029
 -2.6513 -2.5933 -2.5334 -2.4677 -2.4007 -2.2525 -2.1457 -2.0774 -2.0337 -2.0030
 -1.9805 -1.9642 -1.9526 -1.9436
 -3.7162 -3.5173 -3.3497 -3.2017 -3.0681 -2.9486 -2.8458 -2.7616 -2.6934 -2.6349
 -2.5814 -2.5294 -2.4792 -2.4258 -2.3695 -2.2388 -2.1390 -2.0758 -2.0388 -2.0141
 -1.9956 -1.9818 -1.9718 -1.9648 -1.9602 -1.9591 -1.9630 -1.9728 -1.9894 -2.0131
 -3.5755 -3.4059 -3.2652 -3.1400 -3.0233 -2.9135 -2.8123 -2.7236 -2.6498 -2.5883
 -2.5337 -2.4824 -2.4335 -2.3863 -2.3380 -2.2234 -2.1310 -2.0702 -2.0373 -2.0190
 -2.0063 -1.9967 -1.9897 -1.9848 -1.9816 -1.9785 -1.9782 -1.9836 -1.9971 -2.0195
 -2.0474
 -3.4355 -3.2907 -3.1712 -3.0655 -2.9669 -2.8714 -2.7784 -2.6915 -2.6147 -2.5497
 -2.4946 -2.4452 -2.3984 -2.3539 -2.3097 -2.2065 -2.1218 -2.0621 -2.0302 -2.0164
 -2.0101 -2.0064 -2.0040 -2.0027 -2.0022 -2.0024 -2.0021 -2.0042 -2.0119 -2.0277
 -2.0533
 -3.2992 -3.1776 -3.0721 -2.9812 -2.8978 -2.8164 -2.7355 -2.6560 -2.5810 -2.5142
 -2.4574 -2.4088 -2.3651 -2.3241 -2.2837 -2.1885 -2.1100 -2.0531 -2.0201 -2.0074
 -2.0059 -2.0087 -2.0125 -2.0163 -2.0200 -2.0235 -2.0272 -2.0329 -2.0408 -2.0508
 -2.0625
 -3.1667 -3.0666 -2.9773 -2.8950 -2.8217 -2.7525 -2.6838 -2.6145 -2.5462 -2.4815
 -2.4235 -2.3740 -2.3318 -2.2941 -2.2584 -2.1722 -2.0986 -2.0441 -2.0104 -1.9961
 -1.9957 -2.0029 -2.0129 -2.0231 -2.0325 -2.0407 -2.0482 -2.0553 -2.0673 -2.0752
 -2.0803
 -3.0380 -2.9577 -2.8868 -2.8132 -2.7443 -2.6822 -2.6231 -2.5641 -2.5047 -2.4462
 -2.3906 -2.3405 -2.2979 -2.2619 -2.2299 -2.1551 -2.0867 -2.0346 -2.0011 -1.9852
 -1.9837 -1.9919 -2.0057 -2.0217 -2.0374 -2.0517 -2.0645 -2.0759 -2.0864 -2.0967
 -2.1079
 -2.9131 -2.8509 -2.8006 -2.7369 -2.6711 -2.6122 -2.5583 -2.5068 -2.4559 -2.4052
 -2.3553 -2.3080 -2.2654 -2.2292 -2.1982 -2.1372 -2.0743 -2.0246 -1.9922
