 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -4.2352 -4.1649 -4.3652 -4.2946 -4.0978 -3.8376 -3.5515 -3.3563 -3.1803 -2.9987
 -2.8285 -2.6711 -2.5255 -2.3902 -2.2632 -1.9891 -1.7214 -1.4657 -1.3124
 -4.2260 -3.9949 -3.8097 -3.6851 -3.6143 -3.5105 -3.3413 -3.1535 -2.9775 -2.8103
 -2.6515 -2.5033 -2.3662 -2.2394 -2.1212 -1.8562 -1.6288 -1.4432 -1.3012 -1.1921
 -4.0117 -3.7830 -3.5792 -3.4066 -3.2675 -3.1741 -3.0994 -2.9832 -2.8329 -2.6742
 -2.5251 -2.3855 -2.2562 -2.1370 -2.0269 -1.7857 -1.5844 -1.4197 -1.2918 -1.1926
 -1.1133
 -3.8415 -3.6311 -3.4319 -3.2527 -3.0958 -2.9599 -2.8481 -2.7647 -2.6787 -2.5636
 -2.4306 -2.2993 -2.1771 -2.0640 -1.9597 -1.7343 -1.5514 -1.4042 -1.2878 -1.1971
 -1.1239 -1.0626
 -3.6961 -3.5072 -3.3221 -3.1476 -2.9896 -2.8482 -2.7218 -2.6096 -2.5177 -2.4331
 -2.3402 -2.2319 -2.1194 -2.0121 -1.9127 -1.6983 -1.5275 -1.3926 -1.2867 -1.2037
 -1.1363 -1.0796 -1.0304 -0.9873
 -3.5707 -3.3978 -3.2303 -3.0662 -2.9124 -2.7719 -2.6449 -2.5298 -2.4255 -2.3312
 -2.2455 -2.1609 -2.0694 -1.9736 -1.8795 -1.6738 -1.5108 -1.3839 -1.2859 -1.2100
 -1.1486 -1.0967 -1.0516 -1.0112 -0.9728 -0.9379 -0.9084 -0.8859 -0.8718 -0.8666
 -3.4651 -3.3022 -3.1473 -2.9966 -2.8500 -2.7132 -2.5877 -2.4735 -2.3700 -2.2746
 -2.1853 -2.1008 -2.0194 -1.9373 -1.8538 -1.6575 -1.4992 -1.3765 -1.2837 -1.2136
 -1.1582 -1.1118 -1.0715 -1.0352 -1.0019 -0.9699 -0.9409 -0.9168 -0.8993 -0.8901
 -0.8916
 -3.3794 -3.2215 -3.0732 -2.9321 -2.7956 -2.6641 -2.5412 -2.4284 -2.3262 -2.2327
 -2.1456 -2.0626 -1.9824 -1.9049 -1.8287 -1.6470 -1.4920 -1.3712 -1.2804 -1.2135
 -1.1631 -1.1225 -1.0877 -1.0564 -1.0276 -1.0004 -0.9734 -0.9489 -0.9297 -0.9181
 -0.9154
 -3.3135 -3.1568 -3.0105 -2.8699 -2.7425 -2.6186 -2.4998 -2.3887 -2.2872 -2.1949
 -2.1099 -2.0301 -1.9535 -1.8788 -1.8059 -1.6349 -1.4862 -1.3669 -1.2760 -1.2100
 -1.1625 -1.1268 -1.0979 -1.0726 -1.0492 -1.0268 -1.0055 -0.9853 -0.9681 -0.9541
 -0.9430
 -3.2674 -3.1092 -2.9619 -2.8246 -2.6963 -2.5763 -2.4634 -2.3554 -2.2547 -2.1625
 -2.0785 -2.0010 -1.9278 -1.8566 -1.7874 -1.6249 -1.4819 -1.3647 -1.2737 -1.2067
 -1.1592 -1.1260 -1.1017 -1.0823 -1.0651 -1.0487 -1.0328 -1.0171 -1.0021 -0.9885
 -0.9761
 -3.2368 -3.0747 -2.9247 -2.7858 -2.6571 -2.5377 -2.4268 -2.3233 -2.2250 -2.1331
 -2.0491 -1.9723 -1.9013 -1.8342 -1.7693 -1.6148 -1.4769 -1.3620 -1.2716 -1.2036
 -1.1551 -1.1219 -1.0998 -1.0849 -1.0735 -1.0634 -1.0537 -1.0438 -1.0337 -1.0239
 -1.0152
 -3.2050 -3.0331 -2.8794 -2.7409 -2.6148 -2.4986 -2.3905 -2.2889 -2.1936 -2.1044
 -2.0214 -1.9446 -1.8743 -1.8093 -1.7477 -1.6029 -1.4707 -1.3586 -1.2690
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = G_BP 
 -4.6058 -4.5107 -4.3717 -4.1206 -3.8389 -3.5723 -3.3464 -3.1557 -2.9816 -2.8172
 -2.6618 -2.5172 -2.3840 -2.2611 -2.1472 -1.9001 -1.6763 -1.4705 -1.3165
 -4.2717 -4.0554 -3.9323 -3.8548 -3.6777 -3.4397 -3.2110 -3.0160 -2.8446 -2.6846
 -2.5340 -2.3944 -2.2665 -2.1498 -2.0429 -1.8093 -1.6097 -1.4384 -1.2988 -1.1889
 -4.0890 -3.8452 -3.6426 -3.4902 -3.4051 -3.3026 -3.1190 -2.9217 -2.7484 -2.5932
 -2.4473 -2.3119 -2.1877 -2.0748 -1.9719 -1.7507 -1.5674 -1.4137 -1.2880 -1.1879
 -1.1074
 -3.9640 -3.7243 -3.5082 -3.3159 -3.1573 -3.0424 -2.9607 -2.8446 -2.6842 -2.5305
