 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  G   
 -2.1674 -2.1512 -2.3362 -2.3330 -2.2422 -2.0916 -1.9073 -1.7893 -1.6820 -1.5683
 -1.4591 -1.3564 -1.2603 -1.1719 -1.0923 -0.9262 -0.8022 -0.7102 -0.6521
 -2.1704 -2.0764 -1.9980 -1.9523 -1.9401 -1.9009 -1.8099 -1.7001 -1.5937 -1.4904
 -1.3901 -1.2950 -1.2068 -1.1263 -1.0533 -0.9019 -0.7895 -0.7104 -0.6564 -0.6192
 -2.0387 -1.9487 -1.8593 -1.7791 -1.7152 -1.6813 -1.6608 -1.6095 -1.5273 -1.4329
 -1.3408 -1.2524 -1.1699 -1.0944 -1.0264 -0.8863 -0.7840 -0.7132 -0.6652 -0.6319
 -0.6081
 -1.9206 -1.8465 -1.7639 -1.6811 -1.6046 -1.5377 -1.4862 -1.4559 -1.4243 -1.3699
 -1.2963 -1.2175 -1.1414 -1.0709 -1.0069 -0.8754 -0.7804 -0.7166 -0.6741 -0.6446
 -0.6232 -0.6074
 -1.8035 -1.7493 -1.6819 -1.6071 -1.5320 -1.4615 -1.3979 -1.3426 -1.3015 -1.2667
 -1.2271 -1.1743 -1.1130 -1.0502 -0.9908 -0.8669 -0.7773 -0.7187 -0.6814 -0.6563
 -0.6380 -0.6243 -0.6140 -0.6069
 -1.6863 -1.6484 -1.5994 -1.5387 -1.4720 -1.4047 -1.3412 -1.2830 -1.2305 -1.1843
 -1.1451 -1.1082 -1.0668 -1.0203 -0.9716 -0.8586 -0.7733 -0.7183 -0.6853 -0.6654
 -0.6512 -0.6405 -0.6326 -0.6266 -0.6214 -0.6183 -0.6188 -0.6242 -0.6354 -0.6529
 -1.5715 -1.5453 -1.5114 -1.4663 -1.4123 -1.3535 -1.2940 -1.2374 -1.1855 -1.1376
 -1.0934 -1.0531 -1.0160 -0.9795 -0.9414 -0.8468 -0.7674 -0.7135 -0.6842 -0.6696
 -0.6607 -0.6544 -0.6498 -0.6465 -0.6441 -0.6415 -0.6406 -0.6435 -0.6520 -0.6673
 -0.6894
 -1.4615 -1.4434 -1.4193 -1.3868 -1.3465 -1.2994 -1.2481 -1.1960 -1.1465 -1.1006
 -1.0580 -1.0179 -0.9799 -0.9444 -0.9102 -0.8292 -0.7587 -0.7071 -0.6788 -0.6677
 -0.6644 -0.6637 -0.6637 -0.6641 -0.6649 -0.6657 -0.6656 -0.6670 -0.6726 -0.6844
 -0.7039
 -1.3588 -1.3457 -1.3274 -1.3020 -1.2730 -1.2375 -1.1968 -1.1526 -1.1077 -1.0646
 -1.0245 -0.9872 -0.9517 -0.9176 -0.8847 -0.8097 -0.7465 -0.6989 -0.6702 -0.6605
 -0.6615 -0.6665 -0.6724 -0.6780 -0.6830 -0.6874 -0.6915 -0.6957 -0.7020 -0.7106
 -0.7213
 -1.2660 -1.2557 -1.2404 -1.2207 -1.1970 -1.1698 -1.1391 -1.1043 -1.0668 -1.0284
 -0.9914 -0.9569 -0.9247 -0.8935 -0.8633 -0.7933 -0.7342 -0.6896 -0.6615 -0.6509
 -0.6531 -0.6622 -0.6736 -0.6852 -0.6958 -0.7050 -0.7133 -0.7207 -0.7279 -0.7358
 -0.7445
 -1.1836 -1.1727 -1.1586 -1.1415 -1.1217 -1.0996 -1.0754 -1.0490 -1.0197 -0.9883
 -0.9560 -0.9247 -0.8954 -0.8680 -0.8416 -0.7783 -0.7224 -0.6800 -0.6530 -0.6411
 -0.6427 -0.6529 -0.6680 -0.6849 -0.7015 -0.7166 -0.7301 -0.7422 -0.7530 -0.7634
 -0.7742
 -1.1062 -1.0853 -1.0685 -1.0540 -1.0399 -1.0250 -1.0080 -0.9882 -0.9659 -0.9418
 -0.9161 -0.8896 -0.8637 -0.8393 -0.8162 -0.7619 -0.7110 -0.6705 -0.6443
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  G   
 -2.4626 -2.4567 -2.4121 -2.2812 -2.1198 -1.9600 -1.8229 -1.7081 -1.6027 -1.5016
 -1.4046 -1.3124 -1.2257 -1.1447 -1.0700 -0.9121 -0.7915 -0.7023 -0.6433
 -2.2685 -2.1785 -2.1406 -2.1297 -2.0443 -1.9078 -1.7700 -1.6518 -1.5480 -1.4502
