 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = G_BP 
 -1.9426 -0.1713  1.0233  0.0311 -3.0023 -7.4933 -6.3989 -4.5078 -3.4030 -3.3029
 -3.1314 -3.0120 -3.3717 -3.8373 -3.9609 -3.4533
 -5.0501 -4.1460 -3.3139 -3.4323 -4.4402 -6.3749 -5.8621 -4.9626 -4.2874 -3.9985
 -3.7540 -3.6122 -3.7050 -3.8550 -3.8523 -3.4111 -3.1223 -2.9467 -2.9022
 -6.1695 -5.7927 -5.3011 -5.0236 -4.9709 -5.3646 -5.1796 -4.8799 -4.5562 -4.2711
 -4.0503 -3.9114 -3.8479 -3.8026 -3.7179 -3.3530 -3.0910 -2.9263 -2.8364 -2.7615
 -2.6428
 -5.3008 -5.1114 -4.9383 -4.7428 -4.5944 -4.4622 -4.3514 -4.2596 -4.2092 -4.1208
 -4.0204 -3.9097 -3.8005 -3.6800 -3.5577 -3.2790 -3.0669 -2.9146 -2.8044 -2.7231
 -2.6589 -2.6057 -2.5597
 -4.9645 -4.8257 -4.6922 -4.5480 -4.4175 -4.2933 -4.1799 -4.0793 -3.9905 -3.9086
 -3.8254 -3.7361 -3.6442 -3.5493 -3.4518 -3.2224 -3.0411 -2.9089 -2.8114 -2.7368
 -2.6770 -2.6270 -2.5834 -2.5454 -2.5127
 -4.6447 -4.5470 -4.4481 -4.3450 -4.2382 -4.1308 -4.0260 -3.9277 -3.8378 -3.7558
 -3.6793 -3.6044 -3.5268 -3.4493 -3.3683 -3.1768 -3.0194 -2.9029 -2.8164 -2.7490
 -2.6942 -2.6479 -2.6073 -2.5709 -2.5381 -2.5095
 -4.3413 -4.2753 -4.2060 -4.1338 -4.0566 -3.9747 -3.8897 -3.8048 -3.7231 -3.6461
 -3.5742 -3.5063 -3.4403 -3.3752 -3.3072 -3.1422 -3.0018 -2.8966 -2.8194 -2.7597
 -2.7105 -2.6684 -2.6313 -2.5974 -2.5663 -2.5381 -2.5132 -2.4946 -2.4849 -2.4852
 -4.0542 -4.0106 -3.9659 -3.9203 -3.8712 -3.8169 -3.7568 -3.6926 -3.6260 -3.5597
 -3.4954 -3.4338 -3.3749 -3.3177 -3.2606 -3.1170 -2.9896 -2.8901 -2.8186 -2.7655
 -2.7228 -2.6861 -2.6534 -2.6234 -2.5952 -2.5687 -2.5437 -2.5230 -2.5096 -2.5057
 -2.5121
 -3.7966 -3.7677 -3.7405 -3.7149 -3.6881 -3.6579 -3.6226 -3.5811 -3.5338 -3.4827
 -3.4294 -3.3761 -3.3238 -3.2728 -3.2224 -3.0972 -2.9804 -2.8852 -2.8150 -2.7656
 -2.7287 -2.6983 -2.6712 -2.6462 -2.6222 -2.5991 -2.5773 -2.5563 -2.5395 -2.5308
 -2.5326
 -3.5668 -3.5512 -3.5381 -3.5273 -3.5165 -3.5044 -3.4889 -3.4680 -3.4405 -3.4062
 -3.3666 -3.3237 -3.2792 -3.2343 -3.1894 -3.0779 -2.9709 -2.8798 -2.8103 -2.7611
 -2.7273 -2.7026 -2.6821 -2.6632 -2.6448 -2.6264 -2.6084 -2.5912 -2.5755 -2.5642
 -2.5575
 -3.3652 -3.3622 -3.3602 -3.3591 -3.3594 -3.3595 -3.3580 -3.3533 -3.3433 -3.3261
