 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  r   
 -3.9006 -3.8407 -4.0341 -3.9638 -3.7806 -3.5416 -3.2867 -3.1163 -2.9680 -2.8168
 -2.6758 -2.5481 -2.4314 -2.3256 -2.2286 -2.0279 -1.8537 -1.7027 -1.6373
 -3.9092 -3.7032 -3.5352 -3.4230 -3.3623 -3.2718 -3.1234 -2.9632 -2.8183 -2.6839
 -2.5578 -2.4412 -2.3344 -2.2370 -2.1478 -1.9583 -1.8142 -1.7139 -1.6481 -1.6051
 -3.7284 -3.5283 -3.3450 -3.1880 -3.0636 -2.9849 -2.9266 -2.8335 -2.7128 -2.5873
 -2.4724 -2.3666 -2.2695 -2.1808 -2.0999 -1.9298 -1.8033 -1.7161 -1.6587 -1.6200
 -1.5938
 -3.5830 -3.4041 -3.2286 -3.0665 -2.9248 -2.8063 -2.7143 -2.6518 -2.5906 -2.5067
 -2.4081 -2.3115 -2.2232 -2.1422 -2.0680 -1.9117 -1.7968 -1.7198 -1.6691 -1.6346
 -1.6104 -1.5935
 -3.4536 -3.3000 -3.1419 -2.9873 -2.8445 -2.7188 -2.6118 -2.5226 -2.4556 -2.3985
 -2.3368 -2.2630 -2.1855 -2.1118 -2.0440 -1.8991 -1.7919 -1.7218 -1.6774 -1.6477
 -1.6263 -1.6108 -1.6004 -1.5945
 -3.3367 -3.2023 -3.0659 -2.9253 -2.7887 -2.6627 -2.5521 -2.4578 -2.3786 -2.3123
 -2.2555 -2.2014 -2.1430 -2.0813 -2.0207 -1.8879 -1.7865 -1.7207 -1.6813 -1.6574
 -1.6402 -1.6274 -1.6185 -1.6129 -1.6100 -1.6108 -1.6164 -1.6279 -1.6458 -1.6705
 -3.2339 -3.1116 -2.9920 -2.8681 -2.7425 -2.6214 -2.5103 -2.4131 -2.3316 -2.2627
 -2.2025 -2.1477 -2.0962 -2.0454 -1.9939 -1.8743 -1.7793 -1.7146 -1.6792 -1.6612
 -1.6498 -1.6414 -1.6355 -1.6319 -1.6302 -1.6288 -1.6301 -1.6371 -1.6524 -1.6764
 -1.7053
 -3.1469 -3.0309 -2.9201 -2.8094 -2.6975 -2.5856 -2.4780 -2.3796 -2.2950 -2.2244
 -2.1645 -2.1109 -2.0603 -2.0123 -1.9659 -1.8582 -1.7698 -1.7069 -1.6721 -1.6580
 -1.6529 -1.6505 -1.6492 -1.6489 -1.6498 -1.6516 -1.6530 -1.6568 -1.6662 -1.6837
 -1.7109
 -3.0772 -2.9632 -2.8550 -2.7475 -2.6477 -2.5469 -2.4471 -2.3515 -2.2648 -2.1908
 -2.1293 -2.0771 -2.0295 -1.9842 -1.9403 -1.8400 -1.7578 -1.6977 -1.6618 -1.6488
 -1.6483 -1.6523 -1.6573 -1.6622 -1.6671 -1.6719 -1.6771 -1.6830 -1.6919 -1.7041
 -1.7192
 -3.0267 -2.9114 -2.8020 -2.6981 -2.5993 -2.5052 -2.4147 -2.3256 -2.2409 -2.1644
 -2.0991 -2.0452 -1.9992 -1.9564 -1.9158 -1.8236 -1.7458 -1.6881 -1.6519 -1.6372
 -1.6379 -1.6464 -1.6575 -1.6687 -1.6792 -1.6886 -1.6975 -1.7060 -1.7148 -1.7249
 -1.7360
 -2.9913 -2.8709 -2.7585 -2.6536 -2.5554 -2.4634 -2.3771 -2.2955 -2.2163 -2.1413
 -2.0737 -2.0160 -1.9683 -1.9279 -1.8914 -1.8070 -1.7335 -1.6782 -1.6427 -1.6259
 -1.6254 -1.6351 -1.6502 -1.6673 -1.6840 -1.6994 -1.7135 -1.7262 -1.7381 -1.7499
 -1.7626
 -2.9501 -2.8142 -2.6970 -2.5944 -2.5024 -2.4177 -2.3375 -2.2601 -2.1859 -2.1158
 -2.0505 -1.9911 -1.9401 -1.8980 -1.8627 -1.7877 -1.7208 -1.6678 -1.6330
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  r   
 -4.2639 -4.1854 -4.0617 -3.8287 -3.5669 -3.3226 -3.1232 -2.9629 -2.8206 -2.6874
 -2.5617 -2.4451 -2.3380 -2.2401 -2.1510 -1.9666 -1.8180 -1.6982 -1.6270
 -3.9771 -3.7855 -3.6768 -3.6096 -3.4479 -3.2308 -3.0275 -2.8622 -2.7233 -2.5963
 -2.4778 -2.3685 -2.2689 -2.1788 -2.0973 -1.9268 -1.7957 -1.6998 -1.6347 -1.5917
 -3.8238 -3.6097 -3.4269 -3.2885 -3.2146 -3.1266 -2.9663 -2.7974 -2.6556 -2.5341
 -2.4220 -2.3192 -2.2257 -2.1414 -2.0654 -1.9072 -1.7873 -1.7012 -1.6435 -1.6052
 -1.5792
 -3.7170 -3.5113 -3.3190 -3.1442 -2.9999 -2.8988 -2.8332 -2.7405 -2.6105 -2.4897
 -2.3822 -2.2850 -2.1968 -2.1174 -2.0458 -1.8967 -1.7839 -1.7041 -1.6519 -1.6178
 -1.5943 -1.5781
 -3.6309 -3.4414 -3.2560 -3.0823 -2.9252 -2.7868 -2.6747 -2.5919 -2.5287 -2.4475
 -2.3519 -2.2584 -2.1743 -2.0993 -2.0315 -1.8900 -1.7824 -1.7067 -1.6586 -1.6287
 -1.6083 -1.5939 -1.5843 -1.5802
 -3.5621 -3.3834 -3.2100 -3.0419 -2.8847 -2.7417 -2.6145 -2.5052 -2.4175 -2.3532
 -2.2960 -2.2285 -2.1542 -2.0824 -2.0179 -1.8835 -1.7803 -1.7073 -1.6621 -1.6364
 -1.6202 -1.6088 -1.6010 -1.5966 -1.5941 -1.5951 -1.6015 -1.6148 -1.6355 -1.6617
 -3.4976 -3.3308 -3.1704 -3.0114 -2.8587 -2.7165 -2.5872 -2.4724 -2.3729 -2.2904
 -2.2241 -2.1702 -2.1173 -2.0603 -2.0021 -1.8750 -1.7760 -1.7049 -1.6614 -1.6392
 -1.6281 -1.6212 -1.6166 -1.6142 -1.6138 -1.6145 -1.6181 -1.6268 -1.6424 -1.6659
 -1.6968
 -3.4432 -3.2818 -3.1338 -2.9847 -2.8389 -2.6998 -2.5713 -2.4548 -2.3519 -2.2631
 -2.1886 -2.1264 -2.0734 -2.0252 -1.9775 -1.8623 -1.7688 -1.6996 -1.6566 -1.6365
 -1.6302 -1.6288 -1.6289 -1.6301 -1.6322 -1.6334 -1.6359 -1.6422 -1.6543 -1.6741
 -1.7024
 -3.4052 -3.2421 -3.0978 -2.9577 -2.8196 -2.6855 -2.5593 -2.4427 -2.3378 -2.2457
 -2.1673 -2.1015 -2.0449 -1.9947 -1.9491 -1.8450 -1.7571 -1.6910 -1.6483 -1.6286
 -1.6256 -1.6300 -1.6360 -1.6423 -1.6484 -1.6547 -1.6614 -1.6702 -1.6814 -1.6948
 -1.7100
 -3.3913 -3.2178 -3.0695 -2.9342 -2.8035 -2.6756 -2.5525 -2.4371 -2.3313 -2.2364
 -2.1540 -2.0846 -2.0260 -1.9749 -1.9286 -1.8281 -1.7448 -1.6813 -1.6390 -1.6182
 -1.6157 -1.6237 -1.6357 -1.6480 -1.6596 -1.6704 -1.6809 -1.6909 -1.7014 -1.7131
 -1.7258
 -3.4085 -3.2103 -3.0511 -2.9148 -2.7888 -2.6662 -2.5477 -2.4341 -2.3284 -2.2320
 -2.1460 -2.0719 -2.0097 -1.9572 -1.9111 -1.8125 -1.7321 -1.6708 -1.6293 -1.6072
 -1.6033 -1.6123 -1.6281 -1.6461 -1.6639 -1.6805 -1.6960 -1.7102 -1.7237 -1.7371
 -1.7514
 -3.4515 -3.2195 -3.0425 -2.8992 -2.7749 -2.6572 -2.5432 -2.4331 -2.3282 -2.2309
 -2.1427 -2.0644 -1.9971 -1.9407 -1.8933 -1.7974 -1.7197 -1.6600 -1.6193
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  r   
 -4.4694 -4.2937 -3.9973 -3.6932 -3.4039 -3.1604 -2.9822 -2.8358 -2.7044 -2.5835
 -2.4697 -2.3629 -2.2639 -2.1727 -2.0894 -1.9153 -1.7819 -1.6805 -1.6083
 -4.0644 -3.9831 -3.8823 -3.6384 -3.3702 -3.1229 -2.9238 -2.7705 -2.6393 -2.5215
 -2.4115 -2.3091 -2.2147 -2.1286 -2.0507 -1.8898 -1.7686 -1.6785 -1.6146 -1.5718
 -3.9060 -3.6954 -3.5752 -3.5145 -3.3413 -3.1117 -2.9007 -2.7318 -2.5970 -2.4809
 -2.3744 -2.2759 -2.1855 -2.1034 -2.0294 -1.8773 -1.7634 -1.6799 -1.6217 -1.5832
 -1.5578
 -3.8329 -3.5987 -3.3991 -3.2502 -3.1688 -3.0747 -2.8984 -2.7187 -2.5715 -2.4532
 -2.3491 -2.2538 -2.1667 -2.0880 -2.0171 -1.8717 -1.7627 -1.6832 -1.6287 -1.5935
 -1.5708 -1.5556
 -3.7863 -3.5562 -3.3438 -3.1559 -2.9993 -2.8829 -2.8075 -2.7055 -2.5640 -2.4349
 -2.3302 -2.2371 -2.1527 -2.0767 -2.0085 -1.8687 -1.7635 -1.6867 -1.6347 -1.6023
 -1.5824 -1.5693 -1.5609 -1.5558
 -3.7542 -3.5318 -3.3211 -3.1269 -2.9515 -2.7990 -2.6734 -2.5784 -2.5067 -2.4184
 -2.3164 -2.2235 -2.1405 -2.0666 -2.0006 -1.8656 -1.7637 -1.6889 -1.6387 -1.6085
 -1.5918 -1.5818 -1.5755 -1.5725 -1.5715 -1.5743 -1.5830 -1.5991 -1.6222 -1.6477
 -3.7339 -3.5178 -3.3115 -3.1186 -2.9412 -2.7813 -2.6389 -2.5149 -2.4126 -2.3346
 -2.2702 -2.2027 -2.1286 -2.0564 -1.9917 -1.8609 -1.7621 -1.6890 -1.6400 -1.6115
 -1.5978 -1.5917 -1.5887 -1.5880 -1.5894 -1.5918 -1.5974 -1.6084 -1.6270 -1.6532
 -1.6829
 -3.7218 -3.5120 -3.3100 -3.1192 -2.9424 -2.7805 -2.6340 -2.5026 -2.3872 -2.2887
 -2.2082 -2.1462 -2.0925 -2.0375 -1.9803 -1.8537 -1.7578 -1.6864 -1.6380 -1.6105
 -1.5993 -1.5974 -1.5988 -1.6018 -1.6058 -1.6111 -1.6167 -1.6249 -1.6383 -1.6590
 -1.6884
 -3.7238 -3.5105 -3.3137 -3.1252 -2.9483 -2.7861 -2.6385 -2.5045 -2.3842 -2.2781
 -2.1870 -2.1117 -2.0512 -2.0005 -1.9539 -1.8416 -1.7494 -1.6799 -1.6323 -1.6052
 -1.5956 -1.5975 -1.6041 -1.6120 -1.6201 -1.6284 -1.6375 -1.6488 -1.6623 -1.6779
 -1.6953
 -3.7492 -3.5258 -3.3244 -3.1406 -2.9649 -2.8010 -2.6516 -2.5162 -2.3936 -2.2833
 -2.1861 -2.1032 -2.0345 -1.9776 -1.9290 -1.8264 -1.7385 -1.6716 -1.6245 -1.5970
 -1.5873 -1.5915 -1.6028 -1.6163 -1.6297 -1.6425 -1.6552 -1.6676 -1.6804 -1.6946
 -1.7117
 -3.8110 -3.5445 -3.3397 -3.1586 -2.9878 -2.8241 -2.6717 -2.5333 -2.4086 -2.2957
 -2.1944 -2.1057 -2.0303 -1.9677 -1.9151 -1.8105 -1.7268 -1.6607 -1.6148 -1.5869
 -1.5763 -1.5808 -1.5951 -1.6138 -1.6330 -1.6513 -1.6688 -1.6852 -1.7010 -1.7169
 -1.7334
