 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  z   
 -0.6241 -0.6178 -0.6125 -0.6086 -0.6063 -0.6089 -0.6201 -0.6390 -0.6709 -0.7179
 -0.7712 -0.8247 -0.8766 -0.9270 -0.9768 -1.0261 -1.0757 -1.1258 -1.1776 -1.2313
 -1.2866
 -0.3883 -0.4418 -0.4858 -0.5211 -0.5487 -0.5691 -0.5830 -0.5909 -0.5945 -0.5946
 -0.5928 -0.5904 -0.5883 -0.5867 -0.5859 -0.5893 -0.6026 -0.6250 -0.6580 -0.7043
 -0.7593 -0.8168 -0.8732 -0.9279 -0.9808 -1.0325 -1.0836 -1.1344 -1.1855 -1.2376
 -1.2920
 -0.2716 -0.3300 -0.3799 -0.4222 -0.4575 -0.4865 -0.5098 -0.5278 -0.5410 -0.5500
 -0.5555 -0.5589 -0.5611 -0.5631 -0.5652 -0.5730 -0.5870 -0.6111 -0.6454 -0.6901
 -0.7445 -0.8036 -0.8636 -0.9225 -0.9793 -1.0343 -1.0879 -1.1404 -1.1925 -1.2446
 -1.2975
 -0.1584 -0.2134 -0.2651 -0.3130 -0.3563 -0.3946 -0.4274 -0.4547 -0.4770 -0.4950
 -0.5093 -0.5203 -0.5287 -0.5356 -0.5416 -0.5565 -0.5735 -0.5980 -0.6328
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  z   
 -1.5115 -1.5318 -1.5179 -1.4317 -1.3221 -1.2160 -1.1282 -1.0571 -0.9926 -0.9314
 -0.8737 -0.8194 -0.7688 -0.7222 -0.6806 -0.5985 -0.5623 -0.5681 -0.5947
 -1.3664 -1.3181 -1.3122 -1.3290 -1.2856 -1.2017 -1.1164 -1.0453 -0.9839 -0.9271
 -0.8738 -0.8237 -0.7771 -0.7346 -0.6969 -0.6274 -0.5940 -0.5948 -0.6188 -0.6533
 -1.2778 -1.2191 -1.1679 -1.1389 -1.1482 -1.1487 -1.1002 -1.0347 -0.9755 -0.9228
 -0.8736 -0.8275 -0.7845 -0.7454 -0.7108 -0.6474 -0.6167 -0.6168 -0.6400 -0.6743
 -0.7133
 -1.1980 -1.1509 -1.0972 -1.0463 -1.0098 -0.9979 -1.0077 -1.0000 -0.9609 -0.9149
 -0.8705 -0.8283 -0.7887 -0.7526 -0.7207 -0.6625 -0.6343 -0.6339 -0.6563 -0.6907
 -0.7297 -0.7713
 -1.1119 -1.0846 -1.0422 -0.9953 -0.9521 -0.9160 -0.8922 -0.8852 -0.8908 -0.8828
 -0.8570 -0.8231 -0.7882 -0.7553 -0.7259 -0.6724 -0.6465 -0.6461 -0.6680 -0.7030
 -0.7429 -0.7849 -0.8287 -0.8747
 -1.0165 -1.0082 -0.9844 -0.9483 -0.9088 -0.8721 -0.8398 -0.8135 -0.7974 -0.7949
 -0.7969 -0.7912 -0.7748 -0.7510 -0.7257 -0.6769 -0.6534 -0.6534 -0.6750 -0.7112
 -0.7528 -0.7962 -0.8408 -0.8866 -0.9332 -0.9812 -1.0315 -1.0848 -1.1412 -1.1990
 -0.9081 -0.9188 -0.9147 -0.8955 -0.8664 -0.8345 -0.8043 -0.7770 -0.7534 -0.7354
 -0.7253 -0.7234 -0.7235 -0.7198 -0.7108 -0.6760 -0.6552 -0.6558 -0.6771 -0.7145
 -0.7588 -0.8045 -0.8507 -0.8975 -0.9452 -0.9934 -1.0429 -1.0947 -1.1493 -1.2073
 -1.2684
 -0.7928 -0.8174 -0.8308 -0.8296 -0.8162 -0.7943 -0.7697 -0.7458 -0.7240 -0.7043
 -0.6879 -0.6763 -0.6704 -0.6693 -0.6694 -0.6638 -0.6518 -0.6536 -0.6745 -0.7125
 -0.7598 -0.8089 -0.8576 -0.9061 -0.9549 -1.0034 -1.0524 -1.1033 -1.1569 -1.2141
 -1.2752
 -0.6738 -0.7088 -0.7348 -0.7493 -0.7519 -0.7445 -0.7299 -0.7121 -0.6944 -0.6777
 -0.6624 -0.6494 -0.6392 -0.6328 -0.6306 -0.6346 -0.6399 -0.6471 -0.6682 -0.7060
 -0.7554 -0.8086 -0.8611 -0.9126 -0.9633 -1.0138 -1.0647 -1.1169 -1.1703 -1.2249
 -1.2804
 -0.5548 -0.5979 -0.6328 -0.6577 -0.6742 -0.6812 -0.6799 -0.6722 -0.6612 -0.6492
 -0.6377 -0.6271 -0.6178 -0.6104 -0.6056 -0.6067 -0.6189 -0.6351 -0.6585 -0.6953
 -0.7450 -0.8009 -0.8575 -0.9129 -0.9667 -1.0194 -1.0717 -1.1238 -1.1762 -1.2296
 -1.2852
 -0.4406 -0.4856 -0.5262 -0.5592 -0.5865 -0.6049 -0.6161 -0.6205 -0.6196 -0.6149
 -0.6087 -0.6023 -0.5963 -0.5911 -0.5870 -0.5859 -0.5981 -0.6190 -0.6464 -0.6831
 -0.7316 -0.7883 -0.8479 -0.9072 -0.9648 -1.0206 -1.0754 -1.1291 -1.1824 -1.2358
 -1.2898
 -0.3297 -0.3720 -0.4150 -0.4547 -0.4896 -0.5182 -0.5401 -0.5556 -0.5658 -0.5709
 -0.5724 -0.5719 -0.5707 -0.5693 -0.5681 -0.5696 -0.5810 -0.6028 -0.6330
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  z   
 -1.6793 -1.6373 -1.5119 -1.3775 -1.2494 -1.1447 -1.0734 -1.0151 -0.9606 -0.9089
 -0.8610 -0.8161 -0.7741 -0.7347 -0.6981 -0.6235 -0.5785 -0.5658 -0.5826
 -1.4587 -1.4713 -1.4674 -1.3716 -1.2570 -1.1517 -1.0708 -1.0105 -0.9567 -0.9075
 -0.8623 -0.8204 -0.7812 -0.7447 -0.7108 -0.6430 -0.6032 -0.5926 -0.6085 -0.6402
 -1.3642 -1.2980 -1.2790 -1.2976 -1.2476 -1.1573 -1.0719 -1.0058 -0.9528 -0.9055
 -0.8627 -0.8234 -0.7867 -0.7526 -0.7212 -0.6586 -0.6226 -0.6134 -0.6282 -0.6595
 -0.6981
 -1.3010 -1.2302 -1.1633 -1.1233 -1.1271 -1.1256 -1.0705 -1.0033 -0.9477 -0.9016
 -0.8610 -0.8239 -0.7895 -0.7576 -0.7283 -0.6702 -0.6372 -0.6291 -0.6433 -0.6741
 -0.7129 -0.7550
 -1.2326 -1.1801 -1.1148 -1.0520 -1.0055 -0.9848 -0.9910 -0.9816 -0.9403 -0.8951
 -0.8563 -0.8214 -0.7892 -0.7594 -0.7321 -0.6779 -0.6475 -0.6405 -0.6545 -0.6848
 -0.7243 -0.7671 -0.8117 -0.8575
 -1.1508 -1.1217 -1.0730 -1.0149 -0.9595 -0.9141 -0.8838 -0.8728 -0.8770 -0.8697
 -0.8443 -0.8147 -0.7855 -0.7579 -0.7324 -0.6819 -0.6539 -0.6480 -0.6620 -0.6921
 -0.7324 -0.7766 -0.8222 -0.8692 -0.9171 -0.9667 -1.0187 -1.0739 -1.1317 -1.1892
 -1.0552 -1.0477 -1.0209 -0.9785 -0.9292 -0.8819 -0.8416 -0.8102 -0.7901 -0.7839
 -0.7860 -0.7832 -0.7706 -0.7509 -0.7290 -0.6825 -0.6567 -0.6519 -0.6660 -0.6960
 -0.7372 -0.7831 -0.8304 -0.8785 -0.9276 -0.9773 -1.0284 -1.0819 -1.1387 -1.1985
 -1.2588
 -0.9493 -0.9584 -0.9523 -0.9300 -0.8952 -0.8547 -0.8154 -0.7809 -0.7527 -0.7312
 -0.7183 -0.7147 -0.7161 -0.7161 -0.7106 -0.6794 -0.6561 -0.6524 -0.6664 -0.6962
 -0.7381 -0.7862 -0.8357 -0.8856 -0.9358 -0.9868 -1.0382 -1.0908 -1.1458 -1.2039
 -1.2657
 -0.8379 -0.8580 -0.8679 -0.8642 -0.8474 -0.8205 -0.7887 -0.7571 -0.7288 -0.7047
 -0.6852 -0.6714 -0.6638 -0.6620 -0.6635 -0.6634 -0.6514 -0.6494 -0.6638 -0.6931
 -0.7352 -0.7853 -0.8379 -0.8906 -0.9428 -0.9951 -1.0479 -1.1019 -1.1572 -1.2134
 -1.2706
 -0.7259 -0.7531 -0.7724 -0.7836 -0.7837 -0.7731 -0.7541 -0.7304 -0.7062 -0.6838
 -0.6643 -0.6483 -0.6360 -0.6279 -0.6242 -0.6291 -0.6372 -0.6426 -0.6576 -0.6862
 -0.7275 -0.7785 -0.8339 -0.8899 -0.9450 -0.9994 -1.0535 -1.1075 -1.1619 -1.2172
 -1.2742
 -0.6186 -0.6449 -0.6709 -0.6919 -0.7051 -0.7093 -0.7051 -0.6936 -0.6778 -0.6604
 -0.6439 -0.6294 -0.6172 -0.6077 -0.6010 -0.5989 -0.6120 -0.6289 -0.6484 -0.6769
 -0.7169 -0.7676 -0.8247 -0.8839 -0.9424 -0.9996 -1.0560 -1.1115 -1.1667 -1.2220
 -1.2778
 -0.5178 -0.5405 -0.5681 -0.5942 -0.6158 -0.6315 -0.6404 -0.6421 -0.6380 -0.6294
 -0.6187 -0.6081 -0.5985 -0.5904 -0.5842 -0.5785 -0.5887 -0.6095 -0.6353
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  z   
 -1.7250 -1.6231 -1.4747 -1.3388 -1.2150 -1.1139 -1.0445 -0.9910 -0.9430 -0.8945
 -0.8504 -0.8094 -0.7712 -0.7356 -0.7023 -0.6318 -0.5854 -0.5673 -0.5773
 -1.5263 -1.5536 -1.4739 -1.3450 -1.2257 -1.1211 -1.0451 -0.9884 -0.9398 -0.8935
 -0.8516 -0.8132 -0.7774 -0.7441 -0.7130 -0.6483 -0.6072 -0.5923 -0.6030 -0.6320
 -1.3936 -1.3471 -1.3695 -1.3350 -1.2328 -1.1324 -1.0475 -0.9856 -0.9364 -0.8916
 -0.8518 -0.8154 -0.7819 -0.7507 -0.7216 -0.6615 -0.6241 -0.6115 -0.6221 -0.6504
 -0.6884
 -1.3364 -1.2559 -1.1962 -1.1903 -1.1969 -1.1345 -1.0535 -0.9839 -0.9321 -0.8882
 -0.8500 -0.8155 -0.7839 -0.7546 -0.7274 -0.6713 -0.6368 -0.6260 -0.6366 -0.6643
 -0.7024 -0.7447
 -1.2794 -1.2123 -1.1364 -1.0742 -1.0429 -1.0479 -1.0369 -0.9841 -0.9279 -0.8833
 -0.8459 -0.8132 -0.7833 -0.7558 -0.7304 -0.6780 -0.6459 -0.6364 -0.6473 -0.6746
 -0.7129 -0.7559 -0.8009 -0.8473
 -1.2088 -1.1648 -1.1024 -1.0343 -0.9757 -0.9351 -0.9187 -0.9220 -0.9110 -0.8757
 -0.8392 -0.8081 -0.7800 -0.7542 -0.7305 -0.6816 -0.6519 -0.6436 -0.6548 -0.6818
 -0.7203 -0.7643 -0.8104 -0.8579 -0.9069 -0.9578 -1.0110 -1.0665 -1.1240 -1.1826
 -1.1225 -1.1016 -1.0610 -1.0061 -0.9474 -0.8954 -0.8546 -0.8281 -0.8185 -0.8202
 -0.8144 -0.7958 -0.7727 -0.7496 -0.7278 -0.6824 -0.6549 -0.6477 -0.6591 -0.6860
 -0.7246 -0.7698 -0.8175 -0.8662 -0.9160 -0.9672 -1.0198 -1.0744 -1.1315 -1.1918
 -1.2517
 -1.0239 -1.0215 -1.0027 -0.9678 -0.9216 -0.8725 -0.8276 -0.7909 -0.7637 -0.7462
 -0.7402 -0.7412 -0.7403 -0.7330 -0.7195 -0.6803 -0.6552 -0.6489 -0.6605 -0.6871
 -0.7256 -0.7721 -0.8217 -0.8722 -0.9233 -0.9752 -1.0278 -1.0817 -1.1379 -1.1969
 -1.2591
 -0.9188 -0.9282 -0.9268 -0.9116 -0.8835 -0.8464 -0.8066 -0.7692 -0.7378 -0.7128
 -0.6944 -0.6836 -0.6802 -0.6815 -0.6829 -0.6723 -0.6520 -0.6472 -0.6591 -0.6853
 -0.7237 -0.7712 -0.8231 -0.8762 -0.9293 -0.9826 -1.0366 -1.0911 -1.1467 -1.2043
 -1.2638
 -0.8128 -0.8279 -0.8382 -0.8392 -0.8288 -0.8081 -0.7800 -0.7488 -0.7190 -0.6929
 -0.6715 -0.6550 -0.6436 -0.6376 -0.6363 -0.6427 -0.6436 -0.6423 -0.6544 -0.6800
 -0.7176 -0.7652 -0.8190 -0.8750 -0.9307 -0.9861 -1.0413 -1.0965 -1.1521 -1.2086
 -1.2667
 -0.7111 -0.7262 -0.7424 -0.7539 -0.7578 -0.7528 -0.7395 -0.7197 -0.6969 -0.6741
 -0.6536 -0.6365 -0.6229 -0.6131 -0.6071 -0.6075 -0.6199 -0.6323 -0.6470 -0.6722
 -0.7087 -0.7557 -0.8105 -0.8689 -0.9276 -0.9857 -1.0430 -1.0996 -1.1559 -1.2125
 -1.2693
 -0.6181 -0.6277 -0.6445 -0.6617 -0.6750 -0.6823 -0.6827 -0.6763 -0.6646 -0.6494
 -0.6334 -0.6186 -0.6060 -0.5960 -0.5887 -0.5828 -0.5935 -0.6131 -0.6356
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  z   
 -1.7313 -1.5830 -1.4299 -1.2996 -1.1878 -1.0913 -1.0224 -0.9685 -0.9237 -0.8786
 -0.8375 -0.7997 -0.7648 -0.7324 -0.7024 -0.6373 -0.5915 -0.5706 -0.5725
 -1.6136 -1.5807 -1.4481 -1.3098 -1.1943 -1.0966 -1.0234 -0.9680 -0.9209 -0.8775
 -0.8385 -0.8029 -0.7701 -0.7398 -0.7114 -0.6512 -0.6101 -0.5921 -0.5977 -0.6230
 -1.4228 -1.4293 -1.4280 -1.3230 -1.2041 -1.1044 -1.0250 -0.9658 -0.9180 -0.8755
 -0.8382 -0.8045 -0.7736 -0.7451 -0.7186 -0.6622 -0.6245 -0.6091 -0.6158 -0.6407
 -0.6773
 -1.3596 -1.2787 -1.2527 -1.2713 -1.2101 -1.1138 -1.0296 -0.9638 -0.9141 -0.8723
 -0.8362 -0.8041 -0.7750 -0.7482 -0.7233 -0.6704 -0.6353 -0.6220 -0.6295 -0.6540
 -0.6905 -0.7328
 -1.3145 -1.2330 -1.1533 -1.1062 -1.1085 -1.0998 -1.0349 -0.9654 -0.9103 -0.8682
 -0.8324 -0.8017 -0.7741 -0.7489 -0.7256 -0.6762 -0.6434 -0.6314 -0.6396 -0.6640
 -0.7003 -0.7430 -0.7884 -0.8354
 -1.2570 -1.1967 -1.1210 -1.0472 -0.9934 -0.9701 -0.9729 -0.9560 -0.9090 -0.8631
 -0.8270 -0.7971 -0.7709 -0.7472 -0.7254 -0.6795 -0.6489 -0.6381 -0.6468 -0.6711
 -0.7071 -0.7504 -0.7967 -0.8448 -0.8944 -0.9460 -1.0002 -1.0575 -1.1169 -1.1749
 -1.1829 -1.1462 -1.0905 -1.0234 -0.9581 -0.9057 -0.8715 -0.8578 -0.8582 -0.8475
 -0.8187 -0.7900 -0.7653 -0.7431 -0.7228 -0.6803 -0.6520 -0.6423 -0.6512 -0.6754
 -0.7112 -0.7550 -0.8026 -0.8519 -0.9025 -0.9547 -1.0084 -1.0642 -1.1228 -1.1838
 -1.2442
 -1.0941 -1.0775 -1.0442 -0.9957 -0.9387 -0.8825 -0.8353 -0.8001 -0.7778 -0.7688
 -0.7686 -0.7645 -0.7520 -0.7350 -0.7173 -0.6786 -0.6527 -0.6441 -0.6531 -0.6769
 -0.7125 -0.7567 -0.8058 -0.8567 -0.9086 -0.9616 -1.0160 -1.0714 -1.1286 -1.1884
 -1.2511
 -0.9972 -0.9948 -0.9789 -0.9506 -0.9105 -0.8636 -0.8169 -0.7760 -0.7439 -0.7206
 -0.7060 -0.7003 -0.7005 -0.7010 -0.6979 -0.6733 -0.6504 -0.6432 -0.6524 -0.6760
 -0.7114 -0.7560 -0.8066 -0.8597 -0.9135 -0.9678 -1.0230 -1.0789 -1.1359 -1.1945
 -1.2555
 -0.8990 -0.9011 -0.8993 -0.8882 -0.8661 -0.8347 -0.7978 -0.7600 -0.7261 -0.6982
 -0.6767 -0.6615 -0.6526 -0.6497 -0.6509 -0.6547 -0.6452 -0.6396 -0.6490 -0.6720
 -0.7066 -0.7510 -0.8027 -0.8580 -0.9141 -0.9703 -1.0266 -1.0831 -1.1401 -1.1981
 -1.2575
 -0.8058 -0.8069 -0.8108 -0.8113 -0.8043 -0.7890 -0.7662 -0.7384 -0.7093 -0.6821
 -0.6591 -0.6408 -0.6273 -0.6184 -0.6139 -0.6178 -0.6276 -0.6327 -0.6431 -0.6656
 -0.6994 -0.7431 -0.7950 -0.8519 -0.9106 -0.9691 -1.0273 -1.0851 -1.1428 -1.2007
 -1.2588
 -0.7222 -0.7159 -0.7201 -0.7260 -0.7293 -0.7269 -0.7181 -0.7032 -0.6842 -0.6631
 -0.6426 -0.6247 -0.6103 -0.5994 -0.5921 -0.5879 -0.5995 -0.6165 -0.6341
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  z   
 -1.6921 -1.5284 -1.3805 -1.2597 -1.1568 -1.0681 -1.0027 -0.9471 -0.9026 -0.8614
 -0.8229 -0.7875 -0.7552 -0.7257 -0.6984 -0.6393 -0.5959 -0.5719 -0.5697
 -1.5880 -1.5612 -1.4078 -1.2714 -1.1607 -1.0703 -1.0020 -0.9470 -0.9012 -0.8602
 -0.8234 -0.7900 -0.7597 -0.7319 -0.7061 -0.6509 -0.6114 -0.5913 -0.5927 -0.6136
 -1.4755 -1.5094 -1.4268 -1.2922 -1.1721 -1.0745 -1.0017 -0.9447 -0.8986 -0.8578
 -0.8226 -0.7910 -0.7624 -0.7363 -0.7121 -0.6601 -0.6233 -0.6060 -0.6093 -0.6306
 -0.6650
 -1.3737 -1.3150 -1.3387 -1.2981 -1.1886 -1.0859 -1.0042 -0.9428 -0.8951 -0.8546
 -0.8204 -0.7903 -0.7632 -0.7387 -0.7160 -0.6672 -0.6326 -0.6171 -0.6218 -0.6433
 -0.6775 -0.7191
 -1.3362 -1.2450 -1.1757 -1.1687 -1.1706 -1.0969 -1.0122 -0.9430 -0.8916 -0.8510
 -0.8167 -0.7878 -0.7621 -0.7390 -0.7177 -0.6723 -0.6397 -0.6255 -0.6311 -0.6527
 -0.6866 -0.7284 -0.7741 -0.8216
 -1.2933 -1.2164 -1.1311 -1.0603 -1.0262 -1.0296 -1.0088 -0.9480 -0.8903 -0.8466
 -0.8119 -0.7835 -0.7590 -0.7371 -0.7173 -0.6752 -0.6449 -0.6318 -0.6377 -0.6595
 -0.6930 -0.7350 -0.7813 -0.8299 -0.8802 -0.9327 -0.9881 -1.0467 -1.1071 -1.1657
 -1.2325 -1.1794 -1.1088 -1.0325 -0.9658 -0.9212 -0.9032 -0.9022 -0.8836 -0.8432
 -0.8064 -0.7774 -0.7538 -0.7332 -0.7148 -0.6759 -0.6480 -0.6360 -0.6421 -0.6637
 -0.6970 -0.7389 -0.7861 -0.8358 -0.8871 -0.9401 -0.9950 -1.0523 -1.1124 -1.1743
 -1.2349
 -1.1573 -1.1242 -1.0752 -1.0136 -0.9476 -0.8879 -0.8427 -0.8141 -0.8021 -0.7997
 -0.7903 -0.7684 -0.7462 -0.7270 -0.7098 -0.6743 -0.6489 -0.6382 -0.6443 -0.6656
 -0.6986 -0.7405 -0.7884 -0.8395 -0.8920 -0.9458 -1.0013 -1.0583 -1.1171 -1.1781
 -1.2416
 -1.0711 -1.0519 -1.0224 -0.9801 -0.9281 -0.8728 -0.8216 -0.7803 -0.7504 -0.7316
 -0.7232 -0.7217 -0.7189 -0.7115 -0.7002 -0.6697 -0.6471 -0.6378 -0.6444 -0.6654
 -0.6982 -0.7402 -0.7889 -0.8415 -0.8957 -0.9508 -1.0071 -1.0643 -1.1227 -1.1830
 -1.2454
 -0.9834 -0.9699 -0.9538 -0.9292 -0.8947 -0.8528 -0.8080 -0.7653 -0.7295 -0.7018
 -0.6821 -0.6699 -0.6647 -0.6645 -0.6658 -0.6601 -0.6431 -0.6353 -0.6420 -0.6624
 -0.6946 -0.7363 -0.7855 -0.8394 -0.8955 -0.9521 -1.0094 -1.0672 -1.1258 -1.1862
 -1.2464
 -0.9006 -0.8848 -0.8747 -0.8624 -0.8435 -0.8172 -0.7850 -0.7499 -0.7158 -0.6859
 -0.6618 -0.6439 -0.6316 -0.6245 -0.6223 -0.6287 -0.6327 -0.6301 -0.6374 -0.6574
 -0.6887 -0.7299 -0.7789 -0.8337 -0.8915 -0.9502 -1.0091 -1.0680 -1.1270 -1.1866
 -1.2461
 -0.8286 -0.8039 -0.7928 -0.7858 -0.7776 -0.7647 -0.7461 -0.7229 -0.6971 -0.6710
 -0.6473 -0.6277 -0.6126 -0.6019 -0.5952 -0.5942 -0.6060 -0.6188 -0.6303
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  z   
 -1.6325 -1.4717 -1.3350 -1.2243 -1.1244 -1.0411 -0.9812 -0.9296 -0.8837 -0.8438
 -0.8073 -0.7737 -0.7433 -0.7157 -0.6908 -0.6373 -0.5997 -0.5772 -0.5675
 -1.6263 -1.5190 -1.3637 -1.2345 -1.1304 -1.0434 -0.9807 -0.9276 -0.8817 -0.8422
 -0.8071 -0.7754 -0.7469 -0.7211 -0.6973 -0.6470 -0.6102 -0.5896 -0.5878 -0.6041
 -1.5586 -1.5333 -1.3976 -1.2561 -1.1404 -1.0479 -0.9781 -0.9242 -0.8793 -0.8394
 -0.8058 -0.7758 -0.7489 -0.7246 -0.7024 -0.6549 -0.6201 -0.6019 -0.6024 -0.6203
 -0.6519
 -1.4431 -1.3891 -1.3911 -1.2806 -1.1581 -1.0577 -0.9798 -0.9215 -0.8755 -0.8361
 -0.8033 -0.7747 -0.7494 -0.7265 -0.7057 -0.6611 -0.6281 -0.6114 -0.6134 -0.6320
 -0.6636 -0.7040
 -1.3476 -1.2566 -1.2245 -1.2437 -1.1734 -1.0721 -0.9866 -0.9210 -0.8720 -0.8328
 -0.7996 -0.7721 -0.7480 -0.7266 -0.7071 -0.6657 -0.6346 -0.6188 -0.6216 -0.6406
 -0.6721 -0.7125 -0.7581 -0.8058
 -1.3171 -1.2263 -1.1385 -1.0858 -1.0884 -1.0710 -0.9972 -0.9254 -0.8698 -0.8286
 -0.7951 -0.7679 -0.7449 -0.7247 -0.7066 -0.6684 -0.6395 -0.6247 -0.6277 -0.6468
 -0.6781 -0.7183 -0.7643 -0.8134 -0.8644 -0.9176 -0.9741 -1.0342 -1.0955 -1.1550
 -1.2727 -1.2011 -1.1177 -1.0370 -0.9777 -0.9534 -0.9531 -0.9259 -0.8725 -0.8252
 -0.7904 -0.7624 -0.7400 -0.7208 -0.7040 -0.6690 -0.6427 -0.6289 -0.6320 -0.6509
 -0.6820 -0.7219 -0.7683 -0.8182 -0.8701 -0.9239 -0.9801 -1.0388 -1.1000 -1.1629
 -1.2241
 -1.2103 -1.1605 -1.0954 -1.0221 -0.9506 -0.8929 -0.8562 -0.8410 -0.8364 -0.8184
 -0.7853 -0.7563 -0.7334 -0.7151 -0.6992 -0.6673 -0.6438 -0.6314 -0.6346 -0.6531
 -0.6837 -0.7236 -0.7701 -0.8208 -0.8737 -0.9283 -0.9847 -1.0428 -1.1031 -1.1660
 -1.2304
 -1.1355 -1.1017 -1.0560 -0.9997 -0.9372 -0.8759 -0.8238 -0.7855 -0.7615 -0.7503
 -0.7460 -0.7380 -0.7224 -0.7062 -0.6917 -0.6630 -0.6422 -0.6316 -0.6354 -0.6536
 -0.6840 -0.7238 -0.7706 -0.8221 -0.8763 -0.9319 -0.9890 -1.0476 -1.1076 -1.1694
 -1.2334
 -1.0559 -1.0320 -1.0001 -0.9611 -0.9142 -0.8629 -0.8120 -0.7669 -0.7315 -0.7061
 -0.6901 -0.6823 -0.6799 -0.6781 -0.6743 -0.6563 -0.6386 -0.6298 -0.6339 -0.6517
 -0.6815 -0.7209 -0.7678 -0.8199 -0.8752 -0.9320 -0.9899 -1.0489 -1.1089 -1.1702
 -1.2328
 -0.9812 -0.9577 -0.9326 -0.9060 -0.8743 -0.8370 -0.7963 -0.7553 -0.7179 -0.6870
 -0.6636 -0.6472 -0.6372 -0.6327 -0.6323 -0.6365 -0.6319 -0.6257 -0.6305 -0.6478
 -0.6768 -0.7157 -0.7623 -0.8147 -0.8710 -0.9292 -0.9885 -1.0483 -1.1087 -1.1698
 -1.2312
 -0.9112 -0.8789 -0.8591 -0.8395 -0.8189 -0.7947 -0.7666 -0.7356 -0.7041 -0.6743
 -0.6488 -0.6287 -0.6140 -0.6043 -0.5657 -0.6036 -0.6221 -0.6193 -0.6252
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  z   
 -1.5669 -1.4138 -1.2891 -1.1900 -1.0930 -1.0160 -0.9568 -0.9085 -0.8638 -0.8257
 -0.7905 -0.7583 -0.7292 -0.7034 -0.6802 -0.6316 -0.5972 -0.5757 -0.5650
 -1.6286 -1.4644 -1.3170 -1.1966 -1.1000 -1.0180 -0.9559 -0.9066 -0.8613 -0.8236
 -0.7897 -0.7593 -0.7321 -0.7078 -0.6858 -0.6399 -0.6062 -0.5864 -0.5824 -0.5948
 -1.5243 -1.5114 -1.3510 -1.2182 -1.1098 -1.0220 -0.9546 -0.9032 -0.8593 -0.8205
 -0.7880 -0.7592 -0.7336 -0.7108 -0.6901 -0.6467 -0.6147 -0.5966 -0.5949 -0.6095
 -0.6379
