 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =F322W2
  1.3496  1.5000  1.3890  0.7527 -0.2789 -0.8868 -1.1599 -1.2638 -1.1389 -0.7961
 -1.1581 -1.6507 -1.3272 -0.5476 -0.0100 -0.1883
  0.7867  0.9013  0.9205  0.7074  0.2893  0.0287 -0.1324 -0.2515 -0.3074 -0.2962
 -0.5142 -0.7331 -0.5946 -0.2434 -0.0096 -0.2003 -0.3823 -0.5466 -0.7201
  0.4898  0.5372  0.5801  0.5625  0.4745  0.4020  0.3178  0.2198  0.1120  0.0009
 -0.1040 -0.1669 -0.1421 -0.0636 -0.0265 -0.2115 -0.3978 -0.5653 -0.7310 -0.8875
 -1.0372
  0.4589  0.4077  0.3678  0.3180  0.2768  0.2331  0.1907  0.1500  0.1193  0.0950
  0.0725  0.0477  0.0302 -0.0083 -0.0607 -0.2219 -0.4090 -0.5801 -0.7431 -0.8994
 -1.0499 -1.1945 -1.3341
  0.3470  0.3226  0.3003  0.2700  0.2371  0.1992  0.1589  0.1186  0.0805  0.0472
  0.0196 -0.0072 -0.0323 -0.0646 -0.1090 -0.2489 -0.4174 -0.5886 -0.7533 -0.9099
 -1.0594 -1.2027 -1.3406 -1.4738 -1.6031
  0.2272  0.2216  0.2133  0.1994  0.1779  0.1493  0.1152  0.0786  0.0413  0.0051
 -0.0282 -0.0580 -0.0869 -0.1142 -0.1540 -0.2781 -0.4301 -0.5964 -0.7608 -0.9178
 -1.0670 -1.2096 -1.3464 -1.4783 -1.6059 -1.7297
  0.0996  0.1047  0.1068  0.1062  0.0991  0.0834  0.0596  0.0300 -0.0027 -0.0369
 -0.0711 -0.1037 -0.1342 -0.1615 -0.1957 -0.3095 -0.4471 -0.6035 -0.7656 -0.9231
 -1.0727 -1.2152 -1.3515 -1.4824 -1.6086 -1.7308 -1.8496 -1.9654 -2.0782 -2.1879
 -0.0359 -0.0281 -0.0192 -0.0093 -0.0026 -0.0030 -0.0121 -0.0301 -0.0547 -0.0833
 -0.1141 -0.1460 -0.1775 -0.2067 -0.2371 -0.3379 -0.4674 -0.6127 -0.7688 -0.9255
 -1.0762 -1.2193 -1.3556 -1.4861 -1.6115 -1.7326 -1.8499 -1.9639 -2.0750 -2.1836
 -2.2895
 -0.1730 -0.1673 -0.1566 -0.1414 -0.1250 -0.1114 -0.1043 -0.1066 -0.1185 -0.1378
 -0.1617 -0.1890 -0.2186 -0.2487 -0.2778 -0.3666 -0.4864 -0.6247 -0.7727 -0.9258
 -1.0768 -1.2213 -1.3583 -1.4890 -1.6142 -1.7346 -1.8510 -1.9637 -2.0732 -2.1800
 -2.2846
 -0.2989 -0.3033 -0.2979 -0.2837 -0.2632 -0.2399 -0.2191 -0.2049 -0.2003 -0.2056
 -0.2189 -0.2382 -0.2621 -0.2892 -0.3172 -0.3979 -0.5064 -0.6382 -0.7807 -0.9283
 -1.0774 -1.2230 -1.3617 -1.4935 -1.6192 -1.7396 -1.8556 -1.9676 -2.0761 -2.1817
 -2.2845
 -0.4174 -0.4284 -0.4291 -0.4206 -0.4011 -0.3760 -0.3479 -0.3212 -0.3005 -0.2894
 -0.2890 -0.2974 -0.3124 -0.3322 -0.3554 -0.4287 -0.5271 -0.6500 -0.7870 -0.9296
 -1.0745 -1.2189 -1.3589 -1.4924 -1.6192 -1.7402 -1.8563 -1.9681 -2.0760 -2.1805
 -2.2840
 -0.5220 -0.5426 -0.5507 -0.5475 -0.5338 -0.5120 -0.4826 -0.4506 -0.4193 -0.3956
 -0.3808 -0.3742 -0.3753 -0.3836 -0.3986 -0.4611 -0.5516 -0.6637 -0.7941 -0.9322
 -1.0730 -1.2143 -1.3536 -1.4884 -1.6170 -1.7394 -1.8563 -1.9685 -2.0764 -2.1806
 -2.2815
