 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F098M
  0.2641  0.2328  0.0540  0.0212  0.0484  0.1219  0.2335  0.2970  0.3495  0.4022
  0.4500  0.4949  0.5350  0.5701  0.5986  0.6506  0.6511  0.5814  0.5173
  0.2305  0.2527  0.2664  0.2595  0.2302  0.2226  0.2546  0.3034  0.3526  0.3982
  0.4405  0.4792  0.5136  0.5428  0.5664  0.5971  0.5874  0.5489  0.4985  0.4443
  0.3050  0.3244  0.3452  0.3614  0.3685  0.3556  0.3338  0.3344  0.3598  0.3960
  0.4315  0.4655  0.4962  0.5225  0.5436  0.5706  0.5618  0.5247  0.4746  0.4208
  0.3663
  0.3765  0.3847  0.4011  0.4187  0.4335  0.4434  0.4437  0.4290  0.4153  0.4177
  0.4351  0.4598  0.4856  0.5087  0.5273  0.5507  0.5420  0.5061  0.4560  0.4021
  0.3476  0.2936
  0.4551  0.4468  0.4523  0.4646  0.4780  0.4893  0.4975  0.5012  0.4960  0.4859
  0.4774  0.4783  0.4881  0.5033  0.5185  0.5377  0.5284  0.4929  0.4426  0.3875
  0.3322  0.2775  0.2238  0.1708
  0.5413  0.5186  0.5087  0.5105  0.5178  0.5264  0.5336  0.5388  0.5421  0.5421
  0.5367  0.5284  0.5224  0.5207  0.5228  0.5318  0.5211  0.4859  0.4350  0.3774
  0.3200  0.2639  0.2089  0.1551  0.1030  0.0516 -0.0005 -0.0542 -0.1104 -0.1695
  0.6327  0.5988  0.5752  0.5638  0.5611  0.5632  0.5668  0.5699  0.5720  0.5734
  0.5734  0.5704  0.5643  0.5568  0.5498  0.5363  0.5203  0.4863  0.4338  0.3729
  0.3121  0.2532  0.1961  0.1407  0.0869  0.0358 -0.0144 -0.0661 -0.1211 -0.1801
 -0.2410
  0.7268  0.6846  0.6511  0.6279  0.6134  0.6058  0.6026  0.6014  0.6005  0.5995
  0.5983  0.5963  0.5928  0.5868  0.5789  0.5544  0.5269  0.4907  0.4384  0.3750
  0.3099  0.2469  0.1867  0.1287  0.0726  0.0185 -0.0328 -0.0834 -0.1355 -0.1911
 -0.2514
  0.8211  0.7730  0.7329  0.7014  0.6760  0.6581  0.6457  0.6374  0.6314  0.6268
  0.6226  0.6183  0.6136  0.6078  0.6004  0.5742  0.5399  0.4987  0.4466  0.3821
  0.3132  0.2455  0.1808  0.1191  0.0599  0.0032 -0.0516 -0.1047 -0.1577 -0.2110
 -0.2644
  0.9132  0.8611  0.8163  0.7783  0.7464  0.7200  0.6987  0.6820  0.6686  0.6583
  0.6497  0.6418  0.6343  0.6264  0.6178  0.5908  0.5547  0.5105  0.4576  0.3938
  0.3233  0.2518  0.1825  0.1162  0.0530 -0.0073 -0.0652 -0.1208 -0.1748 -0.2277
 -0.2805
  1.0001  0.9465  0.8990  0.8571  0.8202  0.7879  0.7598  0.7355  0.7146  0.6971
  0.6823  0.6694  0.6578  0.6467  0.6355  0.6047  0.5678  0.5223  0.4684  0.4061
  0.3362  0.2632  0.1903  0.1196  0.0519 -0.0127 -0.0745 -0.1335 -0.1904 -0.2456
 -0.2998
  1.0777  1.0300  0.9838  0.9398  0.8985  0.8605  0.8260  0.7953  0.7680  0.7438
  0.7223  0.7032  0.6862  0.6706  0.6559  0.6188  0.5791  0.5333  0.4791
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F098M
  0.0008 -0.0372 -0.0437  0.0137  0.0932  0.1753  0.2473  0.3067  0.3591  0.4058
  0.4463  0.4820  0.5136  0.5416  0.5657  0.6089  0.6190  0.5861  0.5333
  0.1176  0.1407  0.1277  0.0956  0.1176  0.1771  0.2425  0.3004  0.3504  0.3938
  0.4310  0.4636  0.4925  0.5178  0.5395  0.5749  0.5799  0.5534  0.5068  0.4535
  0.1884  0.2230  0.2506  0.2594  0.2353  0.2203  0.2506  0.2989  0.3453  0.3858
  0.4203  0.4503  0.4768  0.4999  0.5195  0.5507  0.5539  0.5292  0.4840  0.4311
  0.3767
  0.2513  0.2786  0.3107  0.3400  0.3569  0.3529  0.3310  0.3260  0.3505  0.3841
  0.4149  0.4423  0.4665  0.4877  0.5055  0.5330  0.5344  0.5106  0.4666  0.4137
  0.3590  0.3046
