 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  r   
 -2.2548 -1.4251 -1.0006 -0.9749 -1.4391 -2.1154 -2.9796 -2.8509 -2.7295 -2.6031
 -2.4736 -2.3954 -2.2486 -2.1054 -1.9734 -1.7191 -1.5312 -1.4050 -1.3249
 -3.6530 -3.3181 -3.0788 -2.9255 -2.8293 -2.7438 -2.6548 -2.5665 -2.4811 -2.3967
 -2.3041 -2.1986 -2.0851 -1.9743 -1.8722 -1.6599 -1.5053 -1.4016 -1.3345 -1.2907
 -3.4554 -3.1438 -2.9054 -2.7268 -2.5987 -2.5150 -2.4618 -2.4066 -2.3354 -2.2537
 -2.1732 -2.0906 -1.9979 -1.9020 -1.8122 -1.6269 -1.4941 -1.4049 -1.3461 -1.3066
 -1.2799
 -3.3047 -3.0287 -2.8089 -2.6334 -2.4951 -2.3891 -2.3099 -2.2521 -2.2048 -2.1482
 -2.0773 -2.0053 -1.9303 -1.8497 -1.7706 -1.6045 -1.4868 -1.4093 -1.3580 -1.3225
 -1.2975 -1.2801
 -3.1613 -2.9245 -2.7303 -2.5682 -2.4323 -2.3205 -2.2306 -2.1583 -2.0983 -2.0460
 -1.9931 -1.9338 -1.8726 -1.8058 -1.7381 -1.5885 -1.4806 -1.4118 -1.3679 -1.3370
 -1.3146 -1.2985 -1.2872 -1.2787
 -3.0161 -2.8154 -2.6489 -2.5056 -2.3800 -2.2705 -2.1772 -2.0995 -2.0341 -1.9762
 -1.9223 -1.8694 -1.8181 -1.7637 -1.7066 -1.5746 -1.4739 -1.4102 -1.3730 -1.3482
 -1.3297 -1.3161 -1.3063 -1.2998 -1.2958 -1.2955 -1.3001 -1.3106 -1.3279 -1.3523
 -2.8747 -2.7014 -2.5597 -2.4363 -2.3250 -2.2236 -2.1325 -2.0532 -1.9856 -1.9269
 -1.8731 -1.8215 -1.7720 -1.7241 -1.6750 -1.5591 -1.4659 -1.4045 -1.3715 -1.3531
 -1.3405 -1.3310 -1.3242 -1.3197 -1.3170 -1.3145 -1.3148 -1.3209 -1.3352 -1.3584
 -1.3870
 -2.7391 -2.5884 -2.4654 -2.3589 -2.2624 -2.1722 -2.0875 -2.0104 -1.9427 -1.8837
 -1.8315 -1.7830 -1.7363 -1.6913 -1.6466 -1.5421 -1.4566 -1.3964 -1.3643 -1.3504
 -1.3443 -1.3407 -1.3385 -1.3375 -1.3374 -1.3382 -1.3386 -1.3414 -1.3498 -1.3664
 -1.3928
 -2.6110 -2.4813 -2.3701 -2.2756 -2.1914 -2.1121 -2.0364 -1.9647 -1.8991 -1.8409
 -1.7899 -1.7442 -1.7016 -1.6607 -1.6202 -1.5240 -1.4448 -1.3873 -1.3541 -1.3414
 -1.3400 -1.3430 -1.3470 -1.3512 -1.3553 -1.3592 -1.3634 -1.3697 -1.3784 -1.3891
 -1.4018
 -2.4903 -2.3801 -2.2825 -2.1943 -2.1174 -2.0473 -1.9804 -1.9158 -1.8547 -1.7987
 -1.7489 -1.7052 -1.6660 -1.6295 -1.5941 -1.5075 -1.4333 -1.3783 -1.3443 -1.3301
 -1.3298 -1.3372 -1.3474 -1.3579 -1.3676 -1.3763 -1.3844 -1.3921 -1.4046 -1.4134
 -1.4194
 -2.3770 -2.2848 -2.2026 -2.1206 -2.0460 -1.9802 -1.9198 -1.8622 -1.8069 -1.7547
 -1.7071 -1.6648 -1.6279 -1.5949 -1.5642 -1.4899 -1.4212 -1.3687 -1.3351 -1.3191
 -1.3177 -1.3261 -1.3402 -1.3565 -1.3726 -1.3873 -1.4006 -1.4127 -1.4238 -1.4348
 -1.4468
 -2.2712 -2.1954 -2.1304 -2.0556 -1.9821 -1.9172 -1.8594 -1.8063 -1.7562 -1.7088
 -1.6644 -1.6242 -1.5888 -1.5581 -1.5305 -1.4712 -1.4085 -1.3585 -1.3265
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =  r   
 -4.5612 -3.8002 -3.2496 -2.9041 -2.7915 -2.8118 -2.9497 -2.7978 -2.6581 -2.5242
 -2.3921 -2.2793 -2.1472 -2.0236 -1.9111 -1.6839 -1.5141 -1.3950 -1.3175
 -4.2951 -3.8473 -3.5261 -3.2603 -3.0360 -2.8524 -2.7025 -2.5765 -2.4650 -2.3606
 -2.2570 -2.1495 -2.0394 -1.9343 -1.8380 -1.6394 -1.4937 -1.3925 -1.3257 -1.2808
 -3.9555 -3.4949 -3.1567 -2.9182 -2.7628 -2.6484 -2.5378 -2.4298 -2.3307 -2.2406
 -2.1556 -2.0695 -1.9766 -1.8826 -1.7949 -1.6146 -1.4845 -1.3951 -1.3363 -1.2969
 -1.2701
 -3.7765 -3.3391 -3.0079 -2.7609 -2.5799 -2.4512 -2.3673 -2.3083 -2.2420 -2.1626
 -2.0819 -2.0062 -1.9296 -1.8478 -1.7689 -1.6007 -1.4806 -1.3993 -1.3468 -1.3115
 -1.2868 -1.2696
 -3.6547 -3.2503 -2.9380 -2.6979 -2.5133 -2.3727 -2.2667 -2.1877 -2.1317 -2.0846
 -2.0261 -1.9586 -1.8899 -1.8192 -1.7479 -1.5921 -1.4785 -1.4026 -1.3555 -1.3247
 -1.3027 -1.2870 -1.2763 -1.2698
 -3.5438 -3.1775 -2.8903 -2.6643 -2.4842 -2.3400 -2.2253 -2.1346 -2.0620 -2.0027
 -1.9533 -1.9037 -1.8495 -1.7900 -1.7274 -1.5841 -1.4757 -1.4031 -1.3601 -1.3344
 -1.3167 -1.3036 -1.2945 -1.2887 -1.2859 -1.2860 -1.2904 -1.3009 -1.3215 -1.3468
 -3.4310 -3.1018 -2.8419 -2.6337 -2.4635 -2.3220 -2.2039 -2.1064 -2.0263 -1.9591
 -1.9004 -1.8478 -1.8000 -1.7521 -1.7002 -1.5732 -1.4707 -1.4000 -1.3593 -1.3386
 -1.3263 -1.3176 -1.3116 -1.3078 -1.3060 -1.3061 -1.3090 -1.3155 -1.3283 -1.3521
 -1.3810
 -3.3166 -3.0219 -2.7876 -2.5974 -2.4393 -2.3045 -2.1881 -2.0875 -2.0022 -1.9302
 -1.8679 -1.8120 -1.7613 -1.7141 -1.6684 -1.5565 -1.4624 -1.3938 -1.3536 -1.3359
 -1.3295 -1.3266 -1.3251 -1.3249 -1.3257 -1.3274 -1.3306 -1.3358 -1.3440 -1.3598
 -1.3869
 -3.2015 -2.9382 -2.7259 -2.5524 -2.4068 -2.2804 -2.1685 -2.0688 -1.9812 -1.9054
 -1.8405 -1.7837 -1.7321 -1.6846 -1.6397 -1.5362 -1.4497 -1.3847 -1.3445 -1.3275
