 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = G_RP 
 -1.4541 -0.4456  0.7568  1.0438  0.0197 -2.0217 -1.2937 -0.0446  0.7161  0.7751
  0.8406  0.8140  0.4034 -0.0854 -0.3474 -0.2346
 -1.3056 -0.8673 -0.2868 -0.0950 -0.4400 -1.3450 -1.0361 -0.4869 -0.0800  0.0665
  0.1732  0.1915  0.0288 -0.1813 -0.2932 -0.2047 -0.1461 -0.1210 -0.1775
 -1.0508 -0.9337 -0.7400 -0.6222 -0.6128 -0.8260 -0.7506 -0.6111 -0.4587 -0.3259
 -0.2331 -0.1964 -0.2135 -0.2497 -0.2632 -0.1945 -0.1648 -0.1461 -0.1643 -0.1861
 -0.1821
 -0.6897 -0.6448 -0.6028 -0.5378 -0.4988 -0.4646 -0.4372 -0.4171 -0.4199 -0.4021
 -0.3784 -0.3499 -0.3234 -0.2905 -0.2574 -0.2040 -0.1701 -0.1609 -0.1673 -0.1841
 -0.2060 -0.2316 -0.2596
 -0.4996 -0.4863 -0.4706 -0.4424 -0.4187 -0.3944 -0.3720 -0.3527 -0.3371 -0.3242
 -0.3104 -0.2937 -0.2764 -0.2570 -0.2354 -0.1968 -0.1808 -0.1799 -0.1889 -0.2049
 -0.2258 -0.2501 -0.2770 -0.3068 -0.3402
 -0.3238 -0.3347 -0.3404 -0.3396 -0.3326 -0.3213 -0.3079 -0.2940 -0.2808 -0.2691
 -0.2587 -0.2489 -0.2379 -0.2276 -0.2146 -0.1885 -0.1837 -0.1906 -0.2040 -0.2216
 -0.2429 -0.2670 -0.2934 -0.3218 -0.3524 -0.3861
 -0.1623 -0.1900 -0.2122 -0.2294 -0.2404 -0.2453 -0.2449 -0.2410 -0.2352 -0.2283
 -0.2212 -0.2143 -0.2078 -0.2023 -0.1950 -0.1791 -0.1788 -0.1930 -0.2126 -0.2342
 -0.2573 -0.2823 -0.3089 -0.3370 -0.3666 -0.3980 -0.4320 -0.4714 -0.5174 -0.5662
 -0.0150 -0.0522 -0.0860 -0.1167 -0.1429 -0.1633 -0.1774 -0.1860 -0.1902 -0.1911
 -0.1897 -0.1869 -0.1835 -0.1801 -0.1768 -0.1683 -0.1700 -0.1869 -0.2123 -0.2398
 -0.2672 -0.2947 -0.3228 -0.3518 -0.3814 -0.4120 -0.4436 -0.4786 -0.5196 -0.5673
 -0.6183
  0.1106  0.0705  0.0310 -0.0079 -0.0443 -0.0769 -0.1044 -0.1259 -0.1413 -0.1517
 -0.1578 -0.1608 -0.1618 -0.1614 -0.1600 -0.1569 -0.1599 -0.1760 -0.2038 -0.2366
 -0.2699 -0.3021 -0.3334 -0.3645 -0.3954 -0.4266 -0.4586 -0.4914 -0.5273 -0.5691
 -0.6184
  0.2165  0.1753  0.1331  0.0901  0.0481  0.0078 -0.0292 -0.0615 -0.0879 -0.1081
 -0.1226 -0.1325 -0.1389 -0.1426 -0.1442 -0.1449 -0.1497 -0.1642 -0.1910 -0.2262
 -0.2646 -0.3027 -0.3392 -0.3740 -0.4077 -0.4407 -0.4736 -0.5069 -0.5414 -0.5794
 -0.6210
  0.3021  0.2615  0.2197  0.1769  0.1329  0.0892  0.0468  0.0071 -0.0285 -0.0582
 -0.0816 -0.0994 -0.1125 -0.1215 -0.1272 -0.1336 -0.1393 -0.1531 -0.1775 -0.2114
 -0.2517 -0.2944 -0.3365 -0.3767 -0.4147 -0.4509 -0.4861 -0.5208 -0.5555 -0.5912
 -0.6287
  0.3653  0.3291  0.2905  0.2498  0.2067  0.1628  0.1183  0.0748  0.0337 -0.0027
 -0.0339 -0.0599 -0.0808 -0.0966 -0.1076 -0.1219 -0.1299 -0.1429 -0.1654 -0.1972
 -0.2364 -0.2805 -0.3265 -0.3718 -0.4151 -0.4560 -0.4949 -0.5323 -0.5687 -0.6050
 -0.6420
  0.4060  0.3781  0.3455  0.3088  0.2695  0.2286  0.1826  0.1382  0.0948  0.0547
  0.0181 -0.0151 -0.0452 -0.0679 -0.0855 -0.1097 -0.1215 -0.1336 -0.1547
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = G_RP 
 -0.6030 -0.5294 -0.4943 -0.5027 -0.5624 -0.7902 -0.6978 -0.5951 -0.5143 -0.4525
 -0.3615 -0.2764 -0.2697 -0.3008 -0.3006 -0.1820
 -0.6336 -0.5603 -0.5136 -0.4979 -0.5194 -0.6376 -0.6033 -0.5572 -0.5133 -0.4723
 -0.4172 -0.3621 -0.3346 -0.3211 -0.2957 -0.1918 -0.1363 -0.1165 -0.1183
 -0.6394 -0.5709 -0.5191 -0.4876 -0.4812 -0.5213 -0.5199 -0.5094 -0.4914 -0.4672
 -0.4380 -0.4050 -0.3691 -0.3310 -0.2914 -0.2005 -0.1544 -0.1395 -0.1431 -0.1584
 -0.1807
 -0.6204 -0.5612 -0.5108 -0.4718 -0.4478 -0.4413 -0.4476 -0.4519 -0.4485 -0.4372
 -0.4240 -0.4052 -0.3733 -0.3303 -0.2877 -0.2081 -0.1693 -0.1590 -0.1647 -0.1799
 -0.2011 -0.2268 -0.2555
 -0.5766 -0.5312 -0.4887 -0.4505 -0.4193 -0.3976 -0.3864 -0.3846 -0.3847 -0.3824
 -0.3751 -0.3626 -0.3472 -0.3191 -0.2846 -0.2146 -0.1810 -0.1750 -0.1830 -0.1986
 -0.2194 -0.2439 -0.2714 -0.3019 -0.3360
 -0.5080 -0.4809 -0.4528 -0.4237 -0.3957 -0.3714 -0.3531 -0.3414 -0.3349 -0.3313
 -0.3260 -0.3169 -0.3085 -0.2958 -0.2744 -0.2176 -0.1877 -0.1857 -0.1973 -0.2146
 -0.2358 -0.2600 -0.2868 -0.3159 -0.3473 -0.3815
 -0.4168 -0.4080 -0.3969 -0.3819 -0.3635 -0.3438 -0.3254 -0.3106 -0.2999 -0.2919
 -0.2846 -0.2766 -0.2675 -0.2618 -0.2498 -0.2132 -0.1884 -0.1891 -0.2053 -0.2263
 -0.2495 -0.2747 -0.3017 -0.3304 -0.3608 -0.3930 -0.4277 -0.4678 -0.5143 -0.5631
 -0.3104 -0.3166 -0.3209 -0.3214 -0.3163 -0.3064 -0.2934 -0.2804 -0.2693 -0.2605
 -0.2529 -0.2451 -0.2363 -0.2298 -0.2221 -0.1988 -0.1826 -0.1854 -0.2053 -0.2316
 -0.2589 -0.2866 -0.3152 -0.3447 -0.3751 -0.4066 -0.4398 -0.4752 -0.5162 -0.5643
 -0.6154
 -0.2141 -0.2201 -0.2301 -0.2436 -0.2520 -0.2546 -0.2513 -0.2443 -0.2364 -0.2290
 -0.2227 -0.2168 -0.2104 -0.2036 -0.1980 -0.1808 -0.1714 -0.1759 -0.1973 -0.2286
 -0.2586 -0.2938 -0.3255 -0.3572 -0.3889 -0.4207 -0.4535 -0.4894 -0.5287 -0.5708
 -0.6156
 -0.0764 -0.1136 -0.1392 -0.1544 -0.1735 -0.1879 -0.1962 -0.1987 -0.1972 -0.1938
 -0.1902 -0.1870 -0.1837 -0.1797 -0.1763 -0.1635 -0.1576 -0.1641 -0.1856 -0.2187
 -0.2565 -0.2946 -0.3313 -0.3666 -0.4010 -0.4347 -0.4683 -0.5023 -0.5375 -0.5753
 -0.6181
  0.0349 -0.0070 -0.0380 -0.0591 -0.0860 -0.1090 -0.1279 -0.1411 -0.1490 -0.1526
 -0.1538 -0.1542 -0.1544 -0.1542 -0.1537 -0.1478 -0.1443 -0.1517 -0.1722 -0.2044
 -0.2442 -0.2868 -0.3290 -0.3695 -0.4080 -0.4448 -0.4807 -0.5160 -0.5513 -0.5876
 -0.6257
  0.1421  0.0996  0.0617  0.0279 -0.0051 -0.0360 -0.0631 -0.0724 -0.0902 -0.1028
 -0.1113 -0.1170 -0.1215 -0.1253 -0.1284 -0.1323 -0.1317 -0.1400 -0.1598 -0.1904
 -0.2293 -0.2733 -0.3195 -0.3650 -0.4087 -0.4500 -0.4895 -0.5275 -0.5645 -0.6013
 -0.6388
  0.2450  0.2062  0.1598  0.1067  0.0691  0.0312  0.0205 -0.0089 -0.0338 -0.0443
 -0.0613 -0.0743 -0.0844 -0.0928 -0.1004 -0.1170 -0.1198 -0.1290 -0.1484
 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = G_RP 
 -0.6170 -0.6656 -0.7739 -0.8058 -0.7264 -0.6416 -0.6469 -0.7049 -0.7230 -0.6694
 -0.5884 -0.4962 -0.4161 -0.3555 -0.2968 -0.1786
 -0.6195 -0.6042 -0.6315 -0.6365 -0.6041 -0.5742 -0.5798 -0.6035 -0.6083 -0.5807
 -0.5350 -0.4756 -0.4125 -0.3545 -0.3001 -0.1939 -0.1353 -0.1135 -0.1074
 -0.6212 -0.5647 -0.5369 -0.5196 -0.5105 -0.5101 -0.5148 -0.5191 -0.5176 -0.5073
 -0.4858 -0.4512 -0.4044 -0.3524 -0.3031 -0.2077 -0.1546 -0.1362 -0.1365 -0.1503
 -0.1757
 -0.6221 -0.5471 -0.4901 -0.4551 -0.4456 -0.4493 -0.4519 -0.4517 -0.4509 -0.4492
 -0.4408 -0.4230 -0.3918 -0.3492 -0.3058 -0.2200 -0.1715 -0.1556 -0.1598 -0.1745
 -0.1955 -0.2213 -0.2510
 -0.6222 -0.5514 -0.4911 -0.4430 -0.4094 -0.3918 -0.3911 -0.4013 -0.4082 -0.4064
 -0.4000 -0.3910 -0.3747 -0.3449 -0.3082 -0.2308 -0.1860 -0.1717 -0.1773 -0.1925
 -0.2132 -0.2378 -0.2657 -0.2961 -0.3302
 -0.6026 -0.5438 -0.4906 -0.4435 -0.4044 -0.3752 -0.3571 -0.3494 -0.3511 -0.3575
 -0.3592 -0.3546 -0.3480 -0.3329 -0.3059 -0.2379 -0.1962 -0.1832 -0.1908 -0.2076
 -0.2288 -0.2533 -0.2804 -0.3100 -0.3421 -0.3770
 -0.5567 -0.5140 -0.4736 -0.4352 -0.3994 -0.3680 -0.3431 -0.3258 -0.3155 -0.3105
 -0.3092 -0.3083 -0.3058 -0.3024 -0.2901 -0.2390 -0.2010 -0.1889 -0.1987 -0.2185
 -0.2418 -0.2674 -0.2948 -0.3241 -0.3551 -0.3880 -0.4235 -0.4642 -0.5110 -0.5599
 -0.4853 -0.4595 -0.4344 -0.4088 -0.3823 -0.3558 -0.3310 -0.3097 -0.2939 -0.2828
 -0.2747 -0.2684 -0.2629 -0.2609 -0.2566 -0.2290 -0.1994 -0.1884 -0.1996 -0.2234
 -0.2506 -0.2787 -0.3078 -0.3378 -0.3689 -0.4010 -0.4351 -0.4713 -0.5127 -0.5611
 -0.6123
 -0.3943 -0.3833 -0.3727 -0.3612 -0.3472 -0.3304 -0.3113 -0.2919 -0.2743 -0.2603
 -0.2496 -0.2408 -0.2329 -0.2264 -0.2228 -0.2061 -0.1895 -0.1822 -0.1940 -0.2208
 -0.2530 -0.2856 -0.3177 -0.3498 -0.3821 -0.4147 -0.4482 -0.4832 -0.5205 -0.5626
 -0.6126
 -0.2908 -0.2920 -0.2933 -0.2940 -0.2924 -0.2872 -0.2778 -0.2650 -0.2507 -0.2370
 -0.2255 -0.2163 -0.2084 -0.2011 -0.1961 -0.1820 -0.1726 -0.1711 -0.1838 -0.2121
 -0.2484 -0.2864 -0.3233 -0.3591 -0.3940 -0.4283 -0.4626 -0.4974 -0.5333 -0.5717
 -0.6150
 -0.1823 -0.1924 -0.2027 -0.2127 -0.2214 -0.2270 -0.2286 -0.2254 -0.2183 -0.2089
 -0.1992 -0.1908 -0.1839 -0.1781 -0.1733 -0.1618 -0.1549 -0.1574 -0.1712 -0.1988
 -0.2368 -0.2789 -0.3212 -0.3619 -0.4008 -0.4382 -0.4748 -0.5108 -0.5468 -0.5837
 -0.6224
 -0.0705 -0.0881 -0.1057 -0.1225 -0.1385 -0.1530 -0.1642 -0.1711 -0.1734 -0.1716
 -0.1671 -0.1616 -0.1566 -0.1528 -0.1500 -0.1439 -0.1390 -0.1434 -0.1585 -0.1852
 -0.2223 -0.2659 -0.3119 -0.3577 -0.4016 -0.4433 -0.4834 -0.5220 -0.5597 -0.5971
 -0.6352
  0.0447  0.0209 -0.0057 -0.0273 -0.0489 -0.0695 -0.0881 -0.1037 -0.1152 -0.1225
 -0.1259 -0.1263 -0.1252 -0.1241 -0.1262 -0.1283 -0.1249 -0.1291 -0.1457
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = G_RP 
 -0.9643 -0.9243 -0.8984 -0.8854 -0.8676 -0.8439 -0.8083 -0.7612 -0.7034 -0.6406
 -0.5726 -0.5017 -0.4329 -0.3685 -0.2986 -0.1835
 -0.8200 -0.7797 -0.7524 -0.7332 -0.7189 -0.7043 -0.6849 -0.6573 -0.6222 -0.5818
