 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  u   
 -9.0334 -9.0661 -8.9770 -8.8123 -8.6427 -8.4738 -8.2980 -8.1395 -8.0031 -7.8808
 -7.7718 -7.6686 -7.5691 -7.4718 -7.3750 -7.1282 -6.8607 -6.5712 -6.2781 -6.0048
 -5.7667 -5.5731
 -8.8981 -8.8045 -8.8179 -8.7630 -8.6187 -8.4613 -8.2973 -8.1292 -7.9785 -7.8473
 -7.7309 -7.6243 -7.5221 -7.4225 -7.3238 -7.0733 -6.8030 -6.5101 -6.2122 -5.9346
 -5.6942 -5.4988 -5.3521 -5.2488
 -8.8331 -8.6970 -8.5873 -8.5593 -8.5424 -8.4285 -8.2867 -8.1334 -7.9733 -7.8288
 -7.7023 -7.5906 -7.4853 -7.3830 -7.2821 -7.0279 -6.7564 -6.4631 -6.1627 -5.8806
 -5.6353 -5.4348 -5.2820 -5.1739 -5.1009 -5.0527 -5.0207 -4.9970 -4.9743 -4.9464
 -8.7782 -8.6425 -8.5066 -8.3874 -8.3193 -8.2996 -8.2379 -8.1188 -7.9801 -7.8294
 -7.6901 -7.5687 -7.4597 -7.3550 -7.2520 -6.9943 -6.7222 -6.4302 -6.1293 -5.8428
 -5.5908 -5.3823 -5.2206 -5.1041 -5.0258 -4.9754 -4.9440 -4.9246 -4.9107 -4.8953
 -4.8740
 -8.7343 -8.5938 -8.4639 -8.3297 -8.2062 -8.1147 -8.0610 -8.0225 -7.9492 -7.8337
 -7.6964 -7.5625 -7.4453 -7.3382 -7.2340 -6.9745 -6.7029 -6.4129 -6.1127 -5.8222
 -5.5619 -5.3434 -5.1701 -5.0423 -4.9546 -4.8994 -4.8668 -4.8486 -4.8383 -4.8303
 -4.8210
 -8.6792 -8.5494 -8.4221 -8.2972 -8.1657 -8.0413 -7.9381 -7.8594 -7.8015 -7.7488
 -7.6757 -7.5681 -7.4422 -7.3292 -7.2241 -6.9651 -6.6958 -6.4087 -6.1096 -5.8157
 -5.5470 -5.3168 -5.1307 -4.9893 -4.8896 -4.8257 -4.7890 -4.7700 -4.7610 -4.7571
 -4.7551
 -8.7262 -8.5345 -8.3820 -8.2648 -8.1453 -8.0180 -7.8942 -7.7852 -7.6938 -7.6171
 -7.5520 -7.4909 -7.4208 -7.3252 -7.2225 -6.9681 -6.7040 -6.4234 -6.1288 -5.8334
 -5.5566 -5.3136 -5.1124 -4.9549 -4.8394 -4.7619 -4.7159 -4.6922 -4.6823 -4.6794
 -4.6819
 -8.7925 -8.5560 -8.3697 -8.2285 -8.1194 -8.0062 -7.8840 -7.7619 -7.6501 -7.5516
 -7.4648 -7.3876 -7.3180 -7.2527 -7.1805 -6.9712 -6.7198 -6.4480 -6.1614 -5.8688
 -5.5864 -5.3313 -5.1146 -4.9398 -4.8062 -4.7118 -4.6522 -4.6192 -4.6047 -4.6016
 -4.6044
 -8.8781 -8.6139 -8.3661 -8.2048 -8.0868 -7.9852 -7.8788 -7.7626 -7.6435 -7.5303
 -7.4275 -7.3349 -7.2505 -7.1731 -7.0981 -6.9744 -6.7432 -6.4825 -6.2074
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value =  u   
 -9.3184 -9.1586 -9.0039 -8.8540 -8.6761 -8.5194 -8.3854 -8.2656 -8.1558 -8.0529
 -7.9544 -7.8594 -7.7677 -7.6783 -7.5910 -7.3808 -7.1584 -6.9229 -6.6702
 -9.3517 -9.1669 -8.9917 -8.8253 -8.6528 -8.4809 -8.3339 -8.2084 -8.0912 -7.9867
 -7.8875 -7.7925 -7.7008 -7.6115 -7.5236 -7.3045 -7.0746 -6.8248 -6.5618 -6.3007
 -9.3369 -9.1780 -8.9932 -8.8158 -8.6448 -8.4609 -8.2960 -8.1590 -8.0353 -7.9266
 -7.8265 -7.7311 -7.6393 -7.5498 -7.4614 -7.2387 -7.0014 -6.7418 -6.4704 -6.2062
 -5.9648
 -9.0860 -9.1306 -8.9854 -8.8097 -8.6354 -8.4583 -8.2780 -8.1232 -7.9920 -7.8743
 -7.7712 -7.6745 -7.5819 -7.4920 -7.4032 -7.1793 -6.9388 -6.6739 -6.3960 -6.1273
 -5.8855 -5.6802
 -8.9313 -8.9048 -8.9094 -8.7850 -8.6232 -8.4560 -8.2806 -8.1078 -7.9608 -7.8344
 -7.7240 -7.6243 -7.5298 -7.4387 -7.3491 -7.1246 -6.8839 -6.6176 -6.3357 -6.0624
 -5.8173 -5.6100 -5.4453 -5.3228
 -8.8581 -8.7256 -8.6615 -8.6733 -8.5827 -8.4388 -8.2824 -8.1135 -7.9499 -7.8094
 -7.6878 -7.5829 -7.4854 -7.3921 -7.3011 -7.0753 -6.8355 -6.5709 -6.2886 -6.0112
 -5.7608 -5.5485 -5.3788 -5.2515 -5.1602 -5.0953 -5.0499 -5.0168 -4.9853 -4.9508
 -8.8102 -8.6647 -8.5290 -8.4358 -8.4197 -8.3774 -8.2587 -8.1171 -7.9606 -7.8035
 -7.6690 -7.5528 -7.4509 -7.3549 -7.2618 -7.0334 -6.7948 -6.5334 -6.2534 -5.9735
 -5.7173 -5.4975 -5.3200 -5.1849 -5.0878 -5.0210 -4.9757 -4.9447 -4.9227 -4.9002
 -4.8736
 -8.7816 -8.6234 -8.4828 -8.3459 -8.2361 -8.1782 -8.1507 -8.0782 -7.9592 -7.8181
 -7.6700 -7.5399 -7.4284 -7.3288 -7.2335 -7.0024 -6.7645 -6.5070 -6.2306 -5.9502
 -5.6880 -5.4594 -5.2716 -5.1260 -5.0198 -4.9469 -4.8995 -4.8689 -4.8495 -4.8358
 -4.8207
 -8.7400 -8.5911 -8.4488 -8.3126 -8.1767 -8.0585 -7.9729 -7.9191 -7.8725 -7.7956
 -7.6804 -7.5445 -7.4198 -7.3122 -7.2146 -6.9815 -6.7445 -6.4904 -6.2178 -5.9378
 -5.6704 -5.4325 -5.2334 -5.0757 -4.9580 -4.8759 -4.8231 -4.7914 -4.7730 -4.7622
 -4.7551
 -8.8065 -8.5920 -8.4210 -8.2892 -8.1580 -8.0247 -7.9027 -7.8025 -7.7251 -7.6642
 -7.6065 -7.5338 -7.4306 -7.3121 -7.2079 -6.9737 -6.7394 -6.4905 -6.2236 -5.9463
 -5.6752 -5.4279 -5.2160 -5.0440 -4.9117 -4.8160 -4.7531 -4.7155 -4.6954 -4.6859
 -4.6828
 -8.9036 -8.6261 -8.4156 -8.2654 -8.1422 -8.0170 -7.8874 -7.7643 -7.6567 -7.5660
 -7.4892 -7.4227 -7.3599 -7.2916 -7.2018 -6.9730 -6.7435 -6.5012 -6.2421 -5.9699
 -5.6977 -5.4424 -5.2180 -5.0310 -4.8824 -4.7707 -4.6936 -4.6455 -4.6195 -4.6082
 -4.6053
 -9.0312 -8.6934 -8.4484 -8.2662 -8.1225 -8.0073 -7.8889 -7.7643 -7.6420 -7.5301
 -7.4319 -7.3457 -7.2694 -7.2007 -7.1963 -6.9794 -6.7568 -6.5225 -6.2733
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value =  u   
 -9.2888 -9.1385 -8.9885 -8.8390 -8.6580 -8.5110 -8.3839 -8.2669 -8.1585 -8.0573
 -7.9617 -7.8696 -7.7806 -7.6941 -7.6098 -7.4081 -7.1993 -6.9795 -6.7481
 -9.3111 -9.1402 -8.9734 -8.8105 -8.6342 -8.4678 -8.3272 -8.2046 -8.0925 -7.9907
 -7.8958 -7.8044 -7.7163 -7.6306 -7.5468 -7.3404 -7.1284 -6.8991 -6.6552 -6.4056
 -9.3424 -9.1600 -8.9779 -8.8014 -8.6275 -8.4426 -8.2841 -8.1524 -8.0328 -7.9293
 -7.8336 -7.7429 -7.6558 -7.5712 -7.4880 -7.2811 -7.0648 -6.8291 -6.5764 -6.3220
 -6.0819
 -9.2449 -9.1544 -8.9825 -8.8033 -8.6240 -8.4407 -8.2596 -8.1101 -7.9854 -7.8724
 -7.7748 -7.6835 -7.5967 -7.5128 -7.4304 -7.2252 -7.0085 -6.7696 -6.5117 -6.2522
 -6.0101 -5.7962
 -8.9882 -9.0206 -8.9510 -8.7938 -8.6226 -8.4451 -8.2591 -8.0880 -7.9465 -7.8261
 -7.7214 -7.6281 -7.5402 -7.4561 -7.3741 -7.1708 -6.9559 -6.7175 -6.4576 -6.1938
 -5.9477 -5.7313 -5.5510 -5.4086
 -8.8812 -8.7704 -8.7768 -8.7380 -8.6010 -8.4419 -8.2708 -8.0908 -7.9277 -7.7932
 -7.6775 -7.5791 -7.4888 -7.4032 -7.3205 -7.1181 -6.9059 -6.6708 -6.4120 -6.1458
 -5.8948 -5.6736 -5.4888 -5.3425 -5.2316 -5.1491 -5.0882 -5.0420 -4.9991 -4.9566
 -8.8338 -8.6853 -8.5621 -8.5248 -8.5161 -8.4082 -8.2655 -8.1052 -7.9351 -7.7791
 -7.6504 -7.5404 -7.4456 -7.3574 -7.2730 -7.0693 -6.8599 -6.6292 -6.3746 -6.1082
 -5.8526 -5.6249 -5.4332 -5.2801 -5.1638 -5.0782 -5.0161 -4.9716 -4.9385 -4.9068
 -4.8737
 -8.8141 -8.6450 -8.4993 -8.3685 -8.2910 -8.2743 -8.2140 -8.0942 -7.9504 -7.7925
 -7.6433 -7.5191 -7.4137 -7.3215 -7.2345 -7.0282 -6.8202 -6.5945 -6.3455 -6.0817
 -5.8228 -5.5877 -5.3872 -5.2249 -5.1001 -5.0083 -4.9429 -4.8973 -4.8662 -4.8436
 -4.8211
 -8.7814 -8.6199 -8.4680 -8.3249 -8.1906 -8.0890 -8.0355 -7.9983 -7.9203 -7.8003
 -7.6578 -7.5168 -7.3971 -7.2957 -7.2054 -6.9956 -6.7880 -6.5662 -6.3230 -6.0627
 -5.8022 -5.5604 -5.3503 -5.1773 -5.0419 -4.9411 -4.8699 -4.8218 -4.7904 -4.7699
 -4.7559
 -8.8694 -8.6344 -8.4482 -8.3060 -8.1666 -8.0318 -7.9177 -7.8348 -7.7785 -7.7255
 -7.6486 -7.5368 -7.4061 -7.2894 -7.1905 -6.9764 -6.7693 -6.5517 -6.3152 -6.0609
 -5.8013 -5.5540 -5.3337 -5.1482 -4.9995 -4.8858 -4.8041 -4.7491 -4.7148 -4.6945
 -4.6828
 -8.9984 -8.6885 -8.4553 -8.2912 -8.1571 -8.0228 -7.8895 -7.7693 -7.6707 -7.5929
 -7.5294 -7.4689 -7.3981 -7.3012 -7.1903 -6.9668 -6.7609 -6.5475 -6.3179 -6.0708
 -5.8146 -5.5641 -5.3348 -5.1367 -4.9735 -4.8450 -4.7495 -4.6835 -4.6420 -4.6188
 -4.6073
 -9.1685 -8.7822 -8.5194 -8.3088 -8.1473 -8.0211 -7.8930 -7.7629 -7.6405 -7.5331
 -7.4425 -7.3657 -7.2987 -7.2359 -7.2048 -6.9668 -6.7628 -6.5536 -6.3311
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value =  u   
 -9.2621 -9.1309 -8.9843 -8.8241 -8.6476 -8.4896 -8.3544 -8.2371 -8.1335 -8.0397
 -7.9529 -7.8702 -7.7895 -7.7088 -7.6274 -7.4318 -7.2333 -7.0197 -6.8051
 -9.2902 -9.1207 -8.9574 -8.7999 -8.6202 -8.4585 -8.3238 -8.2055 -8.0961 -7.9975
 -7.9049 -7.8162 -7.7311 -7.6485 -7.5678 -7.3711 -7.1734 -6.9598 -6.7350 -6.5010
 -9.3204 -9.1387 -8.9614 -8.7883 -8.6116 -8.4273 -8.2757 -8.1490 -8.0344 -7.9348
 -7.8427 -7.7555 -7.6719 -7.5911 -7.5120 -7.3172 -7.1180 -6.9039 -6.6722 -6.4317
 -6.1972
 -9.2997 -9.1551 -8.9738 -8.7928 -8.6124 -8.4216 -8.2436 -8.1008 -7.9822 -7.8743
 -7.7813 -7.6946 -7.6122 -7.5330 -7.4556 -7.2647 -7.0671 -6.8520 -6.6167 -6.3715
 -6.1336 -5.9154
 -9.0907 -9.0950 -8.9674 -8.7958 -8.6162 -8.4325 -8.2379 -8.0703 -7.9359 -7.8207
 -7.7227 -7.6348 -7.5523 -7.4738 -7.3976 -7.2108 -7.0170 -6.8041 -6.5685 -6.3204
 -6.0785 -5.8571 -5.6643 -5.5039
 -8.9085 -8.8547 -8.8740 -8.7684 -8.6106 -8.4374 -8.2545 -8.0658 -7.9083 -7.7808
 -7.6712 -7.5792 -7.4950 -7.4158 -7.3397 -7.1556 -6.9661 -6.7578 -6.5252 -6.2764
 -6.0309 -5.8051 -5.6079 -5.4440 -5.3135 -5.2123 -5.1352 -5.0731 -5.0165 -4.9641
 -8.8533 -8.7083 -8.6220 -8.6361 -8.5634 -8.4241 -8.2627 -8.0861 -7.9079 -7.7570
 -7.6357 -7.5319 -7.4436 -7.3623 -7.2850 -7.1013 -6.9157 -6.7127 -6.4857 -6.2392
 -5.9912 -5.7603 -5.5573 -5.3875 -5.2517 -5.1466 -5.0668 -5.0068 -4.9594 -4.9158
 -4.8747
 -8.8317 -8.6624 -8.5171 -8.4069 -8.3844 -8.3529 -8.2394 -8.0949 -7.9306 -7.7634
 -7.6184 -7.5013 -7.4022 -7.3168 -7.2373 -7.0516 -6.8682 -6.6710 -6.4506 -6.2086
 -5.9604 -5.7247 -5.5147 -5.3373 -5.1940 -5.0826 -4.9983 -4.9355 -4.8897 -4.8550
 -4.8226
 -8.8087 -8.6394 -8.4826 -8.3372 -8.2133 -8.1466 -8.1221 -8.0516 -7.9308 -7.7834
 -7.6270 -7.4897 -7.3763 -7.2812 -7.1980 -7.0084 -6.8255 -6.6325 -6.4185 -6.1827
 -5.9360 -5.6965 -5.4793 -5.2930 -5.1405 -5.0207 -4.9301 -4.8633 -4.8154 -4.7824
 -4.7588
 -8.9039 -8.6604 -8.4666 -8.3176 -8.1740 -8.0432 -7.9468 -7.8921 -7.8469 -7.7681
 -7.6500 -7.5107 -7.3775 -7.2663 -7.1736 -6.9779 -6.7945 -6.6050 -6.3981 -6.1699
 -5.9278 -5.6866 -5.4625 -5.2661 -5.1021 -4.9707 -4.8699 -4.7957 -4.7437 -4.7087
 -4.6864
 -9.0502 -8.7254 -8.4808 -8.3084 -8.1664 -8.0263 -7.8932 -7.7813 -7.6987 -7.6386
 -7.5813 -7.5067 -7.4011 -7.2767 -7.1675 -6.9583 -6.7737 -6.5867 -6.3858 -6.1659
 -5.9301 -5.6900 -5.4609 -5.2548 -5.0786 -4.9340 -4.8207 -4.7356 -4.6756 -4.6363
 -4.6126
 -9.2476 -8.8344 -8.5252 -8.3210 -8.1636 -8.0288 -7.8938 -7.7612 -7.6421 -7.5432
 -7.4642 -7.3987 -7.3371 -7.2694 -7.1797 -6.9496 -6.7631 -6.5776 -6.3816
