 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = G_RP 
 -0.9355 -0.9201 -0.9115 -0.9094 -0.9028 -0.8869 -0.8337 -0.8109 -0.7816 -0.7387
 -0.6826 -0.6224 -0.5583 -0.4893 -0.4234 -0.3026 -0.2446 -0.2322 -0.2377
 -0.9193 -0.8329 -0.7797 -0.7563 -0.7559 -0.7536 -0.7414 -0.7232 -0.7015 -0.6759
 -0.6396 -0.5898 -0.5310 -0.4728 -0.4204 -0.3240 -0.2718 -0.2541 -0.2563 -0.2701
 -0.8728 -0.8013 -0.7404 -0.6926 -0.6615 -0.6506 -0.6561 -0.6581 -0.6461 -0.6217
 -0.5939 -0.5603 -0.5153 -0.4654 -0.4190 -0.3315 -0.2863 -0.2728 -0.2770 -0.2909
 -0.3112
 -0.8244 -0.7668 -0.7133 -0.6650 -0.6245 -0.5947 -0.5769 -0.5713 -0.5727 -0.5675
 -0.5500 -0.5279 -0.4977 -0.4586 -0.4184 -0.3393 -0.2981 -0.2881 -0.2944 -0.3090
 -0.3288 -0.3527
 -0.7559 -0.7162 -0.6764 -0.6366 -0.5982 -0.5643 -0.5375 -0.5186 -0.5064 -0.4994
 -0.4923 -0.4806 -0.4657 -0.4423 -0.4129 -0.3438 -0.3055 -0.2981 -0.3078 -0.3242
 -0.3445 -0.3681 -0.3946 -0.4229
 -0.6678 -0.6460 -0.6226 -0.5959 -0.5663 -0.5360 -0.5080 -0.4847 -0.4669 -0.4528
 -0.4410 -0.4300 -0.4206 -0.4079 -0.3908 -0.3420 -0.3074 -0.3015 -0.3151 -0.3352
 -0.3576 -0.3822 -0.4089 -0.4375 -0.4682 -0.5016 -0.5383 -0.5789 -0.6237 -0.6728
 -0.5675 -0.5590 -0.5509 -0.5388 -0.5218 -0.5004 -0.4769 -0.4543 -0.4350 -0.4194
 -0.4058 -0.3931 -0.3818 -0.3715 -0.3596 -0.3283 -0.3030 -0.2983 -0.3148 -0.3399
 -0.3665 -0.3937 -0.4218 -0.4511 -0.4816 -0.5124 -0.5451 -0.5820 -0.6246 -0.6732
 -0.7246
 -0.4569 -0.4611 -0.4649 -0.4656 -0.4618 -0.4524 -0.4377 -0.4203 -0.4031 -0.3878
 -0.3750 -0.3636 -0.3526 -0.3426 -0.3320 -0.3080 -0.2918 -0.2896 -0.3073 -0.3366
 -0.3688 -0.4005 -0.4318 -0.4632 -0.4948 -0.5268 -0.5588 -0.5926 -0.6304 -0.6739
 -0.7241
 -0.3444 -0.3581 -0.3701 -0.3806 -0.3878 -0.3898 -0.3863 -0.3776 -0.3661 -0.3539
