 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  g   
 -5.3341 -5.0818 -4.9165 -4.7164 -4.4666 -4.2516 -4.1340 -4.0586 -3.9441 -3.7658
 -3.5563 -3.3256 -3.0931 -2.8733 -2.6628 -2.1830 -1.7672 -1.4338 -1.1641
 -5.0218 -4.6901 -4.4415 -4.2319 -4.0530 -3.9020 -3.7712 -3.6477 -3.5186 -3.3753
 -3.2122 -3.0257 -2.8210 -2.6161 -2.4248 -2.0071 -1.6547 -1.3665 -1.1391 -0.9651
 -4.8121 -4.4409 -4.1445 -3.9163 -3.7507 -3.6148 -3.4787 -3.3419 -3.2085 -3.0773
 -2.9367 -2.7805 -2.6035 -2.4165 -2.2408 -1.8689 -1.5656 -1.3154 -1.1197 -0.9669
 -0.8426
 -4.7050 -4.3342 -4.0255 -3.7696 -3.5597 -3.3900 -3.2565 -3.1412 -3.0138 -2.8718
 -2.7298 -2.5900 -2.4406 -2.2745 -2.1108 -1.7684 -1.4999 -1.2805 -1.1059 -0.9680
 -0.8548 -0.7575
 -4.6260 -4.2703 -3.9671 -3.7075 -3.4843 -3.2925 -3.1277 -2.9855 -2.8615 -2.7417
 -2.6069 -2.4627 -2.3229 -2.1771 -2.0254 -1.7012 -1.4545 -1.2575 -1.0999 -0.9745
 -0.8708 -0.7809 -0.7005 -0.6271
 -4.5401 -4.2112 -3.9243 -3.6725 -3.4497 -3.2510 -3.0732 -2.9139 -2.7702 -2.6383
 -2.5130 -2.3848 -2.2513 -2.1166 -1.9749 -1.6611 -1.4258 -1.2429 -1.0978 -0.9826
 -0.8877 -0.8053 -0.7310 -0.6627 -0.5988 -0.5394 -0.4850 -0.4356 -0.3942 -0.3706
 -4.4335 -4.1386 -3.8763 -3.6406 -3.4263 -3.2301 -3.0496 -2.8827 -2.7289 -2.5865
 -2.4529 -2.3249 -2.1991 -2.0762 -1.9480 -1.6440 -1.4109 -1.2349 -1.0972 -0.9895
 -0.9025 -0.8276 -0.7602 -0.6977 -0.6387 -0.5829 -0.5309 -0.4829 -0.4409 -0.4087
 -0.3933
 -4.3096 -4.0481 -3.8134 -3.5992 -3.3998 -3.2127 -3.0358 -2.8686 -2.7109 -2.5631
 -2.4240 -2.2922 -2.1664 -2.0454 -1.9270 -1.6417 -1.4083 -1.2327 -1.0980 -0.9939
 -0.9126 -0.8451 -0.7850 -0.7294 -0.6765 -0.6258 -0.5775 -0.5323 -0.4911 -0.4560
 -0.4327
 -4.1729 -3.9415 -3.7321 -3.5401 -3.3590 -3.1855 -3.0177 -2.8555 -2.6995 -2.5506
 -2.4091 -2.2749 -2.1476 -2.0263 -1.9101 -1.6385 -1.4112 -1.2343 -1.0993 -0.9958
 -0.9171 -0.8551 -0.8024 -0.7544 -0.7088 -0.6645 -0.6217 -0.5805 -0.5419 -0.5071
 -0.4791
 -4.0405 -3.8345 -3.6438 -3.4692 -3.3055 -3.1473 -2.9926 -2.8398 -2.6899 -2.5442
 -2.4037 -2.2692 -2.1412 -2.0198 -1.9041 -1.6384 -1.4166 -1.2401 -1.1041 -0.9994
 -0.9202 -0.8604 -0.8130 -0.7722 -0.7345 -0.6978 -0.6620 -0.6268 -0.5927 -0.5605
 -0.5305
 -3.9167 -3.7271 -3.5518 -3.3889 -3.2369 -3.0927 -2.9515 -2.8110 -2.6711 -2.5326
 -2.3967 -2.2649 -2.1382 -2.0173 -1.9021 -1.6396 -1.4208 -1.2451 -1.1085 -1.0030
 -0.9226 -0.8625 -0.8173 -0.7817 -0.7512 -0.7225 -0.6946 -0.6667 -0.6389 -0.6118
 -0.5863
 -3.8016 -3.6193 -3.4562 -3.3019 -3.1582 -3.0229 -2.8928 -2.7648 -2.6366 -2.5086
 -2.3810 -2.2553 -2.1327 -2.0143 -1.9041 -1.6421 -1.4238 -1.2493 -1.1125
