 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =  G   
 -2.7324 -1.5366 -0.2015  0.0127 -1.2734 -3.6738 -2.8866 -1.5296 -0.7208 -0.6702
 -0.5922 -0.5990 -0.9914 -1.4771 -1.7143 -1.5121
 -2.7337 -2.2158 -1.5727 -1.4082 -1.8599 -2.9314 -2.6025 -2.0039 -1.5596 -1.3943
 -1.2650 -1.2246 -1.3695 -1.5672 -1.6545 -1.4810 -1.3567 -1.2850 -1.2955
 -2.5659 -2.4247 -2.2064 -2.0856 -2.0899 -2.3445 -2.2643 -2.1070 -1.9296 -1.7706
 -1.6543 -1.5964 -1.5954 -1.6134 -1.6033 -1.4587 -1.3596 -1.2922 -1.2683 -1.2511
 -1.2056
 -2.2290 -2.1633 -2.1026 -2.0195 -1.9634 -1.9132 -1.8720 -1.8390 -1.8309 -1.7993
 -1.7601 -1.7142 -1.6691 -1.6156 -1.5607 -1.4452 -1.3562 -1.2978 -1.2611 -1.2398
 -1.2262 -1.2181 -1.2132
 -2.0184 -1.9874 -1.9545 -1.9088 -1.8676 -1.8260 -1.7870 -1.7520 -1.7216 -1.6941
 -1.6651 -1.6317 -1.5965 -1.5581 -1.5164 -1.4233 -1.3548 -1.3083 -1.2777 -1.2581
 -1.2457 -1.2381 -1.2335 -1.2320 -1.2339
 -1.8216 -1.8171 -1.8070 -1.7897 -1.7656 -1.7368 -1.7057 -1.6747 -1.6452 -1.6177
 -1.5918 -1.5662 -1.5383 -1.5102 -1.4786 -1.4037 -1.3495 -1.3132 -1.2893 -1.2733
 -1.2632 -1.2570 -1.2535 -1.2520 -1.2525 -1.2558
 -1.6385 -1.6524 -1.6601 -1.6622 -1.6573 -1.6456 -1.6281 -1.6071 -1.5843 -1.5610
 -1.5381 -1.5157 -1.4935 -1.4717 -1.4473 -1.3864 -1.3403 -1.3125 -1.2959 -1.2854
 -1.2787 -1.2748 -1.2731 -1.2727 -1.2736 -1.2760 -1.2807 -1.2904 -1.3072 -1.3300
 -1.4690 -1.4933 -1.5138 -1.5309 -1.5430 -1.5485 -1.5470 -1.5395 -1.5274 -1.5120
 -1.4948 -1.4767 -1.4582 -1.4397 -1.4208 -1.3711 -1.3303 -1.3063 -1.2954 -1.2913
 -1.2898 -1.2899 -1.2910 -1.2929 -1.2953 -1.2982 -1.3017 -1.3084 -1.3211 -1.3414
 -1.3683
 -1.3207 -1.3488 -1.3763 -1.4032 -1.4272 -1.4468 -1.4606 -1.4677 -1.4682 -1.4634
 -1.4542 -1.4422 -1.4284 -1.4136 -1.3978 -1.3570 -1.3205 -1.2975 -1.2888 -1.2894
 -1.2940 -1.2996 -1.3051 -1.3106 -1.3158 -1.3208 -1.3262 -1.3317 -1.3404 -1.3556
 -1.3794
 -1.1914 -1.2223 -1.2540 -1.2864 -1.3177 -1.3468 -1.3720 -1.3918 -1.4050 -1.4114
 -1.4118 -1.4074 -1.3995 -1.3891 -1.3769 -1.3427 -1.3104 -1.2878 -1.2790 -1.2813
 -1.2904 -1.3019 -1.3134 -1.3239 -1.3333 -1.3416 -1.3495 -1.3573 -1.3660 -1.3781
 -1.3939
 -1.0832 -1.1150 -1.1479 -1.1817 -1.2164 -1.2505 -1.2828 -1.3118 -1.3361 -1.3536
 -1.3642 -1.3688 -1.3684 -1.3640 -1.3564 -1.3294 -1.3006 -1.2789 -1.2690 -1.2703
 -1.2806 -1.2962 -1.3135 -1.3300 -1.3449 -1.3580 -1.3699 -1.3807 -1.3912 -1.4024
 -1.4145
 -0.9983 -1.0269 -1.0580 -1.0913 -1.1266 -1.1624 -1.1983 -1.2326 -1.2640 -1.2898
 -1.3096 -1.3237 -1.3323 -1.3355 -1.3339 -1.3159 -1.2910 -1.2704 -1.2596 -1.2597
 -1.2690 -1.2855 -1.3062 -1.3281 -1.3491 -1.3680 -1.3850 -1.4003 -1.4143 -1.4277
 -1.4416
 -0.9369 -0.9580 -0.9843 -1.0152 -1.0483 -1.0825 -1.1209 -1.1576 -1.1926 -1.2236
 -1.2502 -1.2729 -1.2919 -1.3036 -1.3093 -1.3024 -1.2816 -1.2623 -1.2508
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value =  G   
 -2.1841 -2.0853 -2.0286 -2.0247 -2.0797 -2.3242 -2.2064 -2.0841 -1.9898 -1.9172
 -1.8075 -1.7016 -1.6765 -1.6923 -1.6724 -1.4892
 -2.1998 -2.0991 -2.0283 -1.9954 -2.0057 -2.1256 -2.0728 -2.0103 -1.9523 -1.8980
 -1.8264 -1.7535 -1.7084 -1.6778 -1.6327 -1.4706 -1.3549 -1.2801 -1.2328
 -2.1919 -2.0946 -2.0170 -1.9647 -1.9422 -1.9731 -1.9570 -1.9320 -1.8994 -1.8604
 -1.8158 -1.7666 -1.7135 -1.6572 -1.5983 -1.4547 -1.3540 -1.2881 -1.2463 -1.2206
 -1.2050
 -2.1604 -2.0718 -1.9947 -1.9326 -1.8892 -1.8667 -1.8590 -1.8493 -1.8311 -1.8042
 -1.7756 -1.7408 -1.6919 -1.6305 -1.5692 -1.4415 -1.3532 -1.2958 -1.2594 -1.2365
 -1.2223 -1.2140 -1.2089
 -2.1053 -2.0307 -1.9614 -1.8991 -1.8466 -1.8064 -1.7788 -1.7621 -1.7473 -1.7295
 -1.7059 -1.6762 -1.6436 -1.5977 -1.5454 -1.4310 -1.3525 -1.3032 -1.2720 -1.2520
 -1.2395 -1.2319 -1.2278 -1.2269 -1.2294
 -2.0266 -1.9713 -1.9171 -1.8642 -1.8144 -1.7705 -1.7344 -1.7062 -1.6841 -1.6652
 -1.6439 -1.6177 -1.5916 -1.5606 -1.5208 -1.4214 -1.3502 -1.3078 -1.2826 -1.2663
 -1.2561 -1.2499 -1.2467 -1.2458 -1.2470 -1.2507
 -1.9255 -1.8899 -1.8539 -1.8158 -1.7762 -1.7366 -1.6997 -1.6676 -1.6405 -1.6166
 -1.5934 -1.5692 -1.5432 -1.5202 -1.4900 -1.4097 -1.3453 -1.3078 -1.2886 -1.2776
 -1.2708 -1.2670 -1.2656 -1.2658 -1.2673 -1.2705 -1.2759 -1.2862 -1.3035 -1.3265
 -1.8098 -1.7904 -1.7711 -1.7495 -1.7239 -1.6945 -1.6630 -1.6324 -1.6044 -1.5793
 -1.5558 -1.5321 -1.5072 -1.4843 -1.4597 -1.3936 -1.3376 -1.3030 -1.2882 -1.2830
 -1.2814 -1.2815 -1.2830 -1.2855 -1.2885 -1.2923 -1.2975 -1.3046 -1.3172 -1.3379
 -1.3649
 -1.7001 -1.6852 -1.6742 -1.6667 -1.6553 -1.6390 -1.6175 -1.5930 -1.5680 -1.5443
 -1.5219 -1.5003 -1.4780 -1.4555 -1.4338 -1.3761 -1.3274 -1.2949 -1.2811 -1.2812
 -1.2825 -1.2910 -1.2969 -1.3029 -1.3087 -1.3144 -1.3205 -1.3296 -1.3422 -1.3577
 -1.3760
 -1.5631 -1.5731 -1.5762 -1.5731 -1.5730 -1.5689 -1.5594 -1.5447 -1.5263 -1.5065
 -1.4869 -1.4679 -1.4489 -1.4295 -1.4104 -1.3590 -1.3153 -1.2855 -1.2724 -1.2733
 -1.2820 -1.2935 -1.3052 -1.3160 -1.3260 -1.3350 -1.3436 -1.3521 -1.3615 -1.3733
 -1.3904
 -1.4454 -1.4626 -1.4721 -1.4748 -1.4830 -1.4878 -1.4891 -1.4853 -1.4765 -1.4637
 -1.4489 -1.4337 -1.4184 -1.4029 -1.3871 -1.3437 -1.3038 -1.2758 -1.2624 -1.2625
 -1.2726 -1.2882 -1.3055 -1.3223 -1.3377 -1.3514 -1.3639 -1.3753 -1.3864 -1.3982
 -1.4108
 -1.3325 -1.3535 -1.3710 -1.3852 -1.3998 -1.4134 -1.4234 -1.4154 -1.4165 -1.4129
 -1.4054 -1.3955 -1.3846 -1.3733 -1.3614 -1.3283 -1.2924 -1.2663 -1.2529 -1.2519
 -1.2612 -1.2778 -1.2987 -1.3209 -1.3421 -1.3615 -1.3791 -1.3950 -1.4095 -1.4234
 -1.4378
 -1.2242 -1.2460 -1.2728 -1.3043 -1.3236 -1.3457 -1.3399 -1.3525 -1.3609 -1.3536
 -1.3546 -1.3521 -1.3469 -1.3403 -1.3333 -1.3128 -1.2811 -1.2570 -1.2439
 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  G   
 -2.2639 -2.3070 -2.4065 -2.4120 -2.2900 -2.1653 -2.1482 -2.1934 -2.1967 -2.1244
 -2.0221 -1.9088 -1.8097 -1.7310 -1.6530 -1.4808
 -2.2327 -2.1996 -2.2084 -2.1879 -2.1240 -2.0641 -2.0472 -2.0531 -2.0405 -1.9948
 -1.9303 -1.8520 -1.7703 -1.6938 -1.6206 -1.4648 -1.3519 -1.2766 -1.2216
 -2.2083 -2.1250 -2.0714 -2.0283 -1.9942 -1.9701 -1.9529 -1.9370 -1.9167 -1.8885
 -1.8495 -1.7973 -1.7323 -1.6617 -1.5940 -1.4524 -1.3512 -1.2844 -1.2398 -1.2126
 -1.2004
 -2.1907 -2.0832 -1.9955 -1.9332 -1.9006 -1.8833 -1.8653 -1.8451 -1.8253 -1.8055
 -1.7797 -1.7447 -1.6957 -1.6347 -1.5732 -1.4436 -1.3517 -1.2919 -1.2547 -1.2314
 -1.2169 -1.2087 -1.2050
 -2.1799 -2.0742 -1.9807 -1.9026 -1.8432 -1.8037 -1.7844 -1.7774 -1.7663 -1.7458
 -1.7209 -1.6942 -1.6605 -1.6128 -1.5582 -1.4384 -1.3534 -1.2991 -1.2664 -1.2461
 -1.2335 -1.2259 -1.2221 -1.2210 -1.2236
 -2.1535 -2.0594 -1.9723 -1.8945 -1.8285 -1.7761 -1.7380 -1.7125 -1.6980 -1.6880
 -1.6715 -1.6477 -1.6224 -1.5890 -1.5441 -1.4344 -1.3544 -1.3044 -1.2762 -1.2595
 -1.2492 -1.2432 -1.2403 -1.2398 -1.2417 -1.2460
 -2.1024 -2.0251 -1.9514 -1.8823 -1.8194 -1.7642 -1.7184 -1.6826 -1.6553 -1.6341
 -1.6165 -1.5983 -1.5771 -1.5546 -1.5229 -1.4288 -1.3534 -1.3061 -1.2819 -1.2698
 -1.2631 -1.2597 -1.2585 -1.2592 -1.2613 -1.2651 -1.2712 -1.2821 -1.2997 -1.3228
 -2.0262 -1.9672 -1.9098 -1.8545 -1.8011 -1.7506 -1.7044 -1.6639 -1.6304 -1.6026
 -1.5783 -1.5557 -1.5333 -1.5135 -1.4905 -1.4171 -1.3492 -1.3038 -1.2821 -1.2749
 -1.2731 -1.2735 -1.2754 -1.2782 -1.2819 -1.2863 -1.2923 -1.3001 -1.3131 -1.3341
 -1.3613
 -1.9313 -1.8885 -1.8470 -1.8067 -1.7663 -1.7256 -1.6849 -1.6456 -1.6098 -1.5787
 -1.5515 -1.5265 -1.5023 -1.4791 -1.4583 -1.3973 -1.3402 -1.2979 -1.2772 -1.2732
 -1.2768 -1.2826 -1.2888 -1.2951 -1.3015 -1.3079 -1.3147 -1.3227 -1.3329 -1.3479
 -1.3725
 -1.8244 -1.7955 -1.7674 -1.7402 -1.7128 -1.6839 -1.6527 -1.6197 -1.5865 -1.5552
 -1.5268 -1.5012 -1.4772 -1.4536 -1.4322 -1.3761 -1.3264 -1.2889 -1.2687 -1.2660
 -1.2736 -1.2850 -1.2968 -1.3081 -1.3185 -1.3281 -1.3374 -1.3466 -1.3567 -1.3691
 -1.3868
 -1.7137 -1.6959 -1.6783 -1.6613 -1.6448 -1.6269 -1.6065 -1.5826 -1.5561 -1.5284
 -1.5013 -1.4762 -1.4530 -1.4312 -1.4103 -1.3584 -1.3124 -1.2786 -1.2593 -1.2558
 -1.2646 -1.2799 -1.2973 -1.3143 -1.3301 -1.3443 -1.3574 -1.3695 -1.3813 -1.3937
 -1.4070
 -1.6009 -1.5929 -1.5842 -1.5750 -1.5662 -1.5573 -1.5463 -1.5321 -1.5144 -1.4936
