 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  V   
 -2.0452 -2.0122 -1.9828 -1.9562 -1.9320 -1.9085 -1.8881 -1.8736 -1.8672 -1.8704
 -1.8826
 -4.6245 -4.3715 -4.1496 -3.9437 -3.7563 -3.5891 -3.4419 -3.3101 -3.1902 -3.0802
 -2.9807 -2.8913 -2.8106 -2.7343 -2.6574 -2.4715 -2.3219 -2.2111 -2.1339 -2.0830
 -2.0489 -2.0222 -1.9986 -1.9769 -1.9565 -1.9350 -1.9147 -1.8987 -1.8893 -1.8884
 -1.8972
 -4.6330 -4.3722 -4.1458 -3.9392 -3.7492 -3.5770 -3.4245 -3.2900 -3.1702 -3.0615
 -2.9622 -2.8714 -2.7880 -2.7109 -2.6384 -2.4671 -2.3186 -2.2065 -2.1280 -2.0772
 -2.0460 -2.0252 -2.0082 -1.9927 -1.9776 -1.9627 -1.9485 -1.9366 -1.9272 -1.9200
 -1.9149
 -4.6705 -4.3949 -4.1604 -3.9523 -3.7595 -3.5829 -3.4234 -3.2824 -3.1587 -3.0489
 -2.9498 -2.8596 -2.7764 -2.6990 -2.6264 -2.4619 -2.3185 -2.2047 -2.1236 -2.0705
 -2.0393 -2.0218 -2.0107 -2.0019 -1.9933 -1.9842 -1.9749 -1.9652 -1.9560 -1.9482
 -1.9412
 -4.7304 -4.4400 -4.1952 -3.9808 -3.7839 -3.6030 -3.4378 -3.2886 -3.1571 -3.0421
 -2.9405 -2.8495 -2.7666 -2.6900 -2.6183 -2.4564 -2.3171 -2.2040 -2.1204 -2.0644
 -2.0310 -2.0138 -2.0062 -2.0031 -2.0012 -1.9989 -1.9958 -1.9916 -1.9866 -1.9816
 -1.9775
 -4.8076 -4.5076 -4.2501 -4.0238 -3.8212 -3.6359 -3.4656 -3.3101 -3.1695 -3.0455
 -2.9374 -2.8426 -2.7580 -2.6813 -2.6104 -2.4517 -2.3151 -2.2030 -2.1180
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  V   
 -5.7111 -5.4847 -5.1339 -4.7897 -4.4714 -4.1990 -3.9840 -3.7939 -3.6172 -3.4540
 -3.3021 -3.1629 -3.0371 -2.9238 -2.8212 -2.6021 -2.4190 -2.2623 -2.1341
 -5.2177 -5.1053 -4.9746 -4.6904 -4.3886 -4.1129 -3.8822 -3.6897 -3.5152 -3.3554
 -3.2071 -3.0718 -2.9500 -2.8411 -2.7434 -2.5389 -2.3736 -2.2361 -2.1241 -2.0364
 -5.0211 -4.7650 -4.6180 -4.5371 -4.3320 -4.0693 -3.8278 -3.6256 -3.4521 -3.2956
 -3.1509 -3.0188 -2.8997 -2.7933 -2.6981 -2.5012 -2.3457 -2.2201 -2.1195 -2.0409
 -1.9790
 -4.9334 -4.6442 -4.4098 -4.2369 -4.1363 -4.0179 -3.8081 -3.5957 -3.4152 -3.2602
 -3.1189 -2.9896 -2.8727 -2.7678 -2.6740 -2.4805 -2.3302 -2.2115 -2.1186 -2.0470
 -1.9904 -1.9437
 -4.8907 -4.5934 -4.3374 -4.1212 -3.9432 -3.8064 -3.7096 -3.5784 -3.4028 -3.2407
 -3.1014 -2.9747 -2.8595 -2.7559 -2.6629 -2.4704 -2.3222 -2.2073 -2.1195 -2.0532
 -2.0017 -1.9590 -1.9224 -1.8898
 -4.8824 -4.5771 -4.3098 -4.0790 -3.8790 -3.7073 -3.5627 -3.4456 -3.3492 -3.2298
 -3.0945 -2.9684 -2.8543 -2.7518 -2.6594 -2.4669 -2.3187 -2.2053 -2.1205 -2.0582
 -2.0115 -1.9735 -1.9406 -1.9117 -1.8852 -1.8627 -1.8463 -1.8378 -1.8374 -1.8433
 -4.9054 -4.5902 -4.3111 -4.0685 -3.8593 -3.6787 -3.5193 -3.3764 -3.2525 -3.1509
 -3.0602 -2.9613 -2.8547 -2.7523 -2.6599 -2.4673 -2.3176 -2.2040 -2.1205 -2.0609
 -2.0185 -1.9855 -1.9573 -1.9321 -1.9093 -1.8877 -1.8695 -1.8572 -1.8528 -1.8573
 -1.8692
 -4.9517 -4.6304 -4.3389 -4.0825 -3.8609 -3.6703 -3.5050 -3.3579 -3.2251 -3.1060
 -3.0029 -2.9160 -2.8346 -2.7500 -2.6630 -2.4697 -2.3183 -2.2029 -2.1190 -2.0606
 -2.0213 -1.9934 -1.9706 -1.9504 -1.9315 -1.9142 -1.8971 -1.8827 -1.8741 -1.8739
 -1.8835
 -5.0220 -4.6893 -4.3895 -4.1193 -3.8823 -3.6788 -3.5042 -3.3523 -3.2171 -3.0947
 -2.9842 -2.8868 -2.8016 -2.7252 -2.6521 -2.4714 -2.3185 -2.2008 -2.1155 -2.0568
 -2.0191 -1.9954 -1.9784 -1.9640 -1.9505 -1.9375 -1.9254 -1.9156 -1.9084 -1.9034
 -1.9004
 -5.1181 -4.7742 -4.4644 -4.1850 -3.9331 -3.7127 -3.5239 -3.3620 -3.2215 -3.0965
 -2.9839 -2.8824 -2.7917 -2.7107 -2.6374 -2.4720 -2.3217 -2.2012 -2.1129 -2.0523
 -2.0140 -1.9923 -1.9801 -1.9719 -1.9646 -1.9572 -1.9499 -1.9424 -1.9355 -1.9300
 -1.9277
 -5.2360 -4.8695 -4.5541 -4.2694 -4.0092 -3.7735 -3.5668 -3.3895 -3.2380 -3.1064
 -2.9902 -2.8863 -2.7927 -2.7085 -2.6321 -2.4678 -2.3250 -2.2032 -2.1114 -2.0477
 -2.0073 -1.9853 -1.9757 -1.9726 -1.9716 -1.9707 -1.9693 -1.9670 -1.9642 -1.9615
 -1.9597
 -5.3760 -4.9844 -4.6556 -4.3662 -4.1004 -3.8568 -3.6365 -3.4411 -3.2730 -3.1291
 -3.0048 -2.8959 -2.7991 -2.7121 -2.6334 -2.4655 -2.3256 -2.2062 -2.1115
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  V   
 -5.7319 -5.4172 -5.0320 -4.6926 -4.3863 -4.1203 -3.9068 -3.7221 -3.5533 -3.3942
 -3.2465 -3.1105 -2.9873 -2.8766 -2.7771 -2.5669 -2.3953 -2.2491 -2.1255
 -5.3088 -5.2220 -4.9557 -4.6237 -4.3216 -4.0495 -3.8257 -3.6373 -3.4686 -3.3121
 -3.1671 -3.0342 -2.9140 -2.8067 -2.7107 -2.5123 -2.3546 -2.2238 -2.1152 -2.0280
 -5.0447 -4.8332 -4.7575 -4.5792 -4.2930 -4.0231 -3.7847 -3.5879 -3.4184 -3.2643
 -3.1222 -2.9917 -2.8736 -2.7680 -2.6739 -2.4809 -2.3305 -2.2089 -2.1100 -2.0311
 -1.9689
 -4.9676 -4.6725 -4.4586 -4.3435 -4.2415 -4.0170 -3.7769 -3.5661 -3.3910 -3.2376
 -3.0982 -2.9699 -2.8535 -2.7489 -2.6556 -2.4645 -2.3176 -2.2011 -2.1086 -2.0359
 -1.9788 -1.9321
 -4.9478 -4.6296 -4.3652 -4.1566 -4.0041 -3.9061 -3.7705 -3.5707 -3.3826 -3.2245
 -3.0867 -2.9605 -2.8454 -2.7417 -2.6487 -2.4576 -2.3116 -2.1977 -2.1092 -2.0410
 -1.9886 -1.9459 -1.9096 -1.8776
 -4.9670 -4.6310 -4.3456 -4.1059 -3.9083 -3.7447 -3.6170 -3.5162 -3.3853 -3.2256
 -3.0831 -2.9583 -2.8444 -2.7413 -2.6486 -2.4567 -2.3098 -2.1966 -2.1103 -2.0454
 -1.9969 -1.9586 -1.9261 -1.8977 -1.8730 -1.8526 -1.8371 -1.8283 -1.8275 -1.8347
 -5.0227 -4.6677 -4.3619 -4.1030 -3.8848 -3.7002 -3.5412 -3.4034 -3.2909 -3.1932
 -3.0808 -2.9613 -2.8478 -2.7449 -2.6523 -2.4595 -2.3106 -2.1964 -2.1108 -2.0481
 -2.0029 -1.9691 -1.9411 -1.9164 -1.8945 -1.8754 -1.8595 -1.8481 -1.8432 -1.8482
 -1.8610
 -5.1045 -4.7377 -4.4108 -4.1306 -3.8941 -3.6948 -3.5242 -3.3743 -3.2408 -3.1239
 -3.0253 -2.9374 -2.8461 -2.7506 -2.6584 -2.4644 -2.3133 -2.1968 -2.1106 -2.0485
 -2.0056 -1.9757 -1.9528 -1.9330 -1.9151 -1.8989 -1.8832 -1.8705 -1.8633 -1.8641
 -1.8741
 -5.2094 -4.8293 -4.4879 -4.1862 -3.9282 -3.7114 -3.5282 -3.3703 -3.2309 -3.1055
 -2.9937 -2.8964 -2.8125 -2.7348 -2.6568 -2.4687 -2.3157 -2.1965 -2.1084 -2.0460
 -2.0041 -1.9774 -1.9595 -1.9454 -1.9327 -1.9207 -1.9099 -1.9001 -1.8925 -1.8893
 -1.8906
 -5.3360 -4.9437 -4.5938 -4.2768 -3.9966 -3.7575 -3.5565 -3.3863 -3.2394 -3.1096
 -2.9931 -2.8888 -2.7967 -2.7156 -2.6425 -2.4737 -2.3209 -2.1988 -2.1075 -2.0430
 -2.0005 -1.9750 -1.9610 -1.9524 -1.9457 -1.9393 -1.9331 -1.9269 -1.9214 -1.9176
 -1.9167
 -5.4823 -5.0716 -4.7146 -4.3902 -4.0960 -3.8351 -3.6115 -3.4230 -3.2631 -3.1252
 -3.0038 -2.8955 -2.7987 -2.7125 -2.6354 -2.4714 -2.3266 -2.2024 -2.1075 -2.0399
 -1.9953 -1.9694 -1.9571 -1.9530 -1.9521 -1.9518 -1.9514 -1.9503 -1.9489 -1.9476
 -1.9469
 -5.6499 -5.2118 -4.8445 -4.5162 -4.2158 -3.9417 -3.6975 -3.4866 -3.3078 -3.1559
 -3.0251 -2.9108 -2.8096 -2.7193 -2.6384 -2.4691 -2.3294 -2.2076 -2.1092
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  V   
 -5.7390 -5.3200 -4.9337 -4.6094 -4.3255 -4.0669 -3.8531 -3.6660 -3.5003 -3.3458
 -3.2018 -3.0688 -2.9476 -2.8385 -2.7406 -2.5356 -2.3716 -2.2332 -2.1152
 -5.4504 -5.2493 -4.8969 -4.5577 -4.2664 -4.0059 -3.7858 -3.5979 -3.4298 -3.2772
 -3.1352 -3.0044 -2.8855 -2.7789 -2.6837 -2.4884 -2.3357 -2.2102 -2.1052 -2.0186
 -5.0814 -4.9670 -4.8451 -4.5499 -4.2472 -3.9828 -3.7525 -3.5589 -3.3901 -3.2384
 -3.0987 -2.9699 -2.8527 -2.7473 -2.6534 -2.4619 -2.3150 -2.1966 -2.0996 -2.0205
 -1.9575
 -4.9880 -4.7057 -4.5536 -4.4759 -4.2542 -3.9862 -3.7477 -3.5428 -3.3698 -3.2182
 -3.0805 -2.9536 -2.8376 -2.7329 -2.6394 -2.4488 -2.3042 -2.1897 -2.0978 -2.0241
 -1.9660 -1.9191
 -4.9852 -4.6520 -4.3929 -4.2141 -4.1152 -3.9856 -3.7634 -3.5489 -3.3652 -3.2099
 -3.0732 -2.9479 -2.8331 -2.7291 -2.6356 -2.4443 -2.2997 -2.1869 -2.0981 -2.0284
 -1.9743 -1.9312 -1.8950 -1.8639
 -5.0300 -4.6659 -4.3675 -4.1282 -3.9429 -3.8065 -3.7053 -3.5624 -3.3791 -3.2127
 -3.0726 -2.9486 -2.8349 -2.7314 -2.6379 -2.4453 -2.2992 -2.1864 -2.0993 -2.0323
 -1.9814 -1.9421 -1.9096 -1.8816 -1.8569 -1.8368 -1.8230 -1.8168 -1.8181 -1.8247
 -5.1189 -4.7238 -4.3941 -4.1233 -3.9028 -3.7229 -3.5731 -3.4524 -3.3488 -3.2230
 -3.0795 -2.9533 -2.8404 -2.7374 -2.6439 -2.4499 -2.3015 -2.1873 -2.1003 -2.0349
 -1.9867 -1.9510 -1.9227 -1.8985 -1.8773 -1.8593 -1.8442 -1.8341 -1.8315 -1.8374
 -1.8494
 -5.2389 -4.8230 -4.4618 -4.1606 -3.9135 -3.7100 -3.5400 -3.3925 -3.2642 -3.1558
 -3.0585 -2.9546 -2.8481 -2.7456 -2.6521 -2.4569 -2.3059 -2.1891 -2.1010 -2.0360
 -1.9895 -1.9568 -1.9329 -1.9133 -1.8961 -1.8809 -1.8682 -1.8580 -1.8519 -1.8523
 -1.8629
 -5.3831 -4.9475 -4.5650 -4.2333 -3.9571 -3.7301 -3.5421 -3.3826 -3.2427 -3.1181
 -3.0084 -2.9134 -2.8286 -2.7441 -2.6582 -2.4635 -2.3104 -2.1906 -2.1003 -2.0346
 -1.9888 -1.9585 -1.9386 -1.9241 -1.9119 -1.9010 -1.8914 -1.8832 -1.8772 -1.8748
 -1.8787
 -5.5454 -5.0997 -4.7024 -4.3480 -4.0417 -3.7862 -3.5755 -3.3999 -3.2503 -3.1187
 -3.0010 -2.8961 -2.8041 -2.7236 -2.6494 -2.4722 -2.3178 -2.1949 -2.1012 -2.0334
 -1.9868 -1.9572 -1.9401 -1.9304 -1.9237 -1.9180 -1.9129 -1.9082 -1.9044 -1.9023
 -1.9032
 -5.7207 -5.2608 -4.8563 -4.4904 -4.1630 -3.8792 -3.6408 -3.4430 -3.2774 -3.1359
 -3.0119 -2.9017 -2.8033 -2.7163 -2.6391 -2.4738 -2.3259 -2.2006 -2.1032 -2.0320
 -1.9834 -1.9531 -1.9373 -1.9310 -1.9295 -1.9295 -1.9300 -1.9301 -1.9302 -1.9306
 -1.9312
 -5.9133 -5.4305 -5.0173 -4.6464 -4.3089 -4.0063 -3.7418 -3.5174 -3.3296 -3.1717
 -3.0368 -2.9194 -2.8157 -2.7235 -2.6415 -2.4718 -2.3317 -2.2077 -2.1068
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  V   
 -5.7284 -5.2686 -4.8800 -4.5627 -4.2855 -4.0327 -3.8190 -3.6247 -3.4571 -3.3083
 -3.1675 -3.0368 -2.9173 -2.8093 -2.7121 -2.5095 -2.3498 -2.2178 -2.1047
 -5.4440 -5.2409 -4.8511 -4.5127 -4.2260 -3.9731 -3.7575 -3.5674 -3.3996 -3.2502
 -3.1108 -2.9819 -2.8642 -2.7580 -2.6629 -2.4681 -2.3179 -2.1961 -2.0941 -2.0083
 -5.1929 -5.1213 -4.8507 -4.5123 -4.2107 -3.9487 -3.7269 -3.5351 -3.3674 -3.2182
 -3.0806 -2.9534 -2.8369 -2.7316 -2.6373 -2.4454 -2.2998 -2.1838 -2.0884 -2.0093
 -1.9453
 -5.0112 -4.7773 -4.7066 -4.5203 -4.2275 -3.9567 -3.7225 -3.5232 -3.3524 -3.2023
 -3.0663 -2.9407 -2.8253 -2.7205 -2.6263 -2.4346 -2.2906 -2.1776 -2.0863 -2.0119
 -1.9524 -1.9048
 -5.0058 -4.6694 -4.4377 -4.3259 -4.2194 -3.9826 -3.7407 -3.5297 -3.3509 -3.1972
 -3.0616 -2.9375 -2.8231 -2.7188 -2.6245 -2.4317 -2.2871 -2.1752 -2.0864 -2.0154
 -1.9593 -1.9151 -1.8789 -1.8479
 -5.0694 -4.6824 -4.3808 -4.1567 -4.0061 -3.9101 -3.7618 -3.5545 -3.3640 -3.2019
 -3.0631 -2.9398 -2.8265 -2.7227 -2.6284 -2.4340 -2.2876 -2.1752 -2.0876 -2.0188
 -1.9656 -1.9245 -1.8916 -1.8638 -1.8400 -1.8213 -1.8087 -1.8033 -1.8055 -1.8130
 -5.1898 -4.7553 -4.4081 -4.1342 -3.9214 -3.7572 -3.6321 -3.5263 -3.3851 -3.2192
 -3.0714 -2.9459 -2.8333 -2.7301 -2.6360 -2.4399 -2.2910 -2.1769 -2.0890 -2.0216
 -1.9704 -1.9321 -1.9028 -1.8785 -1.8579 -1.8407 -1.8273 -1.8190 -1.8176 -1.8245
 -1.8371
 -5.3530 -4.8818 -4.4890 -4.1736 -3.9229 -3.7226 -3.5595 -3.4220 -3.3068 -3.2022
 -3.0837 -2.9561 -2.8428 -2.7400 -2.6458 -2.4484 -2.2967 -2.1799 -2.0906 -2.0233
 -1.9734 -1.9375 -1.9116 -1.8915 -1.8746 -1.8602 -1.8487 -1.8397 -1.8354 -1.8382
 -1.8496
 -5.5379 -5.0448 -4.6167 -4.2585 -3.9692 -3.7380 -3.5509 -3.3946 -3.2585 -3.1388
 -3.0344 -2.9392 -2.8434 -2.7478 -2.6552 -2.4569 -2.3030 -2.1830 -2.0913 -2.0230
 -1.9737 -1.9395 -1.9167 -1.9009 -1.8886 -1.8783 -1.8698 -1.8627 -1.8584 -1.8586
 -1.8644
 -5.7396 -5.2342 -4.7864 -4.3956 -4.0662 -3.7985 -3.5831 -3.4068 -3.2582 -3.1279
 -3.0117 -2.9086 -2.8174 -2.7360 -2.6573 -2.4683 -2.3124 -2.1893 -2.0940 -2.0234
 -1.9731 -1.9394 -1.9186 -1.9066 -1.8991 -1.8937 -1.8894 -1.8861 -1.8841 -1.8829
 -1.8869
 -5.9489 -5.4332 -4.9755 -4.5667 -4.2080 -3.9040 -3.6542 -3.4510 -3.2836 -3.1419
 -3.0180 -2.9078 -2.8094 -2.7226 -2.6455 -2.4753 -2.3227 -2.1970 -2.0981 -2.0239
 -1.9716 -1.9371 -1.9171 -1.9076 -1.9044 -1.9041 -1.9050 -1.9063 -1.9078 -1.9101
 -1.9125
 -6.1682 -5.6336 -5.1705 -4.7541 -4.3801 -4.0502 -3.7679 -3.5326 -3.3390 -3.1783
 -3.0422 -2.9243 -2.8200 -2.7273 -2.6450 -2.4745 -2.3317 -2.2060 -2.1038
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  V   
 -5.5597 -5.1231 -4.7717 -4.4857 -4.2231 -3.9836 -3.7816 -3.5955 -3.4263 -3.2800
 -3.1425 -3.0140 -2.8962 -2.7890 -2.6922 -2.4899 -2.3275 -2.1966 -2.0929
 -5.4846 -5.1448 -4.7656 -4.4496 -4.1808 -3.9371 -3.7320 -3.5451 -3.3769 -3.2302
 -3.0933 -2.9663 -2.8497 -2.7440 -2.6487 -2.4527 -2.3026 -2.1824 -2.0824 -1.9974
 -5.3295 -5.1488 -4.7985 -4.4604 -4.1721 -3.9207 -3.7047 -3.5177 -3.3507 -3.2030
 -3.0675 -2.9419 -2.8263 -2.7212 -2.6265 -2.4326 -2.2863 -2.1710 -2.0766 -1.9977
 -1.9327
 -5.1225 -4.9052 -4.7934 -4.4969 -4.1939 -3.9307 -3.7025 -3.5079 -3.3393 -3.1901
 -3.0558 -2.9315 -2.8169 -2.7121 -2.6174 -2.4233 -2.2781 -2.1653 -2.0743 -1.9994
 -1.9384 -1.8896
 -5.0039 -4.6888 -4.5287 -4.4570 -4.2285 -3.9593 -3.7207 -3.5149 -3.3392 -3.1870
 -3.0526 -2.9295 -2.8158 -2.7115 -2.6167 -2.4212 -2.2751 -2.1632 -2.0742 -2.0022
 -1.9443 -1.8984 -1.8616 -1.8305
 -5.0770 -4.6842 -4.3964 -4.2109 -4.1192 -3.9815 -3.7532 -3.5378 -3.3516 -3.1928
 -3.0551 -2.9327 -2.8199 -2.7162 -2.6213 -2.4242 -2.2761 -2.1635 -2.0754 -2.0053
 -1.9498 -1.9065 -1.8725 -1.8447 -1.8216 -1.8032 -1.7915 -1.7878 -1.7909 -1.7995
 -5.2219 -4.7622 -4.4102 -4.1444 -3.9521 -3.8218 -3.7211 -3.5670 -3.3786 -3.2088
 -3.0643 -2.9395 -2.8274 -2.7241 -2.6295 -2.4309 -2.2803 -2.1657 -2.0772 -2.0081
 -1.9544 -1.9134 -1.8822 -1.8574 -1.8369 -1.8203 -1.8079 -1.8011 -1.8015 -1.8094
 -1.8229
 -5.4273 -4.9085 -4.4948 -4.1746 -3.9282 -3.7398 -3.5927 -3.4751 -3.3666 -3.2321
 -3.0829 -2.9509 -2.8374 -2.7348 -2.6402 -2.4403 -2.2870 -2.1696 -2.0795 -2.0104
 -1.9577 -1.9185 -1.8900 -1.8686 -1.8514 -1.8375 -1.8269 -1.8196 -1.8172 -1.8217
 -1.8342
 -5.6720 -5.1058 -4.6397 -4.2639 -3.9697 -3.7409 -3.5605 -3.4122 -3.2852 -3.1749
 -3.0713 -2.9608 -2.8475 -2.7452 -2.6510 -2.4502 -2.2945 -2.1741 -2.0814 -2.0111
 -1.9588 -1.9210 -1.8948 -1.8768 -1.8636 -1.8533 -1.8456 -1.8403 -1.8376 -1.8395
 -1.8476
 -5.9214 -5.3383 -4.8395 -4.4169 -4.0718 -3.7987 -3.5841 -3.4118 -3.2678 -3.1418
 -3.0298 -2.9300 -2.8378 -2.7490 -2.6622 -2.4637 -2.3057 -2.1821 -2.0858 -2.0130
 -1.9596 -1.9221 -1.8974 -1.8821 -1.8729 -1.8669 -1.8631 -1.8609 -1.8604 -1.8623
 -1.8676
 -6.1645 -5.5799 -5.0657 -4.6153 -4.2293 -3.9104 -3.6546 -3.4510 -3.2859 -3.1471
 -3.0256 -2.9173 -2.8203 -2.7336 -2.6556 -2.4755 -2.3180 -2.1916 -2.0918 -2.0154
 -1.9598 -1.9214 -1.8972 -1.8838 -1.8779 -1.8763 -1.8770 -1.8790 -1.8819 -1.8861
 -1.8907
 -6.4012 -5.8305 -5.2976 -4.8361 -4.4255 -4.0725 -3.7759 -3.5341 -3.3390 -3.1793
 -3.0450 -2.9286 -2.8253 -2.7329 -2.6312 -2.4856 -2.3314 -2.2026 -2.0994
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  V   
 -5.4555 -5.0476 -4.7132 -4.4451 -4.1862 -3.9552 -3.7524 -3.5706 -3.4035 -3.2605
 -3.1253 -2.9989 -2.8824 -2.7762 -2.6797 -2.4765 -2.3137 -2.1834 -2.0811
 -5.5152 -5.0781 -4.7097 -4.4078 -4.1511 -3.9151 -3.7096 -3.5275 -3.3601 -3.2164
 -3.0817 -2.9565 -2.8411 -2.7359 -2.6404 -2.4425 -2.2907 -2.1702 -2.0709 -1.9865
 -5.2905 -5.1306 -4.7457 -4.4202 -4.1446 -3.9011 -3.6886 -3.5046 -3.3379 -3.1928
 -3.0591 -2.9349 -2.8204 -2.7156 -2.6204 -2.4241 -2.2756 -2.1595 -2.0652 -1.9861
 -1.9202
