 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  I   
 -1.3821 -1.3769 -1.5632 -1.5765 -1.5044 -1.3851 -1.2357 -1.1388 -1.0518 -0.9588
 -0.8691 -0.7844 -0.7066 -0.6363 -0.5765 -0.4523 -0.4123 -0.4388 -0.4391
 -1.3834 -1.3185 -1.2676 -1.2448 -1.2511 -1.2331 -1.1685 -1.0854 -1.0028 -0.9219
 -0.8432 -0.7687 -0.7005 -0.6401 -0.5882 -0.4950 -0.4494 -0.4400 -0.4513 -0.4738
 -1.2615 -1.2034 -1.1463 -1.0964 -1.0592 -1.0472 -1.0467 -1.0198 -0.9639 -0.8949
 -0.8259 -0.7590 -0.6972 -0.6422 -0.5950 -0.5100 -0.4677 -0.4599 -0.4721 -0.4941
 -0.5224
 -1.1495 -1.1070 -1.0581 -1.0087 -0.9633 -0.9241 -0.8968 -0.8877 -0.8786 -0.8501
 -0.8028 -0.7479 -0.6934 -0.6436 -0.6006 -0.5225 -0.4826 -0.4757 -0.4889 -0.5112
 -0.5386 -0.5702
 -1.0366 -1.0118 -0.9775 -0.9370 -0.8953 -0.8556 -0.8195 -0.7885 -0.7690 -0.7560
 -0.7410 -0.7149 -0.6793 -0.6394 -0.6015 -0.5302 -0.4927 -0.4870 -0.5013 -0.5249
 -0.5526 -0.5836 -0.6179 -0.6556
 -0.9219 -0.9114 -0.8929 -0.8659 -0.8336 -0.7993 -0.7659 -0.7342 -0.7052 -0.6805
 -0.6627 -0.6490 -0.6332 -0.6131 -0.5899 -0.5319 -0.4971 -0.4922 -0.5080 -0.5345
 -0.5640 -0.5956 -0.6296 -0.6661 -0.7055 -0.7480 -0.7939 -0.8432 -0.8962 -0.9527
 -0.8079 -0.8077 -0.8018 -0.7881 -0.7679 -0.7431 -0.7161 -0.6888 -0.6625 -0.6371
 -0.6139 -0.5949 -0.5804 -0.5681 -0.5557 -0.5229 -0.4952 -0.4896 -0.5077 -0.5382
 -0.5714 -0.6053 -0.6402 -0.6767 -0.7149 -0.7542 -0.7959 -0.8417 -0.8928 -0.9491
 -1.0073
 -0.6968 -0.7037 -0.7063 -0.7029 -0.6940 -0.6805 -0.6629 -0.6428 -0.6217 -0.6005
 -0.5799 -0.5607 -0.5439 -0.5307 -0.5201 -0.5001 -0.4855 -0.4828 -0.5011 -0.5347
 -0.5729 -0.6108 -0.6483 -0.6861 -0.7246 -0.7641 -0.8043 -0.8468 -0.8931 -0.9446
 -1.0021
 -0.5909 -0.6025 -0.6103 -0.6139 -0.6134 -0.6090 -0.6014 -0.5906 -0.5772 -0.5620
 -0.5461 -0.5307 -0.5162 -0.5035 -0.4927 -0.4754 -0.4686 -0.4717 -0.4900 -0.5251
 -0.5676 -0.6109 -0.6528 -0.6936 -0.7339 -0.7741 -0.8149 -0.8568 -0.9013 -0.9485
 -0.9980
 -0.4927 -0.5070 -0.5179 -0.5256 -0.5305 -0.5328 -0.5327 -0.5302 -0.5256 -0.5183
 -0.5090 -0.4988 -0.4886 -0.4790 -0.4703 -0.4549 -0.4506 -0.4574 -0.4766 -0.5109
 -0.5552 -0.6029 -0.6499 -0.6952 -0.7389 -0.7813 -0.8233 -0.8652 -0.9076 -0.9515
 -0.9981
 -0.4042 -0.4185 -0.4306 -0.4406 -0.4487 -0.4552 -0.4601 -0.4637 -0.4662 -0.4668
 -0.4652 -0.4618 -0.4571 -0.4520 -0.4470 -0.4373 -0.4344 -0.4431 -0.4637 -0.4963
 -0.5399 -0.5892 -0.6402 -0.6904 -0.7386 -0.7847 -0.8293 -0.8728 -0.9158 -0.9589
 -1.0031
 -0.3264 -0.3321 -0.3411 -0.3521 -0.3639 -0.3754 -0.3860 -0.3950 -0.4025 -0.4088
 -0.4139 -0.4178 -0.4198 -0.4203 -0.4200 -0.4190 -0.4201 -0.4294 -0.4507
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  I   
 -1.6607 -1.6703 -1.6445 -1.5416 -1.4143 -1.2912 -1.1868 -1.0985 -1.0169 -0.9385
 -0.8634 -0.7918 -0.7243 -0.6614 -0.6044 -0.4876 -0.4258 -0.4155 -0.4217
 -1.4871 -1.4242 -1.4077 -1.4156 -1.3586 -1.2581 -1.1565 -1.0692 -0.9917 -0.9185
 -0.8487 -0.7822 -0.7195 -0.6616 -0.6095 -0.5092 -0.4523 -0.4340 -0.4420 -0.4637
 -1.3796 -1.3055 -1.2415 -1.2009 -1.2007 -1.1904 -1.1269 -1.0456 -0.9712 -0.9031
 -0.8384 -0.7767 -0.7185 -0.6647 -0.6164 -0.5242 -0.4715 -0.4536 -0.4614 -0.4827
 -0.5110
 -1.2865 -1.2226 -1.1558 -1.0925 -1.0441 -1.0213 -1.0208 -1.0010 -0.9475 -0.8867
 -0.8277 -0.7708 -0.7168 -0.6669 -0.6219 -0.5362 -0.4869 -0.4692 -0.4767 -0.4980
 -0.5258 -0.5579
 -1.1935 -1.1454 -1.0887 -1.0298 -0.9751 -0.9271 -0.8915 -0.8734 -0.8684 -0.8480
 -0.8083 -0.7604 -0.7119 -0.6657 -0.6238 -0.5439 -0.4977 -0.4805 -0.4878 -0.5099
 -0.5382 -0.5700 -0.6051 -0.6444
 -1.0994 -1.0638 -1.0216 -0.9725 -0.9217 -0.8740 -0.8303 -0.7923 -0.7647 -0.7513
 -0.7420 -0.7240 -0.6946 -0.6581 -0.6209 -0.5468 -0.5036 -0.4871 -0.4944 -0.5179
 -0.5479 -0.5806 -0.6156 -0.6531 -0.6929 -0.7357 -0.7824 -0.8334 -0.8887 -0.9461
 -0.9986 -0.9759 -0.9471 -0.9115 -0.8703 -0.8277 -0.7869 -0.7489 -0.7141 -0.6847
 -0.6633 -0.6503 -0.6392 -0.6240 -0.6036 -0.5443 -0.5045 -0.4888 -0.4961 -0.5211
 -0.5540 -0.5889 -0.6250 -0.6626 -0.7020 -0.7432 -0.7869 -0.8341 -0.8854 -0.9411
 -1.0010
 -0.8990 -0.8833 -0.8660 -0.8418 -0.8129 -0.7793 -0.7445 -0.7107 -0.6786 -0.6484
 -0.6211 -0.5983 -0.5816 -0.5700 -0.5599 -0.5306 -0.5000 -0.4859 -0.4929 -0.5187
 -0.5549 -0.5935 -0.6321 -0.6710 -0.7107 -0.7507 -0.7921 -0.8363 -0.8845 -0.9375
 -0.9958
 -0.8043 -0.7917 -0.7803 -0.7649 -0.7456 -0.7230 -0.6972 -0.6696 -0.6425 -0.6161
 -0.5910 -0.5675 -0.5469 -0.5304 -0.5186 -0.5005 -0.4869 -0.4785 -0.4858 -0.5115
 -0.5501 -0.5931 -0.6358 -0.6776 -0.7190 -0.7605 -0.8028 -0.8471 -0.8934 -0.9415
 -0.9912
 -0.7184 -0.7069 -0.6973 -0.6854 -0.6730 -0.6583 -0.6419 -0.6230 -0.6025 -0.5816
 -0.5611 -0.5413 -0.5224 -0.5055 -0.4916 -0.4719 -0.4655 -0.4658 -0.4754 -0.5002
 -0.5392 -0.5853 -0.6326 -0.6787 -0.7233 -0.7668 -0.8101 -0.8534 -0.8973 -0.9426
 -0.9906
 -0.6459 -0.6299 -0.6188 -0.6080 -0.5995 -0.5892 -0.5787 -0.5675 -0.5551 -0.5410
 -0.5263 -0.5116 -0.4971 -0.4833 -0.4708 -0.4499 -0.4443 -0.4493 -0.4628 -0.4874
 -0.5251 -0.5723 -0.6229 -0.6735 -0.7225 -0.7696 -0.8155 -0.8602 -0.9045 -0.9491
 -0.9946
 -0.5867 -0.5608 -0.5448 -0.5337 -0.5258 -0.5194 -0.5130 -0.5062 -0.4998 -0.4928
 -0.4846 -0.4758 -0.4668 -0.4577 -0.4488 -0.4320 -0.4264 -0.4325 -0.4488
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  I   
 -1.8420 -1.7838 -1.6381 -1.4838 -1.3383 -1.2176 -1.1304 -1.0554 -0.9839 -0.9154
 -0.8509 -0.7895 -0.7311 -0.6758 -0.6239 -0.5145 -0.4405 -0.4062 -0.4067
 -1.5875 -1.5898 -1.5754 -1.4626 -1.3302 -1.2090 -1.1128 -1.0366 -0.9665 -0.9013
 -0.8402 -0.7824 -0.7275 -0.6756 -0.6271 -0.5262 -0.4598 -0.4292 -0.4294 -0.4487
 -1.4752 -1.3935 -1.3639 -1.3739 -1.3098 -1.2029 -1.1019 -1.0208 -0.9524 -0.8899
 -0.8321 -0.7776 -0.7259 -0.6771 -0.6316 -0.5373 -0.4762 -0.4478 -0.4474 -0.4659
 -0.4941
 -1.4019 -1.3123 -1.2318 -1.1803 -1.1745 -1.1621 -1.0917 -1.0092 -0.9390 -0.8785
 -0.8236 -0.7723 -0.7236 -0.6777 -0.6349 -0.5461 -0.4890 -0.4623 -0.4614 -0.4793
 -0.5071 -0.5401
 -1.3307 -1.2534 -1.1719 -1.0967 -1.0382 -1.0061 -1.0021 -0.9805 -0.9248 -0.8656
 -0.8131 -0.7648 -0.7192 -0.6760 -0.6357 -0.5520 -0.4982 -0.4730 -0.4720 -0.4895
 -0.5176 -0.5504 -0.5866 -0.6259
 -1.2549 -1.1925 -1.1226 -1.0502 -0.9822 -0.9247 -0.8828 -0.8605 -0.8539 -0.8348
 -0.7962 -0.7536 -0.7115 -0.6712 -0.6334 -0.5545 -0.5038 -0.4800 -0.4792 -0.4966
 -0.5253 -0.5591 -0.5953 -0.6342 -0.6755 -0.7200 -0.7685 -0.8216 -0.8786 -0.9356
 -1.1744 -1.1246 -1.0683 -1.0070 -0.9441 -0.8849 -0.8330 -0.7897 -0.7579 -0.7408
 -0.7323 -0.7180 -0.6931 -0.6611 -0.6273 -0.5536 -0.5058 -0.4835 -0.4830 -0.5003
 -0.5300 -0.5653 -0.6028 -0.6418 -0.6829 -0.7257 -0.7711 -0.8202 -0.8739 -0.9318
 -0.9906
 -1.0938 -1.0507 -1.0057 -0.9568 -0.9043 -0.8507 -0.7998 -0.7541 -0.7145 -0.6818
 -0.6579 -0.6436 -0.6343 -0.6232 -0.6065 -0.5488 -0.5043 -0.4835 -0.4830 -0.5002
 -0.5308 -0.5684 -0.6080 -0.6485 -0.6898 -0.7325 -0.7764 -0.8226 -0.8722 -0.9263
 -0.9854
 -1.0179 -0.9758 -0.9367 -0.8971 -0.8554 -0.8115 -0.7669 -0.7239 -0.6849 -0.6500
 -0.6199 -0.5954 -0.5772 -0.5650 -0.5562 -0.5310 -0.4982 -0.4796 -0.4797 -0.4966
 -0.5275 -0.5674 -0.6102 -0.6534 -0.6964 -0.7398 -0.7842 -0.8305 -0.8788 -0.9288
 -0.9803
