 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  R   
 -3.1339 -3.0944 -3.2831 -3.2460 -3.1078 -2.9102 -2.6903 -2.5448 -2.4172 -2.2846
 -2.1588 -2.0416 -1.9340 -1.8367 -1.7500 -1.5681 -1.4404 -1.3387 -1.2935
 -3.1352 -2.9868 -2.8638 -2.7841 -2.7468 -2.6809 -2.5603 -2.4251 -2.3003 -2.1823
 -2.0695 -1.9640 -1.8672 -1.7797 -1.7009 -1.5392 -1.4237 -1.3492 -1.3048 -1.2794
 -2.9774 -2.8345 -2.6987 -2.5797 -2.4847 -2.4279 -2.3885 -2.3168 -2.2167 -2.1085
 -2.0065 -1.9108 -1.8226 -1.7427 -1.6709 -1.5247 -1.4220 -1.3570 -1.3185 -1.2961
 -1.2840
 -2.8445 -2.7203 -2.5925 -2.4702 -2.3605 -2.2675 -2.1961 -2.1504 -2.1056 -2.0388
 -1.9552 -1.8699 -1.7901 -1.7172 -1.6513 -1.5164 -1.4223 -1.3645 -1.3310 -1.3115
 -1.3005 -1.2959
 -2.7201 -2.6189 -2.5078 -2.3938 -2.2847 -2.1863 -2.1014 -2.0300 -1.9773 -1.9334
 -1.8856 -1.8257 -1.7598 -1.6951 -1.6353 -1.5103 -1.4221 -1.3695 -1.3407 -1.3249
 -1.3160 -1.3122 -1.3128 -1.3176
 -2.6018 -2.5186 -2.4280 -2.3285 -2.2273 -2.1305 -2.0435 -1.9679 -1.9034 -1.8492
 -1.8037 -1.7613 -1.7153 -1.6655 -1.6154 -1.5031 -1.4197 -1.3702 -1.3454 -1.3346
 -1.3293 -1.3276 -1.3292 -1.3338 -1.3410 -1.3517 -1.3669 -1.3873 -1.4135 -1.4457
 -2.4921 -2.4207 -2.3464 -2.2632 -2.1743 -2.0846 -1.9994 -1.9229 -1.8573 -1.8008
 -1.7511 -1.7064 -1.6656 -1.6260 -1.5858 -1.4907 -1.4139 -1.3650 -1.3438 -1.3384
 -1.3384 -1.3405 -1.3446 -1.3506 -1.3583 -1.3664 -1.3771 -1.3931 -1.4167 -1.4482
 -1.4838
 -2.3934 -2.3287 -2.2636 -2.1937 -2.1185 -2.0397 -1.9606 -1.8856 -1.8192 -1.7626
 -1.7137 -1.6698 -1.6289 -1.5909 -1.5548 -1.4722 -1.4041 -1.3573 -1.3366 -1.3349
 -1.3409 -1.3486 -1.3568 -1.3657 -1.3755 -1.3860 -1.3963 -1.4089 -1.4267 -1.4519
 -1.4860
 -2.3079 -2.2462 -2.1848 -2.1202 -2.0566 -1.9892 -1.9195 -1.8500 -1.7848 -1.7273
 -1.6786 -1.6367 -1.5985 -1.5626 -1.5282 -1.4515 -1.3903 -1.3473 -1.3257 -1.3253
 -1.3359 -1.3499 -1.3639 -1.3775 -1.3908 -1.4039 -1.4172 -1.4312 -1.4481 -1.4680
 -1.4908
 -2.2380 -2.1768 -2.1158 -2.0550 -1.9947 -1.9347 -1.8746 -1.8131 -1.7526 -1.6959
 -1.6463 -1.6045 -1.5685 -1.5351 -1.5037 -1.4335 -1.3761 -1.3360 -1.3145 -1.3127
 -1.3247 -1.3431 -1.3632 -1.3827 -1.4011 -1.4183 -1.4348 -1.4509 -1.4672 -1.4847
 -1.5035
 -2.1821 -2.1173 -2.0548 -1.9944 -1.9360 -1.8795 -1.8247 -1.7711 -1.7173 -1.6648
 -1.6158 -1.5731 -1.5373 -1.5068 -1.4793 -1.4162 -1.3624 -1.3245 -1.3039 -1.3001
 -1.3111 -1.3309 -1.3551 -1.3803 -1.4046 -1.4272 -1.4484 -1.4681 -1.4870 -1.5058
 -1.5253
 -2.1260 -2.0446 -1.9770 -1.9194 -1.8681 -1.8201 -1.7729 -1.7249 -1.6770 -1.6301
 -1.5852 -1.5434 -1.5068 -1.4763 -1.4507 -1.3967 -1.3489 -1.3129 -1.2931
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  R   
 -3.4639 -3.4229 -3.3394 -3.1572 -2.9443 -2.7402 -2.5701 -2.4320 -2.3088 -2.1928
 -2.0824 -1.9783 -1.8813 -1.7918 -1.7102 -1.5409 -1.4186 -1.3295 -1.2807
 -3.2228 -3.0834 -3.0104 -2.9712 -2.8468 -2.6685 -2.4966 -2.3547 -2.2347 -2.1246
 -2.0206 -1.9230 -1.8325 -1.7498 -1.6751 -1.5222 -1.4114 -1.3371 -1.2921 -1.2665
 -3.0868 -2.9284 -2.7901 -2.6865 -2.6377 -2.5754 -2.4457 -2.3033 -2.1818 -2.0768
 -1.9789 -1.8874 -1.8026 -1.7253 -1.6556 -1.5137 -1.4117 -1.3441 -1.3042 -1.2817
 -1.2699
 -2.9844 -2.8350 -2.6894 -2.5536 -2.4412 -2.3651 -2.3199 -2.2499 -2.1432 -2.0405
 -1.9476 -1.8617 -1.7821 -1.7095 -1.6440 -1.5104 -1.4143 -1.3511 -1.3148 -1.2952
 -1.2849 -1.2810
 -2.8942 -2.7613 -2.6243 -2.4910 -2.3678 -2.2580 -2.1694 -2.1064 -2.0612 -1.9986
 -1.9199 -1.8394 -1.7647 -1.6965 -1.6348 -1.5083 -1.4167 -1.3565 -1.3230 -1.3065
 -1.2986 -1.2958 -1.2972 -1.3037
 -2.8129 -2.6930 -2.5699 -2.4444 -2.3229 -2.2102 -2.1086 -2.0207 -1.9509 -1.9019
 -1.8591 -1.8063 -1.7447 -1.6821 -1.6242 -1.5047 -1.4171 -1.3588 -1.3274 -1.3144
 -1.3100 -1.3096 -1.3123 -1.3180 -1.3256 -1.3366 -1.3525 -1.3748 -1.4038 -1.4373
 -2.7305 -2.6244 -2.5158 -2.4026 -2.2884 -2.1784 -2.0763 -1.9843 -1.9038 -1.8367
 -1.7834 -1.7413 -1.7004 -1.6552 -1.6073 -1.4979 -1.4143 -1.3576 -1.3273 -1.3173
 -1.3174 -1.3209 -1.3263 -1.3335 -1.3426 -1.3528 -1.3657 -1.3834 -1.4072 -1.4381
 -1.4758
 -2.6536 -2.5544 -2.4601 -2.3587 -2.2550 -2.1514 -2.0523 -1.9605 -1.8781 -1.8059
 -1.7447 -1.6937 -1.6508 -1.6129 -1.5758 -1.4844 -1.4077 -1.3529 -1.3228 -1.3146
 -1.3191 -1.3277 -1.3373 -1.3476 -1.3586 -1.3688 -1.3802 -1.3951 -1.4155 -1.4428
 -1.4780
 -2.5885 -2.4900 -2.4014 -2.3108 -2.2170 -2.1222 -2.0289 -1.9397 -1.8574 -1.7839
 -1.7202 -1.6662 -1.6195 -1.5787 -1.5425 -1.4626 -1.3951 -1.3443 -1.3146 -1.3066
 -1.3143 -1.3283 -1.3434 -1.3583 -1.3728 -1.3873 -1.4022 -1.4191 -1.4382 -1.4593
 -1.4821
 -2.5432 -2.4386 -2.3479 -2.2625 -2.1779 -2.0915 -2.0051 -1.9208 -1.8409 -1.7672
 -1.7019 -1.6460 -1.5984 -1.5567 -1.5194 -1.4416 -1.3796 -1.3333 -1.3047 -1.2956
 -1.3037 -1.3215 -1.3422 -1.3628 -1.3823 -1.4008 -1.4188 -1.4364 -1.4543 -1.4735
 -1.4938
 -2.5276 -2.4018 -2.3018 -2.2165 -2.1379 -2.0582 -1.9787 -1.8998 -1.8238 -1.7520
 -1.6862 -1.6283 -1.5791 -1.5372 -1.5004 -1.4236 -1.3639 -1.3206 -1.2937 -1.2838
 -1.2906 -1.3093 -1.3338 -1.3599 -1.3852 -1.4091 -1.4316 -1.4528 -1.4732 -1.4935
 -1.5146
 -2.5364 -2.3796 -2.2633 -2.1731 -2.0967 -2.0235 -1.9503 -1.8770 -1.8051 -1.7362
 -1.6717 -1.6130 -1.5615 -1.5179 -1.4810 -1.4071 -1.3495 -1.3077 -1.2822
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  R   
 -3.6653 -3.5398 -3.3049 -3.0580 -2.8183 -2.6135 -2.4617 -2.3359 -2.2221 -2.1169
 -2.0179 -1.9242 -1.8361 -1.7538 -1.6775 -1.5169 -1.3976 -1.3143 -1.2623
 -3.3212 -3.2739 -3.2074 -3.0134 -2.7931 -2.5859 -2.4166 -2.2849 -2.1714 -2.0694
 -1.9741 -1.8846 -1.8007 -1.7229 -1.6513 -1.5028 -1.3944 -1.3200 -1.2735 -1.2474
 -3.1794 -3.0197 -2.9337 -2.8991 -2.7649 -2.5759 -2.3978 -2.2533 -2.1372 -2.0370
 -1.9452 -1.8595 -1.7796 -1.7056 -1.6378 -1.4976 -1.3961 -1.3268 -1.2839 -1.2605
 -1.2492
 -3.1045 -2.9270 -2.7716 -2.6573 -2.6018 -2.5351 -2.3922 -2.2408 -2.1150 -2.0132
 -1.9239 -1.8416 -1.7653 -1.6947 -1.6302 -1.4966 -1.3997 -1.3337 -1.2932 -1.2719
 -1.2622 -1.2592
 -3.0466 -2.8769 -2.7132 -2.5649 -2.4412 -2.3519 -2.2989 -2.2216 -2.1052 -1.9958
 -1.9064 -1.8267 -1.7533 -1.6858 -1.6241 -1.4963 -1.4032 -1.3395 -1.3007 -1.2812
 -1.2735 -1.2720 -1.2747 -1.2805
 -2.9949 -2.8371 -2.6799 -2.5289 -2.3894 -2.2672 -2.1674 -2.0943 -2.0420 -1.9742
 -1.8906 -1.8125 -1.7413 -1.6765 -1.6174 -1.4949 -1.4051 -1.3432 -1.3057 -1.2877
 -1.2826 -1.2835 -1.2877 -1.2949 -1.3041 -1.3168 -1.3349 -1.3598 -1.3910 -1.4239
 -2.9466 -2.7999 -2.6525 -2.5077 -2.3695 -2.2420 -2.1274 -2.0275 -1.9459 -1.8857
 -1.8376 -1.7859 -1.7262 -1.6653 -1.6086 -1.4911 -1.4045 -1.3443 -1.3077 -1.2909
 -1.2882 -1.2925 -1.2994 -1.3083 -1.3191 -1.3310 -1.3458 -1.3658 -1.3925 -1.4261
 -1.4625
 -2.9020 -2.7632 -2.6254 -2.4888 -2.3563 -2.2303 -2.1137 -2.0079 -1.9145 -1.8349
 -1.7707 -1.7224 -1.6816 -1.6393 -1.5934 -1.4842 -1.4009 -1.3423 -1.3062 -1.2901
 -1.2895 -1.2974 -1.3083 -1.3203 -1.3331 -1.3472 -1.3616 -1.3784 -1.4000 -1.4284
 -1.4647
