 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = G_RP 
 -0.9786 -0.9721 -0.9738 -0.9808 -0.9797 -0.9657 -0.9053 -0.8860 -0.8601 -0.8211
 -0.7681 -0.7100 -0.6487 -0.5822 -0.5211 -0.4045 -0.3530 -0.3451 -0.3545
 -0.9639 -0.8868 -0.8409 -0.8230 -0.8268 -0.8283 -0.8197 -0.8048 -0.7861 -0.7633
 -0.7297 -0.6825 -0.6264 -0.5708 -0.5208 -0.4297 -0.3820 -0.3680 -0.3729 -0.3890
 -0.9226 -0.8600 -0.8063 -0.7643 -0.7378 -0.7304 -0.7388 -0.7434 -0.7342 -0.7125
 -0.6872 -0.6559 -0.6131 -0.5655 -0.5212 -0.4385 -0.3972 -0.3871 -0.3939 -0.4100
 -0.4322
 -0.8778 -0.8284 -0.7817 -0.7391 -0.7032 -0.6773 -0.6626 -0.6596 -0.6632 -0.6602
 -0.6452 -0.6253 -0.5972 -0.5601 -0.5218 -0.4471 -0.4095 -0.4025 -0.4115 -0.4282
 -0.4499 -0.4753
 -0.8125 -0.7802 -0.7466 -0.7120 -0.6781 -0.6481 -0.6246 -0.6084 -0.5986 -0.5937
 -0.5888 -0.5791 -0.5662 -0.5447 -0.5172 -0.4522 -0.4173 -0.4128 -0.4249 -0.4434
 -0.4656 -0.4909 -0.5186 -0.5479
 -0.7274 -0.7124 -0.6945 -0.6725 -0.6470 -0.6205 -0.5958 -0.5755 -0.5601 -0.5482
 -0.5384 -0.5294 -0.5218 -0.5109 -0.4955 -0.4507 -0.4195 -0.4164 -0.4323 -0.4545
 -0.4787 -0.5050 -0.5330 -0.5629 -0.5946 -0.6287 -0.6660 -0.7070 -0.7520 -0.8013
 -0.6299 -0.6277 -0.6247 -0.6168 -0.6033 -0.5853 -0.5651 -0.5455 -0.5288 -0.5154
 -0.5039 -0.4931 -0.4835 -0.4749 -0.4647 -0.4373 -0.4152 -0.4133 -0.4321 -0.4592
 -0.4876 -0.5164 -0.5460 -0.5766 -0.6081 -0.6397 -0.6732 -0.7107 -0.7537 -0.8026
 -0.8543
 -0.5219 -0.5320 -0.5405 -0.5450 -0.5445 -0.5380 -0.5262 -0.5117 -0.4973 -0.4843
 -0.4736 -0.4640 -0.4548 -0.4464 -0.4374 -0.4172 -0.4042 -0.4047 -0.4246 -0.4560
 -0.4899 -0.5232 -0.5560 -0.5886 -0.6214 -0.6545 -0.6874 -0.7219 -0.7602 -0.8041
 -0.8546
 -0.4122 -0.4311 -0.4475 -0.4616 -0.4718 -0.4765 -0.4755 -0.4694 -0.4605 -0.4507
 -0.4419 -0.4344 -0.4277 -0.4214 -0.4144 -0.3975 -0.3893 -0.3930 -0.4129 -0.4462
 -0.4849 -0.5240 -0.5616 -0.5979 -0.6333 -0.6681 -0.7029 -0.7392 -0.7771 -0.8164
 -0.8570
 -0.3007 -0.3250 -0.3502 -0.3710 -0.3889 -0.4032 -0.4125 -0.4165 -0.4159 -0.4122
 -0.4072 -0.4026 -0.3987 -0.3954 -0.3918 -0.3804 -0.3746 -0.3803 -0.3996 -0.4321
 -0.4728 -0.5164 -0.5594 -0.6007 -0.6402 -0.6781 -0.7150 -0.7514 -0.7918 -0.8290
 -0.8642
 -0.1874 -0.2137 -0.2486 -0.2780 -0.3005 -0.3214 -0.3390 -0.3523 -0.3610 -0.3656
 -0.3670 -0.3668 -0.3664 -0.3664 -0.3665 -0.3640 -0.3609 -0.3679 -0.3870 -0.4179
 -0.4579 -0.5031 -0.5501 -0.5965 -0.6410 -0.6832 -0.7237 -0.7627 -0.8007 -0.8385
 -0.8770
 -0.0724 -0.0972 -0.1427 -0.1838 -0.2102 -0.2356 -0.2589 -0.2794 -0.2964 -0.3097
 -0.3192 -0.3257 -0.3303 -0.3341 -0.3385 -0.3483 -0.3482 -0.3558 -0.3751
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = G_RP 
 -1.0183 -0.9819 -0.9604 -0.9497 -0.9412 -0.9303 -0.9036 -0.8872 -0.8605 -0.8216
 -0.7703 -0.7113 -0.6488 -0.5872 -0.5313 -0.4213 -0.3602 -0.3392 -0.3451
 -0.9589 -0.9000 -0.8737 -0.8538 -0.8362 -0.8241 -0.8159 -0.8072 -0.7932 -0.7704
 -0.7362 -0.6901 -0.6360 -0.5821 -0.5328 -0.4371 -0.3822 -0.3631 -0.3665 -0.3814
 -0.9470 -0.8666 -0.8069 -0.7706 -0.7623 -0.7668 -0.7646 -0.7544 -0.7408 -0.7251
 -0.7033 -0.6721 -0.6294 -0.5822 -0.5376 -0.4503 -0.3996 -0.3821 -0.3866 -0.4023
 -0.4242
 -0.9408 -0.8639 -0.7992 -0.7476 -0.7107 -0.6900 -0.6884 -0.6987 -0.7018 -0.6908
 -0.6725 -0.6503 -0.6203 -0.5815 -0.5426 -0.4618 -0.4143 -0.3976 -0.4031 -0.4194
 -0.4411 -0.4667
 -0.9187 -0.8530 -0.7944 -0.7428 -0.6992 -0.6653 -0.6420 -0.6295 -0.6295 -0.6355
 -0.6335 -0.6224 -0.6034 -0.5753 -0.5420 -0.4694 -0.4247 -0.4088 -0.4156 -0.4334
 -0.4559 -0.4814 -0.5097 -0.5405
 -0.8739 -0.8236 -0.7763 -0.7320 -0.6907 -0.6539 -0.6233 -0.6000 -0.5837 -0.5743
 -0.5717 -0.5704 -0.5659 -0.5537 -0.5329 -0.4716 -0.4300 -0.4147 -0.4228 -0.4433
 -0.4680 -0.4947 -0.5233 -0.5538 -0.5861 -0.6204 -0.6576 -0.6991 -0.7469 -0.7967
 -0.8066 -0.7724 -0.7393 -0.7062 -0.6728 -0.6398 -0.6087 -0.5815 -0.5594 -0.5422
 -0.5290 -0.5198 -0.5152 -0.5108 -0.5020 -0.4657 -0.4296 -0.4150 -0.4237 -0.4474
 -0.4759 -0.5054 -0.5356 -0.5669 -0.5992 -0.6327 -0.6681 -0.7061 -0.7483 -0.7977
 -0.8495
 -0.7215 -0.7017 -0.6826 -0.6623 -0.6398 -0.6149 -0.5887 -0.5628 -0.5392 -0.5193
 -0.5027 -0.4889 -0.4786 -0.4708 -0.4642 -0.4443 -0.4223 -0.4101 -0.4188 -0.4448
 -0.4779 -0.5117 -0.5450 -0.5783 -0.6118 -0.6457 -0.6806 -0.7169 -0.7554 -0.7989
 -0.8499
 -0.6251 -0.6165 -0.6090 -0.6006 -0.5896 -0.5752 -0.5573 -0.5369 -0.5161 -0.4965
 -0.4794 -0.4650 -0.4528 -0.4428 -0.4343 -0.4174 -0.4057 -0.4003 -0.4097 -0.4364
 -0.4731 -0.5122 -0.5502 -0.5871 -0.6231 -0.6587 -0.6944 -0.7305 -0.7678 -0.8075
 -0.8520
 -0.5251 -0.5240 -0.5249 -0.5258 -0.5249 -0.5207 -0.5127 -0.5007 -0.4860 -0.4700
 -0.4547 -0.4412 -0.4298 -0.4201 -0.4117 -0.3948 -0.3865 -0.3868 -0.3977 -0.4237
 -0.4617 -0.5047 -0.5479 -0.5896 -0.6296 -0.6682 -0.7060 -0.7432 -0.7806 -0.8189
 -0.8589
 -0.4258 -0.4293 -0.4347 -0.4420 -0.4487 -0.4534 -0.4545 -0.4517 -0.4453 -0.4359
 -0.4250 -0.4141 -0.4044 -0.3965 -0.3898 -0.3762 -0.3689 -0.3719 -0.3851 -0.4102
 -0.4473 -0.4917 -0.5387 -0.5853 -0.6302 -0.6730 -0.7142 -0.7540 -0.7930 -0.8317
 -0.8711
 -0.3311 -0.3364 -0.3442 -0.3542 -0.3655 -0.3765 -0.3852 -0.3907 -0.3927 -0.3915
 -0.3874 -0.3816 -0.3783 -0.3713 -0.3686 -0.3616 -0.3529 -0.3556 -0.3719
 [Fe/H] = -1.50 [alpha/Fe] = 0.00 BC value = G_RP 
 -1.1944 -1.1349 -1.0921 -1.0604 -1.0343 -1.0076 -0.9747 -0.9327 -0.8842 -0.8306
 -0.7717 -0.7090 -0.6459 -0.5880 -0.5362 -0.4325 -0.3658 -0.3345 -0.3341
 -1.1065 -1.0372 -0.9872 -0.9523 -0.9272 -0.9065 -0.8850 -0.8582 -0.8265 -0.7896
 -0.7460 -0.6955 -0.6409 -0.5885 -0.5410 -0.4464 -0.3857 -0.3582 -0.3571 -0.3712
 -1.0291 -0.9519 -0.9092 -0.8793 -0.8531 -0.8324 -0.8150 -0.7966 -0.7755 -0.7507
 -0.7205 -0.6828 -0.6375 -0.5905 -0.5467 -0.4594 -0.4034 -0.3772 -0.3762 -0.3902
 -0.4120
 -1.0184 -0.9202 -0.8456 -0.7954 -0.7706 -0.7667 -0.7628 -0.7510 -0.7342 -0.7147
 -0.6924 -0.6657 -0.6314 -0.5910 -0.5511 -0.4701 -0.4178 -0.3928 -0.3915 -0.4058
 -0.4276 -0.4536
 -1.0198 -0.9211 -0.8391 -0.7742 -0.7254 -0.6942 -0.6809 -0.6812 -0.6868 -0.6817
 -0.6658 -0.6444 -0.6190 -0.5873 -0.5522 -0.4772 -0.4282 -0.4044 -0.4033 -0.4182
 -0.4409 -0.4671 -0.4961 -0.5278
 -1.0113 -0.9198 -0.8406 -0.7738 -0.7189 -0.6757 -0.6435 -0.6218 -0.6113 -0.6130
 -0.6171 -0.6130 -0.5987 -0.5762 -0.5480 -0.4800 -0.4342 -0.4118 -0.4110 -0.4269
 -0.4513 -0.4790 -0.5086 -0.5401 -0.5735 -0.6086 -0.6471 -0.6906 -0.7391 -0.7886
 -0.9824 -0.9038 -0.8331 -0.7711 -0.7172 -0.6709 -0.6323 -0.6014 -0.5780 -0.5613
 -0.5527 -0.5519 -0.5522 -0.5467 -0.5326 -0.4781 -0.4357 -0.4146 -0.4142 -0.4312
 -0.4581 -0.4884 -0.5197 -0.5520 -0.5854 -0.6203 -0.6571 -0.6965 -0.7401 -0.7899
 -0.8418
 -0.9299 -0.8667 -0.8086 -0.7558 -0.7080 -0.6646 -0.6258 -0.5915 -0.5625 -0.5389
 -0.5200 -0.5062 -0.4991 -0.4965 -0.4930 -0.4677 -0.4325 -0.4131 -0.4129 -0.4304
 -0.4598 -0.4936 -0.5279 -0.5623 -0.5970 -0.6322 -0.6685 -0.7063 -0.7462 -0.7909
 -0.8424
 -0.8560 -0.8079 -0.7634 -0.7222 -0.6838 -0.6475 -0.6130 -0.5804 -0.5504 -0.5240
 -0.5013 -0.4825 -0.4676 -0.4575 -0.4513 -0.4392 -0.4222 -0.4071 -0.4076 -0.4250
 -0.4562 -0.4938 -0.5323 -0.5702 -0.6074 -0.6442 -0.6813 -0.7188 -0.7576 -0.7994
 -0.8443
 -0.7708 -0.7348 -0.7018 -0.6718 -0.6436 -0.6164 -0.5893 -0.5621 -0.5353 -0.5098
 -0.4864 -0.4659 -0.4485 -0.4345 -0.4237 -0.4087 -0.4012 -0.3962 -0.3987 -0.4156
 -0.4467 -0.4868 -0.5297 -0.5721 -0.6131 -0.6528 -0.6919 -0.7305 -0.7693 -0.8091
 -0.8505
 -0.6821 -0.6537 -0.6287 -0.6073 -0.5882 -0.5700 -0.5515 -0.5318 -0.5111 -0.4898
 -0.4688 -0.4492 -0.4317 -0.4168 -0.4046 -0.3850 -0.3782 -0.3794 -0.3869 -0.4041
 -0.4342 -0.4748 -0.5207 -0.5675 -0.6131 -0.6570 -0.6994 -0.7405 -0.7808 -0.8210
 -0.8617
 -0.5941 -0.5706 -0.5509 -0.5347 -0.5217 -0.5108 -0.5001 -0.4884 -0.4751 -0.4603
 -0.4443 -0.4281 -0.4128 -0.3981 -0.3940 -0.3681 -0.3532 -0.3567 -0.3722
 [Fe/H] = -1.00 [alpha/Fe] = 0.00 BC value = G_RP 
 -1.5069 -1.4311 -1.3687 -1.3130 -1.2591 -1.1974 -1.1186 -1.0225 -0.9312 -0.8481
 -0.7723 -0.7031 -0.6401 -0.5847 -0.5359 -0.4381 -0.3698 -0.3310 -0.3215
 -1.3759 -1.2928 -1.2282 -1.1757 -1.1292 -1.0816 -1.0222 -0.9525 -0.8839 -0.8184
 -0.7553 -0.6945 -0.6375 -0.5860 -0.5404 -0.4496 -0.3874 -0.3526 -0.3441 -0.3548
 -1.2822 -1.1925 -1.1227 -1.0687 -1.0249 -0.9858 -0.9427 -0.8920 -0.8405 -0.7896
 -0.7387 -0.6872 -0.6359 -0.5879 -0.5449 -0.4597 -0.4021 -0.3702 -0.3619 -0.3721
 -0.3933
 -1.1800 -1.0886 -1.0289 -0.9828 -0.9420 -0.9066 -0.8730 -0.8361 -0.7974 -0.7582
 -0.7183 -0.6766 -0.6327 -0.5889 -0.5483 -0.4677 -0.4139 -0.3840 -0.3762 -0.3861
 -0.4071 -0.4337
 -1.1474 -1.0282 -0.9390 -0.8770 -0.8395 -0.8211 -0.8064 -0.7846 -0.7566 -0.7259
 -0.6938 -0.6606 -0.6250 -0.5870 -0.5495 -0.4731 -0.4224 -0.3944 -0.3873 -0.3970
 -0.4183 -0.4453 -0.4755 -0.5086
 -1.1427 -1.0206 -0.9195 -0.8393 -0.7788 -0.7361 -0.7092 -0.6965 -0.6932 -0.6851
 -0.6665 -0.6406 -0.6116 -0.5804 -0.5474 -0.4757 -0.4278 -0.4015 -0.3950 -0.4050
 -0.4269 -0.4550 -0.4859 -0.5189 -0.5540 -0.5917 -0.6323 -0.6775 -0.7273 -0.7769
 -1.1405 -1.0205 -0.9177 -0.8319 -0.7627 -0.7083 -0.6668 -0.6362 -0.6153 -0.6053
 -0.6040 -0.6008 -0.5883 -0.5668 -0.5403 -0.4751 -0.4300 -0.4053 -0.3995 -0.4099
