 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =F322W2
 -2.3914 -2.2157 -2.3168 -2.9607 -4.0080 -4.6678 -4.9541 -5.0478 -4.8946 -4.5393
 -4.9130 -5.4294 -5.0998 -4.2987 -3.7346 -3.9128
 -2.9538 -2.8280 -2.8013 -3.0143 -3.4366 -3.7187 -3.8837 -4.0001 -4.0463 -4.0330
 -4.2580 -4.4862 -4.3442 -3.9822 -3.7360 -3.9264 -4.1091 -4.2729 -4.4439
 -3.2491 -3.1986 -3.1509 -3.1657 -3.2524 -3.3290 -3.4126 -3.5111 -3.6184 -3.7315
 -3.8391 -3.9032 -3.8765 -3.7943 -3.7535 -3.9382 -4.1241 -4.2914 -4.4571 -4.6135
 -4.7641
 -3.2773 -3.3275 -3.3656 -3.4149 -3.4553 -3.4987 -3.5408 -3.5809 -3.6110 -3.6347
 -3.6564 -3.6805 -3.6969 -3.7350 -3.7871 -3.9482 -4.1355 -4.3065 -4.4694 -4.6256
 -4.7762 -4.9208 -5.0602
 -3.3883 -3.4118 -3.4328 -3.4625 -3.4947 -3.5320 -3.5718 -3.6116 -3.6493 -3.6820
 -3.7091 -3.7353 -3.7596 -3.7914 -3.8356 -3.9754 -4.1438 -4.3149 -4.4796 -4.6362
 -4.7857 -4.9290 -5.0669 -5.2001 -5.3293
 -3.5077 -3.5124 -3.5197 -3.5329 -3.5537 -3.5816 -3.6151 -3.6512 -3.6881 -3.7239
 -3.7567 -3.7861 -3.8144 -3.8411 -3.8808 -4.0047 -4.1565 -4.3227 -4.4871 -4.6441
 -4.7933 -4.9359 -5.0727 -5.2045 -5.3320 -5.4559
 -3.6354 -3.6293 -3.6263 -3.6261 -3.6324 -3.6475 -3.6707 -3.6997 -3.7320 -3.7658
 -3.7996 -3.8318 -3.8619 -3.8887 -3.9227 -4.0361 -4.1736 -4.3299 -4.4919 -4.6493
 -4.7990 -4.9415 -5.0777 -5.2087 -5.3349 -5.4571 -5.5759 -5.6916 -5.8044 -5.9141
 -3.7715 -3.7625 -3.7526 -3.7419 -3.7343 -3.7339 -3.7424 -3.7599 -3.7840 -3.8122
 -3.8427 -3.8742 -3.9053 -3.9341 -3.9642 -4.0646 -4.1940 -4.3391 -4.4951 -4.6518
 -4.8024 -4.9456 -5.0818 -5.2123 -5.3378 -5.4588 -5.5761 -5.6902 -5.8013 -5.9098
 -6.0158
 -3.9091 -3.9023 -3.8906 -3.8745 -3.8571 -3.8427 -3.8349 -3.8366 -3.8480 -3.8668
 -3.8903 -3.9173 -3.9465 -3.9763 -4.0051 -4.0934 -4.2131 -4.3512 -4.4990 -4.6520
 -4.8030 -4.9475 -5.0846 -5.2153 -5.3404 -5.4609 -5.5773 -5.6900 -5.7995 -5.9063
 -6.0109
 -4.0356 -4.0390 -4.0326 -4.0174 -3.9958 -3.9717 -3.9502 -3.9353 -3.9300 -3.9348
 -3.9478 -3.9666 -3.9901 -4.0169 -4.0446 -4.1248 -4.2331 -4.3648 -4.5071 -4.6546
 -4.8037 -4.9492 -5.0879 -5.2198 -5.3454 -5.4658 -5.5818 -5.6939 -5.8024 -5.9080
 -6.0109
 -4.1547 -4.1648 -4.1645 -4.1549 -4.1345 -4.1085 -4.0795 -4.0520 -4.0306 -4.0190
