 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  G   
 -1.7014 -1.6807 -1.8663 -1.8599 -1.7627 -1.6049 -1.4130 -1.2898 -1.1772 -1.0582
 -0.9443 -0.8364 -0.7354 -0.6428 -0.5578 -0.3797 -0.2372 -0.1220 -0.0499
 -1.7023 -1.6008 -1.5158 -1.4648 -1.4486 -1.4047 -1.3079 -1.1920 -1.0798 -0.9709
 -0.8652 -0.7649 -0.6716 -0.5861 -0.5080 -0.3430 -0.2152 -0.1201 -0.0515 -0.0013
 -1.5661 -1.4682 -1.3715 -1.2847 -1.2151 -1.1765 -1.1517 -1.0950 -1.0070 -0.9066
 -0.8087 -0.7149 -0.6271 -0.5466 -0.4734 -0.3204 -0.2041 -0.1187 -0.0572 -0.0118
  0.0228
 -1.4448 -1.3628 -1.2727 -1.1829 -1.1000 -1.0274 -0.9707 -0.9357 -0.8991 -0.8389
 -0.7592 -0.6746 -0.5931 -0.5173 -0.4481 -0.3040 -0.1962 -0.1190 -0.0638 -0.0231
  0.0084  0.0335
 -1.3255 -1.2636 -1.1887 -1.1067 -1.0250 -0.9484 -0.8791 -0.8185 -0.7725 -0.7326
 -0.6875 -0.6285 -0.5612 -0.4928 -0.4282 -0.2917 -0.1900 -0.1191 -0.0699 -0.0341
 -0.0062  0.0163  0.0348  0.0499
 -1.2069 -1.1615 -1.1051 -1.0371 -0.9636 -0.8900 -0.8207 -0.7569 -0.6992 -0.6480
 -0.6037 -0.5615 -0.5142 -0.4616 -0.4071 -0.2811 -0.1840 -0.1173 -0.0730 -0.0429
 -0.0195 -0.0005  0.0153  0.0289  0.0418  0.0525  0.0594  0.0611  0.0564  0.0448
 -1.0915 -1.0579 -1.0167 -0.9644 -0.9035 -0.8381 -0.7726 -0.7103 -0.6531 -0.6002
 -0.5509 -0.5055 -0.4632 -0.4211 -0.3772 -0.2686 -0.1773 -0.1122 -0.0720 -0.0472
 -0.0294 -0.0150 -0.0029  0.0077  0.0170  0.0263  0.0340  0.0378  0.0360  0.0273
  0.0107
 -0.9818 -0.9561 -0.9248 -0.8852 -0.8379 -0.7842 -0.7266 -0.6686 -0.6136 -0.5626
 -0.5150 -0.4699 -0.4268 -0.3861 -0.3466 -0.2519 -0.1688 -0.1061 -0.0670 -0.0458
 -0.0336 -0.0249 -0.0177 -0.0113 -0.0055  0.0002  0.0067  0.0115  0.0122  0.0064
 -0.0071
 -0.8803 -0.8594 -0.8336 -0.8010 -0.7652 -0.7230 -0.6758 -0.6254 -0.5748 -0.5264
 -0.4813 -0.4390 -0.3985 -0.3594 -0.3213 -0.2333 -0.1575 -0.0985 -0.0593 -0.0395
 -0.0313 -0.0283 -0.0271 -0.0261 -0.0249 -0.0232 -0.0213 -0.0196 -0.0201 -0.0230
