 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F444W
  4.1606  4.2179  4.1407  3.6954  2.8668  2.2439  2.2381  2.2972  2.3676  2.4423
  2.2642  2.1575  2.2934  2.5218  2.6068  2.4380
  3.7294  3.7727  3.7660  3.5887  3.2218  2.9075  2.8194  2.7380  2.6714  2.6274
  2.5249  2.4755  2.5254  2.6029  2.6131  2.4247  2.2510  2.0888  1.8934
  3.4932  3.4905  3.4869  3.4333  3.3200  3.1904  3.0814  2.9569  2.8439  2.7543
  2.6925  2.6614  2.6509  2.6360  2.5980  2.4112  2.2327  2.0538  1.8726  1.6974
  1.5748
  3.4520  3.3713  3.3034  3.2292  3.1615  3.0927  3.0241  2.9542  2.8851  2.8229
  2.7670  2.7152  2.6698  2.6209  2.5615  2.3975  2.2064  2.0334  1.8661  1.7064
  1.5543  1.4094  1.2706
  3.3518  3.2955  3.2430  3.1849  3.1250  3.0617  2.9964  2.9300  2.8633  2.7978
  2.7363  2.6795  2.6277  2.5774  2.5247  2.3761  2.1988  2.0211  1.8529  1.6937
  1.5422  1.3977  1.2595  1.1267  0.9983
  3.2490  3.2092  3.1686  3.1242  3.0744  3.0195  2.9605  2.8994  2.8370  2.7744
  2.7129  2.6537  2.5982  2.5480  2.4947  2.3549  2.1906  2.0132  1.8437  1.6840
  1.5326  1.3883  1.2505  1.1184  0.9912  0.8682
  3.1436  3.1124  3.0802  3.0471  3.0097  2.9661  2.9164  2.8624  2.8057  2.7475
  2.6887  2.6308  2.5749  2.5232  2.4715  2.3339  2.1818  2.0097  1.8385  1.6773
  1.5255  1.3812  1.2435  1.1117  0.9853  0.8634  0.7452  0.6305  0.5188  0.4095
  3.0355  3.0051  2.9778  2.9533  2.9276  2.8972  2.8605  2.8168  2.7680  2.7160
  2.6618  2.6067  2.5521  2.5001  2.4497  2.3176  2.1709  2.0082  1.8379  1.6742
  1.5208  1.3759  1.2381  1.1064  0.9802  0.8590  0.7420  0.6286  0.5183  0.4107
  0.3051
  2.9283  2.8950  2.8682  2.8473  2.8294  2.8108  2.7880  2.7582  2.7208  2.6775
  2.6304  2.5803  2.5286  2.4768  2.4274  2.3016  2.1611  2.0055  1.8406  1.6756
  1.5193  1.3728  1.2342  1.1023  0.9761  0.8551  0.7384  0.6258  0.5169  0.4108
  0.3072
  2.8325  2.7893  2.7568  2.7339  2.7187  2.7078  2.6966  2.6810  2.6581  2.6272
  2.5899  2.5476  2.5014  2.4529  2.4048  2.2832  2.1497  2.0003  1.8409  1.6782
  1.5195  1.3699  1.2295  1.0966  0.9699  0.8487  0.7322  0.6199  0.5114  0.4062
  0.3040
  2.7415  2.6937  2.6561  2.6277  2.6102  2.5998  2.5941  2.5889  2.5802  2.5638
  2.5384  2.5057  2.4678  2.4267  2.3836  2.2675  2.1384  1.9960  1.8428  1.6848
  1.5270  1.3747  1.2312  1.0964  0.9686  0.8468  0.7301  0.6179  0.5098  0.4052
  0.3017
  2.6676  2.6082  2.5626  2.5295  2.5066  2.4928  2.4873  2.4861  2.4859  2.4802
  2.4678  2.4489  2.4238  2.3929  2.3565  2.2476  2.1232  1.9895  1.8425  1.6897
  1.5353  1.3831  1.2370  1.0991  0.9692  0.8461  0.7285  0.6160  0.5078  0.4033
  0.3022
  2.6108  2.5327  2.4763  2.4393  2.4079  2.3868  2.3827  2.3806  2.3825  2.3829
  2.3807  2.3761  2.3693  2.3515  2.3237  2.2237  2.1041  1.9808  1.8400
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = F444W
  3.4259  3.3421  3.2624  3.1844  3.1058  3.0716  3.0961  3.0823  3.0275  2.9371
  2.8146  2.7150  2.6708  2.6523  2.6161  2.4364
  3.4557  3.3724  3.2917  3.2127  3.1345  3.0790  3.0548  3.0179  2.9663  2.9008
  2.8217  2.7488  2.6941  2.6471  2.5911  2.4098  2.2384  2.0743  1.9116
  3.4663  3.3858  3.3065  3.2285  3.1518  3.0835  3.0277  2.9743  2.9220  2.8694
  2.8155  2.7591  2.6997  2.6364  2.5688  2.3879  2.2162  2.0514  1.8863  1.7254
  1.5734
  3.4577  3.3823  3.3068  3.2318  3.1579  3.0851  3.0148  2.9515  2.8946  2.8430
  2.7959  2.7460  2.6875  2.6202  2.5492  2.3707  2.1990  2.0333  1.8672  1.7082
  1.5566  1.4117  1.2722
  3.4299  3.3619  3.2926  3.2226  3.1527  3.0838  3.0161  2.9494  2.8841  2.8215
  2.7630  2.7094  2.6576  2.5985  2.5323  2.3582  2.1868  2.0200  1.8543  1.6954
  1.5441  1.3996  1.2614  1.1284  0.9998
  3.3829  3.3246  3.2639  3.2009  3.1362  3.0708  3.0056  2.9414  2.8776  2.8141
  2.7506  2.6884  2.6319  2.5755  2.5139  2.3480  2.1786  2.0111  1.8451  1.6860
  1.5347  1.3905  1.2526  1.1204  0.9931  0.8698
  3.3163  3.2681  3.2182  3.1648  3.1078  3.0479  2.9865  2.9247  2.8629  2.8011
  2.7391  2.6767  2.6150  2.5587  2.4980  2.3372  2.1727  2.0065  1.8397  1.6795
  1.5278  1.3835  1.2458  1.1140  0.9873  0.8652  0.7469  0.6319  0.5200  0.4107
  3.2349  3.1938  3.1534  3.1112  3.0648  3.0133  2.9582  2.9006  2.8418  2.7823
  2.7224  2.6619  2.6011  2.5436  2.4850  2.3279  2.1668  2.0046  1.8386  1.6764
  1.5233  1.3784  1.2406  1.1088  0.9825  0.8610  0.7436  0.6299  0.5196  0.4120
  0.3063
  3.1761  3.1181  3.0730  3.0396  3.0042  2.9637  2.9177  2.8672  2.8134  2.7576
  2.7006  2.6426  2.5839  2.5259  2.4703  2.3193  2.1620  2.0034  1.8386  1.6775
  1.5225  1.3754  1.2369  1.1048  0.9784  0.8572  0.7404  0.6274  0.5179  0.4116
  0.3084
  3.0465  3.0205  2.9888  2.9523  2.9248  2.8955  2.8605  2.8197  2.7738  2.7240
  2.6716  2.6172  2.5615  2.5052  2.4509  2.3072  2.1558  2.0002  1.8414  1.6797
  1.5217  1.3725  1.2322  1.0992  0.9724  0.8510  0.7343  0.6218  0.5131  0.4078
  0.3053
  2.9699  2.9293  2.8922  2.8583  2.8347  2.8113  2.7869  2.7573  2.7218  2.6808
  2.6354  2.5867  2.5354  2.4825  2.4295  2.2930  2.1494  1.9989  1.8441  1.6862
