 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =  G   
 -3.1104 -1.9446 -0.6281 -0.3936 -1.6371 -3.9921 -3.2038 -1.8685 -1.0623 -1.0245
 -0.9414 -0.9436 -1.3456 -1.8294 -2.0765 -1.8775
 -3.0859 -2.5790 -1.9452 -1.7715 -2.2060 -3.2566 -2.9276 -2.3387 -1.8983 -1.7413
 -1.6126 -1.5716 -1.7218 -1.9206 -2.0129 -1.8465 -1.7319 -1.6630 -1.6787
 -2.9020 -2.7632 -2.5489 -2.4265 -2.4286 -2.6783 -2.5989 -2.4447 -2.2708 -2.1165
 -2.0032 -1.9469 -1.9488 -1.9694 -1.9620 -1.8259 -1.7360 -1.6745 -1.6551 -1.6427
 -1.6029
 -2.5587 -2.4972 -2.4392 -2.3586 -2.3049 -2.2572 -2.2177 -2.1864 -2.1799 -2.1502
 -2.1130 -2.0694 -2.0267 -1.9758 -1.9238 -1.8157 -1.7336 -1.6814 -1.6497 -1.6327
 -1.6234 -1.6192 -1.6179
 -2.3515 -2.3236 -2.2932 -2.2500 -2.2113 -2.1722 -2.1354 -2.1025 -2.0741 -2.0485
 -2.0215 -1.9903 -1.9573 -1.9213 -1.8822 -1.7958 -1.7338 -1.6929 -1.6670 -1.6516
 -1.6430 -1.6390 -1.6379 -1.6398 -1.6450
 -2.1579 -2.1558 -2.1480 -2.1331 -2.1114 -2.0851 -2.0564 -2.0277 -2.0004 -1.9749
 -1.9511 -1.9274 -1.9017 -1.8758 -1.8465 -1.7777 -1.7296 -1.6985 -1.6791 -1.6671
 -1.6605 -1.6577 -1.6575 -1.6593 -1.6630 -1.6694
 -1.9779 -1.9938 -2.0036 -2.0079 -2.0053 -1.9959 -1.9807 -1.9620 -1.9415 -1.9203
 -1.8994 -1.8790 -1.8588 -1.8390 -1.8167 -1.7614 -1.7210 -1.6982 -1.6860 -1.6792
 -1.6759 -1.6753 -1.6767 -1.6794 -1.6833 -1.6887 -1.6964 -1.7091 -1.7289 -1.7543
 -1.8114 -1.8376 -1.8600 -1.8790 -1.8931 -1.9007 -1.9013 -1.8960 -1.8860 -1.8728
 -1.8577 -1.8415 -1.8249 -1.8083 -1.7914 -1.7467 -1.7111 -1.6920 -1.6856 -1.6851
 -1.6870 -1.6901 -1.6942 -1.6990 -1.7043 -1.7101 -1.7164 -1.7259 -1.7414 -1.7645
 -1.7938
 -1.6662 -1.6961 -1.7252 -1.7537 -1.7795 -1.8009 -1.8166 -1.8256 -1.8281 -1.8253
 -1.8181 -1.8080 -1.7961 -1.7831 -1.7691 -1.7330 -1.7013 -1.6830 -1.6787 -1.6831
 -1.6910 -1.6996 -1.7080 -1.7162 -1.7241 -1.7318 -1.7399 -1.7481 -1.7595 -1.7773
 -1.8036
 -1.5402 -1.5725 -1.6056 -1.6394 -1.6722 -1.7028 -1.7296 -1.7511 -1.7662 -1.7744
 -1.7766 -1.7740 -1.7679 -1.7594 -1.7490 -1.7190 -1.6912 -1.6731 -1.6685 -1.6746
 -1.6872 -1.7017 -1.7160 -1.7291 -1.7411 -1.7519 -1.7623 -1.7727 -1.7839 -1.7985
 -1.8168
 -1.4353 -1.4681 -1.5021 -1.5371 -1.5730 -1.6084 -1.6421 -1.6726 -1.6984 -1.7176
 -1.7299 -1.7362 -1.7375 -1.7348 -1.7288 -1.7059 -1.6813 -1.6639 -1.6580 -1.6632
 -1.6770 -1.6957 -1.7157 -1.7348 -1.7522 -1.7677 -1.7819 -1.7951 -1.8080 -1.8215
 -1.8360
 -1.3535 -1.3829 -1.4148 -1.4490 -1.4853 -1.5222 -1.5592 -1.5948 -1.6275 -1.6547
 -1.6760 -1.6917 -1.7018 -1.7067 -1.7067 -1.6928 -1.6718 -1.6552 -1.6483 -1.6521
 -1.6649 -1.6845 -1.7081 -1.7326 -1.7559 -1.7772 -1.7964 -1.8140 -1.8301 -1.8457
 -1.8618
 -1.2949 -1.3168 -1.3437 -1.3751 -1.4091 -1.4442 -1.4835 -1.5213 -1.5575 -1.5897
 -1.6177 -1.6417 -1.6621 -1.6751 -1.6826 -1.6796 -1.6627 -1.6470 -1.6394
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value =  G   
 -2.5077 -2.4132 -2.3604 -2.3575 -2.4129 -2.6555 -2.5420 -2.4226 -2.3304 -2.2600
 -2.1529 -2.0492 -2.0271 -2.0444 -2.0272 -1.8518
 -2.5256 -2.4294 -2.3627 -2.3319 -2.3437 -2.4636 -2.4137 -2.3536 -2.2977 -2.2454
 -2.1761 -2.1053 -2.0627 -2.0342 -1.9916 -1.8366 -1.7285 -1.6602 -1.6186
 -2.5197 -2.4270 -2.3536 -2.3042 -2.2840 -2.3163 -2.3023 -2.2794 -2.2488 -2.2117
 -2.1692 -2.1221 -2.0713 -2.0173 -1.9608 -1.8237 -1.7298 -1.6701 -1.6337 -1.6128
 -1.6017
 -2.4900 -2.4060 -2.3331 -2.2744 -2.2338 -2.2136 -2.2078 -2.2000 -2.1838 -2.1589
 -2.1323 -2.0996 -2.0528 -1.9938 -1.9348 -1.8131 -1.7309 -1.6793 -1.6479 -1.6295
 -1.6194 -1.6149 -1.6137
 -2.4365 -2.3664 -2.3012 -2.2425 -2.1931 -2.1555 -2.1302 -2.1155 -2.1027 -2.0869
 -2.0653 -2.0377 -2.0073 -1.9637 -1.9136 -1.8048 -1.7318 -1.6878 -1.6612 -1.6455
 -1.6367 -1.6327 -1.6322 -1.6346 -1.6404
 -2.3592 -2.3082 -2.2579 -2.2085 -2.1619 -2.1208 -2.0872 -2.0612 -2.0412 -2.0242
 -2.0050 -1.9810 -1.9571 -1.9284 -1.8908 -1.7967 -1.7306 -1.6932 -1.6723 -1.6600
 -1.6534 -1.6506 -1.6507 -1.6531 -1.6575 -1.6644
 -2.2595 -2.2279 -2.1956 -2.1609 -2.1243 -2.0876 -2.0533 -2.0236 -1.9987 -1.9768
 -1.9557 -1.9336 -1.9097 -1.8888 -1.8609 -1.7859 -1.7264 -1.6936 -1.6786 -1.6714
 -1.6680 -1.6675 -1.6692 -1.6725 -1.6771 -1.6832 -1.6916 -1.7050 -1.7253 -1.7508
 -2.1452 -2.1296 -2.1137 -2.0953 -2.0725 -2.0459 -2.0171 -1.9890 -1.9632 -1.9403
 -1.9189 -1.8972 -1.8743 -1.8535 -1.8309 -1.7701 -1.7189 -1.6889 -1.6783 -1.6768
 -1.6785 -1.6817 -1.6862 -1.6916 -1.6975 -1.7041 -1.7122 -1.7221 -1.7375 -1.7610
 -1.7905
 -2.0381 -2.0259 -2.0177 -2.0130 -2.0044 -1.9908 -1.9719 -1.9498 -1.9272 -1.9057
 -1.8854 -1.8658 -1.8456 -1.8250 -1.8053 -1.7526 -1.7087 -1.6806 -1.6710 -1.6748
 -1.6795 -1.6910 -1.6997 -1.7084 -1.7170 -1.7254 -1.7343 -1.7462 -1.7614 -1.7795
 -1.8003
 -1.9014 -1.9149 -1.9209 -1.9202 -1.9226 -1.9210 -1.9140 -1.9017 -1.8856 -1.8681
 -1.8506 -1.8337 -1.8167 -1.7993 -1.7822 -1.7355 -1.6964 -1.6709 -1.6619 -1.6667
 -1.6788 -1.6933 -1.7077 -1.7213 -1.7338 -1.7454 -1.7565 -1.7675 -1.7794 -1.7937
 -1.8134
 -1.7847 -1.8051 -1.8174 -1.8224 -1.8330 -1.8402 -1.8439 -1.8424 -1.8358 -1.8254
 -1.8127 -1.7996 -1.7863 -1.7728 -1.7589 -1.7201 -1.6846 -1.6609 -1.6516 -1.6554
 -1.6690 -1.6877 -1.7078 -1.7272 -1.7450 -1.7611 -1.7760 -1.7898 -1.8033 -1.8174
 -1.8325
 -1.6734 -1.6967 -1.7167 -1.7336 -1.7506 -1.7662 -1.7784 -1.7726 -1.7759 -1.7745
