 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F360M
  4.1291  4.2408  4.1712  3.6874  2.8260  2.3165  2.2704  2.1155  1.9936  1.9723
  1.8340  1.8677  2.1574  2.4884  2.6524  2.4784
  3.7390  3.8092  3.8112  3.6218  3.2429  2.9833  2.8803  2.7113  2.5591  2.4639
  2.3675  2.3727  2.4914  2.6189  2.6624  2.4695  2.2932  2.1219  1.9507
  3.5020  3.5092  3.5118  3.4611  3.3478  3.2367  3.1282  2.9901  2.8597  2.7552
  2.6904  2.6702  2.6787  2.6802  2.6505  2.4598  2.2755  2.1004  1.9332  1.7751
  1.6238
  3.4181  3.3408  3.2730  3.2053  3.1407  3.0768  3.0141  2.9517  2.8953  2.8461
  2.8025  2.7601  2.7192  2.6725  2.6167  2.4493  2.2547  2.0828  1.9183  1.7596
  1.6081  1.4631  1.3236
  3.3223  3.2668  3.2135  3.1577  3.0999  3.0404  2.9803  2.9202  2.8606  2.8036
  2.7525  2.7069  2.6637  2.6191  2.5703  2.4248  2.2488  2.0730  1.9061  1.7480
  1.5974  1.4534  1.3151  1.1817  1.0524
  3.2208  3.1810  3.1396  3.0951  3.0464  2.9940  2.9392  2.8834  2.8269  2.7706
  2.7160  2.6652  2.6190  2.5762  2.5295  2.3984  2.2393  2.0659  1.8978  1.7392
  1.5888  1.4453  1.3079  1.1757  1.0481  0.9242
  3.1136  3.0834  3.0513  3.0175  2.9800  2.9376  2.8908  2.8413  2.7899  2.7373
  2.6842  2.6323  2.5831  2.5383  2.4943  2.3701  2.2262  2.0615  1.8934  1.7332
  1.5823  1.4388  1.3019  1.1706  1.0441  0.9218  0.8029  0.6872  0.5745  0.4645
  3.0006  2.9740  2.9486  2.9243  2.8980  2.8675  2.8320  2.7914  2.7472  2.7004
  2.6516  2.6019  2.5526  2.5059  2.4616  2.3456  2.2093  2.0564  1.8925  1.7309
  1.5781  1.4340  1.2970  1.1660  1.0402  0.9190  0.8017  0.6878  0.5768  0.4684
  0.3623
