 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =  R   
 -1.7341  0.0683  1.5491  1.1927 -1.0499 -4.5271 -3.7376 -2.2097 -1.2633 -1.1103
 -0.9709 -0.9100 -1.2813 -1.7631 -1.9385 -1.6429
 -2.6026 -1.8691 -1.1636 -1.2203 -2.0467 -3.5915 -3.2536 -2.5572 -2.0145 -1.7705
 -1.5848 -1.4943 -1.6136 -1.7958 -1.8480 -1.6020 -1.4420 -1.3535 -1.3759
 -2.9487 -2.7750 -2.5255 -2.4196 -2.4671 -2.8256 -2.7279 -2.5220 -2.2873 -2.0769
 -1.9176 -1.8252 -1.7994 -1.7971 -1.7662 -1.5698 -1.4447 -1.3657 -1.3423 -1.3280
 -1.2791
 -2.7724 -2.6494 -2.5366 -2.4052 -2.3113 -2.2294 -2.1605 -2.1043 -2.0816 -2.0295
 -1.9694 -1.9027 -1.8389 -1.7670 -1.6931 -1.5463 -1.4403 -1.3741 -1.3349 -1.3135
 -1.3024 -1.2977 -1.2975
 -2.5105 -2.4295 -2.3505 -2.2618 -2.1838 -2.1107 -2.0449 -1.9871 -1.9371 -1.8918
 -1.8458 -1.7960 -1.7454 -1.6929 -1.6385 -1.5205 -1.4391 -1.3869 -1.3540 -1.3339
 -1.3227 -1.3175 -1.3166 -1.3202 -1.3288
 -2.2640 -2.2166 -2.1665 -2.1117 -2.0535 -1.9949 -1.9386 -1.8861 -1.8382 -1.7947
 -1.7545 -1.7156 -1.6752 -1.6359 -1.5939 -1.4988 -1.4339 -1.3931 -1.3672 -1.3505
 -1.3408 -1.3362 -1.3354 -1.3379 -1.3436 -1.3534
 -2.0327 -2.0107 -1.9846 -1.9549 -1.9203 -1.8820 -1.8416 -1.8013 -1.7622 -1.7248
 -1.6894 -1.6559 -1.6235 -1.5924 -1.5593 -1.4812 -1.4247 -1.3927 -1.3745 -1.3633
 -1.3567 -1.3538 -1.3540 -1.3566 -1.3615 -1.3691 -1.3799 -1.3978 -1.4249 -1.4564
 -1.8168 -1.8118 -1.8048 -1.7960 -1.7835 -1.7663 -1.7447 -1.7203 -1.6939 -1.6665
