 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F547M
 -5.6956 -5.6073 -5.8401 -5.7631 -5.5285 -5.2330 -4.9203 -4.6995 -4.4971 -4.2944
 -4.1116 -3.9447 -3.7885 -3.6413 -3.5025 -3.2097 -2.9266 -2.6865 -2.5404
 -5.6554 -5.4012 -5.1976 -5.0587 -4.9761 -4.8569 -4.6659 -4.4546 -4.2567 -4.0714
 -3.8994 -3.7409 -3.5953 -3.4612 -3.3369 -3.0630 -2.8372 -2.6626 -2.5357 -2.4421
 -5.3926 -5.1459 -4.9274 -4.7415 -4.5888 -4.4817 -4.3925 -4.2572 -4.0871 -3.9120
 -3.7521 -3.6052 -3.4703 -3.3467 -3.2334 -2.9901 -2.7957 -2.6454 -2.5342 -2.4504
 -2.3844
 -5.1795 -4.9553 -4.7474 -4.5601 -4.3934 -4.2454 -4.1202 -4.0239 -3.9234 -3.7930
 -3.6486 -3.5108 -3.3851 -3.2697 -3.1640 -2.9401 -2.7666 -2.6353 -2.5365 -2.4610
 -2.4003 -2.3496
 -5.0000 -4.7964 -4.6066 -4.4300 -4.2682 -4.1199 -3.9840 -3.8613 -3.7592 -3.6646
 -3.5617 -3.4450 -3.3275 -3.2182 -3.1185 -2.9073 -2.7464 -2.6278 -2.5398 -2.4721
 -2.4167 -2.3697 -2.3289 -2.2936
 -4.8503 -4.6601 -4.4863 -4.3235 -4.1718 -4.0307 -3.8993 -3.7774 -3.6657 -3.5644
 -3.4721 -3.3813 -3.2844 -3.1847 -3.0890 -2.8862 -2.7324 -2.6210 -2.5409 -2.4811
 -2.4318 -2.3893 -2.3518 -2.3183 -2.2871 -2.2598 -2.2384 -2.2246 -2.2194 -2.2236
 -4.7308 -4.5470 -4.3809 -4.2303 -4.0888 -3.9567 -3.8329 -3.7166 -3.6088 -3.5084
 -3.4145 -3.3260 -3.2407 -3.1554 -3.0695 -2.8734 -2.7228 -2.6136 -2.5385 -2.4854
 -2.4430 -2.4062 -2.3733 -2.3433 -2.3156 -2.2882 -2.2639 -2.2460 -2.2372 -2.2388
 -2.2490
 -4.6418 -4.4585 -4.2938 -4.1475 -4.0142 -3.8901 -3.7739 -3.6645 -3.5620 -3.4659
 -3.3757 -3.2899 -3.2073 -3.1276 -3.0496 -2.8668 -2.7174 -2.6080 -2.5334 -2.4839
 -2.4479 -2.4179 -2.3909 -2.3657 -2.3421 -2.3195 -2.2964 -2.2759 -2.2619 -2.2572
 -2.2638
 -4.5836 -4.3957 -4.2278 -4.0757 -3.9456 -3.8267 -3.7167 -3.6137 -3.5171 -3.4258
