 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F162M
  1.1226  1.2966  1.4353  1.4470  1.4150  1.3920  1.3688  1.3511  1.3100  1.2644
  1.2121  1.1559  1.0980  1.0377  0.9748  0.8178  0.6476  0.4915  0.3467
  1.2125  1.2116  1.2225  1.2689  1.3401  1.3663  1.3511  1.3207  1.2824  1.2372
  1.1864  1.1316  1.0743  1.0151  0.9549  0.8030  0.6508  0.4987  0.3477  0.1993
  1.1647  1.1601  1.1567  1.1590  1.1763  1.2291  1.2803  1.2871  1.2599  1.2159
  1.1661  1.1116  1.0544  0.9952  0.9353  0.7849  0.6364  0.4885  0.3408  0.1953
  0.0530
  1.1130  1.1134  1.1088  1.1036  1.1006  1.1030  1.1226  1.1650  1.1891  1.1773
  1.1395  1.0890  1.0332  0.9747  0.9151  0.7658  0.6201  0.4766  0.3336  0.1907
  0.0506 -0.0863
  1.0509  1.0609  1.0615  1.0570  1.0503  1.0435  1.0376  1.0376  1.0534  1.0705
  1.0711  1.0469  1.0045  0.9514  0.8937  0.7459  0.6021  0.4633  0.3254  0.1860
  0.0480 -0.0872 -0.2189 -0.3476
  0.9776  0.9971  1.0067  1.0076  1.0031  0.9955  0.9860  0.9753  0.9644  0.9581
  0.9593  0.9575  0.9407  0.9079  0.8634  0.7253  0.5832  0.4477  0.3148  0.1806
  0.0455 -0.0879 -0.2183 -0.3454 -0.4699 -0.5916 -0.7100 -0.8250 -0.9362 -1.0436
  0.8943  0.9221  0.9418  0.9493  0.9506  0.9463  0.9381  0.9273  0.9133  0.8967
  0.8804  0.8671  0.8548  0.8364  0.8076  0.6984  0.5634  0.4296  0.3012  0.1729
  0.0423 -0.0885 -0.2172 -0.3431 -0.4660 -0.5856 -0.7022 -0.8161 -0.9277 -1.0366
 -1.1407
  0.8021  0.8372  0.8647  0.8806  0.8881  0.8896  0.8858  0.8778  0.8661  0.8507
  0.8315  0.8104  0.7892  0.7676  0.7436  0.6575  0.5399  0.4111  0.2855  0.1622
  0.0372 -0.0899 -0.2164 -0.3406 -0.4621 -0.5807 -0.6964 -0.8092 -0.9195 -1.0274
 -1.1330
  0.7021  0.7438  0.7768  0.8007  0.8150  0.8224  0.8242  0.8212  0.8137  0.8022
  0.7866  0.7668  0.7437  0.7183  0.6911  0.6120  0.5092  0.3903  0.2673  0.1474
  0.0273 -0.0950 -0.2185 -0.3411 -0.4612 -0.5785 -0.6932 -0.8052 -0.9146 -1.0215
 -1.1261
  0.5954  0.6430  0.6807  0.7097  0.7308  0.7446  0.7521  0.7546  0.7525  0.7461
  0.7358  0.7212  0.7021  0.6788  0.6519  0.5724  0.4785  0.3687  0.2510  0.1334
  0.0170 -0.1004 -0.2194 -0.3390 -0.4572 -0.5731 -0.6864 -0.7969 -0.9049 -1.0106
 -1.1161
  0.4839  0.5344  0.5760  0.6096  0.6359  0.6556  0.6693  0.6775  0.6807  0.6800
  0.6752  0.6666  0.6539  0.6364  0.6141  0.5399  0.4489  0.3473  0.2358  0.1203
  0.0057 -0.1084 -0.2231 -0.3388 -0.4543 -0.5684 -0.6802 -0.7894 -0.8959 -1.0001
 -1.1021
  0.3716  0.4127  0.4529  0.4906  0.5243  0.5526  0.5745  0.5896  0.5989  0.6033
  0.6039  0.6012  0.5950  0.5848  0.5697  0.5088  0.4225  0.3252  0.2199
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F162M
  1.3099  1.3938  1.4235  1.4064  1.3801  1.3552  1.3310  1.3028  1.2693  1.2298
  1.1845  1.1346  1.0815  1.0260  0.9685  0.8199  0.6620  0.5058  0.3536
  1.2375  1.2434  1.3032  1.3736  1.3762  1.3515  1.3232  1.2940  1.2602  1.2201
  1.1741  1.1233  1.0693  1.0130  0.9551  0.8057  0.6535  0.5009  0.3499  0.2016
  1.2090  1.1933  1.1889  1.2136  1.2870  1.3286  1.3147  1.2840  1.2494  1.2096
  1.1636  1.1125  1.0580  1.0012  0.9428  0.7931  0.6422  0.4922  0.3438  0.1981
  0.0557
  1.1836  1.1677  1.1504  1.1372  1.1425  1.1802  1.2413  1.2598  1.2355  1.1969
  1.1519  1.1014  1.0469  0.9899  0.9311  0.7812  0.6313  0.4835  0.3376  0.1942
  0.0539 -0.0831
  1.1498  1.1422  1.1262  1.1079  1.0929  1.0849  1.0960  1.1279  1.1665  1.1666
  1.1345  1.0878  1.0347  0.9782  0.9195  0.7695  0.6202  0.4744  0.3315  0.1905
  0.0519 -0.0835 -0.2155 -0.3442
  1.1049  1.1072  1.0994  1.0836  1.0646  1.0465  1.0315  1.0228  1.0281  1.0506
  1.0641  1.0507  1.0140  0.9633  0.9066  0.7576  0.6088  0.4644  0.3243  0.1866
  0.0503 -0.0836 -0.2143 -0.3418 -0.4661 -0.5872 -0.7054 -0.8208 -0.9331 -1.0409
  1.0474  1.0596  1.0616  1.0541  1.0388  1.0194  0.9992  0.9797  0.9620  0.9499
  0.9469  0.9511  0.9455  0.9214  0.8818  0.7446  0.5971  0.4536  0.3156  0.1814
  0.0483 -0.0835 -0.2127 -0.3390 -0.4622 -0.5824 -0.6997 -0.8138 -0.9249 -1.0329
 -1.1380
  0.9783  0.9988  1.0106  1.0124  1.0053  0.9909  0.9715  0.9499  0.9273  0.9043
  0.8822  0.8641  0.8523  0.8409  0.8208  0.7221  0.5841  0.4423  0.3056  0.1742
  0.0449 -0.0839 -0.2112 -0.3360 -0.4578 -0.5767 -0.6927 -0.8060 -0.9166 -1.0247
 -1.1303
  0.8992  0.9271  0.9470  0.9572  0.9587  0.9522  0.9386  0.9197  0.8974  0.8730
  0.8468  0.8195  0.7933  0.7703  0.7494  0.6767  0.5626  0.4279  0.2930  0.1634
  0.0375 -0.0878 -0.2126 -0.3358 -0.4564 -0.5742 -0.6893 -0.8017 -0.9114 -1.0186
 -1.1234
  0.8122  0.8467  0.8726  0.8895  0.8988  0.9002  0.8943  0.8819  0.8638  0.8419
  0.8170  0.7894  0.7597  0.7295  0.7002  0.6272  0.5314  0.4114  0.2815  0.1537
  0.0302 -0.0912 -0.2123 -0.3330 -0.4520 -0.5683 -0.6820 -0.7930 -0.9014 -1.0074
 -1.1134
