 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F140M
  1.7624  1.6119  1.4942  1.4959  1.4948  1.5042  1.5311  1.5314  1.5359  1.5485
  1.5568  1.5537  1.5403  1.5219  1.5014  1.4379  1.3314  1.1772  1.0740
  1.6765  1.6323  1.5950  1.5573  1.5223  1.5157  1.5197  1.5209  1.5241  1.5285
  1.5280  1.5208  1.5077  1.4896  1.4666  1.3896  1.2914  1.1819  1.0683  0.9533
  1.7092  1.6604  1.6198  1.5853  1.5544  1.5236  1.5063  1.5072  1.5106  1.5116
  1.5087  1.4996  1.4849  1.4656  1.4418  1.3652  1.2703  1.1642  1.0535  0.9418
  0.8298
  1.7437  1.6912  1.6459  1.6070  1.5726  1.5423  1.5158  1.4955  1.4917  1.4956
  1.4939  1.4842  1.4682  1.4475  1.4226  1.3452  1.2522  1.1490  1.0408  0.9315
  0.8224  0.7134
  1.7739  1.7233  1.6748  1.6317  1.5932  1.5583  1.5273  1.5014  1.4833  1.4742
  1.4721  1.4670  1.4542  1.4338  1.4081  1.3291  1.2368  1.1358  1.0299  0.9223
  0.8152  0.7087  0.6027  0.4968
  1.7962  1.7502  1.7039  1.6584  1.6166  1.5781  1.5428  1.5112  1.4852  1.4661
  1.4516  1.4413  1.4311  1.4158  1.3939  1.3162  1.2240  1.1246  1.0206  0.9144
  0.8085  0.7036  0.5997  0.4964  0.3929  0.2894  0.1865  0.0844 -0.0164 -0.1158
  1.8079  1.7679  1.7283  1.6837  1.6409  1.6001  1.5617  1.5261  1.4940  1.4674
  1.4449  1.4249  1.4074  1.3908  1.3716  1.3033  1.2131  1.1150  1.0127  0.9079
  0.8027  0.6986  0.5959  0.4944  0.3939  0.2944  0.1954  0.0962 -0.0035 -0.1033
 -0.2001
  1.8061  1.7734  1.7403  1.7017  1.6613  1.6211  1.5816  1.5435  1.5076  1.4753
  1.4466  1.4204  1.3958  1.3725  1.3499  1.2855  1.2019  1.1062  1.0057  0.9025
  0.7983  0.6945  0.5922  0.4916  0.3926  0.2949  0.1983  0.1022  0.0061 -0.0904
 -0.1876
  1.7882  1.7638  1.7368  1.7064  1.6709  1.6344  1.5971  1.5593  1.5218  1.4862
  1.4532  1.4224  1.3929  1.3643  1.3367  1.2674  1.1879  1.0965  0.9979  0.8964
  0.7934  0.6901  0.5878  0.4872  0.3887  0.2920  0.1967  0.1025  0.0087 -0.0847
 -0.1777
  1.7515  1.7360  1.7162  1.6925  1.6654  1.6352  1.6025  1.5684  1.5327  1.4969
  1.4617  1.4279  1.3952  1.3633  1.3320  1.2548  1.1753  1.0871  0.9915  0.8920
  0.7907  0.6886  0.5867  0.4860  0.3874  0.2910  0.1966  0.1038  0.0124 -0.0782
 -0.1696
  1.6964  1.6898  1.6783  1.6625  1.6428  1.6196  1.5933  1.5643  1.5333  1.5006
  1.4668  1.4325  1.3984  1.3646  1.3309  1.2476  1.1648  1.0785  0.9854  0.8877
  0.7879  0.6872  0.5864  0.4860  0.3872  0.2905  0.1960  0.1039  0.0136 -0.0753
 -0.1632
  1.6336  1.6328  1.6276  1.6184  1.6053  1.5887  1.5687  1.5457  1.5200  1.4920
  1.4622  1.4308  1.3981  1.3646  1.3305  1.2439  1.1573  1.0703  0.9795
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F140M
  1.5634  1.5002  1.4801  1.4915  1.5026  1.5123  1.5186  1.5202  1.5210  1.5230
  1.5233  1.5189  1.5084  1.4926  1.4726  1.4091  1.3196  1.2005  1.0867
  1.6025  1.5637  1.5200  1.4839  1.4910  1.5008  1.5042  1.5029  1.5014  1.5015
  1.4997  1.4937  1.4820  1.4653  1.4448  1.3779  1.2901  1.1859  1.0735  0.9584
  1.6366  1.5945  1.5619  1.5333  1.4987  1.4882  1.4951  1.4943  1.4891  1.4864
  1.4828  1.4755  1.4630  1.4455  1.4242  1.3563  1.2697  1.1688  1.0596  0.9478
  0.8355
  1.6760  1.6270  1.5882  1.5583  1.5328  1.5074  1.4851  1.4826  1.4811  1.4768
  1.4714  1.4630  1.4498  1.4317  1.4096  1.3400  1.2536  1.1547  1.0480  0.9386
  0.8290  0.7194
  1.7200  1.6648  1.6190  1.5814  1.5502  1.5239  1.4991  1.4781  1.4655  1.4645
