 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  Hp  
 -0.5972
 -3.4964 -3.4707 -3.2799 -2.9985 -2.7291 -2.4925 -2.2829 -2.1069 -1.9575 -1.8266
 -1.7100 -1.6017 -1.5007 -1.4067 -1.3193 -1.1308 -0.9804 -0.8590 -0.7582 -0.6723
 -0.5986 -0.5357
 -3.3922 -3.1876 -3.1489 -3.0158 -2.7695 -2.5248 -2.3068 -2.1179 -1.9590 -1.8230
 -1.7045 -1.5965 -1.4959 -1.4022 -1.3149 -1.1255 -0.9745 -0.8537 -0.7548 -0.6716
 -0.6012 -0.5416 -0.4913 -0.4485
 -3.4211 -3.1245 -2.9187 -2.8363 -2.7631 -2.5617 -2.3429 -2.1452 -1.9736 -1.8286
 -1.7047 -1.5960 -1.4957 -1.4022 -1.3150 -1.1246 -0.9721 -0.8511 -0.7532 -0.6721
 -0.6042 -0.5475 -0.5001 -0.4602 -0.4262 -0.3976 -0.3746 -0.3578 -0.3483 -0.3473
 -3.5044 -3.1609 -2.8891 -2.6867 -2.5637 -2.4972 -2.3693 -2.1815 -2.0028 -1.8461
 -1.7129 -1.5997 -1.4989 -1.4055 -1.3183 -1.1270 -0.9726 -0.8505 -0.7527 -0.6729
 -0.6071 -0.5530 -0.5085 -0.4717 -0.4405 -0.4144 -0.3934 -0.3774 -0.3668 -0.3635
 -0.3687
 -3.6254 -3.2466 -2.9340 -2.6828 -2.4877 -2.3463 -2.2488 -2.1623 -2.0325 -1.8762
 -1.7327 -1.6101 -1.5056 -1.4117 -1.3245 -1.1324 -0.9758 -0.8516 -0.7532 -0.6739
 -0.6095 -0.5576 -0.5158 -0.4822 -0.4544 -0.4313 -0.4121 -0.3974 -0.3880 -0.3845
 -0.3873
 -3.7738 -3.3650 -3.0203 -2.7335 -2.5003 -2.3149 -2.1697 -2.0539 -1.9583 -1.8648
 -1.7529 -1.6283 -1.5159 -1.4192 -1.3315 -1.1385 -0.9799 -0.8532 -0.7532 -0.6737
 -0.6102 -0.5600 -0.5207 -0.4902 -0.4661 -0.4468 -0.4317 -0.4203 -0.4124 -0.4088
 -0.4102
 -3.9184 -3.5034 -3.1410 -2.8263 -2.5617 -2.3444 -2.1683 -2.0253 -1.9055 -1.8014
 -1.7084 -1.6194 -1.5262 -1.4307 -1.3428 -1.1492 -0.9883 -0.8586 -0.7560 -0.6750
 -0.6114 -0.5621 -0.5245 -0.4966 -0.4759 -0.4605 -0.4494 -0.4416 -0.4367 -0.4350
 -0.4364
 -4.0933 -3.6597 -3.2790 -2.9461 -2.6575 -2.4125 -2.2090 -2.0417 -1.9031 -1.7847
 -1.6800 -1.5860 -1.5005 -1.4202 -1.3428 -1.1605 -0.9989 -0.8661 -0.7604 -0.6770
 -0.6122 -0.5627 -0.5261 -0.5001 -0.4823 -0.4707 -0.4638 -0.4601 -0.4590 -0.4603
 -0.4633
 -4.2986 -3.8340 -3.4184 -3.0787 -2.7758 -2.5107 -2.2832 -2.0917 -1.9322 -1.7981
 -1.6828 -1.5809 -1.4890 -1.4057 -1.3315 -1.1724 -1.0117 -0.8757 -0.7664
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value =  Hp  
 -3.7360 -3.4199 -3.1472 -2.9138 -2.6750 -2.4742 -2.3031 -2.1507 -2.0132 -1.8878
 -1.7720 -1.6635 -1.5625 -1.4688 -1.3819 -1.1916 -1.0300 -0.8979 -0.7840
 -3.8247 -3.4680 -3.1616 -2.9007 -2.6662 -2.4527 -2.2733 -2.1178 -1.9754 -1.8516
 -1.7359 -1.6280 -1.5275 -1.4342 -1.3477 -1.1598 -1.0065 -0.8791 -0.7709 -0.6767
 -3.8387 -3.5314 -3.2093 -2.9231 -2.6799 -2.4538 -2.2614 -2.1002 -1.9547 -1.8299
 -1.7148 -1.6075 -1.5075 -1.4146 -1.3282 -1.1410 -0.9896 -0.8654 -0.7613 -0.6715
 -0.5933
 -3.5435 -3.5325 -3.2634 -2.9697 -2.7044 -2.4739 -2.2679 -2.0959 -1.9484 -1.8182
 -1.7031 -1.5963 -1.4967 -1.4041 -1.3178 -1.1303 -0.9793 -0.8568 -0.7552 -0.6686
 -0.5939 -0.5295
 -3.4070 -3.2987 -3.2426 -3.0137 -2.7487 -2.5053 -2.2922 -2.1059 -1.9498 -1.8149
 -1.6978 -1.5911 -1.4919 -1.3996 -1.3134 -1.1252 -0.9735 -0.8516 -0.7515 -0.6675
 -0.5955 -0.5340 -0.4820 -0.4380
 -3.4137 -3.1344 -2.9928 -2.9576 -2.7821 -2.5478 -2.3266 -2.1312 -1.9632 -1.8207
 -1.6978 -1.5904 -1.4914 -1.3992 -1.3131 -1.1243 -0.9712 -0.8489 -0.7499 -0.6674
 -0.5977 -0.5388 -0.4894 -0.4479 -0.4129 -0.3836 -0.3600 -0.3428 -0.3337 -0.3331
 -3.5001 -3.1530 -2.8937 -2.7292 -2.6679 -2.5642 -2.3668 -2.1679 -1.9907 -1.8362
 -1.7059 -1.5937 -1.4941 -1.4019 -1.3159 -1.1264 -0.9717 -0.8482 -0.7493 -0.6679
 -0.6000 -0.5434 -0.4965 -0.4577 -0.4251 -0.3979 -0.3762 -0.3599 -0.3494 -0.3469
 -0.3527
 -3.6448 -3.2406 -2.9256 -2.6829 -2.5100 -2.4075 -2.3346 -2.2001 -2.0276 -1.8658
 -1.7240 -1.6036 -1.5003 -1.4076 -1.3214 -1.1314 -0.9748 -0.8494 -0.7497 -0.6687
 -0.6022 -0.5474 -0.5028 -0.4666 -0.4370 -0.4125 -0.3931 -0.3786 -0.3691 -0.3653
 -0.3689
 -3.8231 -3.3772 -3.0138 -2.7248 -2.4975 -2.3254 -2.2008 -2.1092 -2.0184 -1.8940
 -1.7519 -1.6214 -1.5104 -1.4146 -1.3279 -1.1372 -0.9789 -0.8512 -0.7499 -0.6686
 -0.6028 -0.5496 -0.5071 -0.4735 -0.4469 -0.4257 -0.4093 -0.3973 -0.3898 -0.3869
 -0.3894
 -4.0401 -3.5553 -3.1515 -2.8208 -2.5529 -2.3394 -2.1718 -2.0406 -1.9341 -1.8416
 -1.7490 -1.6446 -1.5318 -1.4291 -1.3398 -1.1476 -0.9875 -0.8570 -0.7531 -0.6704
 -0.6043 -0.5518 -0.5108 -0.4793 -0.4555 -0.4376 -0.4247 -0.4159 -0.4109 -0.4094
 -0.4124
 -4.3318 -3.7749 -3.3199 -2.9568 -2.6535 -2.4044 -2.2029 -2.0411 -1.9099 -1.7993
 -1.7019 -1.6130 -1.5270 -1.4393 -1.3518 -1.1603 -0.9986 -0.8653 -0.7584 -0.6733
 -0.6060 -0.5533 -0.5129 -0.4830 -0.4615 -0.4467 -0.4374 -0.4323 -0.4307 -0.4324
 -0.4373
 -4.6982 -4.0360 -3.4965 -3.1173 -2.7880 -2.5089 -2.2762 -2.0853 -1.9293 -1.8002
 -1.6902 -1.5929 -1.5047 -1.4234 -1.3639 -1.1753 -1.0122 -0.8761 -0.7658
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value =  Hp  
 -3.6684 -3.3711 -3.1122 -2.8881 -2.6504 -2.4598 -2.2940 -2.1423 -2.0040 -1.8784
 -1.7641 -1.6571 -1.5574 -1.4648 -1.3787 -1.1895 -1.0282 -0.8958 -0.7821
 -3.7574 -3.4164 -3.1245 -2.8770 -2.6454 -2.4389 -2.2639 -2.1080 -1.9680 -1.8440
 -1.7309 -1.6244 -1.5253 -1.4331 -1.3475 -1.1605 -1.0066 -0.8784 -0.7696 -0.6752
 -3.8336 -3.4905 -3.1716 -2.8953 -2.6607 -2.4393 -2.2525 -2.0933 -1.9481 -1.8249
 -1.7110 -1.6050 -1.5064 -1.4147 -1.3293 -1.1430 -0.9909 -0.8656 -0.7604 -0.6699
 -0.5909
 -3.7530 -3.5426 -3.2360 -2.9418 -2.6844 -2.4606 -2.2578 -2.0887 -1.9433 -1.8135
 -1.6997 -1.5940 -1.4957 -1.4043 -1.3191 -1.1328 -0.9811 -0.8573 -0.7545 -0.6668
 -0.5909 -0.5250
 -3.4602 -3.4333 -3.2697 -2.9972 -2.7278 -2.4902 -2.2801 -2.0980 -1.9441 -1.8102
 -1.6941 -1.5887 -1.4906 -1.3994 -1.3143 -1.1276 -0.9754 -0.8521 -0.7508 -0.6653
 -0.5918 -0.5285 -0.4745 -0.4289
 -3.4069 -3.1688 -3.1209 -3.0113 -2.7753 -2.5318 -2.3140 -2.1217 -1.9561 -1.8158
 -1.6937 -1.5874 -1.4895 -1.3984 -1.3134 -1.1262 -0.9728 -0.8492 -0.7487 -0.6647
 -0.5933 -0.5322 -0.4806 -0.4372 -0.4008 -0.3704 -0.3461 -0.3282 -0.3190 -0.3185
 -3.4820 -3.1454 -2.9140 -2.8215 -2.7622 -2.5716 -2.3552 -2.1563 -1.9813 -1.8298
 -1.7012 -1.5901 -1.4915 -1.4004 -1.3155 -1.1278 -0.9731 -0.8482 -0.7478 -0.6649
 -0.5950 -0.5360 -0.4866 -0.4454 -0.4113 -0.3828 -0.3600 -0.3428 -0.3319 -0.3297
 -0.3358
 -3.6380 -3.2223 -2.9164 -2.6927 -2.5616 -2.5039 -2.3822 -2.1972 -2.0173 -1.8571
 -1.7178 -1.5992 -1.4970 -1.4052 -1.3201 -1.1321 -0.9758 -0.8493 -0.7479 -0.6654
 -0.5968 -0.5395 -0.4920 -0.4531 -0.4213 -0.3952 -0.3743 -0.3589 -0.3489 -0.3451
 -0.3494
 -3.8299 -3.3656 -2.9967 -2.7138 -2.4996 -2.3511 -2.2610 -2.1807 -2.0489 -1.8910
 -1.7438 -1.6156 -1.5061 -1.4114 -1.3256 -1.1371 -0.9795 -0.8509 -0.7481 -0.6652
 -0.5972 -0.5412 -0.4956 -0.4590 -0.4298 -0.4064 -0.3883 -0.3750 -0.3667 -0.3640
 -0.3670
 -4.1089 -3.5717 -3.1404 -2.8046 -2.5409 -2.3365 -2.1832 -2.0709 -1.9830 -1.8914
 -1.7758 -1.6470 -1.5280 -1.4257 -1.3370 -1.1468 -0.9877 -0.8567 -0.7515 -0.6672
 -0.5989 -0.5436 -0.4992 -0.4643 -0.4374 -0.4167 -0.4015 -0.3910 -0.3852 -0.3841
 -0.3877
 -4.4823 -3.8406 -3.3335 -2.9477 -2.6384 -2.3917 -2.1968 -2.0443 -1.9245 -1.8254
 -1.7366 -1.6471 -1.5501 -1.4474 -1.3529 -1.1594 -0.9986 -0.8652 -0.7572 -0.6705
 -0.6011 -0.5455 -0.5017 -0.4681 -0.4430 -0.4249 -0.4127 -0.4053 -0.4024 -0.4036
 -0.4091
 -4.9500 -4.1723 -3.5542 -3.1317 -2.7813 -2.4954 -2.2636 -2.0772 -1.9277 -1.8062
 -1.7036 -1.6127 -1.5283 -1.4463 -1.3733 -1.1749 -1.0122 -0.8764 -0.7652
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value =  Hp  
 -3.6022 -3.3418 -3.0982 -2.8700 -2.6396 -2.4347 -2.2585 -2.1058 -1.9718 -1.8528
 -1.7452 -1.6464 -1.5537 -1.4650 -1.3795 -1.1910 -1.0298 -0.8926 -0.7795
 -3.7152 -3.3776 -3.0960 -2.8650 -2.6345 -2.4320 -2.2597 -2.1052 -1.9658 -1.8437
 -1.7305 -1.6252 -1.5272 -1.4360 -1.3512 -1.1649 -1.0103 -0.8795 -0.7700 -0.6751
 -3.8151 -3.4498 -3.1390 -2.8775 -2.6493 -2.4309 -2.2484 -2.0901 -1.9464 -1.8243
 -1.7114 -1.6065 -1.5090 -1.4183 -1.3339 -1.1486 -0.9958 -0.8690 -0.7624 -0.6707
 -0.5906
 -3.8165 -3.5272 -3.2059 -2.9174 -2.6734 -2.4511 -2.2516 -2.0854 -1.9412 -1.8126
 -1.6998 -1.5953 -1.4981 -1.4077 -1.3236 -1.1386 -0.9863 -0.8611 -0.7567 -0.6676
 -0.5902 -0.5227
 -3.5853 -3.5128 -3.2663 -2.9767 -2.7098 -2.4829 -2.2728 -2.0931 -1.9415 -1.8079
 -1.6937 -1.5893 -1.4922 -1.4021 -1.3180 -1.1329 -0.9804 -0.8558 -0.7529 -0.6658
 -0.5906 -0.5254 -0.4692 -0.4217
 -3.4116 -3.2595 -3.2244 -3.0212 -2.7621 -2.5180 -2.3073 -2.1147 -1.9524 -1.8139
 -1.6925 -1.5873 -1.4903 -1.4001 -1.3161 -1.1307 -0.9774 -0.8525 -0.7504 -0.6648
 -0.5915 -0.5284 -0.4743 -0.4287 -0.3905 -0.3589 -0.3334 -0.3147 -0.3051 -0.3040
 -3.4610 -3.1452 -2.9701 -2.9402 -2.7913 -2.5652 -2.3444 -2.1497 -1.9754 -1.8264
 -1.6997 -1.5892 -1.4915 -1.4013 -1.3172 -1.1315 -0.9770 -0.8510 -0.7490 -0.6644
 -0.5927 -0.5314 -0.4793 -0.4357 -0.3995 -0.3696 -0.3455 -0.3270 -0.3153 -0.3128
 -0.3186
 -3.6053 -3.2012 -2.9120 -2.7229 -2.6579 -2.5731 -2.3863 -2.1892 -2.0103 -1.8517
 -1.7145 -1.5976 -1.4960 -1.4052 -1.3209 -1.1348 -0.9791 -0.8517 -0.7488 -0.6645
 -0.5940 -0.5342 -0.4839 -0.4423 -0.4081 -0.3802 -0.3579 -0.3410 -0.3297 -0.3252
 -0.3296
 -3.8036 -3.3382 -2.9757 -2.7059 -2.5139 -2.4070 -2.3444 -2.2177 -2.0476 -1.8838
 -1.7375 -1.6124 -1.5042 -1.4104 -1.3255 -1.1388 -0.9822 -0.8529 -0.7486 -0.6640
 -0.5941 -0.5356 -0.4870 -0.4473 -0.4152 -0.3895 -0.3695 -0.3547 -0.3451 -0.3413
 -0.3440
 -4.1284 -3.5593 -3.1152 -2.7837 -2.5301 -2.3405 -2.2103 -2.1261 -2.0428 -1.9196
 -1.7765 -1.6422 -1.5247 -1.4237 -1.3358 -1.1475 -0.9896 -0.8583 -0.7518 -0.6659
 -0.5957 -0.5379 -0.4904 -0.4521 -0.4220 -0.3985 -0.3809 -0.3683 -0.3608 -0.3587
 -0.3621
 -4.5674 -3.8645 -3.3223 -2.9249 -2.6182 -2.3790 -2.1945 -2.0559 -1.9529 -1.8680
 -1.7787 -1.6727 -1.5562 -1.4466 -1.3519 -1.1594 -0.9999 -0.8665 -0.7574 -0.6693
 -0.5981 -0.5400 -0.4931 -0.4559 -0.4272 -0.4058 -0.3906 -0.3807 -0.3756 -0.3756
 -0.3806
 -5.1208 -4.2538 -3.5970 -3.1220 -2.7617 -2.4762 -2.2498 -2.0708 -1.9307 -1.8197
 -1.7272 -1.6428 -1.5578 -1.4680 -1.3738 -1.1745 -1.0131 -0.8775 -0.7654
