 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F182M
  0.7953  0.8625  0.9761  1.0411  1.0386  1.0507  1.1224  1.2079  1.2555  1.2549
  1.2259  1.1751  1.1152  1.0534  0.9864  0.8151  0.6457  0.4810  0.3217
  0.8370  0.8518  0.8888  0.9275  0.9701  1.0188  1.0694  1.1155  1.1510  1.1712
  1.1712  1.1463  1.0975  1.0349  0.9680  0.7992  0.6337  0.4721  0.3146  0.1610
  0.8626  0.8531  0.8492  0.8641  0.9091  0.9618  1.0045  1.0405  1.0727  1.0995
  1.1123  1.1045  1.0697  1.0127  0.9479  0.7821  0.6202  0.4622  0.3072  0.1563
  0.0097
  0.8721  0.8664  0.8573  0.8509  0.8556  0.8797  0.9277  0.9829  1.0206  1.0398
  1.0492  1.0497  1.0318  0.9868  0.9261  0.7638  0.6052  0.4513  0.2996  0.1511
  0.0069 -0.1332
  0.8531  0.8583  0.8562  0.8503  0.8452  0.8478  0.8635  0.8937  0.9353  0.9735
  0.9912  0.9908  0.9813  0.9523  0.9009  0.7447  0.5886  0.4386  0.2913  0.1454
  0.0031 -0.1350 -0.2689 -0.3992
  0.7997  0.8207  0.8315  0.8348  0.8333  0.8309  0.8330  0.8438  0.8629  0.8862
  0.9080  0.9185  0.9147  0.8994  0.8637  0.7238  0.5709  0.4240  0.2813  0.1392
 -0.0012 -0.1379 -0.2702 -0.3986 -0.5234 -0.6449 -0.7635 -0.8795 -0.9928 -1.1013
  0.7083  0.7486  0.7767  0.7944  0.8034  0.8062  0.8063  0.8085  0.8154  0.8262
  0.8363  0.8415  0.8388  0.8300  0.8072  0.6956  0.5519  0.4079  0.2693  0.1319
 -0.0057 -0.1411 -0.2725 -0.3997 -0.5229 -0.6427 -0.7594 -0.8732 -0.9846 -1.0936
 -1.1984
  0.5813  0.6407  0.6881  0.7238  0.7478  0.7619  0.7685  0.7711  0.7734  0.7773
  0.7818  0.7826  0.7765  0.7639  0.7461  0.6555  0.5287  0.3907  0.2555  0.1229
 -0.0105 -0.1440 -0.2747 -0.4014 -0.5239 -0.6425 -0.7578 -0.8699 -0.9793 -1.0864
 -1.1916
  0.4309  0.5039  0.5678  0.6217  0.6631  0.6925  0.7108  0.7206  0.7251  0.7274
  0.7293  0.7293  0.7241  0.7114  0.6933  0.6123  0.4990  0.3701  0.2387  0.1098
 -0.0191 -0.1493 -0.2789 -0.4057 -0.5283 -0.6468 -0.7615 -0.8727 -0.9808 -1.0862
 -1.1895
  0.2700  0.3471  0.4217  0.4903  0.5489  0.5947  0.6281  0.6499  0.6623  0.6686
  0.6714  0.6722  0.6699  0.6618  0.6468  0.5742  0.4705  0.3503  0.2238  0.0977
 -0.0271 -0.1527 -0.2792 -0.4049 -0.5276 -0.6464 -0.7613 -0.8724 -0.9799 -1.0844
 -1.1878
  0.1014  0.1816  0.2614  0.3376  0.4080  0.4693  0.5183  0.5547  0.5796  0.5948
  0.6031  0.6069  0.6077  0.6048  0.5962  0.5393  0.4429  0.3306  0.2093  0.0860
 -0.0363 -0.1583 -0.2807 -0.4036 -0.5252 -0.6441 -0.7595 -0.8711 -0.9791 -1.0836
 -1.1850
 -0.0750  0.0074  0.0950  0.1720  0.2489  0.3200  0.3823  0.4338  0.4730  0.5009
  0.5192  0.5300  0.5358  0.5376  0.5415  0.5076  0.4162  0.3110  0.1952
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = F182M
  0.8841  0.9387  0.9980  1.0587  1.1171  1.1692  1.2111  1.2401  1.2542  1.2519
  1.2300  1.1876  1.1296  1.0635  0.9939  0.8202  0.6494  0.4837  0.3226
  0.8430  0.8794  0.9257  0.9779  1.0317  1.0832  1.1284  1.1642  1.1883  1.1988
  1.1913  1.1616  1.1105  1.0468  0.9789  0.8068  0.6383  0.4749  0.3165  0.1627
  0.8464  0.8471  0.8718  0.9157  0.9566  1.0004  1.0438  1.0823  1.1131  1.1337
  1.1402  1.1266  1.0883  1.0300  0.9638  0.7938  0.6273  0.4661  0.3101  0.1589
  0.0121
  0.8706  0.8499  0.8513  0.8715  0.9040  0.9422  0.9809  1.0157  1.0437  1.0655
  1.0789  1.0791  1.0582  1.0110  0.9486  0.7812  0.6164  0.4573  0.3034  0.1542
  0.0097 -0.1306
  0.8893  0.8806  0.8673  0.8663  0.8781  0.8989  0.9256  0.9556  0.9866  1.0135
  1.0248  1.0261  1.0159  0.9855  0.9315  0.7687  0.6055  0.4483  0.2965  0.1492
