 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  R   
 -2.8851 -2.8443 -3.0337 -2.9943 -2.8537 -2.6539 -2.4314 -2.2842 -2.1550 -2.0212
 -1.8945 -1.7760 -1.6675 -1.5689 -1.4809 -1.3003 -1.1656 -1.0615 -1.0124
 -2.8867 -2.7349 -2.6093 -2.5276 -2.4889 -2.4214 -2.2988 -2.1619 -2.0355 -1.9162
 -1.8024 -1.6959 -1.5982 -1.5097 -1.4301 -1.2661 -1.1483 -1.0717 -1.0256 -0.9988
 -2.7273 -2.5809 -2.4423 -2.3209 -2.2241 -2.1658 -2.1251 -2.0519 -1.9502 -1.8406
 -1.7376 -1.6409 -1.5520 -1.4712 -1.3987 -1.2505 -1.1459 -1.0791 -1.0391 -1.0153
 -1.0020
 -2.5938 -2.4660 -2.3352 -2.2103 -2.0987 -2.0040 -1.9311 -1.8842 -1.8382 -1.7701
 -1.6853 -1.5989 -1.5184 -1.4448 -1.3781 -1.2415 -1.1456 -1.0862 -1.0514 -1.0306
 -1.0185 -1.0129
 -2.4695 -2.3645 -2.2503 -2.1335 -2.0222 -1.9221 -1.8357 -1.7630 -1.7093 -1.6644
 -1.6154 -1.5544 -1.4875 -1.4220 -1.3615 -1.2349 -1.1451 -1.0910 -1.0610 -1.0440
 -1.0340 -1.0292 -1.0288 -1.0327
 -2.3519 -2.2647 -2.1708 -2.0684 -1.9648 -1.8661 -1.7775 -1.7007 -1.6351 -1.5799
 -1.5334 -1.4901 -1.4431 -1.3923 -1.3414 -1.2273 -1.1424 -1.0916 -1.0656 -1.0537
 -1.0474 -1.0447 -1.0454 -1.0491 -1.0554 -1.0652 -1.0796 -1.0992 -1.1246 -1.1561
 -2.2434 -2.1679 -2.0903 -2.0039 -1.9123 -1.8204 -1.7334 -1.6555 -1.5887 -1.5313
 -1.4807 -1.4353 -1.3936 -1.3531 -1.3119 -1.2149 -1.1366 -1.0863 -1.0639 -1.0575
 -1.0565 -1.0577 -1.0609 -1.0661 -1.0730 -1.0802 -1.0901 -1.1053 -1.1281 -1.1589
 -1.1939
 -2.1462 -2.0774 -2.0090 -1.9356 -1.8574 -1.7761 -1.6949 -1.6183 -1.5507 -1.4930
 -1.4433 -1.3986 -1.3569 -1.3181 -1.2812 -1.1965 -1.1268 -1.0786 -1.0567 -1.0540
 -1.0591 -1.0659 -1.0733 -1.0814 -1.0904 -1.1001 -1.1096 -1.1214 -1.1384 -1.1629
 -1.1964
 -2.0626 -1.9968 -1.9318 -1.8637 -1.7970 -1.7267 -1.6546 -1.5832 -1.5164 -1.4578
 -1.4081 -1.3654 -1.3265 -1.2897 -1.2546 -1.1760 -1.1131 -1.0686 -1.0459 -1.0445
 -1.0541 -1.0672 -1.0805 -1.0933 -1.1059 -1.1182 -1.1308 -1.1441 -1.1602 -1.1794
 -1.2014
 -1.9948 -1.9294 -1.8646 -1.8004 -1.7368 -1.6738 -1.6110 -1.5472 -1.4848 -1.4267
 -1.3759 -1.3332 -1.2965 -1.2624 -1.2302 -1.1581 -1.0991 -1.0575 -1.0348 -1.0319
 -1.0429 -1.0605 -1.0798 -1.0986 -1.1163 -1.1328 -1.1486 -1.1640 -1.1796 -1.1964
 -1.2144
 -1.9410 -1.8720 -1.8057 -1.7417 -1.6800 -1.6204 -1.5628 -1.5066 -1.4506 -1.3962
 -1.3458 -1.3019 -1.2652 -1.2339 -1.2057 -1.1409 -1.0855 -1.0461 -1.0243 -1.0195
 -1.0295 -1.0484 -1.0718 -1.0963 -1.1199 -1.1419 -1.1624 -1.1815 -1.1997 -1.2178
 -1.2367
 -1.8865 -1.8014 -1.7302 -1.6691 -1.6144 -1.5632 -1.5130 -1.4623 -1.4118 -1.3627
 -1.3159 -1.2726 -1.2349 -1.2036 -1.1772 -1.1214 -1.0720 -1.0347 -1.0136
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  R   
 -3.2177 -3.1744 -3.0886 -2.9034 -2.6875 -2.4808 -2.3085 -2.1686 -2.0438 -1.9264
 -1.8148 -1.7097 -1.6118 -1.5214 -1.4391 -1.2692 -1.1435 -1.0525 -1.0010
