 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = BX   
 -7.5657 -7.4823 -7.2012 -6.7858 -6.3714 -6.0044 -5.6844 -5.4134 -5.1762 -4.9655
 -4.7774 -4.6021 -4.4383 -4.2855 -4.1433 -3.8348 -3.5787 -3.3512 -3.1404 -2.9454
 -2.7688 -2.6112
 -7.4251 -7.0917 -6.9998 -6.8020 -6.4454 -6.0721 -5.7326 -5.4383 -5.1868 -4.9658
 -4.7719 -4.5937 -4.4270 -4.2710 -4.1252 -3.8074 -3.5466 -3.3207 -3.1154 -2.9280
 -2.7601 -2.6112 -2.4801 -2.3658
 -7.4753 -7.0070 -6.6835 -6.5431 -6.4246 -6.1370 -5.8065 -5.4964 -5.2236 -4.9891
 -4.7837 -4.6016 -4.4318 -4.2725 -4.1230 -3.7945 -3.5263 -3.2997 -3.0981 -2.9167
 -2.7558 -2.6142 -2.4899 -2.3813 -2.2875 -2.2039 -2.1271 -2.0590 -2.0039 -1.9675
 -7.5984 -7.0679 -6.6428 -6.3325 -6.1454 -6.0378 -5.8494 -5.5694 -5.2887 -5.0352
 -4.8157 -4.6239 -4.4506 -4.2881 -4.1350 -3.7953 -3.5169 -3.2868 -3.0871 -2.9102
 -2.7548 -2.6193 -2.5011 -2.3982 -2.3090 -2.2326 -2.1655 -2.1038 -2.0472 -2.0040
 -1.9782
 -7.7672 -7.1958 -6.7138 -6.3250 -6.0299 -5.8219 -5.6773 -5.5444 -5.3468 -5.1033
 -4.8689 -4.6629 -4.4820 -4.3162 -4.1600 -3.8097 -3.5194 -3.2822 -3.0819 -2.9076
 -2.7562 -2.6257 -2.5129 -2.4156 -2.3315 -2.2594 -2.1959 -2.1401 -2.0922 -2.0520
 -2.0194
 -7.9734 -7.3625 -6.8412 -6.4009 -6.0430 -5.7646 -5.5530 -5.3858 -5.2435 -5.0981
 -4.9197 -4.7163 -4.5239 -4.3524 -4.1932 -3.8337 -3.5311 -3.2843 -3.0802 -2.9066
 -2.7577 -2.6309 -2.5230 -2.4307 -2.3520 -2.2853 -2.2289 -2.1804 -2.1384 -2.1020
 -2.0702
 -8.1421 -7.5449 -7.0111 -6.5348 -6.1306 -5.7994 -5.5362 -5.3280 -5.1556 -5.0029
 -4.8612 -4.7190 -4.5642 -4.3986 -4.2387 -3.8726 -3.5582 -3.2998 -3.0888 -2.9128
 -2.7644 -2.6394 -2.5346 -2.4465 -2.3725 -2.3106 -2.2594 -2.2164 -2.1798 -2.1485
 -2.1221
 -8.3478 -7.7389 -7.1919 -6.7010 -6.2648 -5.8925 -5.5844 -5.3350 -5.1328 -4.9620
 -4.8087 -4.6664 -4.5316 -4.3994 -4.2639 -3.9183 -3.5960 -3.3255 -3.1053 -2.9244
 -2.7742 -2.6491 -2.5457 -2.4605 -2.3903 -2.3328 -2.2866 -2.2488 -2.2176 -2.1917
 -2.1692
 -8.5907 -7.9445 -7.3609 -6.8753 -6.4261 -6.0264 -5.6822 -5.3940 -5.1568 -4.9608
 -4.7937 -4.6440 -4.5047 -4.3735 -4.2688 -3.9708 -3.6445 -3.3614 -3.1297
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value = BX   
 -7.8936 -7.3823 -6.9557 -6.6056 -6.2705 -5.9893 -5.7413 -5.5123 -5.3014 -5.1088
 -4.9332 -4.7693 -4.6168 -4.4750 -4.3432 -4.0530 -3.7918 -3.5538 -3.3207
 -8.0520 -7.4780 -6.9931 -6.5887 -6.2420 -5.9374 -5.6765 -5.4405 -5.2198 -5.0296
 -4.8518 -4.6862 -4.5323 -4.3892 -4.2565 -3.9655 -3.7156 -3.4846 -3.2620 -3.0469
 -8.0419 -7.5856 -7.0889 -6.6397 -6.2640 -5.9302 -5.6486 -5.4043 -5.1772 -4.9833
 -4.8038 -4.6363 -4.4804 -4.3353 -4.2003 -3.9054 -3.6559 -3.4298 -3.2155 -3.0116
 -2.8221
 -7.6221 -7.5702 -7.1795 -6.7332 -6.3199 -5.9649 -5.6567 -5.3966 -5.1664 -4.9608
 -4.7789 -4.6093 -4.4511 -4.3034 -4.1657 -3.8643 -3.6127 -3.3894 -3.1812 -2.9858
 -2.8061 -2.6443
 -7.4346 -7.2362 -7.1293 -6.8054 -6.4092 -6.0316 -5.7016 -5.4171 -5.1745 -4.9592
 -4.7718 -4.5996 -4.4387 -4.2883 -4.1475 -3.8379 -3.5816 -3.3593 -3.1553 -2.9671
 -2.7952 -2.6414 -2.5052 -2.3856
 -7.4552 -7.0136 -6.7805 -6.7049 -6.4601 -6.1160 -5.7742 -5.4688 -5.2064 -4.9800
 -4.7803 -4.6045 -4.4408 -4.2874 -4.1434 -3.8246 -3.5610 -3.3376 -3.1375 -2.9540
 -2.7882 -2.6412 -2.5116 -2.3977 -2.2980 -2.2108 -2.1304 -2.0559 -1.9998 -1.9614
 -7.5843 -7.0501 -6.6444 -6.3890 -6.2846 -6.1344 -5.8508 -5.5462 -5.2663 -5.0206
 -4.8092 -4.6233 -4.4562 -4.2998 -4.1525 -3.8239 -3.5510 -3.3235 -3.1250 -2.9456
 -2.7849 -2.6433 -2.5196 -2.4113 -2.3168 -2.2346 -2.1627 -2.0980 -2.0383 -1.9949
 -1.9679
 -7.7852 -7.1828 -6.6974 -6.3222 -6.0608 -5.9070 -5.7966 -5.6025 -5.3432 -5.0874
 -4.8580 -4.6591 -4.4842 -4.3245 -4.1741 -3.8362 -3.5522 -3.3178 -3.1181 -2.9413
 -2.7843 -2.6472 -2.5285 -2.4255 -2.3361 -2.2588 -2.1926 -2.1357 -2.0845 -2.0386
 -2.0062
 -8.0336 -7.3749 -6.8292 -6.3855 -6.0376 -5.7806 -5.5997 -5.4668 -5.3327 -5.1458
 -4.9239 -4.7105 -4.5237 -4.3578 -4.2045 -3.8582 -3.5630 -3.3189 -3.1151 -2.9388
 -2.7843 -2.6506 -2.5361 -2.4380 -2.3537 -2.2814 -2.2204 -2.1685 -2.1243 -2.0864
 -2.0534
 -8.3079 -7.6143 -7.0235 -6.5256 -6.1170 -5.7925 -5.5436 -5.3542 -5.2023 -5.0680
 -4.9288 -4.7660 -4.5825 -4.4067 -4.2485 -3.8951 -3.5894 -3.3339 -3.1228 -2.9441
 -2.7902 -2.6582 -2.5464 -2.4520 -2.3721 -2.3044 -2.2481 -2.2013 -2.1623 -2.1308
 -2.1015
 -8.6811 -7.9010 -7.2500 -6.7156 -6.2592 -5.8814 -5.5773 -5.3376 -5.1482 -4.9905
 -4.8502 -4.7183 -4.5858 -4.4450 -4.2949 -3.9410 -3.6270 -3.3600 -3.1395 -2.9557
 -2.8000 -2.6681 -2.5574 -2.4654 -2.3889 -2.3253 -2.2734 -2.2314 -2.1975 -2.1701
 -2.1483
 -9.1533 -8.2350 -7.4704 -6.9275 -6.4440 -6.0250 -5.6743 -5.3879 -5.1572 -4.9703
 -4.8129 -4.6724 -4.5420 -4.4178 -4.3437 -3.9959 -3.6758 -3.3972 -3.1652
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value = BX   
 -7.7513 -7.2819 -6.8859 -6.5562 -6.2297 -5.9645 -5.7256 -5.5014 -5.2940 -5.1050
 -4.9337 -4.7738 -4.6248 -4.4860 -4.3567 -4.0710 -3.8146 -3.5820 -3.3567
 -7.9286 -7.3785 -6.9187 -6.5404 -6.2054 -5.9153 -5.6637 -5.4315 -5.2180 -5.0298
 -4.8590 -4.6979 -4.5479 -4.4085 -4.2788 -3.9928 -3.7468 -3.5204 -3.3030 -3.0910
 -8.0310 -7.5160 -7.0174 -6.5837 -6.2262 -5.9056 -5.6362 -5.3985 -5.1759 -4.9877
 -4.8130 -4.6503 -4.4989 -4.3580 -4.2266 -3.9378 -3.6924 -3.4704 -3.2597 -3.0572
 -2.8660
 -7.8978 -7.5919 -7.1372 -6.6804 -6.2782 -5.9378 -5.6402 -5.3889 -5.1650 -4.9641
 -4.7873 -4.6227 -4.4693 -4.3263 -4.1928 -3.8987 -3.6514 -3.4321 -3.2268 -3.0317
 -2.8493 -2.6829
 -7.4979 -7.4147 -7.1792 -6.7835 -6.3697 -5.9988 -5.6781 -5.4051 -5.1699 -4.9595
 -4.7776 -4.6107 -4.4550 -4.3095 -4.1734 -3.8724 -3.6208 -3.4023 -3.2014 -3.0123
 -2.8369 -2.6779 -2.5361 -2.4108
 -7.4358 -7.0548 -6.9501 -6.7905 -6.4568 -6.0872 -5.7471 -5.4502 -5.1965 -4.9771
 -4.7825 -4.6122 -4.4538 -4.3057 -4.1667 -3.8578 -3.5995 -3.3796 -3.1818 -2.9977
 -2.8280 -2.6751 -2.5397 -2.4203 -2.3150 -2.2216 -2.1356 -2.0565 -1.9985 -1.9570
 -7.5522 -7.0323 -6.6683 -6.5124 -6.4182 -6.1558 -5.8331 -5.5231 -5.2491 -5.0123
 -4.8074 -4.6269 -4.4653 -4.3143 -4.1724 -3.8549 -3.5882 -3.3641 -3.1675 -2.9874
 -2.8224 -2.6746 -2.5446 -2.4307 -2.3308 -2.2432 -2.1662 -2.0957 -2.0320 -1.9874
 -1.9583
 -7.7689 -7.1527 -6.6791 -6.3330 -6.1319 -6.0402 -5.8721 -5.6040 -5.3262 -5.0728
 -4.8510 -4.6586 -4.4892 -4.3350 -4.1902 -3.8644 -3.5878 -3.3567 -3.1588 -2.9813
 -2.8200 -2.6763 -2.5508 -2.4419 -2.3470 -2.2644 -2.1934 -2.1313 -2.0754 -2.0263
 -1.9935
 -8.0396 -7.3553 -6.8019 -6.3666 -6.0393 -5.8181 -5.6862 -5.5720 -5.3843 -5.1463
 -4.9131 -4.7056 -4.5248 -4.3645 -4.2167 -3.8832 -3.5967 -3.3565 -3.1543 -2.9770
 -2.8184 -2.6779 -2.5562 -2.4517 -2.3617 -2.2839 -2.2174 -2.1609 -2.1129 -2.0718
 -2.0364
 -8.3917 -7.6322 -7.0062 -6.5007 -6.0980 -5.7884 -5.5622 -5.4017 -5.2778 -5.1476
 -4.9772 -4.7770 -4.5825 -4.4108 -4.2575 -3.9171 -3.6210 -3.3702 -3.1606 -2.9811
 -2.8232 -2.6846 -2.5653 -2.4640 -2.3779 -2.3045 -2.2425 -2.1906 -2.1478 -2.1129
 -2.0844
 -8.8679 -7.9834 -7.2670 -6.7022 -6.2374 -5.8634 -5.5700 -5.3459 -5.1748 -5.0360
 -4.9109 -4.7813 -4.6346 -4.4698 -4.3085 -3.9608 -3.6571 -3.3956 -3.1767 -2.9919
 -2.8326 -2.6943 -2.5761 -2.4767 -2.3935 -2.3237 -2.2658 -2.2183 -2.1801 -2.1499
 -2.1267
 -9.4681 -8.4089 -7.5486 -6.9468 -6.4353 -6.0070 -5.6581 -5.3792 -5.1597 -4.9858
 -4.8414 -4.7131 -4.5920 -4.4707 -4.3697 -4.0143 -3.7050 -3.4327 -3.2026
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value = BX   
 -7.6178 -7.2108 -6.8468 -6.5218 -6.2111 -5.9322 -5.6859 -5.4671 -5.2708 -5.0932
 -4.9308 -4.7806 -4.6400 -4.5068 -4.3798 -4.0966 -3.8439 -3.6076 -3.3869
 -7.8305 -7.2955 -6.8590 -6.5114 -6.1862 -5.9064 -5.6625 -5.4362 -5.2276 -5.0456
 -4.8764 -4.7188 -4.5722 -4.4358 -4.3086 -4.0266 -3.7834 -3.5580 -3.3443 -3.1360
 -8.0187 -7.4408 -6.9522 -6.5443 -6.2031 -5.8933 -5.6339 -5.4015 -5.1850 -5.0013
 -4.8308 -4.6722 -4.5246 -4.3873 -4.2592 -3.9758 -3.7337 -3.5151 -3.3075 -3.1066
 -2.9143
 -7.9871 -7.5733 -7.0853 -6.6315 -6.2514 -5.9200 -5.6328 -5.3896 -5.1708 -4.9752
 -4.8030 -4.6428 -4.4936 -4.3547 -4.2250 -3.9380 -3.6948 -3.4789 -3.2765 -3.0822
 -2.8978 -2.7267
 -7.6591 -7.5312 -7.1851 -6.7499 -6.3331 -5.9794 -5.6650 -5.4005 -5.1722 -4.9655
 -4.7897 -4.6275 -4.4763 -4.3352 -4.2034 -3.9108 -3.6642 -3.4494 -3.2513 -3.0628
 -2.8848 -2.7206 -2.5727 -2.4409
 -7.4319 -7.1738 -7.0966 -6.8191 -6.4376 -6.0588 -5.7297 -5.4383 -5.1938 -4.9804
 -4.7903 -4.6251 -4.4714 -4.3279 -4.1934 -3.8941 -3.6417 -3.4256 -3.2306 -3.0472
 -2.8748 -2.7164 -2.5744 -2.4487 -2.3381 -2.2379 -2.1446 -2.0624 -2.0010 -1.9552
 -7.5149 -7.0246 -6.7423 -6.6744 -6.4753 -6.1513 -5.8119 -5.5070 -5.2389 -5.0101
 -4.8112 -4.6353 -4.4786 -4.3325 -4.1953 -3.8884 -3.6284 -3.4081 -3.2144 -3.0350
 -2.8674 -2.7140 -2.5772 -2.4568 -2.3510 -2.2578 -2.1748 -2.0974 -2.0300 -1.9828
 -1.9504
 -7.7190 -7.1173 -6.6675 -6.3732 -6.2635 -6.1469 -5.8887 -5.5915 -5.3115 -5.0636
 -4.8491 -4.6625 -4.4978 -4.3488 -4.2089 -3.8945 -3.6257 -3.3988 -3.2035 -3.0266
 -2.8630 -2.7137 -2.5812 -2.4655 -2.3646 -2.2764 -2.1994 -2.1315 -2.0698 -2.0169
 -1.9826
 -8.0030 -7.3141 -6.7684 -6.3518 -6.0585 -5.8973 -5.8069 -5.6363 -5.3886 -5.1349
 -4.9039 -4.7045 -4.5290 -4.3737 -4.2311 -3.9097 -3.6322 -3.3967 -3.1969 -3.0204
 -2.8595 -2.7136 -2.5846 -2.4730 -2.3766 -2.2931 -2.2211 -2.1590 -2.1058 -2.0595
 -2.0207
 -8.4048 -7.6099 -6.9698 -6.4693 -6.0811 -5.7946 -5.6034 -5.4843 -5.3714 -5.1992
 -4.9844 -4.7723 -4.5826 -4.4161 -4.2678 -3.9397 -3.6538 -3.4086 -3.2015 -3.0225
 -2.8628 -2.7190 -2.5925 -2.4836 -2.3907 -2.3113 -2.2435 -2.1860 -2.1382 -2.0988
 -2.0666
 -8.9540 -8.0047 -7.2501 -6.6710 -6.2089 -5.8456 -5.5686 -5.3665 -5.2215 -5.1057
 -4.9839 -4.8322 -4.6533 -4.4752 -4.3167 -3.9801 -3.6871 -3.4324 -3.2162 -3.0320
 -2.8709 -2.7279 -2.6027 -2.4954 -2.4049 -2.3287 -2.2647 -2.2113 -2.1676 -2.1332
 -2.1068
 -9.6506 -8.4985 -7.6093 -6.9379 -6.4104 -5.9819 -5.6406 -5.3734 -5.1691 -5.0123
 -4.8851 -4.7700 -4.6520 -4.5216 -4.3778 -4.0309 -3.7321 -3.4681 -3.2410
