 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  I   
 -1.1292 -1.1241 -1.3109 -1.3239 -1.2523 -1.1341 -0.9859 -0.8898 -0.8045 -0.7122
 -0.6248 -0.5416 -0.4645 -0.3955 -0.3368 -0.2158 -0.1765 -0.2035 -0.2030
 -1.1322 -1.0677 -1.0172 -0.9949 -1.0016 -0.9842 -0.9204 -0.8382 -0.7568 -0.6772
 -0.5999 -0.5267 -0.4597 -0.4004 -0.3493 -0.2578 -0.2135 -0.2052 -0.2172 -0.2403
 -1.0122 -0.9544 -0.8976 -0.8482 -0.8115 -0.8000 -0.8002 -0.7739 -0.7190 -0.6512
 -0.5834 -0.5177 -0.4570 -0.4030 -0.3567 -0.2732 -0.2320 -0.2252 -0.2381 -0.2608
 -0.2896
 -0.9018 -0.8595 -0.8109 -0.7619 -0.7169 -0.6783 -0.6516 -0.6431 -0.6348 -0.6072
 -0.5610 -0.5071 -0.4536 -0.4048 -0.3626 -0.2859 -0.2471 -0.2411 -0.2550 -0.2779
 -0.3059 -0.3380
 -0.7903 -0.7657 -0.7316 -0.6913 -0.6500 -0.6108 -0.5753 -0.5450 -0.5263 -0.5141
 -0.4998 -0.4746 -0.4399 -0.4009 -0.3637 -0.2938 -0.2573 -0.2524 -0.2675 -0.2917
 -0.3199 -0.3514 -0.3861 -0.4240
 -0.6769 -0.6666 -0.6484 -0.6215 -0.5894 -0.5554 -0.5225 -0.4914 -0.4631 -0.4393
 -0.4222 -0.4093 -0.3942 -0.3748 -0.3522 -0.2955 -0.2618 -0.2577 -0.2741 -0.3013
 -0.3313 -0.3635 -0.3979 -0.4347 -0.4743 -0.5170 -0.5631 -0.6126 -0.6657 -0.7223
 -0.5638 -0.5640 -0.5584 -0.5448 -0.5248 -0.5002 -0.4735 -0.4467 -0.4209 -0.3963
 -0.3739 -0.3556 -0.3417 -0.3301 -0.3182 -0.2866 -0.2599 -0.2551 -0.2739 -0.3050
 -0.3388 -0.3731 -0.4085 -0.4454 -0.4840 -0.5236 -0.5657 -0.6117 -0.6629 -0.7193
 -0.7776
 -0.4533 -0.4608 -0.4638 -0.4607 -0.4519 -0.4385 -0.4212 -0.4014 -0.3808 -0.3601
 -0.3401 -0.3216 -0.3055 -0.2929 -0.2828 -0.2639 -0.2502 -0.2483 -0.2673 -0.3014
 -0.3402 -0.3787 -0.4167 -0.4549 -0.4938 -0.5337 -0.5743 -0.6171 -0.6637 -0.7154
 -0.7729
 -0.3477 -0.3600 -0.3684 -0.3724 -0.3722 -0.3680 -0.3606 -0.3499 -0.3369 -0.3220
 -0.3067 -0.2918 -0.2780 -0.2658 -0.2555 -0.2393 -0.2334 -0.2373 -0.2562 -0.2919
 -0.3349 -0.3787 -0.4211 -0.4623 -0.5031 -0.5437 -0.5850 -0.6272 -0.6720 -0.7194
 -0.7693
 -0.2492 -0.2646 -0.2763 -0.2846 -0.2899 -0.2925 -0.2926 -0.2904 -0.2860 -0.2789
 -0.2700 -0.2603 -0.2505 -0.2413 -0.2331 -0.2188 -0.2154 -0.2230 -0.2429 -0.2777
 -0.3226 -0.3707 -0.4182 -0.4639 -0.5080 -0.5509 -0.5933 -0.6356 -0.6785 -0.7228
 -0.7697
 -0.1600 -0.1757 -0.1888 -0.1997 -0.2085 -0.2155 -0.2207 -0.2245 -0.2272 -0.2281
 -0.2267 -0.2236 -0.2193 -0.2145 -0.2100 -0.2012 -0.1993 -0.2087 -0.2299 -0.2631
 -0.3073 -0.3571 -0.4085 -0.4590 -0.5076 -0.5542 -0.5993 -0.6432 -0.6865 -0.7301
 -0.7747
 -0.0813 -0.0889 -0.0993 -0.1113 -0.1238 -0.1359 -0.1469 -0.1563 -0.1641 -0.1706
 -0.1759 -0.1800 -0.1823 -0.1832 -0.1832 -0.1830 -0.1849 -0.1950 -0.2169
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  I   
 -1.4071 -1.4169 -1.3914 -1.2890 -1.1624 -1.0402 -0.9368 -0.8497 -0.7693 -0.6921
 -0.6183 -0.5480 -0.4817 -0.4201 -0.3642 -0.2501 -0.1899 -0.1805 -0.1870
 -1.2355 -1.1729 -1.1566 -1.1648 -1.1083 -1.0086 -0.9078 -0.8216 -0.7452 -0.6732
 -0.6046 -0.5393 -0.4778 -0.4212 -0.3700 -0.2719 -0.2165 -0.1992 -0.2080 -0.2303
 -1.1297 -1.0558 -0.9920 -0.9519 -0.9520 -0.9422 -0.8794 -0.7990 -0.7256 -0.6586
 -0.5950 -0.5345 -0.4774 -0.4248 -0.3775 -0.2872 -0.2358 -0.2189 -0.2275 -0.2494
 -0.2782
 -1.0381 -0.9744 -0.9077 -0.8446 -0.7967 -0.7744 -0.7745 -0.7553 -0.7027 -0.6429
 -0.5849 -0.5291 -0.4762 -0.4273 -0.3832 -0.2994 -0.2514 -0.2346 -0.2428 -0.2648
 -0.2931 -0.3257
 -0.9464 -0.8985 -0.8419 -0.7832 -0.7289 -0.6814 -0.6464 -0.6288 -0.6243 -0.6047
 -0.5660 -0.5191 -0.4715 -0.4264 -0.3854 -0.3073 -0.2623 -0.2460 -0.2540 -0.2767
 -0.3056 -0.3379 -0.3733 -0.4128
 -0.8533 -0.8181 -0.7760 -0.7270 -0.6765 -0.6291 -0.5860 -0.5486 -0.5216 -0.5088
 -0.5002 -0.4831 -0.4546 -0.4190 -0.3826 -0.3103 -0.2682 -0.2526 -0.2606 -0.2847
 -0.3153 -0.3485 -0.3840 -0.4219 -0.4620 -0.5050 -0.5518 -0.6029 -0.6583 -0.7157
 -0.7534 -0.7312 -0.7027 -0.6672 -0.6261 -0.5837 -0.5434 -0.5058 -0.4716 -0.4429
 -0.4223 -0.4100 -0.3996 -0.3852 -0.3655 -0.3079 -0.2691 -0.2543 -0.2623 -0.2879
 -0.3213 -0.3568 -0.3934 -0.4314 -0.4712 -0.5127 -0.5567 -0.6041 -0.6555 -0.7113
 -0.7713
 -0.6544 -0.6394 -0.6225 -0.5985 -0.5697 -0.5363 -0.5018 -0.4683 -0.4368 -0.4071
 -0.3805 -0.3585 -0.3425 -0.3316 -0.3221 -0.2943 -0.2647 -0.2514 -0.2592 -0.2855
