 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F070W
 -3.2642 -3.2228 -3.4112 -3.3880 -3.2692 -3.0973 -2.9058 -2.7793 -2.6687 -2.5528
 -2.4417 -2.3373 -2.2420 -2.1571 -2.0838 -1.9326 -1.8433 -1.7792 -1.7587
 -3.2613 -3.1392 -3.0391 -2.9774 -2.9542 -2.9047 -2.8043 -2.6895 -2.5829 -2.4809
 -2.3827 -2.2904 -2.2061 -2.1306 -2.0638 -1.9312 -1.8445 -1.7968 -1.7756 -1.7702
 -3.1200 -3.0052 -2.8955 -2.7990 -2.7232 -2.6817 -2.6564 -2.6019 -2.5200 -2.4284
 -2.3405 -2.2573 -2.1808 -2.1121 -2.0512 -1.9307 -1.8524 -1.8107 -1.7929 -1.7887
 -1.7934
 -2.9982 -2.9011 -2.8007 -2.7029 -2.6144 -2.5395 -2.4837 -2.4516 -2.4214 -2.3709
 -2.3028 -2.2305 -2.1620 -2.0995 -2.0437 -1.9324 -1.8598 -1.8224 -1.8078 -1.8051
 -1.8097 -1.8200
 -2.8815 -2.8043 -2.7205 -2.6326 -2.5461 -2.4671 -2.3986 -2.3417 -2.3020 -2.2710
 -2.2373 -2.1921 -2.1395 -2.0859 -2.0357 -1.9329 -1.8646 -1.8305 -1.8190 -1.8189
 -1.8246 -1.8348 -1.8491 -1.8677
 -2.7686 -2.7060 -2.6402 -2.5675 -2.4908 -2.4150 -2.3455 -2.2848 -2.2333 -2.1911
 -2.1573 -2.1274 -2.0946 -2.0579 -2.0195 -1.9298 -1.8654 -1.8334 -1.8246 -1.8287
 -1.8372 -1.8487 -1.8634 -1.8809 -1.9014 -1.9255 -1.9539 -1.9869 -2.0249 -2.0679
 -2.6628 -2.6087 -2.5561 -2.4978 -2.4348 -2.3683 -2.3026 -2.2421 -2.1899 -2.1454
 -2.1068 -2.0732 -2.0438 -2.0160 -1.9877 -1.9186 -1.8612 -1.8291 -1.8235 -1.8324
 -1.8456 -1.8603 -1.8767 -1.8949 -1.9149 -1.9357 -1.9592 -1.9878 -2.0232 -2.0656
 -2.1111
 -2.5669 -2.5168 -2.4703 -2.4224 -2.3717 -2.3179 -2.2610 -2.2043 -2.1528 -2.1086
 -2.0709 -2.0375 -2.0070 -1.9796 -1.9543 -1.8975 -1.8509 -1.8214 -1.8162 -1.8287
 -1.8476 -1.8673 -1.8872 -1.9077 -1.9290 -1.9511 -1.9735 -1.9983 -2.0280 -2.0643
 -2.1085
 -2.4842 -2.4345 -2.3889 -2.3443 -2.3018 -2.2583 -2.2127 -2.1646 -2.1168 -2.0735
 -2.0367 -2.0054 -1.9773 -1.9512 -1.9267 -1.8744 -1.8351 -1.8104 -1.8047 -1.8186
 -1.8422 -1.8680 -1.8932 -1.9176 -1.9417 -1.9657 -1.9901 -2.0154 -2.0435 -2.0747
 -2.1085
