 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  G   
 -2.5012 -2.4865 -2.6712 -2.6701 -2.5814 -2.4343 -2.2538 -2.1384 -2.0335 -1.9218
 -1.8159 -1.7150 -1.6208 -1.5353 -1.4574 -1.2952 -1.1785 -1.0965 -1.0479
 -2.5046 -2.4141 -2.3388 -2.2955 -2.2853 -2.2483 -2.1600 -2.0530 -1.9492 -1.8485
 -1.7507 -1.6581 -1.5722 -1.4939 -1.4232 -1.2779 -1.1724 -1.1004 -1.0531 -1.0217
 -2.3749 -2.2886 -2.2027 -2.1255 -2.0643 -2.0326 -2.0142 -1.9653 -1.8858 -1.7942
 -1.7047 -1.6188 -1.5386 -1.4655 -1.3997 -1.2655 -1.1694 -1.1051 -1.0632 -1.0353
 -1.0164
 -2.2584 -2.1879 -2.1087 -2.0293 -1.9557 -1.8915 -1.8425 -1.8143 -1.7850 -1.7333
 -1.6625 -1.5863 -1.5127 -1.4445 -1.3827 -1.2569 -1.1677 -1.1098 -1.0730 -1.0486
 -1.0318 -1.0203
 -2.1425 -2.0917 -2.0277 -1.9562 -1.8842 -1.8166 -1.7557 -1.7028 -1.6639 -1.6314
 -1.5944 -1.5443 -1.4857 -1.4255 -1.3685 -1.2501 -1.1660 -1.1129 -1.0809 -1.0607
 -1.0467 -1.0370 -1.0307 -1.0274
 -2.0259 -1.9914 -1.9457 -1.8883 -1.8248 -1.7605 -1.6997 -1.6440 -1.5939 -1.5500
 -1.5131 -1.4787 -1.4399 -1.3961 -1.3501 -1.2429 -1.1628 -1.1130 -1.0851 -1.0699
 -1.0598 -1.0530 -1.0488 -1.0464 -1.0448 -1.0453 -1.0493 -1.0580 -1.0724 -1.0929
 -1.9113 -1.8885 -1.8579 -1.8160 -1.7653 -1.7095 -1.6529 -1.5989 -1.5494 -1.5039
 -1.4619 -1.4239 -1.3892 -1.3551 -1.3196 -1.2314 -1.1573 -1.1085 -1.0841 -1.0740
 -1.0692 -1.0666 -1.0655 -1.0656 -1.0665 -1.0672 -1.0695 -1.0757 -1.0874 -1.1058
 -1.1305
 -1.8011 -1.7864 -1.7657 -1.7365 -1.6993 -1.6553 -1.6070 -1.5576 -1.5106 -1.4671
 -1.4268 -1.3889 -1.3531 -1.3199 -1.2882 -1.2134 -1.1486 -1.1020 -1.0784 -1.0719
 -1.0727 -1.0756 -1.0790 -1.0827 -1.0866 -1.0905 -1.0935 -1.0979 -1.1065 -1.1212
 -1.1435
 -1.6978 -1.6882 -1.6733 -1.6513 -1.6255 -1.5931 -1.5554 -1.5141 -1.4718 -1.4311
 -1.3934 -1.3583 -1.3250 -1.2932 -1.2626 -1.1935 -1.1360 -1.0935 -1.0696 -1.0644
 -1.0695 -1.0782 -1.0873 -1.0960 -1.1041 -1.1113 -1.1183 -1.1254 -1.1345 -1.1459
 -1.1593
 -1.6040 -1.5973 -1.5856 -1.5693 -1.5489 -1.5248 -1.4971 -1.4652 -1.4306 -1.3948
 -1.3602 -1.3280 -1.2980 -1.2690 -1.2410 -1.1767 -1.1231 -1.0837 -1.0603 -1.0542
 -1.0606 -1.0734 -1.0882 -1.1028 -1.1162 -1.1282 -1.1392 -1.1493 -1.1591 -1.1696
 -1.1809
 -1.5204 -1.5135 -1.5030 -1.4894 -1.4729 -1.4539 -1.4327 -1.4092 -1.3829 -1.3542
 -1.3244 -1.2956 -1.2686 -1.2433 -1.2191 -1.1614 -1.1109 -1.0737 -1.0514 -1.0439
 -1.0497 -1.0637 -1.0822 -1.1021 -1.1214 -1.1391 -1.1553 -1.1698 -1.1831 -1.1959
 -1.2091
 -1.4420 -1.4252 -1.4122 -1.4012 -1.3905 -1.3787 -1.3647 -1.3478 -1.3284 -1.3070
