 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = G_BP 
 -1.6231  0.1490  1.3492  0.3705 -2.6692 -7.1637 -6.0598 -4.1488 -3.0519 -2.9484
 -2.7793 -2.6612 -3.0236 -3.4928 -3.6126 -3.0961
 -4.7014 -3.8016 -2.9696 -3.0863 -4.1007 -6.0393 -5.5238 -4.6164 -3.9431 -3.6520
 -3.4081 -3.2662 -3.3589 -3.5101 -3.5035 -3.0544 -2.7591 -2.5783 -2.5329
 -5.8155 -5.4429 -4.9531 -4.6777 -4.6291 -5.0251 -4.8403 -4.5390 -4.2142 -3.9278
 -3.7063 -3.5664 -3.5015 -3.4554 -3.3675 -2.9955 -2.7261 -2.5568 -2.4636 -2.3856
 -2.2637
 -4.9653 -4.7749 -4.6013 -4.4037 -4.2543 -4.1212 -4.0093 -3.9164 -3.8653 -3.7757
 -3.6741 -3.5620 -3.4511 -3.3287 -3.2046 -2.9194 -2.7018 -2.5444 -2.4304 -2.3453
 -2.2785 -2.2227 -2.1742
 -4.6283 -4.4884 -4.3541 -4.2084 -4.0766 -3.9510 -3.8361 -3.7341 -3.6441 -3.5609
 -3.4765 -3.3857 -3.2922 -3.1954 -3.0961 -2.8612 -2.6743 -2.5374 -2.4362 -2.3584
 -2.2961 -2.2437 -2.1979 -2.1579 -2.1232
 -4.3074 -4.2087 -4.1088 -4.0045 -3.8963 -3.7873 -3.6808 -3.5809 -3.4895 -3.4060
 -3.3281 -3.2517 -3.1725 -3.0933 -3.0105 -2.8142 -2.6515 -2.5305 -2.4404 -2.3701
 -2.3129 -2.2644 -2.2218 -2.1836 -2.1491 -2.1187
 -4.0028 -3.9358 -3.8654 -3.7920 -3.7135 -3.6301 -3.5434 -3.4568 -3.3733 -3.2946
 -3.2212 -3.1518 -3.0843 -3.0175 -2.9478 -2.7784 -2.6334 -2.5237 -2.4430 -2.3804
 -2.3289 -2.2848 -2.2458 -2.2103 -2.1776 -2.1477 -2.1213 -2.1010 -2.0894 -2.0882
 -3.7143 -3.6697 -3.6239 -3.5771 -3.5269 -3.4711 -3.4095 -3.3434 -3.2750 -3.2069
 -3.1410 -3.0778 -3.0174 -2.9587 -2.9001 -2.7524 -2.6208 -2.5171 -2.4420 -2.3861
 -2.3411 -2.3024 -2.2680 -2.2363 -2.2066 -2.1786 -2.1522 -2.1300 -2.1151 -2.1096
 -2.1146
 -3.4552 -3.4253 -3.3970 -3.3703 -3.3423 -3.3109 -3.2741 -3.2310 -3.1820 -3.1291
 -3.0741 -3.0191 -2.9653 -2.9129 -2.8610 -2.7321 -2.6115 -2.5124 -2.4387 -2.3863
 -2.3469 -2.3145 -2.2858 -2.2592 -2.2338 -2.2093 -2.1862 -2.1639 -2.1458 -2.1357
 -2.1360
 -3.2237 -3.2072 -3.1931 -3.1812 -3.1693 -3.1560 -3.1392 -3.1169 -3.0879 -3.0519
 -3.0106 -2.9661 -2.9200 -2.8736 -2.8273 -2.7125 -2.6019 -2.5072 -2.4344 -2.3821
 -2.3458 -2.3189 -2.2966 -2.2762 -2.2564 -2.2368 -2.2176 -2.1991 -2.1823 -2.1698
 -2.1618
 -3.0206 -3.0166 -3.0136 -3.0115 -3.0108 -3.0098 -3.0072 -3.0012 -2.9899 -2.9712
 -2.9451 -2.9132 -2.8771 -2.8383 -2.7978 -2.6942 -2.5934 -2.5029 -2.4310 -2.3777
 -2.3411 -2.3169 -2.2998 -2.2858 -2.2726 -2.2591 -2.2454 -2.2314 -2.2178 -2.2054
 -2.1941
 -2.8563 -2.8535 -2.8551 -2.8608 -2.8681 -2.8752 -2.8822 -2.8873 -2.8889 -2.8836
 -2.8713 -2.8530 -2.8293 -2.8009 -2.7686 -2.6777 -2.5838 -2.4978 -2.4269 -2.3734
 -2.3356 -2.3111 -2.2964 -2.2874 -2.2805 -2.2738 -2.2665 -2.2584 -2.2497 -2.2410
 -2.2333
 -2.7310 -2.7178 -2.7176 -2.7291 -2.7412 -2.7522 -2.7661 -2.7785 -2.7885 -2.7934
 -2.7929 -2.7875 -2.7775 -2.7614 -2.7396 -2.6630 -2.5731 -2.4919 -2.4221
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = G_BP 
 -5.3216 -4.9700 -4.7415 -4.6276 -4.6188 -4.9670 -4.7147 -4.4863 -4.3112 -4.1682
 -3.9712 -3.7728 -3.6765 -3.6294 -3.5376 -3.1420
 -5.1988 -4.8548 -4.6117 -4.4604 -4.3925 -4.5301 -4.3822 -4.2368 -4.1072 -3.9865
 -3.8434 -3.6977 -3.5877 -3.4953 -3.3845 -3.0458 -2.7771 -2.5814 -2.4402
 -5.0686 -4.7395 -4.4917 -4.3158 -4.2045 -4.1937 -4.1069 -4.0148 -3.9178 -3.8164
 -3.7110 -3.6019 -3.4893 -3.3737 -3.2552 -2.9642 -2.7320 -2.5591 -2.4327 -2.3381
 -2.2641
 -4.9310 -4.6241 -4.3815 -4.1938 -4.0546 -3.9578 -3.8888 -3.8203 -3.7432 -3.6579
 -3.5740 -3.4853 -3.3814 -3.2646 -3.1497 -2.8972 -2.6955 -2.5428 -2.4297 -2.3439
 -2.2758 -2.2196 -2.1704
 -4.7860 -4.5086 -4.2811 -4.0944 -3.9429 -3.8224 -3.7279 -3.6533 -3.5833 -3.5109
 -3.4324 -3.3480 -3.2639 -3.1680 -3.0680 -2.8448 -2.6676 -2.5325 -2.4312 -2.3531
 -2.2903 -2.2378 -2.1924 -2.1527 -2.1183
 -4.6336 -4.3930 -4.1905 -4.0176 -3.8694 -3.7434 -3.6375 -3.5483 -3.4712 -3.4007
 -3.3285 -3.2504 -3.1733 -3.0923 -3.0051 -2.8052 -2.6459 -2.5251 -2.4345 -2.3637
 -2.3062 -2.2575 -2.2150 -2.1772 -2.1433 -2.1132
 -4.4662 -4.2630 -4.0901 -3.9385 -3.8031 -3.6819 -3.5746 -3.4805 -3.3974 -3.3218
 -3.2497 -3.1778 -3.1045 -3.0349 -2.9584 -2.7765 -2.6293 -2.5182 -2.4364 -2.3731
 -2.3214 -2.2771 -2.2382 -2.2031 -2.1710 -2.1418 -2.1160 -2.0963 -2.0852 -2.0842
