 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = G_BP 
 -4.1275 -3.4044 -3.0248 -2.9779 -3.2918 -3.7452 -4.2364 -4.0990 -3.9661 -3.8252
 -3.6771 -3.5686 -3.4044 -3.2408 -3.0871 -2.7584 -2.4794 -2.2716 -2.1037
 -4.9220 -4.5856 -4.3420 -4.1819 -4.0781 -3.9833 -3.8823 -3.7795 -3.6773 -3.5741
 -3.4592 -3.3280 -3.1868 -3.0484 -2.9187 -2.6337 -2.4036 -2.2263 -2.0952 -1.9959
 -4.7161 -4.4008 -4.1531 -3.9617 -3.8192 -3.7211 -3.6539 -3.5830 -3.4930 -3.3898
 -3.2862 -3.1781 -3.0573 -2.9336 -2.8171 -2.5661 -2.3644 -2.2076 -2.0900 -1.9999
 -1.9283
 -4.5573 -4.2744 -4.0425 -3.8519 -3.6963 -3.5717 -3.4733 -3.3967 -3.3304 -3.2521
 -3.1565 -3.0586 -2.9559 -2.8471 -2.7415 -2.5141 -2.3347 -2.1954 -2.0896 -2.0076
 -1.9415 -1.8862
 -4.4058 -4.1597 -3.9516 -3.7731 -3.6193 -3.4878 -3.3767 -3.2825 -3.2004 -3.1261
 -3.0500 -2.9650 -2.8761 -2.7806 -2.6855 -2.4762 -2.3123 -2.1866 -2.0913 -2.0168
 -1.9562 -1.9050 -1.8604 -1.8198
 -4.2535 -4.0421 -3.8605 -3.6999 -3.5558 -3.4269 -3.3127 -3.2124 -3.1235 -3.0419
 -2.9642 -2.8871 -2.8103 -2.7284 -2.6435 -2.4492 -2.2956 -2.1790 -2.0921 -2.0250
 -1.9703 -1.9237 -1.8828 -1.8461 -1.8110 -1.7791 -1.7525 -1.7329 -1.7216 -1.7194
 -4.1078 -3.9219 -3.7642 -3.6229 -3.4927 -3.3720 -3.2609 -3.1599 -3.0689 -2.9859
 -2.9076 -2.8317 -2.7576 -2.6843 -2.6093 -2.4308 -2.2837 -2.1720 -2.0904 -2.0296
