 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = BX   
 -4.4037 -4.2571 -4.1256 -3.9778 -3.8380 -3.6996 -3.5606 -3.4182 -3.2721 -3.1235
 -2.9743 -2.8274 -2.6856 -2.5506 -2.4233 -2.1408 -1.9023 -1.6983 -1.5276 -1.3875
 -1.2770 -1.1926 -1.1282 -1.0774 -1.0346 -0.9957 -0.9589 -0.9232 -0.8884 -0.8551
 -0.8239
 -4.2420 -4.1076 -4.0026 -3.8538 -3.7230 -3.5956 -3.4700 -3.3436 -3.2145 -3.0821
 -2.9467 -2.8100 -2.6745 -2.5427 -2.4194 -2.1353 -1.9006 -1.7020 -1.5339
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = BX   
 -6.4672 -6.0341 -5.7313 -5.5340 -5.4129 -5.3185 -5.1517 -4.9941 -4.8174 -4.6145
 -4.3843 -4.1375 -3.8916 -3.6539 -3.4294 -2.9056 -2.4204 -2.0151 -1.6549
 -6.0654 -5.7180 -5.4659 -5.2474 -5.0499 -4.8749 -4.7163 -4.5627 -4.4014 -4.2228
 -4.0206 -3.7951 -3.5601 -3.3350 -3.1258 -2.6593 -2.2446 -1.8830 -1.5940 -1.3661
 -5.8082 -5.4102 -5.0972 -4.8591 -4.6905 -4.5515 -4.3995 -4.2353 -4.0684 -3.9004
 -3.7218 -3.5249 -3.3108 -3.0996 -2.9046 -2.4833 -2.1230 -1.8078 -1.5498 -1.3478
 -1.1851
 -5.6778 -5.2775 -4.9456 -4.6712 -4.4459 -4.2624 -4.1194 -3.9948 -3.8453 -3.6703
 -3.4931 -3.3151 -3.1255 -2.9293 -2.7463 -2.3550 -2.0337 -1.7558 -1.5236 -1.3395
 -1.1908 -1.0650
 -5.5885 -5.2027 -4.8733 -4.5898 -4.3443 -4.1315 -3.9465 -3.7848 -3.6455 -3.5085
 -3.3450 -3.1695 -2.9928 -2.8126 -2.6380 -2.2680 -1.9725 -1.7220 -1.5106 -1.3406
 -1.2033 -1.0871 -0.9846 -0.8922
 -5.5055 -5.1446 -4.8288 -4.5490 -4.2986 -4.0732 -3.8702 -3.6870 -3.5196 -3.3661
 -3.2226 -3.0728 -2.9111 -2.7403 -2.5722 -2.2139 -1.9342 -1.7021 -1.5061 -1.3470
 -1.2191 -1.1115 -1.0167 -0.9307 -0.8513 -0.7778 -0.7102 -0.6466 -0.5889 -0.5513
 -5.4152 -5.0844 -4.7900 -4.5224 -4.2760 -4.0481 -3.8374 -3.6432 -3.4635 -3.2960
 -3.1388 -2.9905 -2.8470 -2.6973 -2.5415 -2.1860 -1.9132 -1.6923 -1.5071 -1.3556
 -1.2348 -1.1351 -1.0480 -0.9689 -0.8956 -0.8270 -0.7633 -0.7045 -0.6503 -0.6044
 -0.5784
 -5.3174 -5.0160 -4.7460 -4.4963 -4.2607 -4.0373 -3.8261 -3.6271 -3.4408 -3.2663
 -3.1017 -2.9466 -2.8004 -2.6592 -2.5191 -2.1825 -1.9062 -1.6903 -1.5116 -1.3645
 -1.2484 -1.1552 -1.0757 -1.0042 -0.9377 -0.8750 -0.8163 -0.7613 -0.7102 -0.6661
 -0.6317
 -5.2136 -4.9370 -4.6889 -4.4591 -4.2394 -4.0265 -3.8202 -3.6221 -3.4336 -3.2552
 -3.0867 -2.9276 -2.7772 -2.6344 -2.4977 -2.1814 -1.9091 -1.6921 -1.5168 -1.3722
 -1.2579 -1.1689 -1.0962 -1.0326 -0.9739 -0.9185 -0.8659 -0.8161 -0.7696 -0.7273
 -0.6915
 -5.1171 -4.8599 -4.6283 -4.4147 -4.2113 -4.0128 -3.8170 -3.6249 -3.4385 -3.2597
 -3.0893 -2.9279 -2.7748 -2.6296 -2.4921 -2.1828 -1.9186 -1.7006 -1.5257 -1.3824
 -1.2678 -1.1799 -1.1113 -1.0545 -1.0039 -0.9565 -0.9115 -0.8684 -0.8273 -0.7889
 -0.7534
 -5.0226 -4.7818 -4.5613 -4.3596 -4.1694 -3.9856 -3.8037 -3.6225 -3.4433 -3.2680
 -3.0986 -2.9364 -2.7818 -2.6351 -2.4960 -2.1858 -1.9264 -1.7103 -1.5344 -1.3918
 -1.2770 -1.1882 -1.1210 -1.0685 -1.0248 -0.9856 -0.9489 -0.9136 -0.8795 -0.8469
 -0.8165
 -4.9296 -4.7011 -4.4906 -4.2962 -4.1148 -3.9420 -3.7735 -3.6058 -3.4382 -3.2715
 -3.1072 -2.9474 -2.7940 -2.6452 -2.5094 -2.1904 -1.9325 -1.7212 -1.5429
 [Fe/H] = -1.50 [alpha/Fe] = 0.00 BC value = BX   
 -6.6505 -6.2996 -6.0074 -5.7603 -5.5440 -5.3410 -5.1357 -4.9185 -4.6929 -4.4580
 -4.2111 -3.9578 -3.7099 -3.4819 -3.2730 -2.8106 -2.3957 -2.0243 -1.6931
 -6.2604 -5.8823 -5.5629 -5.2986 -5.0771 -4.8823 -4.6974 -4.5096 -4.3163 -4.1143
 -3.8983 -3.6684 -3.4360 -3.2183 -3.0204 -2.5954 -2.2319 -1.9061 -1.6228 -1.3917
 -5.8739 -5.4971 -5.2106 -4.9642 -4.7403 -4.5425 -4.3638 -4.1919 -4.0199 -3.8431
 -3.6559 -3.4531 -3.2385 -3.0302 -2.8398 -2.4398 -2.1121 -1.8262 -1.5757 -1.3672
 -1.1978
 -5.7147 -5.2822 -4.9363 -4.6662 -4.4619 -4.3043 -4.1457 -3.9766 -3.8073 -3.6397
 -3.4702 -3.2925 -3.1003 -2.9030 -2.7185 -2.3338 -2.0294 -1.7713 -1.5464 -1.3561
 -1.2002 -1.0695
 -5.6749 -5.2245 -4.8537 -4.5514 -4.3046 -4.1065 -3.9496 -3.8155 -3.6808 -3.5190
 -3.3472 -3.1766 -3.0033 -2.8210 -2.6423 -2.2663 -1.9757 -1.7361 -1.5302 -1.3547
 -1.2097 -1.0883 -0.9829 -0.8888
 -5.6873 -5.2306 -4.8499 -4.5331 -4.2676 -4.0438 -3.8529 -3.6871 -3.5423 -3.4141
 -3.2754 -3.1129 -2.9417 -2.7698 -2.5988 -2.2269 -1.9432 -1.7151 -1.5227 -1.3589
 -1.2231 -1.1099 -1.0121 -0.9245 -0.8445 -0.7717 -0.7041 -0.6396 -0.5816 -0.5457
 -5.7183 -5.2647 -4.8810 -4.5572 -4.2808 -4.0414 -3.8320 -3.6468 -3.4801 -3.3270
 -3.1864 -3.0523 -2.9072 -2.7458 -2.5791 -2.2085 -1.9258 -1.7041 -1.5205 -1.3656
 -1.2373 -1.1315 -1.0411 -0.9604 -0.8864 -0.8178 -0.7545 -0.6961 -0.6420 -0.5956
 -0.5696
 -5.7432 -5.3036 -4.9257 -4.6009 -4.3187 -4.0700 -3.8483 -3.6485 -3.4670 -3.3000
 -3.1436 -2.9966 -2.8591 -2.7215 -2.5739 -2.2076 -1.9200 -1.7001 -1.5216 -1.3728
 -1.2501 -1.1504 -1.0670 -0.9936 -0.9265 -0.8638 -0.8056 -0.7513 -0.7009 -0.6571
 -0.6223
 -5.7410 -5.3255 -4.9628 -4.6452 -4.3638 -4.1110 -3.8815 -3.6717 -3.4789 -3.3008
 -3.1345 -2.9780 -2.8303 -2.6909 -2.5552 -2.2175 -1.9226 -1.6995 -1.5234 -1.3783
 -1.2593 -1.1640 -1.0867 -1.0208 -0.9612 -0.9056 -0.8535 -0.8045 -0.7589 -0.7181
 -0.6822
 -5.7218 -5.3355 -4.9921 -4.6869 -4.4124 -4.1611 -3.9285 -3.7126 -3.5119 -3.3253
 -3.1509 -2.9871 -2.8324 -2.6861 -2.5472 -2.2270 -1.9402 -1.7082 -1.5301 -1.3864
 -1.2689 -1.1753 -1.1019 -1.0421 -0.9901 -0.9424 -0.8977 -0.8552 -0.8151 -0.7778
 -0.7436
 -5.6847 -5.3251 -5.0022 -4.7124 -4.4490 -4.2050 -3.9756 -3.7587 -3.5540 -3.3615
 -3.1809 -3.0112 -2.8511 -2.6992 -2.5557 -2.2334 -1.9566 -1.7233 -1.5394 -1.3947
 -1.2776 -1.1841 -1.1120 -1.0562 -1.0107 -0.9708 -0.9341 -0.8993 -0.8661 -0.8345
 -0.8053
 -5.6357 -5.2991 -4.9948 -4.7194 -4.4678 -4.2334 -4.0119 -3.8000 -3.5967 -3.4024
 -3.2181 -3.0441 -2.8773 -2.7211 -2.5807 -2.2367 -1.9718 -1.7448 -1.5513
 [Fe/H] = -1.00 [alpha/Fe] = 0.00 BC value = BX   
 -6.9655 -6.7024 -6.4534 -6.2079 -5.9554 -5.6778 -5.3580 -5.0018 -4.6716 -4.3713
 -4.0924 -3.8305 -3.5861 -3.3659 -3.1678 -2.7445 -2.3794 -2.0435 -1.7370
 -6.5285 -6.2269 -5.9510 -5.6932 -5.4444 -5.1917 -4.9156 -4.6253 -4.3500 -4.0917
 -3.8430 -3.6002 -3.3682 -3.1548 -2.9622 -2.5582 -2.2243 -1.9292 -1.6627 -1.4293
 -6.2241 -5.8847 -5.5788 -5.3037 -5.0530 -4.8173 -4.5800 -4.3363 -4.1016 -3.8775
 -3.6582 -3.4382 -3.2194 -3.0121 -2.8232 -2.4304 -2.1166 -1.8485 -1.6106 -1.4001
 -1.2217
 -5.9477 -5.5844 -5.2870 -5.0190 -4.7680 -4.5380 -4.3229 -4.1117 -3.9068 -3.7097
 -3.5165 -3.3208 -3.1196 -2.9204 -2.7345 -2.3469 -2.0449 -1.7941 -1.5762 -1.3839
 -1.2191 -1.0806
 -5.8498 -5.4088 -5.0429 -4.7446 -4.5076 -4.3183 -4.1393 -3.9530 -3.7658 -3.5840
 -3.4073 -3.2316 -3.0504 -2.8635 -2.6815 -2.2954 -1.9990 -1.7591 -1.5550 -1.3770
 -1.2237 -1.0943 -0.9838 -0.8866
 -5.8713 -5.3825 -4.9709 -4.6315 -4.3560 -4.1322 -3.9489 -3.7966 -3.6602 -3.5080
 -3.3398 -3.1695 -3.0006 -2.8283 -2.6533 -2.2669 -1.9714 -1.7379 -1.5431 -1.3761
 -1.2325 -1.1114 -1.0082 -0.9178 -0.8363 -0.7622 -0.6943 -0.6302 -0.5725 -0.5360
 -5.9681 -5.4418 -4.9977 -4.6292 -4.3257 -4.0749 -3.8660 -3.6889 -3.5360 -3.4032
 -3.2779 -3.1357 -2.9743 -2.8077 -2.6413 -2.2559 -1.9571 -1.7261 -1.5375 -1.3785
 -1.2432 -1.1292 -1.0332 -0.9495 -0.8742 -0.8054 -0.7427 -0.6848 -0.6308 -0.5842
 -0.5574
 -6.1109 -5.5551 -5.0826 -4.6888 -4.3622 -4.0901 -3.8604 -3.6639 -3.4922 -3.3389
 -3.1990 -3.0701 -2.9421 -2.7982 -2.6409 -2.2589 -1.9536 -1.7214 -1.5361 -1.3825
 -1.2536 -1.1459 -1.0562 -0.9794 -0.9109 -0.8481 -0.7904 -0.7372 -0.6887 -0.6445
 -0.6089
 -6.2521 -5.6864 -5.1963 -4.7828 -4.4366 -4.1456 -3.8972 -3.6822 -3.4931 -3.3242
 -3.1698 -3.0262 -2.8915 -2.7625 -2.6298 -2.2709 -1.9573 -1.7203 -1.5358 -1.3855
 -1.2610 -1.1584 -1.0743 -1.0041 -0.9428 -0.8870 -0.8355 -0.7876 -0.7435 -0.7039
 -0.6688
 -6.3649 -5.8162 -5.3248 -4.9027 -4.5422 -4.2346 -3.9694 -3.7375 -3.5318 -3.3471
 -3.1789 -3.0236 -2.8781 -2.7406 -2.6095 -2.2874 -1.9764 -1.7291 -1.5415 -1.3919
 -1.2697 -1.1698 -1.0895 -1.0247 -0.9701 -0.9217 -0.8774 -0.8359 -0.7972 -0.7617
 -0.7298
 -6.4231 -5.9081 -5.4363 -5.0205 -4.6564 -4.3395 -4.0616 -3.8153 -3.5948 -3.3956
 -3.2139 -3.0467 -2.8912 -2.7453 -2.6073 -2.2924 -2.0014 -1.7468 -1.5513 -1.3998
 -1.2778 -1.1790 -1.1005 -1.0392 -0.9903 -0.9489 -0.9122 -0.8780 -0.8461 -0.8162
 -0.7888
 -6.4314 -5.9546 -5.5148 -5.1169 -4.7613 -4.4447 -4.1613 -3.9056 -3.6737 -3.4621
 -3.2684 -3.0900 -2.9246 -2.7703 -2.6232 -2.2859 -2.0323 -1.7734 -1.5652
 [Fe/H] = -0.75 [alpha/Fe] = 0.00 BC value = BX   
 -7.1724 -6.9553 -6.7401 -6.5147 -6.2662 -5.9640 -5.5782 -5.1196 -4.7040 -4.3538
 -4.0531 -3.7865 -3.5459 -3.3289 -3.1344 -2.7223 -2.3744 -2.0569 -1.7611
 -6.7050 -6.4569 -6.2191 -5.9828 -5.7367 -5.4621 -5.1294 -4.7587 -4.4128 -4.1083
 -3.8356 -3.5854 -3.3539 -3.1427 -2.9519 -2.5535 -2.2283 -1.9421 -1.6854 -1.4542
 -6.3677 -6.0820 -5.8163 -5.5641 -5.3185 -5.0675 -4.7881 -4.4835 -4.1909 -3.9239
 -3.6784 -3.4467 -3.2258 -3.0195 -2.8312 -2.4392 -2.1282 -1.8643 -1.6309 -1.4220
 -1.2400
 -6.1259 -5.8152 -5.5238 -5.2520 -4.9983 -4.7576 -4.5164 -4.2618 -4.0119 -3.7779
 -3.5586 -3.3477 -3.1410 -2.9414 -2.7553 -2.3652 -2.0615 -1.8110 -1.5942 -1.4025
 -1.2344 -1.0910
 -5.9910 -5.6008 -5.2440 -4.9803 -4.7489 -4.5247 -4.3044 -4.0842 -3.8666 -3.6591
 -3.4624 -3.2722 -3.0826 -2.8932 -2.7106 -2.3199 -2.0187 -1.7763 -1.5709 -1.3921
 -1.2359 -1.1018 -0.9873 -0.8875
 -5.9649 -5.4885 -5.0941 -4.7677 -4.4997 -4.2805 -4.1004 -3.9341 -3.7574 -3.5721
 -3.3896 -3.2131 -3.0393 -2.8635 -2.6874 -2.2956 -1.9929 -1.7549 -1.5573 -1.3881
 -1.2418 -1.1160 -1.0089 -0.9158 -0.8329 -0.7581 -0.6894 -0.6247 -0.5671 -0.5304
 -6.0432 -5.5255 -5.0826 -4.7115 -4.4049 -4.1521 -3.9420 -3.7649 -3.6145 -3.4800
 -3.3377 -3.1776 -3.0106 -2.8445 -2.6778 -2.2872 -1.9800 -1.7428 -1.5504 -1.3882
 -1.2498 -1.1315 -1.0312 -0.9447 -0.8681 -0.7987 -0.7357 -0.6779 -0.6238 -0.5772
 -0.5499
 -6.2108 -5.6432 -5.1565 -4.7483 -4.4094 -4.1291 -3.8959 -3.6989 -3.5291 -3.3798
 -3.2466 -3.1220 -2.9881 -2.8364 -2.6766 -2.2918 -1.9777 -1.7381 -1.5481 -1.3907
 -1.2583 -1.1463 -1.0523 -0.9724 -0.9023 -0.8390 -0.7813 -0.7286 -0.6804 -0.6365
 -0.6005
 -6.4157 -5.8101 -5.2858 -4.8425 -4.4738 -4.1678 -3.9118 -3.6947 -3.5078 -3.3434
 -3.1950 -3.0585 -2.9309 -2.8056 -2.6707 -2.3042 -1.9829 -1.7376 -1.5473 -1.3928
 -1.2646 -1.1578 -1.0693 -0.9956 -0.9323 -0.8758 -0.8244 -0.7770 -0.7335 -0.6943
 -0.6600
 -6.6133 -6.0041 -5.4557 -4.9861 -4.5896 -4.2580 -3.9791 -3.7411 -3.5350 -3.3536
 -3.1910 -3.0421 -2.9032 -2.7721 -2.6462 -2.3228 -2.0023 -1.7473 -1.5532 -1.3989
 -1.2727 -1.1689 -1.0842 -1.0156 -0.9586 -0.9091 -0.8646 -0.8235 -0.7856 -0.7510
 -0.7199
 -6.7511 -6.1639 -5.6257 -5.1457 -4.7329 -4.3806 -4.0805 -3.8222 -3.5969 -3.3977
 -3.2191 -3.0568 -2.9071 -2.7670 -2.6344 -2.3274 -2.0297 -1.7658 -1.5637 -1.4069
 -1.2807 -1.1781 -1.0956 -1.0303 -0.9784 -0.9355 -0.8982 -0.8643 -0.8329 -0.8039
 -0.7776
 -6.8206 -6.2725 -5.7597 -5.2925 -4.8794 -4.5178 -4.2031 -3.9277 -3.6849 -3.4686
 -3.2742 -3.0977 -2.9358 -2.7859 -2.6353 -2.3180 -2.0651 -1.7931 -1.5788
 [Fe/H] = -0.50 [alpha/Fe] = 0.00 BC value = BX   
 -7.3901 -7.2130 -7.0326 -6.8356 -6.6092 -6.3012 -5.8586 -5.2903 -4.7704 -4.3588
 -4.0342 -3.7607 -3.5214 -3.3078 -3.1162 -2.7117 -2.3759 -2.0720 -1.7887
 -6.8986 -6.6974 -6.4992 -6.2941 -6.0664 -5.7869 -5.4086 -4.9479 -4.5113 -4.1463
 -3.8445 -3.5852 -3.3537 -3.1447 -2.9557 -2.5604 -2.2402 -1.9617 -1.7102 -1.4821
 -6.5212 -6.2905 -6.0692 -5.8509 -5.6251 -5.3730 -5.0595 -4.6851 -4.3166 -3.9914
 -3.7122 -3.4664 -3.2431 -3.0380 -2.8507 -2.4586 -2.1478 -1.8855 -1.6542 -1.4469
 -1.2627
 -6.2686 -5.9966 -5.7439 -5.5042 -5.2706 -5.0335 -4.7713 -4.4659 -4.1549 -3.8683
 -3.6131 -3.3832 -3.1700 -2.9703 -2.7848 -2.3925 -2.0858 -1.8336 -1.6160 -1.4239
 -1.2537 -1.1057
 -6.0753 -5.7634 -5.4962 -5.2451 -5.0014 -4.7648 -4.5297 -4.2762 -4.0135 -3.7627
 -3.5324 -3.3204 -3.1203 -2.9284 -2.7460 -2.3520 -2.0455 -1.7992 -1.5910 -1.4103
 -1.2516 -1.1131 -0.9940 -0.8908
 -6.0218 -5.6074 -5.2595 -4.9719 -4.7329 -4.5250 -4.3241 -4.1130 -3.8903 -3.6705
 -3.4629 -3.2688 -3.0834 -2.9024 -2.7255 -2.3305 -2.0209 -1.7774 -1.5758 -1.4034
 -1.2541 -1.1242 -1.0123 -0.9156 -0.8305 -0.7548 -0.6849 -0.6187 -0.5613 -0.5245
 -6.0880 -5.6041 -5.1869 -4.8347 -4.5417 -4.2969 -4.0907 -3.9139 -3.7514 -3.5848
 -3.4074 -3.2283 -3.0546 -2.8852 -2.7169 -2.3237 -2.0088 -1.7649 -1.5675 -1.4013
 -1.2593 -1.1368 -1.0317 -0.9415 -0.8625 -0.7920 -0.7288 -0.6705 -0.6159 -0.5696
 -0.5420
 -6.2474 -5.7017 -5.2286 -4.8261 -4.4898 -4.2101 -3.9761 -3.7772 -3.6048 -3.4544
 -3.3193 -3.1840 -3.0346 -2.8753 -2.7153 -2.3291 -2.0075 -1.7601 -1.5643 -1.4023
 -1.2657 -1.1494 -1.0505 -0.9665 -0.8939 -0.8295 -0.7715 -0.7189 -0.6703 -0.6272
 -0.5913
 -6.4831 -5.8761 -5.3497 -4.9008 -4.5247 -4.2120 -3.9516 -3.7326 -3.5451 -3.3813
 -3.2355 -3.1036 -2.9797 -2.8523 -2.7120 -2.3417 -2.0139 -1.7601 -1.5632 -1.4036
 -1.2707 -1.1593 -1.0660 -0.9879 -0.9217 -0.8638 -0.8120 -0.7649 -0.7221 -0.6836
 -0.6498
 -6.7553 -6.1159 -5.5418 -5.0489 -4.6329 -4.2862 -3.9977 -3.7552 -3.5486 -3.3695
 -3.2109 -3.0673 -2.9344 -2.8093 -2.6876 -2.3614 -2.0342 -1.7711 -1.5695 -1.4095
 -1.2784 -1.1698 -1.0804 -1.0070 -0.9466 -0.8952 -0.8501 -0.8092 -0.7719 -0.7383
 -0.7083
 -6.9867 -6.3485 -5.7638 -5.2391 -4.7908 -4.4120 -4.0944 -3.8266 -3.5980 -3.3998
 -3.2252 -3.0685 -2.9250 -2.7912 -2.6646 -2.3661 -2.0628 -1.7907 -1.5811 -1.4179
 -1.2864 -1.1791 -1.0919 -1.0219 -0.9661 -0.9206 -0.8822 -0.8482 -0.8174 -0.7892
 -0.7641
 -7.1391 -6.5294 -5.9578 -5.4365 -4.9717 -4.5713 -4.2289 -3.9367 -3.6852 -3.4665
 -3.2734 -3.1009 -2.9445 -2.8005 -2.6430 -2.3558 -2.0997 -1.8189 -1.5980
 [Fe/H] = -0.25 [alpha/Fe] = 0.00 BC value = BX   
 -7.6147 -7.4685 -7.3176 -7.1479 -6.9511 -6.6512 -6.1682 -5.5025 -4.8740 -4.3916
 -4.0312 -3.7448 -3.5027 -3.2905 -3.1002 -2.7019 -2.3755 -2.0843 -1.8134
 -7.1006 -6.9363 -6.7730 -6.5999 -6.3977 -6.1292 -5.7270 -5.1839 -4.6454 -4.2068
 -3.8670 -3.5922 -3.3569 -3.1484 -2.9606 -2.5673 -2.2513 -1.9786 -1.7334 -1.5097
 -6.6872 -6.5006 -6.3197 -6.1373 -5.9402 -5.7018 -5.3726 -4.9343 -4.4772 -4.0792
 -3.7567 -3.4911 -3.2617 -3.0562 -2.8696 -2.4770 -2.1662 -1.9057 -1.6767 -1.4719
 -1.2881
 -6.3863 -6.1671 -5.9601 -5.7596 -5.5571 -5.3372 -5.0679 -4.7166 -4.3341 -3.9793
 -3.6772 -3.4221 -3.1992 -2.9975 -2.8122 -2.4182 -2.1087 -1.8555 -1.6377 -1.4460
 -1.2755 -1.1246
 -6.2012 -5.9405 -5.6988 -5.4717 -5.2525 -5.0334 -4.7993 -4.5173 -4.2000 -3.8903
 -3.6133 -3.3719 -3.1574 -2.9611 -2.7782 -2.3821 -2.0709 -1.8217 -1.6117 -1.4297
 -1.2698 -1.1286 -1.0050 -0.8970
 -6.0786 -5.7364 -5.4581 -5.2244 -5.0075 -4.7903 -4.5693 -4.3332 -4.0706 -3.8040
 -3.5550 -3.3307 -3.1275 -2.9388 -2.7604 -2.3634 -2.0479 -1.7998 -1.5953 -1.4205
 -1.2690 -1.1362 -1.0199 -0.9189 -0.8302 -0.7517 -0.6807 -0.6126 -0.5548 -0.5175
 -6.1082 -5.6745 -5.3040 -4.9948 -4.7369 -4.5180 -4.3253 -4.1391 -3.9362 -3.7171
 -3.4987 -3.2935 -3.1034 -2.9248 -2.7530 -2.3584 -2.0373 -1.7872 -1.5859 -1.4165
 -1.2715 -1.1458 -1.0364 -0.9416 -0.8591 -0.7864 -0.7220 -0.6627 -0.6069 -0.5604
 -0.5327
 -6.2398 -5.7367 -5.2981 -4.9227 -4.6071 -4.3416 -4.1155 -3.9190 -3.7435 -3.5814
 -3.4216 -3.2548 -3.0834 -2.9153 -2.7523 -2.3651 -2.0377 -1.7829 -1.5821 -1.4163
 -1.2760 -1.1560 -1.0528 -0.9640 -0.8876 -0.8209 -0.7618 -0.7089 -0.6605 -0.6163
 -0.5802
 -6.4632 -5.8920 -5.3912 -4.9598 -4.5943 -4.2875 -4.0302 -3.8112 -3.6208 -3.4526
 -3.3034 -3.1687 -3.0381 -2.8995 -2.7509 -2.3778 -2.0457 -1.7840 -1.5810 -1.4169
 -1.2798 -1.1644 -1.0665 -0.9835 -0.9131 -0.8525 -0.7995 -0.7521 -0.7094 -0.6712
 -0.6375
 -6.7765 -6.1418 -5.5790 -5.0917 -4.6769 -4.3291 -4.0385 -3.7943 -3.5865 -3.4064
 -3.2475 -3.1051 -2.9753 -2.8534 -2.7318 -2.3985 -2.0675 -1.7969 -1.5882 -1.4228
 -1.2871 -1.1742 -1.0802 -1.0018 -0.9367 -0.8821 -0.8353 -0.7940 -0.7569 -0.7238
 -0.6945
 -7.0936 -6.4328 -5.8296 -5.2927 -4.8315 -4.4416 -4.1154 -3.8424 -3.6115 -3.4137
 -3.2412 -3.0879 -2.9488 -2.8202 -2.6991 -2.4059 -2.0973 -1.8186 -1.6013 -1.4318
 -1.2954 -1.1835 -1.0917 -1.0167 -0.9559 -0.9066 -0.8659 -0.8309 -0.8001 -0.7725
 -0.7480
 -7.3407 -6.6922 -6.0838 -5.5286 -5.0335 -4.6083 -4.2477 -3.9439 -3.6867 -3.4666
 -3.2755 -3.1070 -2.9559 -2.8177 -2.6528 -2.4000 -2.1351 -1.8491 -1.6203
 [Fe/H] =  0.00 [alpha/Fe] = 0.00 BC value = BX   
 -7.8571 -7.7317 -7.6007 -7.4500 -7.2522 -6.9492 -6.4401 -5.7093 -5.0075 -4.4603
 -4.0670 -3.7688 -3.5252 -3.3136 -3.1265 -2.7306 -2.4059 -2.1188 -1.8521
 -7.3257 -7.1866 -7.0481 -6.8991 -6.7170 -6.4581 -6.0373 -5.4295 -4.8065 -4.2992
 -3.9226 -3.6334 -3.3954 -3.1885 -3.0027 -2.6107 -2.2928 -2.0186 -1.7728 -1.5481
 -6.8817 -6.7255 -6.5743 -6.4208 -6.2492 -6.0272 -5.6917 -5.2026 -4.6650 -4.1948
 -3.8293 -3.5446 -3.3099 -3.1054 -2.9209 -2.5290 -2.2142 -1.9493 -1.7167 -1.5085
 -1.3218
