 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = UX   
 -4.4064 -4.1763 -3.9638 -3.7661 -3.5747 -3.0746 -2.5715 -2.1391 -1.7731 -1.4680
 -1.2315 -1.0663 -0.9600 -0.8935 -0.8516 -0.8254 -0.8097 -0.8006 -0.7956 -0.7927
 -0.7913
 -9.3205 -8.6090 -7.9481 -7.3362 -6.7771 -6.2715 -5.8200 -5.4208 -5.0685 -4.7557
 -4.4748 -4.2191 -3.9834 -3.7643 -3.5584 -3.0836 -2.6163 -2.1819 -1.8113 -1.4996
 -1.2489 -1.0638 -0.9393 -0.8609 -0.8135 -0.7857 -0.7709 -0.7646 -0.7638 -0.7662
 -0.7697
 -9.8297 -9.1043 -8.4193 -7.7755 -7.1752 -6.6220 -6.1188 -5.6679 -5.2674 -4.9132
 -4.5978 -4.3136 -4.0543 -3.8139 -3.5904 -3.0940 -2.6534 -2.2329 -1.8581 -1.5409
 -1.2798 -1.0774 -0.9330 -0.8374 -0.7785 -0.7445 -0.7274 -0.7212 -0.7223 -0.7283
 -0.7367
-10.2869 -9.5666 -8.8781 -8.2203 -7.5969 -7.0108 -6.4681 -5.9729 -5.5263 -5.1275
 -4.7727 -4.4560 -4.1626 -3.8998 -3.6707 -3.1058 -2.6828 -2.2921 -1.9135
 [Fe/H] = -1.00 [alpha/Fe] = 0.00 BC value = UX   
 -7.3379 -7.3129 -7.2992 -7.2870 -7.2686 -7.2342 -7.1748 -7.0827 -6.9494 -6.7685
 -6.5383 -6.2630 -5.9563 -5.6459 -5.3417 -4.6128 -3.9085 -3.2342 -2.6393
 -6.8736 -6.8118 -6.7745 -6.7483 -6.7210 -6.6825 -6.6234 -6.5352 -6.4098 -6.2398
 -6.0193 -5.7505 -5.4507 -5.1449 -4.8470 -4.1515 -3.5095 -2.9219 -2.4115 -2.0082
 -6.5970 -6.4576 -6.3624 -6.2987 -6.2498 -6.1997 -6.1358 -6.0488 -5.9315 -5.7769
 -5.5781 -5.3322 -5.0493 -4.7543 -4.4662 -3.8047 -3.2141 -2.6870 -2.2344 -1.8714
 -1.6045
 -6.5112 -6.2895 -6.1320 -6.0088 -5.9072 -5.8245 -5.7458 -5.6541 -5.5406 -5.3987
 -5.2221 -5.0051 -4.7478 -4.4687 -4.1906 -3.5560 -3.0028 -2.5160 -2.1012 -1.7659
 -1.5176 -1.3416
 -6.6432 -6.3152 -6.0521 -5.8475 -5.6958 -5.5861 -5.4887 -5.3836 -5.2624 -5.1212
 -4.9562 -4.7623 -4.5332 -4.2741 -4.0062 -3.3885 -2.8592 -2.3981 -2.0059 -1.6879
 -1.4495 -1.2824 -1.1650 -1.0786
 -6.8953 -6.4962 -6.1562 -5.8701 -5.6357 -5.4462 -5.2946 -5.1747 -5.0722 -4.9471
 -4.7867 -4.5999 -4.3902 -4.1536 -3.8975 -3.2881 -2.7702 -2.3243 -1.9438 -1.6342
 -1.3988 -1.2338 -1.1209 -1.0416 -0.9825 -0.9357 -0.8964 -0.8608 -0.8260 -0.7914
 -7.2684 -6.7822 -6.3683 -6.0144 -5.7120 -5.4554 -5.2389 -5.0557 -4.8993 -4.7658
 -4.6410 -4.4918 -4.3033 -4.0856 -3.8471 -3.2432 -2.7261 -2.2869 -1.9114 -1.6029
 -1.3649 -1.1956 -1.0819 -1.0049 -0.9508 -0.9107 -0.8795 -0.8535 -0.8301 -0.8075
 -0.7845
 -7.7989 -7.2027 -6.6953 -6.2629 -5.8919 -5.5720 -5.2961 -5.0581 -4.8502 -4.6661
 -4.5003 -4.3503 -4.2030 -4.0307 -3.8244 -3.2449 -2.7203 -2.2804 -1.9053 -1.5933
 -1.3478 -1.1689 -1.0481 -0.9690 -0.9164 -0.8802 -0.8546 -0.8353 -0.8199 -0.8066
 -0.7950
 -8.4675 -7.7638 -7.1503 -6.6228 -6.1693 -5.7786 -5.4394 -5.1448 -4.8873 -4.6598
 -4.4551 -4.2680 -4.0960 -3.9344 -3.7683 -3.2700 -2.7442 -2.2968 -1.9186 -1.6008
 -1.3452 -1.1528 -1.0200 -0.9339 -0.8792 -0.8443 -0.8222 -0.8080 -0.7987 -0.7921
 -0.7876
 -9.2240 -8.4394 -7.7316 -7.1094 -6.5638 -6.0894 -5.6774 -5.3197 -5.0078 -4.7337
 -4.4901 -4.2701 -4.0685 -3.8817 -3.7064 -3.2775 -2.7999 -2.3437 -1.9582 -1.6327
 -1.3651 -1.1561 -1.0055 -0.9057 -0.8433 -0.8054 -0.7837 -0.7721 -0.7671 -0.7661
 -0.7673
 -9.9846 -9.1496 -8.3778 -7.6823 -7.0555 -6.4987 -6.0078 -5.5786 -5.2051 -4.8790
 -4.5919 -4.3360 -4.1047 -3.8926 -3.6958 -3.2587 -2.8418 -2.4087 -2.0146 -1.6802
 -1.4007 -1.1757 -1.0058 -0.8878 -0.8120 -0.7664 -0.7413 -0.7295 -0.7263 -0.7289
 -0.7347
-10.6996 -9.8373 -9.0332 -8.2889 -7.6056 -6.9829 -6.4216 -5.9210 -5.4808 -5.0959
 -4.7593 -4.4625 -4.1975 -3.9580 -3.7365 -3.2136 -2.8699 -2.4918 -2.0878
 [Fe/H] = -0.75 [alpha/Fe] = 0.00 BC value = UX   
 -7.2695 -7.2676 -7.2672 -7.2610 -7.2434 -7.2057 -7.1399 -7.0395 -6.9005 -6.7242
 -6.5127 -6.2670 -5.9925 -5.7019 -5.4104 -4.6967 -4.0119 -3.3619 -2.7686
 -6.7685 -6.7462 -6.7337 -6.7213 -6.7009 -6.6651 -6.6068 -6.5179 -6.3927 -6.2287
 -6.0239 -5.7801 -5.5059 -5.2184 -4.9312 -4.2484 -3.6151 -3.0366 -2.5320 -2.1134
 -6.4079 -6.3352 -6.2905 -6.2598 -6.2301 -6.1915 -6.1355 -6.0549 -5.9433 -5.7961
 -5.6095 -5.3826 -5.1220 -4.8446 -4.5669 -3.9150 -3.3260 -2.8007 -2.3470 -1.9718
 -1.6833
 -6.2803 -6.1239 -6.0053 -5.9213 -5.8614 -5.8093 -5.7493 -5.6720 -5.5706 -5.4396
 -5.2742 -5.0711 -4.8321 -4.5699 -4.3027 -3.6756 -3.1195 -2.6285 -2.2082 -1.8619
 -1.5934 -1.3989
 -6.3535 -6.1122 -5.8954 -5.7499 -5.6428 -5.5526 -5.4724 -5.3877 -5.2873 -5.1655
 -5.0168 -4.8366 -4.6218 -4.3782 -4.1220 -3.5120 -2.9773 -2.5090 -2.1085 -1.7796
 -1.5230 -1.3371 -1.2061 -1.1102
 -6.5908 -6.2590 -5.9625 -5.7211 -5.5307 -5.3866 -5.2829 -5.1989 -5.1034 -4.9828
 -4.8384 -4.6707 -4.4766 -4.2534 -4.0098 -3.4105 -2.8868 -2.4324 -2.0428 -1.7223
 -1.4711 -1.2874 -1.1600 -1.0707 -1.0047 -0.9525 -0.9087 -0.8692 -0.8310 -0.7928
 -6.9644 -6.5275 -6.1557 -5.8405 -5.5766 -5.3591 -5.1823 -5.0405 -4.9276 -4.8289
 -4.7150 -4.5655 -4.3843 -4.1791 -3.9513 -3.3607 -2.8391 -2.3916 -2.0072 -1.6884
 -1.4366 -1.2498 -1.1203 -1.0325 -0.9712 -0.9258 -0.8904 -0.8607 -0.8344 -0.8087
 -0.7819
 -7.4660 -6.9190 -6.4570 -6.0659 -5.7331 -5.4503 -5.2116 -5.0103 -4.8391 -4.6906
 -4.5591 -4.4360 -4.2988 -4.1275 -3.9244 -3.3545 -2.8286 -2.3815 -1.9984 -1.6768
 -1.4195 -1.2247 -1.0879 -0.9965 -0.9357 -0.8940 -0.8641 -0.8416 -0.8233 -0.8077
 -0.7930
 -8.1443 -7.4677 -6.8912 -6.4028 -5.9890 -5.6362 -5.3339 -5.0741 -4.8503 -4.6545
 -4.4794 -4.3197 -4.1722 -4.0293 -3.8727 -3.3761 -2.8475 -2.3949 -2.0092 -1.6826
 -1.4164 -1.2104 -1.0620 -0.9625 -0.8985 -0.8575 -0.8311 -0.8136 -0.8015 -0.7928
 -0.7859
 -8.9691 -8.1844 -7.4854 -6.8858 -6.3713 -5.9321 -5.5554 -5.2315 -4.9507 -4.7055
 -4.4887 -4.2931 -4.1135 -3.9468 -3.7899 -3.3842 -2.9010 -2.4393 -2.0475 -1.7137
 -1.4361 -1.2155 -1.0507 -0.9370 -0.8640 -0.8191 -0.7926 -0.7776 -0.7698 -0.7665
 -0.7657
 -9.8316 -8.9725 -8.1912 -7.4902 -6.8766 -6.3419 -5.8791 -5.4796 -5.1342 -4.8339
 -4.5705 -4.3366 -4.1253 -3.9317 -3.7520 -3.3511 -2.9451 -2.5050 -2.1041 -1.7616
 -1.4724 -1.2366 -1.0541 -0.9225 -0.8353 -0.7814 -0.7508 -0.7352 -0.7292 -0.7295
 -0.7333
-10.6620 -9.7586 -8.9220 -8.1554 -7.4659 -6.8489 -6.3027 -5.8226 -5.4040 -5.0408
 -4.7244 -4.4463 -4.1990 -3.9760 -3.7590 -3.2768 -2.9798 -2.5920 -2.1790
 [Fe/H] = -0.50 [alpha/Fe] = 0.00 BC value = UX   
 -7.2700 -7.2795 -7.2841 -7.2775 -7.2552 -7.2088 -7.1305 -7.0155 -6.8674 -6.6950
 -6.5060 -6.2930 -6.0533 -5.7910 -5.5166 -4.8194 -4.1428 -3.5031 -2.9200
 -6.7483 -6.7472 -6.7465 -6.7391 -6.7189 -6.6801 -6.6168 -6.5218 -6.3929 -6.2335
 -6.0466 -5.8325 -5.5903 -5.3280 -5.0564 -4.3866 -3.7525 -3.1755 -2.6690 -2.2390
 -6.3329 -6.3040 -6.2871 -6.2720 -6.2503 -6.2153 -6.1610 -6.0812 -5.9711 -5.8291
 -5.6562 -5.4528 -5.2207 -4.9675 -4.7053 -4.0653 -3.4712 -2.9382 -2.4777 -2.0915
 -1.7821
 -6.1103 -6.0093 -5.9454 -5.9036 -5.8695 -5.8315 -5.7807 -5.7104 -5.6153 -5.4913
 -5.3367 -5.1511 -4.9354 -4.6963 -4.4453 -3.8311 -3.2686 -2.7663 -2.3347 -1.9764
 -1.6890 -1.4729
 -6.1297 -5.9343 -5.7942 -5.6874 -5.6066 -5.5452 -5.4874 -5.4187 -5.3321 -5.2222
 -5.0851 -4.9186 -4.7222 -4.4993 -4.2603 -3.6656 -3.1253 -2.6450 -2.2313 -1.8894
 -1.6158 -1.4088 -1.2600 -1.1513
 -6.3489 -6.0435 -5.7975 -5.6082 -5.4700 -5.3709 -5.2920 -5.2168 -5.1289 -5.0236
 -4.8972 -4.7465 -4.5685 -4.3632 -4.1369 -3.5572 -3.0296 -2.5644 -2.1617 -1.8281
 -1.5613 -1.3579 -1.2119 -1.1090 -1.0336 -0.9743 -0.9249 -0.8807 -0.8382 -0.7961
 -6.6770 -6.2880 -5.9586 -5.6839 -5.4607 -5.2835 -5.1477 -5.0489 -4.9705 -4.8839
 -4.7704 -4.6292 -4.4641 -4.2753 -4.0633 -3.4973 -2.9750 -2.5184 -2.1224 -1.7907
 -1.5246 -1.3197 -1.1715 -1.0691 -0.9978 -0.9455 -0.9046 -0.8707 -0.8407 -0.8116
 -0.7809
 -7.1292 -6.6404 -6.2265 -5.8757 -5.5807 -5.3350 -5.1330 -4.9686 -4.8355 -4.7250
 -4.6256 -4.5193 -4.3853 -4.2186 -4.0257 -3.4787 -2.9568 -2.5030 -2.1096 -1.7762
 -1.5055 -1.2946 -1.1398 -1.0329 -0.9612 -0.9122 -0.8771 -0.8503 -0.8288 -0.8100
 -0.7922
 -7.7632 -7.1404 -6.6163 -6.1748 -5.8025 -5.4879 -5.2224 -4.9991 -4.8109 -4.6495
 -4.5070 -4.3773 -4.2552 -4.1282 -3.9779 -3.4897 -2.9674 -2.5111 -2.1170 -1.7795
 -1.5006 -1.2803 -1.1154 -1.0000 -0.9239 -0.8748 -0.8429 -0.8213 -0.8059 -0.7944
 -0.7851
 -8.6041 -7.8440 -7.1821 -6.6226 -6.1509 -5.7528 -5.4155 -5.1283 -4.8825 -4.6707
 -4.4845 -4.3168 -4.1623 -4.0185 -3.8817 -3.4983 -3.0125 -2.5504 -2.1524 -1.8090
 -1.5194 -1.2856 -1.1063 -0.9773 -0.8912 -0.8370 -0.8042 -0.7849 -0.7738 -0.7678
 -0.7646
 -9.5481 -8.6863 -7.9128 -7.2273 -6.6415 -6.1414 -5.7162 -5.3536 -5.0427 -4.7745
 -4.5405 -4.3331 -4.1457 -3.9735 -3.8136 -3.4524 -3.0576 -2.6111 -2.2063 -1.8559
 -1.5557 -1.3075 -1.1119 -0.9662 -0.8655 -0.8012 -0.7634 -0.7428 -0.7333 -0.7307
 -0.7322
-10.4701 -9.5530 -8.7065 -7.9392 -7.2522 -6.6528 -6.1320 -5.6828 -5.2958 -4.9626
 -4.6735 -4.4204 -4.1957 -3.9931 -3.7736 -3.3520 -3.1027 -2.6932 -2.2787
 [Fe/H] = -0.25 [alpha/Fe] = 0.00 BC value = UX   
 -7.3028 -7.3171 -7.3213 -7.3094 -7.2777 -7.2178 -7.1211 -6.9858 -6.8280 -6.6615
 -6.4899 -6.3064 -6.1011 -5.8707 -5.6176 -4.9445 -4.2717 -3.6385 -3.0676
 -6.7679 -6.7774 -6.7809 -6.7726 -6.7475 -6.7006 -6.6266 -6.5192 -6.3834 -6.2280
 -6.0582 -5.8716 -5.6623 -5.4295 -5.1787 -4.5280 -3.8925 -3.3101 -2.8037 -2.3677
 -6.3210 -6.3158 -6.3122 -6.3031 -6.2823 -6.2450 -6.1862 -6.1005 -5.9865 -5.8476
 -5.6877 -5.5077 -5.3052 -5.0801 -4.8383 -4.2171 -3.6188 -3.0754 -2.6073 -2.2131
 -1.8893
 -6.0129 -5.9673 -5.9403 -5.9197 -5.8961 -5.8625 -5.8132 -5.7428 -5.6475 -5.5263
 -5.3810 -5.2131 -5.0224 -4.8094 -4.5791 -3.9856 -3.4194 -2.9050 -2.4615 -2.0925
 -1.7917 -1.5560
 -5.9479 -5.8108 -5.7131 -5.6481 -5.6024 -5.5615 -5.5137 -5.4514 -5.3693 -5.2641
 -5.1344 -4.9810 -4.8040 -4.6045 -4.3863 -3.8158 -3.2738 -2.7824 -2.3557 -2.0014
 -1.7147 -1.4895 -1.3219 -1.1975
 -6.0986 -5.8512 -5.6677 -5.5366 -5.4378 -5.3591 -5.2953 -5.2307 -5.1536 -5.0588
 -4.9427 -4.8036 -4.6409 -4.4553 -4.2495 -3.6981 -3.1715 -2.6978 -2.2831 -1.9364
 -1.6565 -1.4364 -1.2716 -1.1532 -1.0664 -0.9996 -0.9442 -0.8950 -0.8479 -0.8013
 -6.4026 -6.0602 -5.7757 -5.5473 -5.3697 -5.2367 -5.1408 -5.0693 -4.9985 -4.9106
 -4.8026 -4.6742 -4.5246 -4.3528 -4.1594 -3.6261 -3.1085 -2.6456 -2.2397 -1.8958
 -1.6164 -1.3961 -1.2301 -1.1111 -1.0278 -0.9675 -0.9209 -0.8827 -0.8488 -0.8159
 -0.7814
 -6.8091 -6.3762 -6.0088 -5.6989 -5.4424 -5.2337 -5.0671 -4.9383 -4.8422 -4.7628
 -4.6799 -4.5756 -4.4433 -4.2861 -4.1072 -3.5942 -3.0816 -2.6236 -2.2224 -1.8780
 -1.5944 -1.3691 -1.1975 -1.0741 -0.9894 -0.9317 -0.8910 -0.8599 -0.8349 -0.8133
 -0.7923
 -7.3666 -6.8157 -6.3500 -5.9562 -5.6240 -5.3458 -5.1153 -4.9260 -4.7717 -4.6441
 -4.5338 -4.4327 -4.3304 -4.2111 -4.0639 -3.5913 -3.0828 -2.6252 -2.2247 -1.8776
 -1.5867 -1.3529 -1.1729 -1.0414 -0.9516 -0.8928 -0.8548 -0.8290 -0.8105 -0.7961
 -0.7843
 -8.1595 -7.4550 -6.8557 -6.3513 -5.9274 -5.5713 -5.2718 -5.0203 -4.8093 -4.6306
 -4.4758 -4.3369 -4.2089 -4.0888 -3.9695 -3.6004 -3.1172 -2.6581 -2.2558 -1.9042
 -1.6037 -1.3573 -1.1643 -1.0205 -0.9203 -0.8553 -0.8154 -0.7914 -0.7771 -0.7683
 -0.7629
 -9.1408 -8.2996 -7.5587 -6.9181 -6.3770 -5.9215 -5.5382 -5.2147 -4.9401 -4.7059
 -4.5033 -4.3246 -4.1627 -4.0134 -3.8748 -3.5512 -3.1620 -2.7116 -2.3055 -1.9489
 -1.6393 -1.3794 -1.1711 -1.0120 -0.8975 -0.8216 -0.7752 -0.7490 -0.7357 -0.7304
 -0.7298
-10.1536 -9.2371 -8.3971 -7.6440 -6.9808 -6.4125 -5.9285 -5.5176 -5.1681 -4.8694
 -4.6118 -4.3871 -4.1877 -4.0076 -3.7798 -3.4437 -3.2172 -2.7857 -2.3738
 [Fe/H] =  0.00 [alpha/Fe] = 0.00 BC value = UX   
 -7.4446 -7.4581 -7.4567 -7.4343 -7.3854 -7.3031 -7.1813 -7.0237 -6.8599 -6.6998
 -6.5479 -6.3964 -6.2329 -6.0436 -5.8286 -5.1963 -4.5170 -3.8659 -3.2799
 -6.8962 -6.9091 -6.9112 -6.8972 -6.8625 -6.8025 -6.7115 -6.5862 -6.4420 -6.2921
 -6.1412 -5.9855 -5.8163 -5.6246 -5.4081 -4.7950 -4.1490 -3.5388 -3.0099 -2.5545
 -6.4216 -6.4277 -6.4290 -6.4197 -6.3949 -6.3504 -6.2819 -6.1845 -6.0631 -5.9273
 -5.7830 -5.6303 -5.4639 -5.2777 -5.0692 -4.4867 -3.8797 -3.3075 -2.8122 -2.3954
 -2.0485
