 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  R   
 -3.2585 -2.9737 -2.6586 -2.3874 -2.2404 -2.2177 -2.5339 -2.4767 -2.4071 -2.3197
 -2.2205 -2.1504 -2.0345 -1.9182 -1.8107 -1.6038 -1.4604 -1.3720 -1.3186
 -3.0107 -2.7898 -2.6325 -2.5324 -2.4735 -2.4196 -2.3594 -2.2973 -2.2357 -2.1732
 -2.1013 -2.0162 -1.9225 -1.8305 -1.7458 -1.5732 -1.4529 -1.3773 -1.3321 -1.3062
 -2.8895 -2.6875 -2.5222 -2.3931 -2.2999 -2.2420 -2.2099 -2.1756 -2.1262 -2.0653
 -2.0038 -1.9387 -1.8628 -1.7828 -1.7077 -1.5551 -1.4509 -1.3860 -1.3468 -1.3237
 -1.3111
 -2.7934 -2.6136 -2.4601 -2.3310 -2.2260 -2.1453 -2.0868 -2.0473 -2.0175 -1.9795
 -1.9279 -1.8735 -1.8141 -1.7475 -1.6814 -1.5436 -1.4504 -1.3942 -1.3607 -1.3402
 -1.3286 -1.3234
 -2.6895 -2.5370 -2.4035 -2.2856 -2.1821 -2.0948 -2.0246 -1.9698 -1.9262 -1.8899
 -1.8533 -1.8107 -1.7657 -1.7137 -1.6588 -1.5350 -1.4490 -1.3993 -1.3718 -1.3550
 -1.3452 -1.3406 -1.3403 -1.3425
 -2.5741 -2.4479 -2.3371 -2.2361 -2.1427 -2.0577 -1.9835 -1.9221 -1.8720 -1.8288
 -1.7893 -1.7509 -1.7141 -1.6740 -1.6303 -1.5253 -1.4453 -1.3994 -1.3776 -1.3662
 -1.3596 -1.3570 -1.3577 -1.3612 -1.3671 -1.3764 -1.3902 -1.4094 -1.4347 -1.4663
 -2.4543 -2.3481 -2.2577 -2.1749 -2.0959 -2.0198 -1.9484 -1.8848 -1.8311 -1.7859
 -1.7453 -1.7069 -1.6703 -1.6351 -1.5985 -1.5102 -1.4383 -1.3944 -1.3764 -1.3709
 -1.3698 -1.3707 -1.3739 -1.3788 -1.3854 -1.3922 -1.4015 -1.4163 -1.4386 -1.4691
 -1.5041
 -2.3321 -2.2434 -2.1686 -2.1013 -2.0372 -1.9736 -1.9100 -1.8494 -1.7951 -1.7483
 -1.7081 -1.6715 -1.6366 -1.6033 -1.5699 -1.4917 -1.4281 -1.3858 -1.3688 -1.3679
 -1.3730 -1.3795 -1.3867 -1.3947 -1.4034 -1.4127 -1.4217 -1.4329 -1.4494 -1.4734
 -1.5065
 -2.2123 -2.1390 -2.0748 -2.0188 -1.9670 -1.9152 -1.8623 -1.8090 -1.7577 -1.7112
 -1.6711 -1.6362 -1.6044 -1.5743 -1.5443 -1.4726 -1.4149 -1.3755 -1.3578 -1.3583
 -1.3682 -1.3811 -1.3942 -1.4069 -1.4192 -1.4312 -1.4434 -1.4575 -1.4738 -1.4919
 -1.5118
 -2.0947 -2.0349 -1.9830 -1.9343 -1.8904 -1.8486 -1.8060 -1.7618 -1.7172 -1.6741
 -1.6347 -1.6007 -1.5713 -1.5446 -1.5190 -1.4555 -1.4020 -1.3650 -1.3465 -1.3457
 -1.3571 -1.3745 -1.3936 -1.4123 -1.4298 -1.4461 -1.4615 -1.4764 -1.4961 -1.5120
 -1.5252
 -1.9795 -1.9311 -1.8932 -1.8528 -1.8128 -1.7769 -1.7422 -1.7067 -1.6700 -1.6330
