 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F547M
 -4.9611 -4.8710 -5.1033 -5.0263 -4.7916 -4.4956 -4.1817 -3.9605 -3.7572 -3.5544
 -3.3709 -3.2029 -3.0462 -2.8984 -2.7588 -2.4634 -2.1800 -1.9385 -1.7940
 -4.9192 -4.6643 -4.4600 -4.3206 -4.2377 -4.1182 -3.9267 -3.7148 -3.5164 -3.3303
 -3.1575 -2.9982 -2.8518 -2.7171 -2.5922 -2.3171 -2.0902 -1.9146 -1.7870 -1.6927
 -4.6560 -4.4085 -4.1893 -4.0027 -3.8495 -3.7421 -3.6525 -3.5168 -3.3463 -3.1706
 -3.0099 -2.8621 -2.7264 -2.6020 -2.4881 -2.2437 -2.0484 -1.8972 -1.7853 -1.7008
 -1.6344
 -4.4423 -4.2177 -4.0091 -3.8211 -3.6538 -3.5052 -3.3797 -3.2830 -3.1822 -3.0512
 -2.9061 -2.7676 -2.6410 -2.5248 -2.4183 -2.1933 -2.0189 -1.8869 -1.7875 -1.7114
 -1.6502 -1.5991
 -4.2618 -4.0585 -3.8683 -3.6910 -3.5286 -3.3797 -3.2432 -3.1200 -3.0175 -2.9224
 -2.8190 -2.7017 -2.5834 -2.4733 -2.3728 -2.1603 -1.9985 -1.8792 -1.7906 -1.7225
 -1.6666 -1.6192 -1.5781 -1.5424
 -4.1108 -3.9215 -3.7478 -3.5846 -3.4323 -3.2905 -3.1586 -3.0361 -2.9239 -2.8220
 -2.7291 -2.6378 -2.5402 -2.4399 -2.3435 -2.1392 -1.9845 -1.8724 -1.7917 -1.7315
 -1.6818 -1.6388 -1.6011 -1.5672 -1.5356 -1.5080 -1.4864 -1.4722 -1.4668 -1.4707
 -3.9897 -3.8074 -3.6419 -3.4914 -3.3496 -3.2169 -3.0924 -2.9755 -2.8671 -2.7661
 -2.6715 -2.5824 -2.4965 -2.4106 -2.3241 -2.1266 -1.9749 -1.8650 -1.7893 -1.7357
 -1.6930 -1.6558 -1.6226 -1.5923 -1.5643 -1.5366 -1.5120 -1.4938 -1.4847 -1.4860
 -1.4960
 -3.8989 -3.7175 -3.5540 -3.4082 -3.2749 -3.1505 -3.0338 -2.9238 -2.8206 -2.7238
 -2.6329 -2.5465 -2.4632 -2.3829 -2.3043 -2.1202 -1.9697 -1.8595 -1.7843 -1.7343
