 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F625W
 -2.5830 -2.5221 -2.7123 -2.6422 -2.4632 -2.2230 -1.9647 -1.7939 -1.6457 -1.4956
 -1.3568 -1.2287 -1.1119 -1.0054 -0.9079 -0.7077 -0.5379 -0.3920 -0.3288
 -2.5923 -2.3867 -2.2183 -2.1055 -2.0442 -1.9534 -1.8050 -1.6449 -1.5002 -1.3660
 -1.2401 -1.1235 -1.0167 -0.9195 -0.8308 -0.6434 -0.5020 -0.4040 -0.3401 -0.2985
 -2.4142 -2.2144 -2.0305 -1.8723 -1.7469 -1.6678 -1.6097 -1.5172 -1.3971 -1.2718
 -1.1568 -1.0508 -0.9536 -0.8651 -0.7846 -0.6163 -0.4919 -0.4067 -0.3509 -0.3136
 -0.2884
 -2.2711 -2.0926 -1.9165 -1.7531 -1.6099 -1.4903 -1.3982 -1.3359 -1.2752 -1.1920
 -1.0937 -0.9971 -0.9086 -0.8277 -0.7538 -0.5991 -0.4860 -0.4106 -0.3615 -0.3283
 -0.3050 -0.2891
 -2.1431 -1.9903 -1.8320 -1.6762 -1.5316 -1.4043 -1.2965 -1.2070 -1.1400 -1.0831
 -1.0219 -0.9487 -0.8715 -0.7980 -0.7305 -0.5870 -0.4815 -0.4130 -0.3699 -0.3414
 -0.3209 -0.3063 -0.2967 -0.2916
 -2.0264 -1.8935 -1.7574 -1.6161 -1.4781 -1.3502 -1.2380 -1.1427 -1.0630 -0.9965
 -0.9398 -0.8862 -0.8284 -0.7674 -0.7075 -0.5762 -0.4764 -0.4120 -0.3738 -0.3510
 -0.3347 -0.3228 -0.3147 -0.3098 -0.3075 -0.3089 -0.3152 -0.3271 -0.3455 -0.3706
 -1.9224 -1.8027 -1.6839 -1.5600 -1.4336 -1.3109 -1.1979 -1.0991 -1.0165 -0.9471
 -0.8866 -0.8320 -0.7811 -0.7310 -0.6803 -0.5627 -0.4692 -0.4059 -0.3718 -0.3548
 -0.3444 -0.3368 -0.3316 -0.3286 -0.3275 -0.3266 -0.3285 -0.3361 -0.3518 -0.3762
 -0.4055
 -1.8327 -1.7205 -1.6115 -1.5015 -1.3894 -1.2765 -1.1674 -1.0671 -0.9809 -0.9092
 -0.8488 -0.7952 -0.7449 -0.6976 -0.6519 -0.5463 -0.4597 -0.3982 -0.3647 -0.3516
 -0.3474 -0.3457 -0.3451 -0.3455 -0.3470 -0.3493 -0.3512 -0.3556 -0.3654 -0.3833
 -0.4108
 -1.7586 -1.6496 -1.5447 -1.4391 -1.3397 -1.2386 -1.1379 -1.0407 -0.9522 -0.8766
 -0.8143 -0.7617 -0.7143 -0.6694 -0.6262 -0.5279 -0.4476 -0.3890 -0.3543 -0.3424
 -0.3428 -0.3475 -0.3531 -0.3587 -0.3641 -0.3694 -0.3751 -0.3814 -0.3907 -0.4033
 -0.4188
 -1.7016 -1.5928 -1.4882 -1.3876 -1.2906 -1.1971 -1.1062 -1.0163 -0.9301 -0.8518
 -0.7852 -0.7305 -0.6843 -0.6418 -0.6017 -0.5114 -0.4354 -0.3792 -0.3442 -0.3306
 -0.3322 -0.3415 -0.3533 -0.3651 -0.3760 -0.3860 -0.3953 -0.4042 -0.4133 -0.4237
 -0.4352
 -1.6582 -1.5460 -1.4400 -1.3398 -1.2447 -1.1546 -1.0689 -0.9869 -0.9069 -0.8306
 -0.7614 -0.7025 -0.6542 -0.6137 -0.5776 -0.4948 -0.4230 -0.3692 -0.3349 -0.3192
 -0.3197 -0.3301 -0.3459 -0.3636 -0.3808 -0.3966 -0.4110 -0.4242 -0.4364 -0.4485
 -0.4615
 -1.6096 -1.4848 -1.3757 -1.2787 -1.1904 -1.1079 -1.0289 -0.9519 -0.8775 -0.8067
 -0.7402 -0.6794 -0.6273 -0.5846 -0.5492 -0.4755 -0.4103 -0.3588 -0.3252
