 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  G   
 -2.7621 -2.7472 -2.9320 -2.9304 -2.8416 -2.6952 -2.5155 -2.4002 -2.2957 -2.1851
 -2.0794 -1.9792 -1.8859 -1.8009 -1.7242 -1.5649 -1.4547 -1.3810 -1.3368
 -2.7645 -2.6743 -2.5995 -2.5565 -2.5466 -2.5101 -2.4226 -2.3164 -2.2135 -2.1136
 -2.0167 -1.9250 -1.8400 -1.7628 -1.6934 -1.5519 -1.4514 -1.3851 -1.3432 -1.3170
 -2.6343 -2.5487 -2.4634 -2.3871 -2.3265 -2.2954 -2.2777 -2.2298 -2.1514 -2.0609
 -1.9726 -1.8878 -1.8088 -1.7368 -1.6724 -1.5419 -1.4504 -1.3913 -1.3546 -1.3314
 -1.3169
 -2.5173 -2.4476 -2.3695 -2.2910 -2.2183 -2.1551 -2.1070 -2.0797 -2.0515 -2.0010
 -1.9317 -1.8569 -1.7846 -1.7177 -1.6574 -1.5354 -1.4504 -1.3972 -1.3651 -1.3451
 -1.3325 -1.3250
 -2.4008 -2.3510 -2.2882 -2.2179 -2.1470 -2.0805 -2.0206 -1.9689 -1.9311 -1.8996
 -1.8640 -1.8156 -1.7587 -1.6999 -1.6445 -1.5300 -1.4498 -1.4012 -1.3736 -1.3574
 -1.3473 -1.3414 -1.3387 -1.3390
 -2.2836 -2.2501 -2.2057 -2.1497 -2.0875 -2.0244 -1.9648 -1.9103 -1.8613 -1.8186
 -1.7829 -1.7499 -1.7129 -1.6708 -1.6266 -1.5235 -1.4474 -1.4018 -1.3779 -1.3666
 -1.3603 -1.3569 -1.3561 -1.3572 -1.3593 -1.3635 -1.3712 -1.3835 -1.4012 -1.4247
 -2.1683 -2.1466 -2.1173 -2.0768 -2.0276 -1.9733 -1.9179 -1.8651 -1.8169 -1.7725
 -1.7318 -1.6951 -1.6619 -1.6295 -1.5959 -1.5123 -1.4422 -1.3972 -1.3769 -1.3706
 -1.3694 -1.3701 -1.3722 -1.3755 -1.3797 -1.3837 -1.3893 -1.3987 -1.4139 -1.4357
 -1.4633
 -2.0575 -2.0438 -2.0243 -1.9965 -1.9608 -1.9185 -1.8716 -1.8236 -1.7779 -1.7357
 -1.6966 -1.6601 -1.6258 -1.5941 -1.5641 -1.4938 -1.4333 -1.3906 -1.3710 -1.3683
 -1.3726 -1.3787 -1.3852 -1.3918 -1.3987 -1.4057 -1.4119 -1.4194 -1.4311 -1.4489
 -1.4742
 -1.9538 -1.9451 -1.9313 -1.9107 -1.8863 -1.8555 -1.8194 -1.7796 -1.7388 -1.6995
 -1.6631 -1.6294 -1.5976 -1.5672 -1.5382 -1.4734 -1.4203 -1.3819 -1.3618 -1.3604
 -1.3690 -1.3809 -1.3930 -1.4045 -1.4154 -1.4255 -1.4353 -1.4453 -1.4573 -1.4716
 -1.4879
 -1.8596 -1.8538 -1.8431 -1.8280 -1.8090 -1.7864 -1.7603 -1.7300 -1.6971 -1.6628
 -1.6296 -1.5988 -1.5703 -1.5429 -1.5164 -1.4562 -1.4069 -1.3715 -1.3520 -1.3497
 -1.3597 -1.3757 -1.3934 -1.4107 -1.4268 -1.4414 -1.4550 -1.4677 -1.4802 -1.4934
 -1.5074
 -1.7758 -1.7697 -1.7601 -1.7476 -1.7325 -1.7149 -1.6951 -1.6732 -1.6486 -1.6215
