 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  G   
 -2.2706 -2.2542 -2.4394 -2.4362 -2.3454 -2.1948 -2.0105 -1.8925 -1.7852 -1.6715
 -1.5623 -1.4596 -1.3635 -1.2751 -1.1960 -1.0294 -0.9054 -0.8133 -0.7553
 -2.2736 -2.1796 -2.1012 -2.0555 -2.0433 -2.0041 -1.9131 -1.8033 -1.6969 -1.5935
 -1.4933 -1.3982 -1.3100 -1.2295 -1.1565 -1.0051 -0.8926 -0.8135 -0.7596 -0.7224
 -2.1418 -2.0519 -1.9625 -1.8823 -1.8184 -1.7845 -1.7640 -1.7127 -1.6305 -1.5361
 -1.4440 -1.3556 -1.2731 -1.1976 -1.1296 -0.9895 -0.8872 -0.8163 -0.7684 -0.7351
 -0.7113
 -2.0238 -1.9497 -1.8670 -1.7843 -1.7077 -1.6409 -1.5894 -1.5591 -1.5275 -1.4731
 -1.3995 -1.3207 -1.2446 -1.1741 -1.1100 -0.9786 -0.8836 -0.8197 -0.7772 -0.7478
 -0.7264 -0.7106
 -1.9068 -1.8525 -1.7851 -1.7103 -1.6352 -1.5647 -1.5011 -1.4458 -1.4047 -1.3698
 -1.3303 -1.2775 -1.2162 -1.1534 -1.0940 -0.9700 -0.8805 -0.8220 -0.7846 -0.7595
 -0.7412 -0.7274 -0.7172 -0.7101
 -1.7896 -1.7515 -1.7026 -1.6419 -1.5752 -1.5079 -1.4444 -1.3861 -1.3336 -1.2875
 -1.2482 -1.2114 -1.1700 -1.1235 -1.0748 -0.9618 -0.8765 -0.8215 -0.7884 -0.7686
 -0.7544 -0.7437 -0.7357 -0.7298 -0.7247 -0.7216 -0.7221 -0.7274 -0.7386 -0.7561
 -1.6748 -1.6484 -1.6146 -1.5694 -1.5155 -1.4567 -1.3972 -1.3406 -1.2887 -1.2408
 -1.1966 -1.1563 -1.1192 -1.0826 -1.0445 -0.9500 -0.8706 -0.8167 -0.7874 -0.7728
 -0.7639 -0.7576 -0.7530 -0.7496 -0.7473 -0.7448 -0.7438 -0.7467 -0.7552 -0.7705
 -0.7926
 -1.5648 -1.5464 -1.5224 -1.4900 -1.4496 -1.4026 -1.3513 -1.2992 -1.2496 -1.2038
 -1.1612 -1.1211 -1.0831 -1.0475 -1.0134 -0.9324 -0.8619 -0.8103 -0.7820 -0.7709
 -0.7676 -0.7669 -0.7669 -0.7673 -0.7681 -0.7689 -0.7688 -0.7703 -0.7758 -0.7876
 -0.8070
 -1.4621 -1.4488 -1.4304 -1.4052 -1.3762 -1.3407 -1.3000 -1.2558 -1.2109 -1.1677
 -1.1277 -1.0904 -1.0549 -1.0208 -0.9879 -0.9129 -0.8497 -0.8021 -0.7734 -0.7637
 -0.7647 -0.7697 -0.7755 -0.7812 -0.7862 -0.7906 -0.7947 -0.7989 -0.8052 -0.8138
 -0.8245
 -1.3692 -1.3588 -1.3435 -1.3238 -1.3002 -1.2730 -1.2423 -1.2074 -1.1700 -1.1316
 -1.0946 -1.0601 -1.0279 -0.9967 -0.9665 -0.8965 -0.8373 -0.7927 -0.7646 -0.7541
 -0.7563 -0.7653 -0.7768 -0.7884 -0.7990 -0.8082 -0.8165 -0.8239 -0.8311 -0.8390
 -0.8477
 -1.2868 -1.2761 -1.2620 -1.2449 -1.2251 -1.2029 -1.1786 -1.1521 -1.1229 -1.0915
 -1.0591 -1.0279 -0.9986 -0.9712 -0.9447 -0.8815 -0.8256 -0.7832 -0.7562 -0.7443
 -0.7459 -0.7561 -0.7712 -0.7881 -0.8046 -0.8197 -0.8333 -0.8453 -0.8562 -0.8666
 -0.8774
 -1.2094 -1.1885 -1.1717 -1.1572 -1.1431 -1.1282 -1.1112 -1.0914 -1.0691 -1.0450
 -1.0193 -0.9928 -0.9669 -0.9425 -0.9194 -0.8651 -0.8142 -0.7737 -0.7475
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  G   
 -2.5658 -2.5599 -2.5153 -2.3844 -2.2230 -2.0632 -1.9260 -1.8113 -1.7059 -1.6048
 -1.5078 -1.4156 -1.3289 -1.2479 -1.1732 -1.0153 -0.8947 -0.8055 -0.7465
 -2.3717 -2.2817 -2.2438 -2.2329 -2.1475 -2.0110 -1.8732 -1.7550 -1.6512 -1.5534
 -1.4601 -1.3716 -1.2887 -1.2121 -1.1419 -0.9956 -0.8855 -0.8064 -0.7518 -0.7141
 -2.2551 -2.1491 -2.0547 -1.9868 -1.9643 -1.9288 -1.8308 -1.7146 -1.6102 -1.5160
 -1.4266 -1.3418 -1.2624 -1.1890 -1.1222 -0.9839 -0.8812 -0.8084 -0.7591 -0.7253
 -0.7012
 -2.1594 -2.0624 -1.9622 -1.8660 -1.7870 -1.7372 -1.7125 -1.6635 -1.5766 -1.4863
 -1.4010 -1.3201 -1.2440 -1.1737 -1.1095 -0.9771 -0.8796 -0.8113 -0.7662 -0.7361
 -0.7147 -0.6990
 -2.0672 -1.9869 -1.8959 -1.8030 -1.7151 -1.6352 -1.5704 -1.5258 -1.4952 -1.4454
 -1.3760 -1.3013 -1.2292 -1.1619 -1.1002 -0.9726 -0.8788 -0.8137 -0.7722 -0.7458
 -0.7276 -0.7143 -0.7045 -0.6983
 -1.9762 -1.9101 -1.8345 -1.7505 -1.6654 -1.5842 -1.5087 -1.4413 -1.3869 -1.3489
 -1.3142 -1.2680 -1.2108 -1.1498 -1.0914 -0.9683 -0.8775 -0.8145 -0.7756 -0.7532
 -0.7390 -0.7288 -0.7214 -0.7163 -0.7123 -0.7105 -0.7122 -0.7186 -0.7305 -0.7483
 -1.8793 -1.8282 -1.7683 -1.6983 -1.6219 -1.5449 -1.4710 -1.4017 -1.3383 -1.2832
 -1.2380 -1.2016 -1.1651 -1.1229 -1.0762 -0.9628 -0.8746 -0.8131 -0.7756 -0.7565
 -0.7469 -0.7411 -0.7372 -0.7347 -0.7333 -0.7320 -0.7324 -0.7367 -0.7464 -0.7625
 -0.7848
 -1.7834 -1.7413 -1.6958 -1.6396 -1.5758 -1.5070 -1.4380 -1.3714 -1.3088 -1.2509
 -1.1989 -1.1533 -1.1143 -1.0793 -1.0441 -0.9520 -0.8695 -0.8092 -0.7723 -0.7551
 -0.7499 -0.7492 -0.7499 -0.7512 -0.7529 -0.7533 -0.7541 -0.7575 -0.7653 -0.7789
 -0.7991
 -1.6930 -1.6553 -1.6177 -1.5733 -1.5214 -1.4638 -1.4027 -1.3410 -1.2815 -1.2253
 -1.1734 -1.1261 -1.0832 -1.0449 -1.0104 -0.9315 -0.8597 -0.8026 -0.7660 -0.7493
 -0.7470 -0.7514 -0.7576 -0.7640 -0.7699 -0.7754 -0.7808 -0.7875 -0.7957 -0.8052
 -0.8160
 -1.6134 -1.5763 -1.5414 -1.5033 -1.4616 -1.4143 -1.3629 -1.3088 -1.2543 -1.2013
 -1.1514 -1.1054 -1.0631 -1.0241 -0.9883 -0.9117 -0.8468 -0.7944 -0.7586 -0.7411
 -0.7394 -0.7470 -0.7585 -0.7705 -0.7818 -0.7921 -0.8016 -0.8103 -0.8189 -0.8282
 -0.8384
 -1.5500 -1.5056 -1.4688 -1.4336 -1.3987 -1.3590 -1.3161 -1.2704 -1.2229 -1.1749
 -1.1281 -1.0842 -1.0437 -1.0062 -0.9714 -0.8954 -0.8334 -0.7846 -0.7504 -0.7321
 -0.7294 -0.7380 -0.7528 -0.7699 -0.7871 -0.8030 -0.8177 -0.8309 -0.8430 -0.8548
 -0.8669
 -1.4989 -1.4432 -1.4000 -1.3649 -1.3331 -1.3003 -1.2646 -1.2259 -1.1854 -1.1437
 -1.1017 -1.0610 -1.0225 -0.9870 -0.9541 -0.8817 -0.8215 -0.7745 -0.7418
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  G   
 -2.7520 -2.6739 -2.4989 -2.3095 -2.1222 -1.9605 -1.8394 -1.7357 -1.6383 -1.5457
 -1.4578 -1.3741 -1.2951 -1.2208 -1.1513 -1.0016 -0.8844 -0.7966 -0.7353
 -2.4698 -2.4550 -2.4217 -2.2773 -2.1063 -1.9424 -1.8064 -1.6975 -1.5994 -1.5084
 -1.4223 -1.3409 -1.2641 -1.1924 -1.1259 -0.9846 -0.8764 -0.7967 -0.7408 -0.7022
 -2.3473 -2.2366 -2.1847 -2.1762 -2.0809 -1.9338 -1.7910 -1.6721 -1.5726 -1.4827
 -1.3988 -1.3196 -1.2451 -1.1755 -1.1112 -0.9755 -0.8729 -0.7983 -0.7465 -0.7115
 -0.6871
 -2.2736 -2.1507 -2.0393 -1.9603 -1.9314 -1.8921 -1.7830 -1.6602 -1.5543 -1.4641
 -1.3821 -1.3051 -1.2328 -1.1652 -1.1028 -0.9711 -0.8722 -0.8010 -0.7522 -0.7201
 -0.6984 -0.6828
 -2.2068 -2.0954 -1.9799 -1.8719 -1.7825 -1.7216 -1.6911 -1.6372 -1.5436 -1.4500
 -1.3688 -1.2940 -1.2237 -1.1580 -1.0973 -0.9689 -0.8727 -0.8037 -0.7572 -0.7277
 -0.7089 -0.6957 -0.6865 -0.6800
 -2.1380 -2.0426 -1.9374 -1.8299 -1.7279 -1.6378 -1.5647 -1.5131 -1.4783 -1.4266
 -1.3551 -1.2835 -1.2156 -1.1519 -1.0927 -0.9672 -0.8730 -0.8057 -0.7608 -0.7335
 -0.7178 -0.7079 -0.7011 -0.6968 -0.6941 -0.6939 -0.6974 -0.7053 -0.7182 -0.7362
 -2.0657 -1.9851 -1.8942 -1.7967 -1.6983 -1.6050 -1.5198 -1.4444 -1.3824 -1.3372
 -1.3007 -1.2571 -1.2028 -1.1443 -1.0875 -0.9650 -0.8723 -0.8061 -0.7623 -0.7367
 -0.7239 -0.7177 -0.7144 -0.7130 -0.7129 -0.7134 -0.7159 -0.7220 -0.7329 -0.7496
 -0.7723
 -1.9919 -1.9222 -1.8448 -1.7601 -1.6710 -1.5817 -1.4965 -1.4175 -1.3461 -1.2835
 -1.2319 -1.1920 -1.1569 -1.1185 -1.0745 -0.9614 -0.8703 -0.8048 -0.7614 -0.7367
 -0.7263 -0.7241 -0.7250 -0.7273 -0.7303 -0.7339 -0.7373 -0.7423 -0.7511 -0.7654
 -0.7863
 -1.9214 -1.8559 -1.7887 -1.7157 -1.6375 -1.5567 -1.4764 -1.3992 -1.3270 -1.2607
 -1.2014 -1.1504 -1.1078 -1.0719 -1.0384 -0.9501 -0.8653 -0.8007 -0.7576 -0.7332
 -0.7242 -0.7254 -0.7312 -0.7382 -0.7454 -0.7525 -0.7598 -0.7685 -0.7786 -0.7900
 -0.8027
 -1.8602 -1.7950 -1.7309 -1.6668 -1.5988 -1.5274 -1.4548 -1.3827 -1.3132 -1.2477
 -1.1871 -1.1325 -1.0843 -1.0425 -1.0061 -0.9287 -0.8567 -0.7955 -0.7524 -0.7274
