 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  R   
 -2.1855 -1.8435 -1.4711 -1.1558 -1.0033 -1.0042 -1.3957 -1.3333 -1.2583 -1.1656
 -1.0617 -0.9898 -0.8697 -0.7486 -0.6357 -0.4211 -0.2692 -0.1741 -0.1158
 -1.9116 -1.6746 -1.5053 -1.3969 -1.3319 -1.2727 -1.2077 -1.1412 -1.0756 -1.0094
 -0.9341 -0.8455 -0.7484 -0.6531 -0.5653 -0.3855 -0.2587 -0.1775 -0.1279 -0.0984
 -1.7809 -1.5633 -1.3865 -1.2490 -1.1496 -1.0871 -1.0512 -1.0133 -0.9602 -0.8957
 -0.8308 -0.7627 -0.6838 -0.6010 -0.5232 -0.3645 -0.2549 -0.1852 -0.1420 -0.1155
 -0.1000
 -1.6786 -1.4844 -1.3200 -1.1827 -1.0714 -0.9858 -0.9235 -0.8807 -0.8478 -0.8065
 -0.7515 -0.6939 -0.6317 -0.5625 -0.4940 -0.3510 -0.2530 -0.1926 -0.1555 -0.1320
 -0.1176 -0.1097
 -1.5705 -1.4047 -1.2609 -1.1349 -1.0252 -0.9329 -0.8587 -0.8006 -0.7540 -0.7147
 -0.6752 -0.6296 -0.5816 -0.5269 -0.4696 -0.3409 -0.2507 -0.1972 -0.1664 -0.1467
 -0.1342 -0.1272 -0.1245 -0.1243
 -1.4524 -1.3140 -1.1932 -1.0843 -0.9846 -0.8944 -0.8161 -0.7513 -0.6981 -0.6522
 -0.6100 -0.5690 -0.5295 -0.4868 -0.4406 -0.3304 -0.2464 -0.1969 -0.1721 -0.1578
 -0.1488 -0.1439 -0.1423 -0.1436 -0.1473 -0.1544 -0.1662 -0.1834 -0.2068 -0.2367
 -1.3313 -1.2135 -1.1136 -1.0229 -0.9374 -0.8559 -0.7801 -0.7130 -0.6562 -0.6083
 -0.5652 -0.5243 -0.4853 -0.4477 -0.4088 -0.3152 -0.2392 -0.1918 -0.1708 -0.1627
 -0.1591 -0.1579 -0.1588 -0.1617 -0.1662 -0.1709 -0.1782 -0.1909 -0.2114 -0.2402
 -0.2737
 -1.2092 -1.1094 -1.0253 -0.9501 -0.8792 -0.8098 -0.7415 -0.6771 -0.6196 -0.5700
 -0.5273 -0.4884 -0.4513 -0.4158 -0.3803 -0.2970 -0.2292 -0.1833 -0.1633 -0.1597
 -0.1624 -0.1668 -0.1720 -0.1780 -0.1848 -0.1921 -0.1991 -0.2083 -0.2229 -0.2452
 -0.2767
 -1.0906 -1.0065 -0.9330 -0.8691 -0.8102 -0.7524 -0.6943 -0.6366 -0.5819 -0.5325
 -0.4898 -0.4526 -0.4187 -0.3865 -0.3545 -0.2781 -0.2162 -0.1732 -0.1524 -0.1502
 -0.1577 -0.1685 -0.1797 -0.1905 -0.2010 -0.2111 -0.2215 -0.2339 -0.2483 -0.2647
 -0.2828
 -0.9755 -0.9048 -0.8439 -0.7869 -0.7358 -0.6876 -0.6393 -0.5903 -0.5416 -0.4952
 -0.4532 -0.4168 -0.3853 -0.3566 -0.3291 -0.2612 -0.2036 -0.1630 -0.1414 -0.1378
 -0.1468 -0.1621 -0.1793 -0.1962 -0.2120 -0.2265 -0.2402 -0.2534 -0.2715 -0.2857
 -0.2970
 -0.8638 -0.8043 -0.7580 -0.7087 -0.6612 -0.6185 -0.5777 -0.5368 -0.4955 -0.4547
 -0.4157 -0.3805 -0.3501 -0.3240 -0.3005 -0.2437 -0.1909 -0.1525 -0.1310 -0.1258
 -0.1337 -0.1501 -0.1713 -0.1940 -0.2158 -0.2359 -0.2545 -0.2717 -0.2878 -0.3038
 -0.3207
 -0.7556 -0.7050 -0.6753 -0.6355 -0.5911 -0.5511 -0.5143 -0.4791 -0.4444 -0.4098
 -0.3758 -0.3437 -0.3147 -0.2900 -0.2687 -0.2256 -0.1781 -0.1417 -0.1212
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =  R   
 -2.4943 -2.2385 -1.9687 -1.7204 -1.5328 -1.4090 -1.4341 -1.3270 -1.2223 -1.1167
 -1.0081 -0.9105 -0.7987 -0.6923 -0.5950 -0.3998 -0.2585 -0.1646 -0.1077
 -2.1943 -1.9566 -1.7766 -1.6161 -1.4714 -1.3478 -1.2437 -1.1534 -1.0704 -0.9890
 -0.9048 -0.8142 -0.7196 -0.6283 -0.5445 -0.3727 -0.2500 -0.1692 -0.1195 -0.0889
 -2.0467 -1.7675 -1.5446 -1.3803 -1.2742 -1.1969 -1.1185 -1.0384 -0.9628 -0.8928
 -0.8248 -0.7534 -0.6739 -0.5922 -0.5158 -0.3589 -0.2484 -0.1764 -0.1326 -0.1061
 -0.0905
 -1.9637 -1.6863 -1.4569 -1.2754 -1.1378 -1.0392 -0.9773 -0.9370 -0.8897 -0.8287
