 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  r   
 -1.9086 -1.1942 -0.7963 -0.7343 -1.0879 -1.6268 -2.3406 -2.2194 -2.1041 -1.9819
 -1.8552 -1.7745 -1.6303 -1.4897 -1.3606 -1.1064 -0.9138 -0.7860 -0.7011
 -3.0461 -2.7101 -2.4689 -2.3130 -2.2144 -2.1273 -2.0375 -1.9491 -1.8642 -1.7805
 -1.6885 -1.5833 -1.4700 -1.3593 -1.2570 -1.0432 -0.8862 -0.7794 -0.7092 -0.6626
 -2.8648 -2.5521 -2.3091 -2.1243 -1.9907 -1.9034 -1.8483 -1.7924 -1.7211 -1.6392
 -1.5586 -1.4757 -1.3826 -1.2862 -1.1959 -1.0088 -0.8737 -0.7816 -0.7201 -0.6780
 -0.6488
 -2.7276 -2.4501 -2.2251 -2.0418 -1.8949 -1.7821 -1.6987 -1.6390 -1.5909 -1.5340
 -1.4627 -1.3902 -1.3145 -1.2330 -1.1532 -0.9852 -0.8652 -0.7852 -0.7314 -0.6936
 -0.6663 -0.6466
 -2.5933 -2.3553 -2.1568 -1.9874 -1.8420 -1.7207 -1.6236 -1.5470 -1.4850 -1.4317
 -1.3782 -1.3183 -1.2563 -1.1886 -1.1200 -0.9682 -0.8583 -0.7871 -0.7409 -0.7080
 -0.6834 -0.6652 -0.6518 -0.6409
 -2.4527 -2.2518 -2.0826 -1.9337 -1.7997 -1.6800 -1.5770 -1.4921 -1.4226 -1.3626
 -1.3074 -1.2537 -1.2017 -1.1464 -1.0883 -0.9538 -0.8511 -0.7852 -0.7459 -0.7190
 -0.6986 -0.6830 -0.6713 -0.6626 -0.6562 -0.6534 -0.6555 -0.6637 -0.6787 -0.7010
 -2.3120 -2.1398 -1.9970 -1.8701 -1.7526 -1.6425 -1.5413 -1.4524 -1.3779 -1.3152
 -1.2591 -1.2062 -1.1557 -1.1068 -1.0568 -0.9384 -0.8430 -0.7795 -0.7444 -0.7240
 -0.7095 -0.6981 -0.6894 -0.6829 -0.6781 -0.6734 -0.6713 -0.6750 -0.6870 -0.7080
 -0.7346
 -2.1735 -2.0252 -1.9029 -1.7950 -1.6949 -1.5985 -1.5053 -1.4183 -1.3414 -1.2757
 -1.2195 -1.1687 -1.1205 -1.0744 -1.0287 -0.9218 -0.8339 -0.7716 -0.7373 -0.7214
 -0.7133 -0.7080 -0.7040 -0.7011 -0.6991 -0.6978 -0.6960 -0.6964 -0.7025 -0.7169
 -0.7412
 -2.0399 -1.9140 -1.8049 -1.7110 -1.6254 -1.5425 -1.4608 -1.3810 -1.3060 -1.2391
 -1.1816 -1.1319 -1.0869 -1.0445 -1.0027 -0.9040 -0.8224 -0.7628 -0.7274 -0.7126
 -0.7092 -0.7104 -0.7127 -0.7151 -0.7173 -0.7193 -0.7215 -0.7257 -0.7322 -0.7407
 -0.7510
 -1.9112 -1.8062 -1.7123 -1.6263 -1.5500 -1.4786 -1.4083 -1.3382 -1.2696 -1.2049
 -1.1467 -1.0966 -1.0534 -1.0145 -0.9774 -0.8879 -0.8114 -0.7541 -0.7180 -0.7016
 -0.6993 -0.7048 -0.7132 -0.7220 -0.7300 -0.7369 -0.7431 -0.7487 -0.7593 -0.7658
 -0.7694
 -1.7874 -1.7018 -1.6251 -1.5470 -1.4743 -1.4093 -1.3479 -1.2874 -1.2271 -1.1681
 -1.1124 -1.0622 -1.0191 -0.9821 -0.9489 -0.8710 -0.7997 -0.7449 -0.7090 -0.6910
 -0.6875 -0.6939 -0.7062 -0.7208 -0.7352 -0.7482 -0.7597 -0.7699 -0.7790 -0.7879
 -0.7978
 -1.6686 -1.6008 -1.5433 -1.4741 -1.4039 -1.3413 -1.2844 -1.2306 -1.1781 -1.1264
 -1.0760 -1.0285 -0.9857 -0.9490 -0.9172 -0.8533 -0.7873 -0.7352 -0.7004
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =  r   
 -3.8858 -3.2112 -2.7041 -2.3713 -2.2389 -2.2244 -2.3183 -2.1717 -2.0361 -1.9052
