angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,2MASS,RA,Dec,dist_G,sig_dist_G
0.109079,337.787042001,-18.5126266002,0.002,0.001,90,2594190865606401792,337.78706769033,0.0528,-18.512667541349998,0.0416,2.5595,0.055,5.6579999999999995,0.098,-9.509,0.075,0,2488230.0,1737.34,9.698639,1083780.0,1453.47,10.264031,1962890.0,2227.18,9.029679,1.2343520000000001,,,4800.0,,,6.03,17.401,22310888-1830452,337.78707,-18.512612,0.39003900390039004,0.008446916588761703
0.101339,337.12334216700003,-17.9888523593,0.001,0.001,90,2594424267013625600,337.12331727172,0.0503,-17.98891857066,0.0418,1.2565,0.0569,-5.499,0.08800000000000001,-15.378,0.078,0,1452920.0,786.666,10.282763000000001,616955.0,561.4490000000001,10.875753999999999,1175500.0,968.863,9.586363,1.289392,,,4710.1,0.235,0.1,9.88,43.302,22282960-1759197,337.123357,-17.988828,0.798079807980798,0.0369730551285874
0.08250700000000001,333.39331013099996,-17.9625569666,0.002,0.001,0,6825778463090885888,333.39330032367,0.0443,-17.96258473478,0.0619,0.8419,0.0377,-2.167,0.086,-6.449,0.113,0,408277.0,112.152,11.660979,173099.0,328.74,12.25565,333671.0,335.50800000000004,10.953626,1.302024,14.79,0.62,4769.07,,,7.56,26.623,22133439-1757451,333.393325,-17.962575,1.191119111911191,0.05443403906889603
0.065204,338.12729934,-17.8745210776,0.001,0.001,90,2594341150806513152,338.12731539293,0.0379,-17.87455980904,0.0372,0.7505,0.0396,3.548,0.07400000000000001,-8.996,0.067,0,344380.0,95.1115,11.845771000000001,149899.0,195.792,12.411893,277241.0,435.209,11.154778,1.257115,,,4853.43,,,7.43,27.611,22323054-1752283,338.127293,-17.874504,1.3351335133513351,0.072547105470969
0.057250999999999996,338.600307375,-17.8426205294,0.001,0.001,90,2594707253818845440,338.60032516443,0.0482,-17.84267771822,0.035,0.5196,0.0473,3.9330000000000003,0.092,-13.283,0.068,0,255132.0,59.1178,12.171453,111084.0,238.75599999999997,12.737259,203311.0,246.908,11.49152,1.245739,-26.3,0.83,4802.98,0.072,0.0577,9.5,43.251999999999995,22342407-1750334,338.600294,-17.842610999999994,1.935193519351935,0.1906063466623331
0.020156,339.125031723,-17.7771505306,0.001,0.001,90,2594677021544706048,339.12497502957996,0.0353,-17.77718161125,0.0321,0.8576,0.0452,-12.539000000000001,0.064,-7.218999999999999,0.063,0,777268.0,179.084,10.961938,319562.0,321.672,11.590000999999999,646810.0,406.476,10.234978,1.3550229999999999,-29.94,0.44,4615.29,0.2067,0.108,11.2,51.315,22363001-1746376,339.125037,-17.777153,1.17011701170117,0.0634805053196803
0.010015000000000001,333.896319185,-17.6980495426,0.001,0.001,90,6822810365811321216,333.89633020249,0.0283,-17.69807919438,0.0215,0.5987,0.033,2.438,0.049,-6.8870000000000005,0.044000000000000004,0,99777.4,27.216,13.190785,41900.3,84.4752,13.795845000000002,82633.4,59.5423,12.46903,1.3268149999999999,-11.89,1.78,4732.71,,,5.36,13.004000000000001,22153511-1741530,333.896318,-17.698047,1.674167416741674,0.09504570579772546
0.040481,338.855990389,-17.6482906492,0.001,0.001,0,2594670836791830272,338.85600171097997,0.0337,-17.64831478644,0.026,0.3082,0.0383,2.506,0.047,-5.606,0.047,0,53367.3,13.6994,13.870178,22769.6,39.8836,14.458001000000001,43750.5,25.2439,13.159462,1.2985389999999999,,,5064.25,,,6.39,24.17,22352543-1738538,338.855995,-17.648301,3.2253225322532253,0.44709489159219484
0.06041900000000001,338.035698979,-17.6465125412,0.001,0.001,90,2594541266218135168,338.03573276652,0.0434,-17.646630553610002,0.0389,2.1551,0.0492,7.478,0.081,-27.409000000000002,0.073,0,3467590.0,836.8960000000001,9.338298,1375910.0,3307.21,10.004911,2941360.0,4649.67,8.590548,1.414364,,,4486.22,0.3997,0.1967,10.21,38.062,22320856-1738473,338.035682,-17.646517000000006,0.46504650465046504,0.010665493786134739
0.030774,333.855760383,-17.6453159574,0.001,0.001,90,6825813132067001984,333.85577368985,0.028,-17.64537368841,0.0215,0.2477,0.0343,2.945,0.051,-13.408,0.044000000000000004,0,73420.4,20.4335,13.523824,35385.0,44.9393,13.979341,55326.8,30.8148,12.904581,1.07476,,,5045.0,,,,,22152537-1738431,333.855752,-17.645319,3.9663966396639663,0.6085737587203348
