 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  r   
 -1.6152 -0.7816 -0.3545 -0.3308 -0.7984 -1.4776 -2.3457 -2.2168 -2.0945 -1.9674
 -1.8376 -1.7579 -1.6105 -1.4674 -1.3335 -1.0783 -0.8882 -0.7622 -0.6804
 -3.0208 -2.6850 -2.4450 -2.2912 -2.1945 -2.1086 -2.0191 -1.9302 -1.8443 -1.7594
 -1.6662 -1.5602 -1.4460 -1.3347 -1.2321 -1.0184 -0.8626 -0.7579 -0.6899 -0.6454
 -2.8222 -2.5097 -2.2707 -2.0915 -1.9629 -1.8787 -1.8250 -1.7693 -1.6976 -1.6152
 -1.5342 -1.4511 -1.3579 -1.2615 -1.1713 -0.9848 -0.8510 -0.7609 -0.7014 -0.6612
 -0.6339
 -2.6709 -2.3940 -2.1735 -1.9974 -1.8586 -1.7521 -1.6724 -1.6141 -1.5663 -1.5091
 -1.4376 -1.3651 -1.2896 -1.2085 -1.1290 -0.9620 -0.8434 -0.7651 -0.7131 -0.6770
 -0.6515 -0.6336
 -2.5273 -2.2894 -2.0943 -1.9316 -1.7952 -1.6829 -1.5926 -1.5198 -1.4593 -1.4066
 -1.3532 -1.2933 -1.2315 -1.1643 -1.0961 -0.9457 -0.8371 -0.7675 -0.7230 -0.6916
 -0.6686 -0.6520 -0.6403 -0.6313
 -2.3824 -2.1803 -2.0128 -1.8687 -1.7424 -1.6325 -1.5388 -1.4607 -1.3948 -1.3365
 -1.2821 -1.2287 -1.1770 -1.1221 -1.0645 -0.9316 -0.8302 -0.7658 -0.7281 -0.7027
 -0.6838 -0.6697 -0.6595 -0.6526 -0.6482 -0.6474 -0.6515 -0.6616 -0.6785 -0.7025
 -2.2418 -2.0669 -1.9238 -1.7994 -1.6872 -1.5852 -1.4938 -1.4141 -1.3461 -1.2870
 -1.2328 -1.1808 -1.1308 -1.0824 -1.0330 -0.9161 -0.8221 -0.7601 -0.7265 -0.7076
 -0.6946 -0.6846 -0.6774 -0.6725 -0.6694 -0.6665 -0.6664 -0.6720 -0.6859 -0.7087
 -0.7370
 -2.1076 -1.9549 -1.8302 -1.7223 -1.6247 -1.5338 -1.4486 -1.3711 -1.3030 -1.2436
 -1.1911 -1.1421 -1.0950 -1.0497 -1.0046 -0.8992 -0.8129 -0.7520 -0.7193 -0.7050
 -0.6983 -0.6943 -0.6918 -0.6904 -0.6899 -0.6903 -0.6903 -0.6926 -0.7006 -0.7168
 -0.7429
 -1.9816 -1.8494 -1.7361 -1.6399 -1.5542 -1.4739 -1.3974 -1.3252 -1.2592 -1.2007
 -1.1494 -1.1033 -1.0603 -1.0191 -0.9782 -0.8811 -0.8011 -0.7430 -0.7092 -0.6960
 -0.6941 -0.6967 -0.7003 -0.7041 -0.7078 -0.7114 -0.7152 -0.7211 -0.7294 -0.7397
 -0.7520
 -1.8638 -1.7504 -1.6501 -1.5599 -1.4813 -1.4097 -1.3417 -1.2763 -1.2148 -1.1584
 -1.1082 -1.0642 -1.0247 -0.9878 -0.9521 -0.8646 -0.7897 -0.7340 -0.6995 -0.6847
 -0.6839 -0.6909 -0.7007 -0.7109 -0.7203 -0.7286 -0.7363 -0.7436 -0.7558 -0.7642
 -0.7697
 -1.7543 -1.6579 -1.5722 -1.4880 -1.4112 -1.3437 -1.2819 -1.2232 -1.1671 -1.1144
 -1.0663 -1.0238 -0.9865 -0.9533 -0.9222 -0.8471 -0.7777 -0.7246 -0.6903 -0.6738
 -0.6719 -0.6798 -0.6936 -0.7096 -0.7253 -0.7396 -0.7526 -0.7643 -0.7751 -0.7857
 -0.7973
 -1.6529 -1.5719 -1.5024 -1.4252 -1.3493 -1.2823 -1.2227 -1.1682 -1.1170 -1.0688
 -1.0238 -0.9832 -0.9474 -0.9164 -0.8885 -0.8286 -0.7651 -0.7148 -0.6816
