 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  g   
 -4.7698 -4.4166 -4.3266 -4.4433 -4.6804 -4.8759 -4.6100 -4.4313 -4.2574 -4.0715
 -3.8683 -3.6723 -3.4629 -3.2483 -3.0461 -2.5649 -2.1301 -1.8075 -1.5325
 -5.2750 -4.9394 -4.6887 -4.5144 -4.3936 -4.2771 -4.1461 -4.0048 -3.8572 -3.7027
 -3.5290 -3.3327 -3.1261 -2.9266 -2.7403 -2.3232 -1.9772 -1.7050 -1.5022 -1.3473
 -5.0481 -4.7266 -4.4575 -4.2343 -4.0548 -3.9192 -3.8166 -3.7069 -3.5703 -3.4144
 -3.2556 -3.0884 -2.9064 -2.7262 -2.5594 -2.1991 -1.9004 -1.6624 -1.4826 -1.3439
 -1.2316
 -4.8618 -4.5668 -4.3080 -4.0799 -3.8797 -3.7065 -3.5591 -3.4363 -3.3252 -3.1980
 -3.0487 -2.8965 -2.7385 -2.5767 -2.4246 -2.1025 -1.8426 -1.6337 -1.4732 -1.3478
 -1.2450 -1.1569
 -4.6739 -4.4150 -4.1800 -3.9642 -3.7657 -3.5843 -3.4201 -3.2728 -3.1401 -3.0178
 -2.8934 -2.7581 -2.6176 -2.4715 -2.3308 -2.0339 -1.8009 -1.6146 -1.4699 -1.3560
 -1.2618 -1.1803 -1.1073 -1.0400
 -4.4761 -4.2560 -4.0518 -3.8579 -3.6727 -3.4971 -3.3318 -3.1778 -3.0355 -2.9031
 -2.7775 -2.6544 -2.5312 -2.4025 -2.2733 -1.9900 -1.7729 -1.6018 -1.4690 -1.3650
 -1.2790 -1.2042 -1.1368 -1.0747 -1.0142 -0.9573 -0.9071 -0.8657 -0.8351 -0.8162
 -4.2789 -4.0897 -3.9164 -3.7486 -3.5836 -3.4216 -3.2641 -3.1129 -2.9694 -2.8346
 -2.7072 -2.5853 -2.4677 -2.3515 -2.2356 -1.9685 -1.7570 -1.5940 -1.4683 -1.3717
 -1.2935 -1.2259 -1.1649 -1.1081 -1.0545 -1.0029 -0.9548 -0.9120 -0.8762 -0.8498
 -0.8387
 -4.0856 -3.9243 -3.7757 -3.6320 -3.4897 -3.3462 -3.2018 -3.0594 -2.9211 -2.7879
 -2.6614 -2.5413 -2.4264 -2.3152 -2.2071 -1.9583 -1.7520 -1.5914 -1.4681 -1.3751
 -1.3029 -1.2425 -1.1885 -1.1383 -1.0905 -1.0444 -0.9988 -0.9563 -0.9197 -0.8916
 -0.8733
 -3.9033 -3.7645 -3.6331 -3.5085 -3.3862 -3.2617 -3.1342 -3.0047 -2.8754 -2.7483
 -2.6252 -2.5074 -2.3952 -2.2876 -2.1837 -1.9477 -1.7493 -1.5912 -1.4683 -1.3755
 -1.3060 -1.2514 -1.2048 -1.1621 -1.1212 -1.0813 -1.0424 -1.0062 -0.9730 -0.9425
 -0.9144
 -3.7320 -3.6103 -3.4969 -3.3850 -3.2772 -3.1698 -3.0596 -2.9456 -2.8290 -2.7116
