 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =F850LP
 -1.5274 -1.5626 -1.6125 -1.6645 -1.6991 -1.7043 -1.5945 -1.5955 -1.5900 -1.5742
 -1.5460 -1.4975 -1.4661 -1.4278 -1.3917 -1.3289 -1.3349 -1.3809 -1.4324
 -1.4965 -1.4699 -1.4649 -1.4793 -1.5091 -1.5346 -1.5498 -1.5578 -1.5609 -1.5590
 -1.5465 -1.5214 -1.4882 -1.4554 -1.4276 -1.3894 -1.3892 -1.4159 -1.4543 -1.4978
 -1.4845 -1.4707 -1.4595 -1.4535 -1.4567 -1.4733 -1.5016 -1.5257 -1.5373 -1.5369
 -1.5319 -1.5203 -1.4978 -1.4709 -1.4468 -1.4113 -1.4128 -1.4401 -1.4788 -1.5221
 -1.5672
 -1.4604 -1.4571 -1.4511 -1.4445 -1.4399 -1.4406 -1.4485 -1.4648 -1.4864 -1.5023
 -1.5075 -1.5073 -1.4982 -1.4799 -1.4604 -1.4295 -1.4311 -1.4589 -1.4983 -1.5418
 -1.5870 -1.6327
 -1.4131 -1.4235 -1.4277 -1.4271 -1.4243 -1.4221 -1.4227 -1.4275 -1.4366 -1.4495
 -1.4625 -1.4716 -1.4773 -1.4744 -1.4648 -1.4412 -1.4433 -1.4716 -1.5128 -1.5575
 -1.6034 -1.6499 -1.6962 -1.7411
 -1.3445 -1.3694 -1.3862 -1.3956 -1.3994 -1.4004 -1.4009 -1.4028 -1.4072 -1.4134
 -1.4211 -1.4296 -1.4393 -1.4459 -1.4482 -1.4443 -1.4488 -1.4771 -1.5210 -1.5686
 -1.6164 -1.6643 -1.7120 -1.7594 -1.8057 -1.8519 -1.8991 -1.9481 -1.9997 -2.0543
 -1.2614 -1.2971 -1.3267 -1.3479 -1.3614 -1.3694 -1.3743 -1.3779 -1.3820 -1.3872
 -1.3930 -1.3992 -1.4063 -1.4141 -1.4205 -1.4332 -1.4467 -1.4757 -1.5218 -1.5735
 -1.6250 -1.6753 -1.7251 -1.7743 -1.8227 -1.8693 -1.9157 -1.9638 -2.0152 -2.0704
 -2.1279
 -1.1655 -1.2121 -1.2521 -1.2843 -1.3089 -1.3265 -1.3385 -1.3472 -1.3545 -1.3611
 -1.3680 -1.3749 -1.3819 -1.3893 -1.3961 -1.4143 -1.4367 -1.4683 -1.5154 -1.5709
 -1.6272 -1.6817 -1.7345 -1.7862 -1.8368 -1.8865 -1.9344 -1.9822 -2.0318 -2.0850
 -2.1427
 -1.0671 -1.1206 -1.1676 -1.2087 -1.2432 -1.2706 -1.2918 -1.3078 -1.3206 -1.3314
 -1.3410 -1.3503 -1.3593 -1.3682 -1.3763 -1.3964 -1.4226 -1.4575 -1.5047 -1.5623
 -1.6229 -1.6825 -1.7398 -1.7950 -1.8486 -1.9007 -1.9519 -2.0031 -2.0545 -2.1061
 -2.1576
 -0.9662 -1.0226 -1.0773 -1.1246 -1.1666 -1.2030 -1.2334 -1.2581 -1.2783 -1.2951
 -1.3096 -1.3225 -1.3345 -1.3460 -1.3569 -1.3809 -1.4086 -1.4450 -1.4918 -1.5487
 -1.6114 -1.6751 -1.7371 -1.7968 -1.8542 -1.9095 -1.9634 -2.0160 -2.0716 -2.1232
 -2.1722
 -0.8627 -0.9181 -0.9812 -1.0375 -1.0838 -1.1266 -1.1648 -1.1980 -1.2264 -1.2506
 -1.2715 -1.2898 -1.3061 -1.3211 -1.3352 -1.3665 -1.3959 -1.4331 -1.4795 -1.5350
 -1.5971 -1.6623 -1.7279 -1.7920 -1.8536 -1.9128 -1.9700 -2.0255 -2.0797 -2.1331
 -2.1864
 -0.7568 -0.8071 -0.8793 -0.9488 -0.9988 -1.0458 -1.0896 -1.1296 -1.1655 -1.1975
 -1.2255 -1.2504 -1.2726 -1.2924 -1.3112 -1.3532 -1.3845 -1.4218 -1.4678
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =F850LP
 -1.4531 -1.4633 -1.4913 -1.5294 -1.5671 -1.5959 -1.5833 -1.6009 -1.6058 -1.5963
 -1.5724 -1.5340 -1.4978 -1.4610 -1.4279 -1.3686 -1.3555 -1.3789 -1.4227
 -1.4329 -1.4246 -1.4423 -1.4642 -1.4866 -1.5118 -1.5380 -1.5609 -1.5757 -1.5791
 -1.5692 -1.5461 -1.5144 -1.4823 -1.4538 -1.4058 -1.3936 -1.4132 -1.4495 -1.4916
 -1.4554 -1.4325 -1.4228 -1.4285 -1.4542 -1.4886 -1.5158 -1.5343 -1.5477 -1.5569
 -1.5577 -1.5473 -1.5249 -1.4979 -1.4730 -1.4305 -1.4192 -1.4373 -1.4731 -1.5157
 -1.5606
 -1.4695 -1.4510 -1.4379 -1.4306 -1.4312 -1.4417 -1.4656 -1.4981 -1.5237 -1.5361
 -1.5405 -1.5389 -1.5276 -1.5074 -1.4869 -1.4492 -1.4394 -1.4562 -1.4917 -1.5345
 -1.5796 -1.6254
 -1.4610 -1.4524 -1.4443 -1.4367 -1.4311 -1.4298 -1.4343 -1.4454 -1.4656 -1.4905
