 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =F350LP
 -2.3259 -2.2720 -2.2097 -2.1526 -2.0984 -2.0564 -2.0919 -2.0634 -2.0244 -1.9674
 -1.8944 -1.8280 -1.7427 -1.6513 -1.5634 -1.3832 -1.2507 -1.1595 -1.0926
 -2.2679 -2.1556 -2.0806 -2.0391 -2.0234 -2.0064 -1.9791 -1.9455 -1.9082 -1.8666
 -1.8130 -1.7442 -1.6649 -1.5855 -1.5113 -1.3556 -1.2390 -1.1559 -1.0978 -1.0564
 -2.2052 -2.1073 -2.0218 -1.9522 -1.9023 -1.8755 -1.8671 -1.8542 -1.8255 -1.7831
 -1.7368 -1.6840 -1.6182 -1.5470 -1.4791 -1.3368 -1.2320 -1.1576 -1.1054 -1.0680
 -1.0404
 -2.1465 -2.0620 -1.9831 -1.9115 -1.8501 -1.8016 -1.7669 -1.7456 -1.7312 -1.7080
 -1.6703 -1.6272 -1.5758 -1.5152 -1.4538 -1.3224 -1.2265 -1.1601 -1.1136 -1.0801
 -1.0551 -1.0360
 -2.0698 -2.0036 -1.9385 -1.8749 -1.8146 -1.7605 -1.7151 -1.6785 -1.6491 -1.6247
 -1.5989 -1.5661 -1.5288 -1.4823 -1.4307 -1.3104 -1.2212 -1.1612 -1.1208 -1.0917
 -1.0698 -1.0529 -1.0397 -1.0285
 -1.9753 -1.9278 -1.8795 -1.8292 -1.7772 -1.7259 -1.6781 -1.6361 -1.6001 -1.5679
 -1.5376 -1.5071 -1.4769 -1.4416 -1.4013 -1.2985 -1.2151 -1.1595 -1.1247 -1.1009
 -1.0830 -1.0692 -1.0584 -1.0497 -1.0417 -1.0356 -1.0331 -1.0354 -1.0437 -1.0584
 -1.8708 -1.8371 -1.8047 -1.7693 -1.7297 -1.6868 -1.6429 -1.6007 -1.5626 -1.5284
 -1.4962 -1.4645 -1.4335 -1.4024 -1.3688 -1.2827 -1.2074 -1.1546 -1.1237 -1.1053
