 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =  G   
 -3.2693 -2.1370 -0.8360 -0.5942 -1.7870 -4.0960 -3.3192 -1.9925 -1.2050 -1.1505
 -1.0734 -1.0889 -1.4790 -1.9708 -2.2136 -2.0249
 -3.2209 -2.7295 -2.1028 -1.9264 -2.3395 -3.3694 -3.0445 -2.4608 -2.0295 -1.8686
 -1.7442 -1.7108 -1.8583 -2.0602 -2.1538 -1.9974 -1.8927 -1.8299 -1.8505
 -3.0234 -2.8897 -2.6784 -2.5566 -2.5550 -2.8000 -2.7215 -2.5701 -2.3997 -2.2476
 -2.1372 -2.0848 -2.0888 -2.1106 -2.1068 -1.9797 -1.8974 -1.8416 -1.8273 -1.8191
 -1.7828
 -2.6768 -2.6176 -2.5628 -2.4848 -2.4336 -2.3878 -2.3502 -2.3204 -2.3156 -2.2876
 -2.2524 -2.2109 -2.1705 -2.1221 -2.0726 -1.9718 -1.8961 -1.8493 -1.8227 -1.8096
 -1.8041 -1.8035 -1.8055
 -2.4723 -2.4467 -2.4190 -2.3783 -2.3420 -2.3051 -2.2705 -2.2396 -2.2131 -2.1893
 -2.1642 -2.1350 -2.1042 -2.0704 -2.0337 -1.9536 -1.8976 -1.8618 -1.8404 -1.8288
 -1.8238 -1.8231 -1.8252 -1.8303 -1.8387
 -2.2815 -2.2816 -2.2761 -2.2635 -2.2441 -2.2201 -2.1937 -2.1672 -2.1418 -2.1183
 -2.0963 -2.0746 -2.0509 -2.0271 -2.0000 -1.9368 -1.8943 -1.8681 -1.8528 -1.8445
 -1.8413 -1.8416 -1.8445 -1.8493 -1.8560 -1.8655
 -2.1044 -2.1223 -2.1341 -2.1404 -2.1400 -2.1328 -2.1198 -2.1032 -2.0848 -2.0656
 -2.0466 -2.0281 -2.0097 -1.9919 -1.9715 -1.9214 -1.8862 -1.8682 -1.8599 -1.8567
 -1.8566 -1.8590 -1.8633 -1.8689 -1.8756 -1.8839 -1.8944 -1.9100 -1.9327 -1.9605
 -1.9410 -1.9688 -1.9930 -2.0139 -2.0298 -2.0394 -2.0421 -2.0388 -2.0308 -2.0195
 -2.0062 -1.9919 -1.9771 -1.9623 -1.9472 -1.9072 -1.8765 -1.8620 -1.8595 -1.8626
 -1.8675 -1.8735 -1.8804 -1.8880 -1.8960 -1.9045 -1.9135 -1.9258 -1.9440 -1.9697
 -2.0012
 -1.7986 -1.8300 -1.8608 -1.8909 -1.9183 -1.9414 -1.9589 -1.9698 -1.9741 -1.9731
 -1.9677 -1.9595 -1.9493 -1.9380 -1.9257 -1.8939 -1.8667 -1.8527 -1.8524 -1.8604
 -1.8714 -1.8828 -1.8938 -1.9047 -1.9152 -1.9254 -1.9361 -1.9469 -1.9608 -1.9811
 -2.0099
 -1.6755 -1.7093 -1.7438 -1.7789 -1.8131 -1.8451 -1.8735 -1.8966 -1.9133 -1.9232
 -1.9271 -1.9262 -1.9218 -1.9149 -1.9060 -1.8801 -1.8566 -1.8426 -1.8419 -1.8517
 -1.8674 -1.8847 -1.9016 -1.9172 -1.9316 -1.9449 -1.9577 -1.9705 -1.9842 -2.0012
 -2.0218
 -1.5737 -1.6077 -1.6428 -1.6788 -1.7159 -1.7525 -1.7875 -1.8194 -1.8466 -1.8673
 -1.8812 -1.8890 -1.8920 -1.8908 -1.8864 -1.8673 -1.8466 -1.8332 -1.8311 -1.8398
 -1.8568 -1.8784 -1.9010 -1.9226 -1.9423 -1.9601 -1.9766 -1.9921 -2.0072 -2.0230
 -2.0398
 -1.4950 -1.5252 -1.5580 -1.5930 -1.6302 -1.6680 -1.7062 -1.7429 -1.7768 -1.8053
 -1.8281 -1.8451 -1.8568 -1.8631 -1.8646 -1.8543 -1.8371 -1.8243 -1.8211 -1.8283
