 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  w   
 -2.6244 -2.4613 -2.3184 -2.2139 -2.1658 -2.1060 -1.9704 -1.8233 -1.6981 -1.5929
 -1.4977 -1.4087 -1.3254 -1.2481 -1.1771 -1.0281 -0.9157 -0.8332 -0.7749 -0.7347
 -0.7061 -0.6847
 -2.5601 -2.4048 -2.2548 -2.1185 -2.0044 -1.9225 -1.8746 -1.8012 -1.6868 -1.5761
 -1.4815 -1.3948 -1.3138 -1.2387 -1.1695 -1.0241 -0.9147 -0.8350 -0.7794 -0.7423
 -0.7169 -0.6980 -0.6837 -0.6728
 -2.5005 -2.3566 -2.2137 -2.0758 -1.9475 -1.8343 -1.7409 -1.6718 -1.6216 -1.5537
 -1.4672 -1.3830 -1.3042 -1.2311 -1.1636 -1.0213 -0.9141 -0.8362 -0.7826 -0.7481
 -0.7261 -0.7107 -0.6989 -0.6901 -0.6834 -0.6797 -0.6802 -0.6859 -0.6972 -0.7141
 -2.4440 -2.3098 -2.1765 -2.0456 -1.9197 -1.8026 -1.6961 -1.6016 -1.5229 -1.4633
 -1.4139 -1.3579 -1.2918 -1.2230 -1.1576 -1.0183 -0.9128 -0.8361 -0.7838 -0.7512
 -0.7324 -0.7210 -0.7128 -0.7068 -0.7026 -0.6993 -0.6984 -0.7016 -0.7104 -0.7256
 -0.7471
 -2.3933 -2.2632 -2.1383 -2.0158 -1.8966 -1.7822 -1.6752 -1.5766 -1.4878 -1.4098
 -1.3450 -1.2938 -1.2481 -1.1993 -1.1456 -1.0141 -0.9102 -0.8342 -0.7824 -0.7509
 -0.7348 -0.7276 -0.7240 -0.7219 -0.7207 -0.7204 -0.7201 -0.7219 -0.7279 -0.7400
 -0.7594
 -2.3559 -2.2193 -2.0983 -1.9826 -1.8702 -1.7620 -1.6586 -1.5613 -1.4712 -1.3890
 -1.3157 -1.2528 -1.1999 -1.1546 -1.1121 -1.0034 -0.9047 -0.8296 -0.7780 -0.7468
 -0.7324 -0.7289 -0.7304 -0.7334 -0.7366 -0.7398 -0.7435 -0.7488 -0.7559 -0.7646
 -0.7747
 -2.3415 -2.1919 -2.0631 -1.9506 -1.8437 -1.7410 -1.6428 -1.5493 -1.4612 -1.3791
 -1.3039 -1.2366 -1.1777 -1.1264 -1.0815 -0.9846 -0.8964 -0.8240 -0.7723 -0.7405
 -0.7261 -0.7248 -0.7307 -0.7392 -0.7478 -0.7558 -0.7635 -0.7707 -0.7781 -0.7865
 -0.7973
 -2.3626 -2.1775 -2.0383 -1.9217 -1.8168 -1.7181 -1.6243 -1.5351 -1.4506 -1.3707
 -1.2962 -1.2279 -1.1666 -1.1123 -1.0642 -0.9654 -0.8844 -0.8160 -0.7652 -0.7327
 -0.7173 -0.7163 -0.7251 -0.7383 -0.7526 -0.7664 -0.7792 -0.7909 -0.8018 -0.8125
 -0.8237
 -2.4273 -2.1983 -2.0326 -1.9034 -1.7933 -1.6952 -1.6045 -1.5184 -1.4373 -1.3605
 -1.2883 -1.2209 -1.1590 -1.1033 -1.0537 -0.9516 -0.8718 -0.8068 -0.7571
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  w   
 -3.2326 -3.0433 -2.7924 -2.5572 -2.3361 -2.1449 -2.0004 -1.8816 -1.7736 -1.6685
 -1.5697 -1.4763 -1.3884 -1.3063 -1.2299 -1.0636 -0.9318 -0.8304 -0.7550
 -2.9321 -2.9133 -2.7564 -2.5333 -2.3193 -2.1218 -1.9644 -1.8387 -1.7287 -1.6252
 -1.5285 -1.4373 -1.3517 -1.2720 -1.1981 -1.0404 -0.9181 -0.8256 -0.7579 -0.7092
 -2.7388 -2.6219 -2.6015 -2.5034 -2.3120 -2.1209 -1.9493 -1.8123 -1.6990 -1.5966
 -1.5019 -1.4130 -1.3296 -1.2520 -1.1803 -1.0280 -0.9114 -0.8245 -0.7615 -0.7167
 -0.6848
 -2.6672 -2.4943 -2.3646 -2.3072 -2.2623 -2.1192 -1.9519 -1.8017 -1.6804 -1.5769
 -1.4838 -1.3971 -1.3158 -1.2401 -1.1701 -1.0217 -0.9088 -0.8254 -0.7657 -0.7241
 -0.6950 -0.6737
 -2.6195 -2.4448 -2.2843 -2.1517 -2.0593 -2.0119 -1.9371 -1.8047 -1.6733 -1.5638
 -1.4706 -1.3856 -1.3063 -1.2324 -1.1640 -1.0188 -0.9083 -0.8272 -0.7699 -0.7307
 -0.7045 -0.6856 -0.6715 -0.6610
 -2.5790 -2.4114 -2.2511 -2.1029 -1.9740 -1.8680 -1.7917 -1.7392 -1.6635 -1.5583
 -1.4607 -1.3765 -1.2987 -1.2265 -1.1596 -1.0170 -0.9083 -0.8288 -0.7731 -0.7359
 -0.7124 -0.6966 -0.6851 -0.6768 -0.6714 -0.6692 -0.6705 -0.6765 -0.6880 -0.7056
 -2.5425 -2.3820 -2.2276 -2.0810 -1.9452 -1.8235 -1.7173 -1.6285 -1.5614 -1.5081
 -1.4430 -1.3668 -1.2915 -1.2209 -1.1554 -1.0153 -0.9079 -0.8294 -0.7746 -0.7390
 -0.7178 -0.7055 -0.6975 -0.6920 -0.6885 -0.6871 -0.6882 -0.6924 -0.7010 -0.7167
 -0.7386
 -2.5127 -2.3541 -2.2057 -2.0643 -1.9308 -1.8070 -1.6940 -1.5931 -1.5046 -1.4300
 -1.3709 -1.3212 -1.2690 -1.2105 -1.1497 -1.0127 -0.9066 -0.8284 -0.7742 -0.7394
 -0.7199 -0.7109 -0.7071 -0.7055 -0.7051 -0.7058 -0.7069 -0.7101 -0.7175 -0.7305
 -0.7502
 -2.4973 -2.3296 -2.1826 -2.0460 -1.9170 -1.7959 -1.6832 -1.5795 -1.4856 -1.4015
 -1.3281 -1.2663 -1.2160 -1.1714 -1.1260 -1.0067 -0.9028 -0.8250 -0.7709 -0.7364
 -0.7181 -0.7119 -0.7125 -0.7157 -0.7196 -0.7238 -0.7287 -0.7343 -0.7413 -0.7516
 -0.7652
 -2.5047 -2.3198 -2.1660 -2.0301 -1.9045 -1.7869 -1.6771 -1.5747 -1.4801 -1.3933
 -1.3151 -1.2458 -1.1861 -1.1354 -1.0914 -0.9918 -0.8977 -0.8210 -0.7664 -0.7314
 -0.7131 -0.7084 -0.7125 -0.7207 -0.7298 -0.7387 -0.7475 -0.7560 -0.7648 -0.7747
 -0.7868
 -2.5464 -2.3292 -2.1610 -2.0188 -1.8926 -1.7773 -1.6701 -1.5702 -1.4773 -1.3909
 -1.3113 -1.2391 -1.1749 -1.1189 -1.0701 -0.9710 -0.8870 -0.8149 -0.7605 -0.7246
 -0.7056 -0.7010 -0.7073 -0.7196 -0.7340 -0.7484 -0.7622 -0.7750 -0.7872 -0.7993
 -0.8116
 -2.6370 -2.3694 -2.1747 -2.0186 -1.8857 -1.7687 -1.6625 -1.5644 -1.4735 -1.3888
 -1.3100 -1.2374 -1.1712 -1.1122 -1.0601 -0.9553 -0.8742 -0.8064 -0.7534
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  w   
 -3.2533 -2.9972 -2.7377 -2.5077 -2.3009 -2.1135 -1.9679 -1.8472 -1.7420 -1.6402
 -1.5445 -1.4542 -1.3693 -1.2898 -1.2157 -1.0534 -0.9235 -0.8225 -0.7463
 -3.0535 -2.9551 -2.7301 -2.4941 -2.2834 -2.0929 -1.9376 -1.8124 -1.7031 -1.6026
 -1.5086 -1.4201 -1.3370 -1.2595 -1.1873 -1.0320 -0.9103 -0.8176 -0.7491 -0.6997
 -2.7797 -2.7351 -2.6842 -2.4949 -2.2829 -2.0916 -1.9251 -1.7906 -1.6781 -1.5777
 -1.4855 -1.3990 -1.3178 -1.2420 -1.1716 -1.0207 -0.9039 -0.8162 -0.7522 -0.7062
 -0.6737
 -2.6966 -2.5277 -2.4454 -2.4211 -2.2856 -2.1004 -1.9290 -1.7821 -1.6626 -1.5610
 -1.4698 -1.3852 -1.3059 -1.2318 -1.1629 -1.0153 -0.9015 -0.8169 -0.7559 -0.7126
 -0.6826 -0.6612
 -2.6634 -2.4718 -2.3108 -2.2011 -2.1545 -2.0870 -1.9399 -1.7882 -1.6574 -1.5504
 -1.4586 -1.3753 -1.2977 -1.2253 -1.1579 -1.0130 -0.9013 -0.8187 -0.7597 -0.7186
 -0.6908 -0.6716 -0.6577 -0.6479
 -2.6428 -2.4510 -2.2757 -2.1239 -2.0041 -1.9223 -1.8711 -1.7877 -1.6643 -1.5475
 -1.4508 -1.3677 -1.2914 -1.2204 -1.1543 -1.0119 -0.9017 -0.8204 -0.7628 -0.7233
 -0.6976 -0.6810 -0.6696 -0.6616 -0.6564 -0.6547 -0.6574 -0.6653 -0.6783 -0.6957
 -2.6289 -2.4398 -2.2640 -2.1037 -1.9627 -1.8434 -1.7462 -1.6738 -1.6172 -1.5427
 -1.4477 -1.3616 -1.2858 -1.2160 -1.1511 -1.0110 -0.9020 -0.8214 -0.7645 -0.7263
 -0.7023 -0.6884 -0.6802 -0.6750 -0.6721 -0.6717 -0.6736 -0.6792 -0.6897 -0.7060
 -0.7277
 -2.6233 -2.4327 -2.2592 -2.0988 -1.9531 -1.8226 -1.7088 -1.6102 -1.5276 -1.4620
 -1.4067 -1.3453 -1.2782 -1.2110 -1.1475 -1.0096 -0.9016 -0.8213 -0.7647 -0.7270
 -0.7044 -0.6930 -0.6883 -0.6868 -0.6870 -0.6887 -0.6924 -0.6979 -0.7062 -0.7191
 -0.7392
 -2.6334 -2.4331 -2.2551 -2.0962 -1.9505 -1.8180 -1.6985 -1.5919 -1.4975 -1.4149
 -1.3446 -1.2867 -1.2370 -1.1881 -1.1361 -1.0059 -0.8990 -0.8189 -0.7623 -0.7249
 -0.7032 -0.6938 -0.6926 -0.6955 -0.6999 -0.7051 -0.7112 -0.7183 -0.7268 -0.7379
 -0.7537
 -2.6665 -2.4444 -2.2595 -2.0982 -1.9530 -1.8205 -1.7000 -1.5905 -1.4919 -1.4032
 -1.3244 -1.2555 -1.1967 -1.1475 -1.1038 -0.9974 -0.8963 -0.8163 -0.7591 -0.7211
 -0.6994 -0.6911 -0.6926 -0.6997 -0.7089 -0.7185 -0.7284 -0.7383 -0.7487 -0.7602
 -0.7739
 -2.7313 -2.4777 -2.2764 -2.1059 -1.9576 -1.8249 -1.7043 -1.5945 -1.4944 -1.4033
 -1.3209 -1.2471 -1.1818 -1.1253 -1.0768 -0.9774 -0.8888 -0.8122 -0.7546 -0.7157
 -0.6933 -0.6850 -0.6881 -0.6986 -0.7125 -0.7272 -0.7418 -0.7558 -0.7695 -0.7832
 -0.7968
 -2.8436 -2.5397 -2.3118 -2.1260 -1.9682 -1.8315 -1.7100 -1.5998 -1.4995 -1.4079
 -1.3240 -1.2478 -1.1792 -1.1183 -1.0651 -0.9593 -0.8767 -0.8054 -0.7489
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  w   
 -3.2335 -2.9486 -2.6887 -2.4667 -2.2683 -2.0883 -1.9445 -1.8195 -1.7134 -1.6159
 -1.5227 -1.4346 -1.3521 -1.2749 -1.2028 -1.0442 -0.9159 -0.8151 -0.7384
 -3.0431 -2.9514 -2.6956 -2.4579 -2.2501 -2.0664 -1.9156 -1.7894 -1.6808 -1.5827
 -1.4908 -1.4045 -1.3236 -1.2479 -1.1773 -1.0242 -0.9028 -0.8094 -0.7399 -0.6894
 -2.8633 -2.8545 -2.6978 -2.4701 -2.2544 -2.0626 -1.9030 -1.7704 -1.6592 -1.5607
 -1.4703 -1.3858 -1.3066 -1.2325 -1.1634 -1.0139 -0.8965 -0.8076 -0.7423 -0.6950
 -0.6615
 -2.7207 -2.5853 -2.5689 -2.4672 -2.2705 -2.0768 -1.9061 -1.7636 -1.6462 -1.5459
 -1.4564 -1.3735 -1.2960 -1.2235 -1.1557 -1.0091 -0.8942 -0.8080 -0.7454 -0.7006
 -0.6692 -0.6474
 -2.6922 -2.4914 -2.3484 -2.2936 -2.2464 -2.0930 -1.9222 -1.7695 -1.6424 -1.5370
 -1.4464 -1.3647 -1.2887 -1.2177 -1.1513 -1.0072 -0.8941 -0.8095 -0.7487 -0.7057
 -0.6761 -0.6562 -0.6424 -0.6328
 -2.6897 -2.4754 -2.2918 -2.1483 -2.0571 -2.0114 -1.9265 -1.7857 -1.6500 -1.5352
 -1.4399 -1.3579 -1.2829 -1.2132 -1.1481 -1.0065 -0.8948 -0.8113 -0.7516 -0.7101
 -0.6821 -0.6641 -0.6524 -0.6447 -0.6404 -0.6398 -0.6436 -0.6522 -0.6661 -0.6843
 -2.6990 -2.4802 -2.2859 -2.1177 -1.9789 -1.8722 -1.7976 -1.7409 -1.6557 -1.5429
 -1.4391 -1.3530 -1.2781 -1.2094 -1.1454 -1.0060 -0.8956 -0.8127 -0.7535 -0.7130
 -0.6864 -0.6703 -0.6613 -0.6561 -0.6538 -0.6541 -0.6575 -0.6646 -0.6762 -0.6936
 -0.7156
 -2.7224 -2.4949 -2.2959 -2.1196 -1.9656 -1.8344 -1.7255 -1.6364 -1.5667 -1.5071
 -1.4357 -1.3511 -1.2743 -1.2058 -1.1426 -1.0052 -0.8958 -0.8132 -0.7541 -0.7140
 -0.6885 -0.6743 -0.6680 -0.6662 -0.6667 -0.6692 -0.6740 -0.6806 -0.6905 -0.7054
 -0.7264
 -2.7605 -2.5178 -2.3119 -2.1311 -1.9708 -1.8302 -1.7080 -1.6027 -1.5120 -1.4348
 -1.3707 -1.3147 -1.2569 -1.1973 -1.1375 -1.0025 -0.8941 -0.8117 -0.7526 -0.7126
 -0.6879 -0.6753 -0.6717 -0.6735 -0.6779 -0.6836 -0.6908 -0.6990 -0.7092 -0.7225
 -0.7398
 -2.8229 -2.5581 -2.3391 -2.1518 -1.9872 -1.8414 -1.7128 -1.5995 -1.5001 -1.4124
 -1.3355 -1.2691 -1.2124 -1.1634 -1.1170 -0.9992 -0.8929 -0.8103 -0.7505 -0.7099
 -0.6852 -0.6735 -0.6719 -0.6770 -0.6856 -0.6955 -0.7062 -0.7174 -0.7294 -0.7423
 -0.7584
 -2.9157 -2.6187 -2.3802 -2.1804 -2.0092 -1.8593 -1.7264 -1.6085 -1.5039 -1.4108
 -1.3279 -1.2543 -1.1896 -1.1336 -1.0858 -0.9842 -0.8891 -0.8079 -0.7473 -0.7057
 -0.6804 -0.6688 -0.6683 -0.6761 -0.6886 -0.7030 -0.7181 -0.7332 -0.7484 -0.7639
 -0.7791
 -3.0508 -2.7055 -2.4400 -2.2223 -2.0389 -1.8820 -1.7452 -1.6237 -1.5155 -1.4188
 -1.3320 -1.2543 -1.1850 -1.1236 -1.0701 -0.9643 -0.8788 -0.8034 -0.7433
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  w   
 -3.1675 -2.8830 -2.6356 -2.4264 -2.2311 -2.0571 -1.9200 -1.7997 -1.6913 -1.5951
 -1.5041 -1.4179 -1.3373 -1.2618 -1.1914 -1.0360 -0.9096 -0.8089 -0.7302
 -3.1071 -2.9117 -2.6509 -2.4204 -2.2201 -2.0397 -1.8958 -1.7713 -1.6620 -1.5655
 -1.4754 -1.3908 -1.3117 -1.2376 -1.1683 -1.0172 -0.8959 -0.8015 -0.7305 -0.6784
 -2.9839 -2.8998 -2.6762 -2.4383 -2.2264 -2.0394 -1.8826 -1.7536 -1.6432 -1.5456
 -1.4568 -1.3739 -1.2963 -1.2237 -1.1558 -1.0076 -0.8896 -0.7991 -0.7320 -0.6834
 -0.6486
 -2.8173 -2.6927 -2.6499 -2.4605 -2.2471 -2.0544 -1.8863 -1.7470 -1.6316 -1.5321
 -1.4441 -1.3627 -1.2867 -1.2155 -1.1488 -1.0032 -0.8873 -0.7990 -0.7344 -0.6880
 -0.6551 -0.6324
 -2.7047 -2.5125 -2.4234 -2.4040 -2.2637 -2.0764 -1.9032 -1.7529 -1.6281 -1.5244
 -1.4349 -1.3544 -1.2798 -1.2100 -1.1447 -1.0016 -0.8872 -0.8003 -0.7372 -0.6924
 -0.6610 -0.6398 -0.6258 -0.6163
 -2.7141 -2.4872 -2.3073 -2.1925 -2.1513 -2.0778 -1.9243 -1.7702 -1.6352 -1.5229
 -1.4289 -1.3481 -1.2743 -1.2058 -1.1418 -1.0011 -0.8881 -0.8021 -0.7399 -0.6962
 -0.6662 -0.6465 -0.6341 -0.6266 -0.6227 -0.6226 -0.6272 -0.6372 -0.6520 -0.6710
 -2.7465 -2.5026 -2.2964 -2.1285 -2.0039 -1.9263 -1.8754 -1.7821 -1.6523 -1.5308
 -1.4288 -1.3437 -1.2698 -1.2020 -1.1391 -1.0008 -0.8892 -0.8037 -0.7419 -0.6990
 -0.6701 -0.6519 -0.6415 -0.6361 -0.6339 -0.6348 -0.6390 -0.6474 -0.6606 -0.6790
 -0.7017
 -2.7983 -2.5375 -2.3165 -2.1291 -1.9732 -1.8486 -1.7531 -1.6826 -1.6216 -1.5386
 -1.4367 -1.3440 -1.2667 -1.1990 -1.1365 -1.0001 -0.8898 -0.8047 -0.7430 -0.7004
 -0.6723 -0.6555 -0.6472 -0.6444 -0.6449 -0.6478 -0.6533 -0.6614 -0.6731 -0.6894
 -0.7113
 -2.8603 -2.5863 -2.3511 -2.1510 -1.9803 -1.8363 -1.7166 -1.6174 -1.5353 -1.4677
 -1.4065 -1.3387 -1.2636 -1.1950 -1.1328 -0.9979 -0.8886 -0.8040 -0.7422 -0.6996
 -0.6722 -0.6567 -0.6504 -0.6505 -0.6542 -0.6601 -0.6679 -0.6777 -0.6894 -0.7043
 -0.7236
 -2.9544 -2.6557 -2.4020 -2.1890 -2.0072 -1.8514 -1.7185 -1.6053 -1.5085 -1.4247
 -1.3523 -1.2901 -1.2342 -1.1795 -1.1256 -0.9966 -0.8882 -0.8036 -0.7412 -0.6980
 -0.6705 -0.6557 -0.6510 -0.6535 -0.6607 -0.6702 -0.6812 -0.6935 -0.7071 -0.7223
 -0.7400
 -3.0728 -2.7451 -2.4690 -2.2394 -2.0457 -1.8803 -1.7377 -1.6148 -1.5088 -1.4164
 -1.3351 -1.2635 -1.2008 -1.1459 -1.0977 -0.9889 -0.8868 -0.8023 -0.7392 -0.6950
 -0.6669 -0.6522 -0.6483 -0.6529 -0.6631 -0.6765 -0.6916 -0.7074 -0.7239 -0.7411
 -0.7586
 -3.2153 -2.8546 -2.5522 -2.3041 -2.0951 -1.9188 -1.7676 -1.6368 -1.5232 -1.4239
 -1.3366 -1.2593 -1.1907 -1.1300 -1.0491 -0.9748 -0.8844 -0.8001 -0.7362
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  w   
 -3.1152 -2.8315 -2.5934 -2.3965 -2.2025 -2.0348 -1.8967 -1.7796 -1.6722 -1.5781
 -1.4883 -1.4035 -1.3242 -1.2503 -1.1813 -1.0285 -0.9032 -0.8023 -0.7222
 -3.1502 -2.8696 -2.6110 -2.3878 -2.1953 -2.0197 -1.8749 -1.7544 -1.6455 -1.5509
 -1.4621 -1.3789 -1.3010 -1.2283 -1.1602 -1.0109 -0.8896 -0.7940 -0.7213 -0.6673
 -2.9645 -2.9001 -2.6397 -2.4084 -2.2029 -2.0202 -1.8652 -1.7387 -1.6289 -1.5327
 -1.4451 -1.3634 -1.2870 -1.2156 -1.1487 -1.0019 -0.8834 -0.7911 -0.7219 -0.6714
 -0.6352
