 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  g   
 -5.6406 -5.4667 -5.6591 -5.5837 -5.3521 -5.0170 -4.6328 -4.3823 -4.1498 -3.9094
 -3.6807 -3.4683 -3.2701 -3.0840 -2.9058 -2.5164 -2.1260 -1.7772 -1.5338
 -5.5171 -5.2093 -4.9631 -4.7941 -4.6905 -4.5506 -4.3313 -4.0834 -3.8457 -3.6158
 -3.3964 -3.1918 -3.0034 -2.8294 -2.6669 -2.2986 -1.9757 -1.7088 -1.5046 -1.3477
 -5.2214 -4.9187 -4.6503 -4.4238 -4.2388 -4.1071 -3.9964 -3.8342 -3.6276 -3.4079
 -3.1980 -3.0011 -2.8204 -2.6556 -2.5047 -2.1755 -1.8968 -1.6648 -1.4837 -1.3429
 -1.2291
 -4.9785 -4.7055 -4.4461 -4.2133 -4.0077 -3.8253 -3.6692 -3.5449 -3.4138 -3.2441
 -3.0532 -2.8660 -2.6923 -2.5338 -2.3900 -2.0857 -1.8386 -1.6358 -1.4731 -1.3455
 -1.2412 -1.1522
 -4.7587 -4.5245 -4.2899 -4.0669 -3.8630 -3.6764 -3.5037 -3.3446 -3.2072 -3.0758
 -2.9322 -2.7705 -2.6071 -2.4540 -2.3148 -2.0248 -1.7977 -1.6150 -1.4687 -1.3524
 -1.2566 -1.1742 -1.1009 -1.0349
 -4.5555 -4.3543 -4.1528 -3.9498 -3.7559 -3.5748 -3.4049 -3.2439 -3.0920 -2.9497
 -2.8174 -2.6865 -2.5480 -2.4066 -2.2710 -1.9871 -1.7710 -1.6012 -1.4668 -1.3603
 -1.2726 -1.1969 -1.1292 -1.0671 -1.0069 -0.9506 -0.9009 -0.8602 -0.8301 -0.8116
 -4.3702 -4.1941 -4.0203 -3.8433 -3.6655 -3.4946 -3.3316 -3.1761 -3.0278 -2.8848
 -2.7482 -2.6191 -2.4952 -2.3718 -2.2485 -1.9690 -1.7557 -1.5924 -1.4654 -1.3663
 -1.2862 -1.2176 -1.1561 -1.0994 -1.0462 -0.9951 -0.9477 -0.9057 -0.8705 -0.8447
 -0.8341
 -4.2041 -4.0464 -3.8920 -3.7371 -3.5801 -3.4225 -3.2691 -3.1216 -2.9798 -2.8423
 -2.7092 -2.5811 -2.4588 -2.3422 -2.2291 -1.9658 -1.7509 -1.5886 -1.4644 -1.3692
 -1.2950 -1.2335 -1.1791 -1.1288 -1.0813 -1.0357 -0.9908 -0.9490 -0.9133 -0.8859
 -0.8683
 -4.0584 -3.9137 -3.7719 -3.6283 -3.4908 -3.3502 -3.2087 -3.0696 -2.9354 -2.8049
 -2.6774 -2.5537 -2.4347 -2.3206 -2.2113 -1.9617 -1.7516 -1.5879 -1.4633 -1.3690
 -1.2979 -1.2421 -1.1949 -1.1520 -1.1113 -1.0718 -1.0336 -0.9970 -0.9640 -0.9347
 -0.9089
 -3.9345 -3.7984 -3.6645 -3.5327 -3.4030 -3.2753 -3.1487 -3.0207 -2.8943 -2.7711
 -2.6508 -2.5330 -2.4183 -2.3076 -2.2015 -1.9596 -1.7551 -1.5915 -1.4656 -1.3701
 -1.2988 -1.2457 -1.2040 -1.1683 -1.1352 -1.1030 -1.0714 -1.0402 -1.0101 -0.9818
 -0.9554
 -3.8295 -3.6952 -3.5650 -3.4386 -3.3158 -3.1963 -3.0800 -2.9657 -2.8501 -2.7349
 -2.6217 -2.5107 -2.4019 -2.2957 -2.1932 -1.9575 -1.7570 -1.5945 -1.4678 -1.3712
 -1.2989 -1.2457 -1.2066 -1.1763 -1.1504 -1.1260 -1.1020 -1.0778 -1.0536 -1.0299
 -1.0078
 -3.7281 -3.5755 -3.4410 -3.3201 -3.2084 -3.1023 -2.9989 -2.8960 -2.7930 -2.6899
