 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  o   
 -2.1407 -2.1638 -2.0604 -1.8873 -1.7228 -1.5819 -1.4586 -1.3570 -1.2719 -1.1962
 -1.1303 -1.0695 -1.0129 -0.9599 -0.9101 -0.7996 -0.7094 -0.6404 -0.5916 -0.5597
 -0.5408 -0.5315
 -2.0523 -1.9478 -1.9562 -1.8932 -1.7443 -1.5967 -1.4683 -1.3588 -1.2682 -1.1910
 -1.1233 -1.0635 -1.0080 -0.9564 -0.9078 -0.7998 -0.7110 -0.6429 -0.5951 -0.5645
 -0.5466 -0.5382 -0.5367 -0.5396
 -2.0402 -1.8880 -1.7766 -1.7485 -1.7288 -1.6132 -1.4835 -1.3683 -1.2701 -1.1883
 -1.1182 -1.0580 -1.0034 -0.9529 -0.9055 -0.8002 -0.7131 -0.6456 -0.5983 -0.5684
 -0.5514 -0.5439 -0.5435 -0.5476 -0.5545 -0.5650 -0.5797 -0.5987 -0.6214 -0.6472
 -2.0407 -1.8825 -1.7407 -1.6287 -1.5674 -1.5498 -1.4893 -1.3819 -1.2793 -1.1907
 -1.1163 -1.0533 -0.9987 -0.9490 -0.9027 -0.8001 -0.7147 -0.6481 -0.6010 -0.5713
 -0.5550 -0.5485 -0.5492 -0.5548 -0.5634 -0.5744 -0.5884 -0.6064 -0.6287 -0.6546
 -0.6837
 -2.0414 -1.8869 -1.7409 -1.6101 -1.5019 -1.4252 -1.3814 -1.3490 -1.2856 -1.1990
 -1.1190 -1.0516 -0.9945 -0.9448 -0.8993 -0.7991 -0.7157 -0.6499 -0.6030 -0.5733
 -0.5573 -0.5516 -0.5535 -0.5609 -0.5715 -0.5842 -0.5991 -0.6169 -0.6382 -0.6633
 -0.6925
 -2.0450 -1.8903 -1.7467 -1.6132 -1.4935 -1.3919 -1.3117 -1.2521 -1.2092 -1.1701
 -1.1174 -1.0519 -0.9914 -0.9399 -0.8945 -0.7961 -0.7145 -0.6498 -0.6032 -0.5735
 -0.5578 -0.5529 -0.5562 -0.5653 -0.5782 -0.5934 -0.6105 -0.6296 -0.6507 -0.6749
 -0.7029
 -2.0404 -1.8925 -1.7532 -1.6218 -1.5007 -1.3919 -1.2978 -1.2194 -1.1557 -1.1039
 -1.0615 -1.0229 -0.9812 -0.9345 -0.8901 -0.7935 -0.7135 -0.6496 -0.6030 -0.5728
 -0.5569 -0.5524 -0.5565 -0.5673 -0.5824 -0.6003 -0.6201 -0.6413 -0.6641 -0.6888
 -0.7154
 -2.0414 -1.8943 -1.7571 -1.6290 -1.5096 -1.4002 -1.3018 -1.2154 -1.1412 -1.0783
 -1.0246 -0.9790 -0.9398 -0.9046 -0.8704 -0.7882 -0.7113 -0.6484 -0.6017 -0.5709
 -0.5543 -0.5496 -0.5544 -0.5663 -0.5835 -0.6042 -0.6271 -0.6512 -0.6764 -0.7026
 -0.7295
 -2.0479 -1.8957 -1.7551 -1.6336 -1.5165 -1.4086 -1.3102 -1.2213 -1.1424 -1.0732
 -1.0130 -0.9608 -0.9154 -0.8757 -0.8354 -0.7802 -0.7079 -0.6462 -0.5993
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value =  o   
 -2.2873 -2.1074 -1.9508 -1.8153 -1.6716 -1.5539 -1.4565 -1.3702 -1.2920 -1.2199
 -1.1524 -1.0889 -1.0293 -0.9737 -0.9218 -0.8071 -0.7100 -0.6334 -0.5743
 -2.3620 -2.1506 -1.9689 -1.8141 -1.6746 -1.5481 -1.4447 -1.3572 -1.2752 -1.2039
 -1.1372 -1.0749 -1.0166 -0.9621 -0.9110 -0.7982 -0.7055 -0.6319 -0.5767 -0.5381
 -2.3825 -2.2011 -2.0043 -1.8305 -1.6859 -1.5512 -1.4389 -1.3473 -1.2642 -1.1920
 -1.1266 -1.0655 -1.0085 -0.9553 -0.9053 -0.7945 -0.7034 -0.6319 -0.5794 -0.5434
 -0.5210
 -2.1735 -2.2045 -2.0415 -1.8596 -1.6986 -1.5620 -1.4411 -1.3423 -1.2588 -1.1833
 -1.1184 -1.0586 -1.0029 -0.9509 -0.9020 -0.7934 -0.7037 -0.6334 -0.5824 -0.5480
 -0.5269 -0.5160
 -2.0655 -2.0283 -2.0230 -1.8859 -1.7227 -1.5763 -1.4515 -1.3437 -1.2550 -1.1787
 -1.1117 -1.0527 -0.9981 -0.9474 -0.8997 -0.7936 -0.7052 -0.6357 -0.5855 -0.5520
 -0.5320 -0.5219 -0.5193 -0.5220
 -2.0445 -1.8977 -1.8299 -1.8374 -1.7389 -1.5969 -1.4655 -1.3523 -1.2566 -1.1764
 -1.1068 -1.0473 -0.9935 -0.9438 -0.8974 -0.7940 -0.7073 -0.6384 -0.5884 -0.5555
 -0.5362 -0.5270 -0.5252 -0.5288 -0.5361 -0.5465 -0.5615 -0.5816 -0.6049 -0.6316
 -2.0530 -1.8860 -1.7467 -1.6584 -1.6432 -1.5982 -1.4828 -1.3663 -1.2650 -1.1778
 -1.1053 -1.0427 -0.9889 -0.9400 -0.8946 -0.7938 -0.7091 -0.6410 -0.5912 -0.5584
 -0.5396 -0.5311 -0.5303 -0.5349 -0.5432 -0.5544 -0.5688 -0.5871 -0.6104 -0.6371
 -0.6671
 -2.0714 -1.8982 -1.7439 -1.6132 -1.5171 -1.4683 -1.4441 -1.3758 -1.2776 -1.1862
 -1.1073 -1.0411 -0.9848 -0.9358 -0.8910 -0.7927 -0.7100 -0.6431 -0.5935 -0.5605
 -0.5419 -0.5341 -0.5342 -0.5401 -0.5498 -0.5622 -0.5774 -0.5955 -0.6175 -0.6440
 -0.6741
 -2.0951 -1.9163 -1.7572 -1.6160 -1.4950 -1.3991 -1.3324 -1.2910 -1.2531 -1.1910
 -1.1132 -1.0419 -0.9820 -0.9309 -0.8862 -0.7896 -0.7089 -0.6433 -0.5942 -0.5612
 -0.5427 -0.5354 -0.5365 -0.5437 -0.5552 -0.5695 -0.5864 -0.6056 -0.6277 -0.6531
 -0.6828
 -2.1188 -1.9392 -1.7777 -1.6326 -1.5039 -1.3928 -1.3009 -1.2290 -1.1745 -1.1319
 -1.0909 -1.0414 -0.9833 -0.9294 -0.8829 -0.7870 -0.7079 -0.6435 -0.5946 -0.5614
 -0.5424 -0.5352 -0.5369 -0.5453 -0.5585 -0.5749 -0.5940 -0.6151 -0.6383 -0.6637
 -0.6929
 -2.1560 -1.9669 -1.7999 -1.6529 -1.5210 -1.4043 -1.3028 -1.2166 -1.1455 -1.0871
 -1.0386 -0.9972 -0.9585 -0.9186 -0.8765 -0.7837 -0.7060 -0.6426 -0.5940 -0.5604
 -0.5408 -0.5333 -0.5353 -0.5446 -0.5592 -0.5778 -0.5994 -0.6230 -0.6484 -0.6755
 -0.7045
 -2.2068 -1.9994 -1.8167 -1.6735 -1.5404 -1.4212 -1.3156 -1.2230 -1.1432 -1.0750
 -1.0172 -0.9677 -0.9248 -0.8870 -0.8670 -0.7797 -0.7032 -0.6406 -0.5924
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value =  o   
 -2.2300 -2.0633 -1.9168 -1.7886 -1.6461 -1.5365 -1.4428 -1.3568 -1.2779 -1.2057
 -1.1393 -1.0767 -1.0181 -0.9635 -0.9125 -0.7998 -0.7043 -0.6285 -0.5684
 -2.2983 -2.1020 -1.9328 -1.7881 -1.6509 -1.5299 -1.4299 -1.3423 -1.2617 -1.1902
 -1.1251 -1.0636 -1.0061 -0.9524 -0.9023 -0.7914 -0.6996 -0.6260 -0.5696 -0.5289
 -2.3619 -2.1590 -1.9675 -1.8019 -1.6635 -1.5320 -1.4239 -1.3340 -1.2507 -1.1798
 -1.1150 -1.0547 -0.9986 -0.9461 -0.8969 -0.7878 -0.6974 -0.6254 -0.5713 -0.5330
 -0.5084
 -2.3168 -2.2007 -2.0118 -1.8312 -1.6763 -1.5444 -1.4254 -1.3287 -1.2469 -1.1714
 -1.1072 -1.0480 -0.9930 -0.9418 -0.8937 -0.7868 -0.6977 -0.6266 -0.5735 -0.5367
 -0.5134 -0.5007
 -2.1024 -2.1236 -2.0350 -1.8654 -1.6998 -1.5580 -1.4350 -1.3301 -1.2429 -1.1673
 -1.1007 -1.0423 -0.9884 -0.9383 -0.8915 -0.7870 -0.6993 -0.6287 -0.5762 -0.5401
 -0.5177 -0.5058 -0.5019 -0.5043
 -2.0463 -1.9222 -1.9224 -1.8717 -1.7261 -1.5778 -1.4495 -1.3384 -1.2441 -1.1653
 -1.0960 -1.0371 -0.9840 -0.9349 -0.8891 -0.7874 -0.7013 -0.6315 -0.5791 -0.5433
 -0.5215 -0.5102 -0.5070 -0.5098 -0.5170 -0.5278 -0.5432 -0.5637 -0.5873 -0.6148
 -2.0548 -1.8871 -1.7613 -1.7242 -1.7102 -1.5971 -1.4671 -1.3513 -1.2516 -1.1663
 -1.0948 -1.0326 -0.9794 -0.9310 -0.8863 -0.7871 -0.7031 -0.6342 -0.5820 -0.5462
 -0.5246 -0.5140 -0.5114 -0.5150 -0.5228 -0.5339 -0.5483 -0.5672 -0.5910 -0.6183
 -0.6492
 -2.0852 -1.8996 -1.7439 -1.6208 -1.5524 -1.5373 -1.4756 -1.3674 -1.2638 -1.1738
 -1.0964 -1.0312 -0.9752 -0.9269 -0.8827 -0.7859 -0.7041 -0.6365 -0.5846 -0.5486
 -0.5270 -0.5167 -0.5149 -0.5193 -0.5281 -0.5401 -0.5549 -0.5731 -0.5958 -0.6231
 -0.6540
 -2.1228 -1.9274 -1.7591 -1.6153 -1.4979 -1.4157 -1.3737 -1.3414 -1.2722 -1.1833
 -1.1015 -1.0316 -0.9725 -0.9219 -0.8777 -0.7826 -0.7030 -0.6370 -0.5857 -0.5496
 -0.5279 -0.5180 -0.5169 -0.5223 -0.5324 -0.5458 -0.5621 -0.5811 -0.6033 -0.6297
 -0.6607
 -2.1726 -1.9671 -1.7888 -1.6351 -1.5030 -1.3931 -1.3079 -1.2483 -1.2074 -1.1661
 -1.1079 -1.0387 -0.9751 -0.9208 -0.8745 -0.7798 -0.7019 -0.6373 -0.5866 -0.5504
 -0.5282 -0.5181 -0.5174 -0.5236 -0.5350 -0.5499 -0.5679 -0.5884 -0.6116 -0.6380
 -0.6678
 -2.2450 -2.0187 -1.8263 -1.6645 -1.5244 -1.4039 -1.3021 -1.2189 -1.1539 -1.1031
 -1.0609 -1.0195 -0.9730 -0.9212 -0.8728 -0.7768 -0.6999 -0.6366 -0.5866 -0.5502
 -0.5274 -0.5167 -0.5160 -0.5229 -0.5354 -0.5520 -0.5720 -0.5945 -0.6194 -0.6468
 -0.6769
 -2.3399 -2.0822 -1.8673 -1.6995 -1.5529 -1.4257 -1.3160 -1.2221 -1.1434 -1.0783
 -1.0245 -0.9790 -0.9388 -0.9007 -0.8726 -0.7736 -0.6970 -0.6349 -0.5857
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value =  o   
 -2.1686 -2.0290 -1.8939 -1.7630 -1.6273 -1.5072 -1.4052 -1.3178 -1.2417 -1.1745
 -1.1138 -1.0578 -1.0047 -0.9533 -0.9030 -0.7919 -0.6978 -0.6202 -0.5617
 -2.2504 -2.0596 -1.8996 -1.7674 -1.6315 -1.5140 -1.4165 -1.3301 -1.2493 -1.1788
 -1.1136 -1.0527 -0.9960 -0.9430 -0.8936 -0.7842 -0.6933 -0.6190 -0.5623 -0.5201
 -2.3274 -2.1140 -1.9319 -1.7781 -1.6444 -1.5151 -1.4104 -1.3214 -1.2388 -1.1685
 -1.1042 -1.0444 -0.9888 -0.9370 -0.8885 -0.7809 -0.6912 -0.6189 -0.5635 -0.5232
 -0.4965
 -2.3452 -2.1736 -1.9781 -1.8035 -1.6588 -1.5275 -1.4106 -1.3161 -1.2356 -1.1604
 -1.0967 -1.0380 -0.9836 -0.9329 -0.8855 -0.7800 -0.6915 -0.6199 -0.5653 -0.5262
 -0.5005 -0.4860
 -2.1872 -2.1716 -2.0207 -1.8405 -1.6780 -1.5442 -1.4206 -1.3169 -1.2314 -1.1556
 -1.0904 -1.0325 -0.9791 -0.9295 -0.8832 -0.7801 -0.6931 -0.6220 -0.5677 -0.5291
 -0.5042 -0.4903 -0.4850 -0.4865
 -2.0523 -1.9856 -1.9928 -1.8690 -1.7073 -1.5595 -1.4364 -1.3247 -1.2324 -1.1549
 -1.0858 -1.0274 -0.9747 -0.9261 -0.8808 -0.7804 -0.6952 -0.6248 -0.5706 -0.5320
 -0.5075 -0.4941 -0.4892 -0.4911 -0.4978 -0.5091 -0.5251 -0.5455 -0.5692 -0.5972
 -2.0519 -1.8904 -1.8001 -1.8085 -1.7233 -1.5835 -1.4512 -1.3388 -1.2394 -1.1555
 -1.0853 -1.0231 -0.9702 -0.9223 -0.8780 -0.7801 -0.6970 -0.6277 -0.5736 -0.5349
 -0.5104 -0.4973 -0.4930 -0.4953 -0.5025 -0.5135 -0.5283 -0.5475 -0.5712 -0.5986
 -0.6302
 -2.0829 -1.8964 -1.7447 -1.6411 -1.6202 -1.5830 -1.4703 -1.3536 -1.2514 -1.1625
 -1.0863 -1.0221 -0.9661 -0.9182 -0.8745 -0.7788 -0.6979 -0.6302 -0.5765 -0.5375
 -0.5127 -0.4998 -0.4960 -0.4988 -0.5067 -0.5183 -0.5331 -0.5513 -0.5740 -0.6015
 -0.6327
 -2.1324 -1.9277 -1.7560 -1.6141 -1.5073 -1.4531 -1.4310 -1.3625 -1.2638 -1.1710
 -1.0901 -1.0220 -0.9635 -0.9131 -0.8694 -0.7755 -0.6968 -0.6307 -0.5778 -0.5389
 -0.5139 -0.5011 -0.4977 -0.5013 -0.5100 -0.5225 -0.5383 -0.5570 -0.5791 -0.6057
 -0.6372
 -2.2032 -1.9790 -1.7898 -1.6322 -1.5008 -1.3963 -1.3246 -1.2844 -1.2467 -1.1813
 -1.1019 -1.0288 -0.9658 -0.9121 -0.8661 -0.7725 -0.6955 -0.6311 -0.5791 -0.5403
 -0.5148 -0.5015 -0.4982 -0.5024 -0.5119 -0.5256 -0.5425 -0.5622 -0.5850 -0.6114
 -0.6418
 -2.3068 -2.0503 -1.8383 -1.6665 -1.5223 -1.4012 -1.3020 -1.2254 -1.1708 -1.1296
 -1.0869 -1.0333 -0.9719 -0.9145 -0.8653 -0.7693 -0.6934 -0.6303 -0.5793 -0.5407
 -0.5147 -0.5008 -0.4973 -0.5017 -0.5121 -0.5269 -0.5453 -0.5666 -0.5906 -0.6178
 -0.6482
 -2.4434 -2.1416 -1.9015 -1.7124 -1.5563 -1.4247 -1.3136 -1.2206 -1.1451 -1.0853
 -1.0375 -0.9962 -0.9553 -0.9116 -0.8670 -0.7659 -0.6905 -0.6283 -0.5784
